formno	childid	actid	actyest	whoact	choice
R2INDX	PE021092	3	44	1	1
R2INDX	PE021092	4	12	1	1
R2INDX	PE021093	1	1	5	0
R2INDX	PE021093	2	46	11	1
R2INDX	PE021093	3	12	1	1
R2INDX	PE021093	4	2	1	1
R2INDX	PE021094	1	1	5	0
R2INDX	PE021094	2	44	12	1
R2INDX	PE021094	3	23	12	1
R2INDX	PE021094	4	18	9	1
R2INDX	PE021094	5	2	1	1
R2INDX	PE021095	1	1	5	1
R2INDX	PE021095	2	12	1	1
R2INDX	PE021095	3	2	1	1
R2INDX	PE021095	4	44	1	1
R2INDX	PE021096	1	1	5	0
R2INDX	PE021096	2	2	6	0
R2INDX	PE021096	3	44	8	1
R2INDX	PE021096	4	45	11	1
R2INDX	PE021097	1	1	5	0
R2INDX	PE021097	2	2	1	0
R2INDX	PE021097	3	44	6	1
R2INDX	PE021098	1	1	5	0
R2INDX	PE021098	2	2	1	0
R2INDX	PE021098	3	45	11	1
R2INDX	PE021099	1	1	5	0
R2INDX	PE021099	2	44	9	1
R2INDX	PE021099	3	2	1	0
R2INDX	PE021099	4	12	1	1
R2INDX	PE021100	1	1	5	1
R2INDX	PE021100	2	44	12	1
R2INDX	PE021100	3	2	1	0
R2INDX	PE021100	4	12	6	0
R2INDX	PE031002	1	1	5	0
R2INDX	PE031002	2	45	11	1
R2INDX	PE031003	1	44	1	1
R2INDX	PE031004	1	1	5	0
R2INDX	PE031004	2	44	1	1
R2INDX	PE031004	3	5	1	0
R2INDX	PE031004	4	2	1	0
R2INDX	PE031005	1	44	2	1
R2INDX	PE031006	1	1	5	1
R2INDX	PE031006	2	44	1	1
R2INDX	PE031006	3	2	1	1
R2INDX	PE031007	1	44	7	1
R2INDX	PE031007	2	5	1	1
R2INDX	PE031008	1	1	5	0
R2INDX	PE031008	2	44	7	1
R2INDX	PE031010	1	1	5	0
R2INDX	PE031010	2	5	12	0
R2INDX	PE031010	3	44	7	1
R2INDX	PE031011	1	1	5	0
R2INDX	PE031011	2	2	12	0
R2INDX	PE031011	3	44	7	1
R2INDX	PE031011	4	5	6	0
R2INDX	PE031012	1	1	12	0
R2INDX	PE031012	2	44	6	1
R2INDX	PE031013	1	44	1	1
R2INDX	PE031013	2	44	7	1
R2INDX	PE031014	1	44	2	1
R2INDX	PE031015	1	44	7	1
R2INDX	PE031016	1	1	5	0
R2INDX	PE031016	2	44	1	1
R2INDX	PE031016	3	2	1	1
R2INDX	PE031016	4	12	1	1
R2INDX	PE031017	1	1	5	1
R2INDX	PE031017	2	12	6	1
R2INDX	PE031017	3	2	1	1
R2INDX	PE031018	1	1	5	1
R2INDX	PE031018	2	44	8	1
R2INDX	PE031018	3	12	6	1
R2INDX	PE031019	1	44	6	1
R2INDX	PE031020	1	1	5	0
R2INDX	PE031020	2	2	6	0
R2INDX	PE031020	3	44	6	1
R2INDX	PE031020	4	12	1	1
R2INDX	PE031021	1	1	11	0
R2INDX	PE031021	2	44	8	1
R2INDX	PE031022	1	44	1	1
R2INDX	PE031022	2	17	7	1
R2INDX	PE031023	1	1	5	1
R2INDX	PE031023	2	23	1	1
R2INDX	PE031023	3	44	7	1
R2INDX	PE031024	1	1	12	0
R2INDX	PE031024	2	44	6	1
R2INDX	PE031024	3	2	1	1
R2INDX	PE031024	4	12	1	1
R2INDX	PE031025	1	1	5	1
R2INDX	PE031025	2	2	6	0
R2INDX	PE031025	3	44	11	1
R2INDX	PE031025	4	45	11	1
R2INDX	PE031026	1	1	5	1
R2INDX	PE031026	2	45	1	1
R2INDX	PE031026	3	2	1	1
R2INDX	PE031027	1	1	5	1
R2INDX	PE031027	2	2	1	1
R2INDX	PE031027	3	44	6	0
R2INDX	PE031028	1	1	5	1
R2INDX	PE031028	2	2	8	1
R2INDX	PE031028	3	44	8	1
R2INDX	PE031028	4	12	1	1
R2INDX	PE031029	1	2	1	0
R2INDX	PE031029	2	1	5	0
R2INDX	PE031029	3	44	1	0
R2INDX	PE031030	1	1	5	1
R2INDX	PE031030	2	2	1	0
R2INDX	PE031030	3	44	1	1
R2INDX	PE031031	1	1	10	0
R2INDX	PE031031	2	44	8	1
R2INDX	PE031031	3	2	6	0
R2INDX	PE031032	1	1	10	0
R2INDX	PE031032	2	2	1	0
R2INDX	PE031032	3	44	11	1
R2INDX	PE031032	4	45	11	1
R2INDX	PE031033	1	44	11	1
R2INDX	PE031033	2	2	1	0
R2INDX	PE031033	3	1	5	0
R2INDX	PE031034	1	1	10	0
R2INDX	PE031034	2	2	1	0
R2INDX	PE031034	3	44	11	1
R2INDX	PE031034	4	45	11	1
R2INDX	PE031035	1	1	11	1
R2INDX	PE031035	2	2	12	0
R2INDX	PE031035	3	45	9	1
R2INDX	PE031035	4	12	1	1
R2INDX	PE031036	1	1	5	1
R2INDX	PE031036	2	44	6	1
R2INDX	PE031036	3	2	1	0
R2INDX	PE031037	1	1	5	0
R2INDX	PE031037	2	44	6	1
R2INDX	PE031037	3	12	6	1
R2INDX	PE031038	1	1	1	1
R2INDX	PE031038	2	44	7	1
R2INDX	PE031038	3	45	10	1
R2INDX	PE031038	4	2	1	0
R2INDX	PE031039	1	1	5	0
R2INDX	PE031039	2	45	11	1
R2INDX	PE031039	3	2	1	0
R2INDX	PE031039	4	12	1	1
R2INDX	PE031039	5	42	1	1
R2INDX	PE031040	1	1	5	1
R2INDX	PE031040	2	44	1	1
R2INDX	PE031040	3	2	1	1
R2INDX	PE031040	4	12	6	1
R2INDX	PE031040	5	45	6	1
R2INDX	PE031041	1	1	11	0
R2INDX	PE031041	2	2	1	0
R2INDX	PE031041	3	44	6	1
R2INDX	PE031042	1	1	5	1
R2INDX	PE031042	2	12	12	1
R2INDX	PE031042	3	44	10	1
R2INDX	PE031043	1	1	11	1
R2INDX	PE031043	2	44	9	1
R2INDX	PE031043	3	45	11	1
R2INDX	PE031043	4	2	1	1
R2INDX	PE031044	1	44	1	1
R2INDX	PE031044	2	2	1	0
R2INDX	PE031044	3	12	1	1
R2INDX	PE031045	1	1	5	0
R2INDX	PE031045	2	44	11	1
R2INDX	PE031046	1	1	10	0
R2INDX	PE031046	2	44	6	1
R2INDX	PE031046	3	45	11	1
R2INDX	PE031046	4	2	12	0
R2INDX	PE031047	1	1	5	0
R2INDX	PE031047	2	44	3	1
R2INDX	PE031047	3	2	1	0
R2INDX	PE031048	1	1	5	1
R2INDX	PE031048	2	44	6	1
R2INDX	PE031048	3	2	6	1
R2INDX	PE031048	4	5	6	1
R2INDX	PE031049	1	1	5	1
R2INDX	PE031049	2	44	1	1
R2INDX	PE031049	3	2	1	1
R2INDX	PE031049	4	12	6	1
R2INDX	PE031050	1	1	5	0
R2INDX	PE031050	2	2	1	0
R2INDX	PE031050	3	44	12	1
R2INDX	PE031051	1	2	1	1
R2INDX	PE031051	2	44	6	1
R2INDX	PE031051	3	12	1	1
R2INDX	PE031052	1	1	11	0
R2INDX	PE031052	2	44	11	1
R2INDX	PE031052	3	2	1	1
R2INDX	PE031052	4	12	6	1
R2INDX	PE031053	1	1	5	0
R2INDX	PE031053	2	2	1	0
R2INDX	PE031053	3	45	6	0
R2INDX	PE031054	1	1	5	1
R2INDX	PE031054	2	45	1	1
R2INDX	PE031054	3	2	1	1
R2INDX	PE031054	4	12	12	1
R2INDX	PE031055	1	1	3	1
R2INDX	PE031055	2	44	6	1
R2INDX	PE031056	1	1	5	1
R2INDX	PE031056	2	2	1	1
R2INDX	PE031056	3	44	1	1
R2INDX	PE031057	1	1	5	1
R2INDX	PE031057	2	44	7	1
R2INDX	PE031057	3	5	1	1
R2INDX	PE031057	4	2	12	1
R2INDX	PE031058	1	44	6	1
R2INDX	PE031059	1	1	5	0
R2INDX	PE031059	2	2	6	1
R2INDX	PE031059	3	44	6	1
R2INDX	PE031060	1	1	5	1
R2INDX	PE031060	2	2	1	1
R2INDX	PE031060	3	45	11	1
R2INDX	PE031061	1	1	11	0
R2INDX	PE031061	2	2	6	0
R2INDX	PE031061	3	45	6	1
R2INDX	PE031061	4	44	6	1
R2INDX	PE031062	1	1	5	0
R2INDX	PE031062	2	2	1	0
R2INDX	PE031062	3	45	11	1
R2INDX	PE031063	1	1	10	0
R2INDX	PE031063	2	2	6	0
R2INDX	PE031063	3	44	6	1
R2INDX	PE031064	1	1	5	1
R2INDX	PE031064	2	44	1	1
R2INDX	PE031064	3	2	1	1
R2INDX	PE031065	1	8	1	1
R2INDX	PE031065	2	7	2	1
R2INDX	PE031065	3	44	1	1
R2INDX	PE031066	1	44	2	1
R2INDX	PE031067	1	1	5	0
R2INDX	PE031067	2	2	1	0
R2INDX	PE031067	3	45	12	1
R2INDX	PE031067	4	44	12	1
R2INDX	PE031068	1	44	6	1
R2INDX	PE031069	1	5	1	1
R2INDX	PE031069	2	45	7	1
R2INDX	PE031070	1	1	11	0
R2INDX	PE031070	2	44	8	1
R2INDX	PE031071	1	1	11	0
R2INDX	PE031071	2	2	6	0
R2INDX	PE031071	3	44	10	1
R2INDX	PE031072	1	44	2	1
R2INDX	PE031072	2	45	1	1
R2INDX	PE031072	3	12	12	1
R2INDX	PE031073	1	44	7	1
R2INDX	PE031073	2	5	1	0
R2INDX	PE031074	1	1	5	0
R2INDX	PE031074	2	44	7	1
R2INDX	PE031074	3	2	1	2
R2INDX	PE031075	1	1	5	1
R2INDX	PE031075	2	3	7	0
R2INDX	PE031075	3	2	12	2
R2INDX	PE031075	4	6	1	0
R2INDX	PE031075	5	17	7	1
R2INDX	PE031076	1	1	5	1
R2INDX	PE031076	2	44	1	1
R2INDX	PE031076	3	2	1	1
R2INDX	PE031077	1	1	11	0
R2INDX	PE031077	2	2	6	0
R2INDX	PE031077	3	44	8	1
R2INDX	PE031078	1	1	5	1
R2INDX	PE031078	2	18	3	1
R2INDX	PE031078	3	2	1	1
R2INDX	PE031079	1	1	5	0
R2INDX	PE031079	2	45	3	1
R2INDX	PE031079	3	2	1	0
R2INDX	PE031080	1	1	5	1
R2INDX	PE031080	2	2	1	0
R2INDX	PE031080	3	45	6	1
R2INDX	PE031081	1	1	11	0
R2INDX	PE031081	2	2	1	0
R2INDX	PE031081	3	44	6	1
R2INDX	PE031082	1	1	11	1
R2INDX	PE031082	2	44	12	1
R2INDX	PE031082	3	2	6	1
R2INDX	PE031083	1	1	5	1
R2INDX	PE031083	2	44	6	1
R2INDX	PE031083	3	2	6	1
R2INDX	PE031083	4	45	12	1
R2INDX	PE031084	1	5	12	1
R2INDX	PE031084	2	22	12	1
R2INDX	PE031085	1	1	5	2
R2INDX	PE031085	2	44	6	1
R2INDX	PE031085	3	2	6	1
R2INDX	PE031086	1	1	5	0
R2INDX	PE031086	2	44	1	0
R2INDX	PE031086	3	45	12	1
R2INDX	PE031087	1	1	3	1
R2INDX	PE031087	2	2	1	0
R2INDX	PE031087	3	44	6	1
R2INDX	PE031088	1	1	11	0
R2INDX	PE031088	2	2	6	1
R2INDX	PE031088	3	44	6	1
R2INDX	PE031089	1	1	11	0
R2INDX	PE031089	2	2	1	0
R2INDX	PE031089	3	44	6	1
R2INDX	PE031090	1	1	5	0
R2INDX	PE031090	2	8	1	0
R2INDX	PE031090	3	44	7	0
R2INDX	PE031091	1	1	5	0
R2INDX	PE031091	2	44	1	1
R2INDX	PE031092	1	1	10	0
R2INDX	PE031092	2	44	6	1
R2INDX	PE031093	1	1	11	1
R2INDX	PE031093	2	45	11	1
R2INDX	PE031094	1	1	5	1
R2INDX	PE031094	2	45	8	1
R2INDX	PE031094	3	2	2	1
R2INDX	PE031094	4	44	2	1
R2INDX	PE031095	1	1	11	1
R2INDX	PE031095	2	45	11	1
R2INDX	PE031095	3	2	1	1
R2INDX	PE031096	1	44	12	1
R2INDX	PE031096	2	45	11	1
R2INDX	PE031097	1	44	1	1
R2INDX	PE031097	2	44	6	1
R2INDX	PE031097	3	45	11	1
R2INDX	PE031098	1	1	10	1
R2INDX	PE031098	2	44	11	1
R2INDX	PE031098	3	6	9	0
R2INDX	PE031098	4	12	2	1
R2INDX	PE031099	1	44	9	1
R2INDX	PE031100	1	1	5	1
R2INDX	PE031100	2	2	2	0
R2INDX	PE031100	3	44	6	1
R2INDX	PE031100	4	45	9	1
R2INDX	PE031101	1	1	5	0
R2INDX	PE031101	2	2	1	0
R2INDX	PE031101	3	44	1	1
R2INDX	PE041001	1	1	5	1
R2INDX	PE041001	2	44	6	1
R2INDX	PE041001	3	2	6	1
R2INDX	PE041001	4	12	6	1
R2INDX	PE041002	1	1	5	0
R2INDX	PE041002	2	45	12	1
R2INDX	PE041002	3	5	1	0
R2INDX	PE041002	4	45	6	1
R2INDX	PE041003	1	1	5	1
R2INDX	PE041003	2	45	11	1
R2INDX	PE041003	3	23	12	1
R2INDX	PE041004	1	1	5	1
R2INDX	PE041004	2	44	1	1
R2INDX	PE041004	3	2	1	0
R2INDX	PE041004	4	45	1	1
R2INDX	PE041005	1	1	5	0
R2INDX	PE041005	2	45	9	1
R2INDX	PE041006	1	1	11	0
R2INDX	PE041006	2	2	10	0
R2INDX	PE041006	3	45	6	1
R2INDX	PE041006	4	44	6	1
R2INDX	PE041008	1	1	11	1
R2INDX	PE041008	2	44	12	1
R2INDX	PE041008	3	12	12	1
R2INDX	PE041009	1	1	11	1
R2INDX	PE041009	2	44	7	1
R2INDX	PE041009	3	12	12	1
R2INDX	PE041010	1	1	5	0
R2INDX	PE041010	2	44	1	1
R2INDX	PE041010	3	2	1	0
R2INDX	PE041010	4	12	1	1
R2INDX	PE041011	1	1	5	1
R2INDX	PE041011	2	45	11	1
R2INDX	PE041012	1	1	11	1
R2INDX	PE041012	2	45	11	1
R2INDX	PE041012	3	2	1	1
R2INDX	PE041013	1	1	4	1
R2INDX	PE041013	2	44	7	1
R2INDX	PE041013	3	2	12	1
R2INDX	PE041014	1	1	11	1
R2INDX	PE041014	2	44	6	1
R2INDX	PE041015	1	1	5	1
R2INDX	PE041015	2	2	1	0
R2INDX	PE041015	3	44	1	0
R2INDX	PE041016	1	1	5	0
R2INDX	PE041016	2	45	12	1
R2INDX	PE041016	3	2	1	1
R2INDX	PE041016	4	45	12	1
R2INDX	PE041017	1	1	10	0
R2INDX	PE041017	2	2	6	0
R2INDX	PE041017	3	44	6	1
R2INDX	PE041018	1	44	8	2
R2INDX	PE041018	2	3	1	1
R2INDX	PE041018	3	1	1	1
R2INDX	PE041019	1	1	5	1
R2INDX	PE041019	2	44	1	1
R2INDX	PE041019	3	45	1	1
R2INDX	PE041020	1	1	5	0
R2INDX	PE041020	2	44	6	1
R2INDX	PE041020	3	45	11	1
R2INDX	PE041021	1	44	6	1
R2INDX	PE041021	2	18	12	1
R2INDX	PE041022	1	1	11	0
R2INDX	PE041022	2	44	6	1
R2INDX	PE041022	3	2	6	0
R2INDX	PE041023	1	45	9	1
R2INDX	PE041024	1	1	5	0
R2INDX	PE041024	2	17	7	1
R2INDX	PE041025	1	2	1	1
R2INDX	PE041025	2	1	8	0
R2INDX	PE041025	3	44	9	1
R2INDX	PE041025	4	5	7	0
R2INDX	PE041026	1	1	3	0
R2INDX	PE041026	2	44	6	1
R2INDX	PE041026	3	2	1	0
R2INDX	PE041027	1	1	5	0
R2INDX	PE041027	2	18	1	1
R2INDX	PE041027	3	20	1	1
R2INDX	PE041028	1	1	5	1
R2INDX	PE041028	2	44	5	1
R2INDX	PE041029	1	44	9	1
R2INDX	PE041030	1	1	5	1
R2INDX	PE041030	2	20	1	1
R2INDX	PE041031	1	1	5	1
R2INDX	PE041031	2	49	12	1
R2INDX	PE041032	1	1	10	0
R2INDX	PE041032	2	46	8	1
R2INDX	PE041032	3	2	8	0
R2INDX	PE041033	1	1	5	0
R2INDX	PE041033	2	2	2	0
R2INDX	PE041033	3	45	11	1
R2INDX	PE041034	1	1	5	0
R2INDX	PE041034	2	2	6	0
R2INDX	PE041034	3	44	6	1
R2INDX	PE041035	1	1	11	0
R2INDX	PE041035	2	44	6	1
R2INDX	PE041035	3	2	12	0
R2INDX	PE041036	1	1	5	1
R2INDX	PE041036	2	17	8	1
R2INDX	PE041036	3	12	8	1
R2INDX	PE041037	1	1	5	1
R2INDX	PE041037	2	44	6	1
R2INDX	PE041037	3	12	6	1
R2INDX	PE041038	1	44	1	1
R2INDX	PE041039	1	44	9	1
R2INDX	PE041039	2	1	4	1
R2INDX	PE041040	1	1	5	0
R2INDX	PE041040	2	44	6	1
R2INDX	PE041041	1	45	10	1
R2INDX	PE041041	2	23	10	1
R2INDX	PE041042	1	1	5	1
R2INDX	PE041042	2	44	6	1
R2INDX	PE041042	3	45	11	1
R2INDX	PE041043	1	45	11	1
R2INDX	PE041044	1	20	1	0
R2INDX	PE041044	2	45	12	1
R2INDX	PE041045	1	1	5	1
R2INDX	PE041045	2	7	3	1
R2INDX	PE041046	1	1	5	1
R2INDX	PE041046	2	45	6	1
R2INDX	PE041046	3	12	1	1
R2INDX	PE041047	1	1	5	1
R2INDX	PE041047	2	45	10	1
R2INDX	PE041048	1	1	5	0
R2INDX	PE041048	2	17	3	1
R2INDX	PE041049	1	1	10	1
R2INDX	PE041049	2	2	1	1
R2INDX	PE041049	3	44	6	1
R2INDX	PE041050	1	44	6	1
R2INDX	PE041051	1	1	11	1
R2INDX	PE041051	2	45	7	1
R2INDX	PE041051	3	2	7	1
R2INDX	PE041052	1	1	5	1
R2INDX	PE041052	2	44	6	1
R2INDX	PE041052	3	5	6	0
R2INDX	PE041053	1	1	12	0
R2INDX	PE041053	2	23	12	1
R2INDX	PE041053	3	6	12	0
R2INDX	PE041053	4	45	10	0
R2INDX	PE041054	1	1	5	0
R2INDX	PE041054	2	45	1	1
R2INDX	PE041054	3	2	1	0
R2INDX	PE041055	1	1	11	0
R2INDX	PE041055	2	23	9	0
R2INDX	PE041055	3	45	9	1
R2INDX	PE041056	1	1	5	0
R2INDX	PE041056	2	44	8	1
R2INDX	PE041057	1	44	12	1
R2INDX	PE041057	2	12	11	1
R2INDX	PE041057	3	45	11	1
R2INDX	PE041058	1	1	11	0
R2INDX	PE041058	2	44	11	1
R2INDX	PE041058	3	11	11	1
R2INDX	PE041059	1	1	11	1
R2INDX	PE041059	2	44	12	1
R2INDX	PE041060	1	1	5	0
R2INDX	PE041060	2	44	7	1
R2INDX	PE041060	3	12	7	1
R2INDX	PE041061	1	45	1	1
R2INDX	PE041061	2	1	5	0
R2INDX	PE041061	3	45	1	1
R2INDX	PE041062	1	44	8	1
R2INDX	PE041062	2	5	12	0
R2INDX	PE041062	3	45	12	1
R2INDX	PE041063	1	1	5	0
R2INDX	PE041063	2	2	1	0
R2INDX	PE041063	3	45	12	1
R2INDX	PE041064	1	1	5	0
R2INDX	PE041064	2	44	7	1
R2INDX	PE041064	3	12	1	1
R2INDX	PE041064	4	3	1	1
R2INDX	PE041065	1	1	5	0
R2INDX	PE041065	2	45	10	1
R2INDX	PE041066	1	1	5	1
R2INDX	PE041066	2	2	1	1
R2INDX	PE041066	3	44	1	1
R2INDX	PE041066	4	45	1	1
R2INDX	PE041067	1	1	10	1
R2INDX	PE041067	2	44	12	1
R2INDX	PE041067	3	12	1	1
R2INDX	PE041068	1	44	1	1
R2INDX	PE041068	2	20	1	1
R2INDX	PE041068	3	17	7	1
R2INDX	PE041069	1	1	10	0
R2INDX	PE041069	2	44	6	1
R2INDX	PE041069	3	2	1	0
R2INDX	PE041070	1	1	11	0
R2INDX	PE041070	2	2	6	1
R2INDX	PE041070	3	44	2	1
R2INDX	PE041071	1	1	9	1
R2INDX	PE041071	2	45	6	1
R2INDX	PE041072	1	1	5	1
R2INDX	PE041072	2	2	2	1
R2INDX	PE041072	3	44	2	1
R2INDX	PE041073	1	1	10	1
R2INDX	PE041073	2	44	12	1
R2INDX	PE041074	1	1	5	0
R2INDX	PE041074	2	17	2	1
R2INDX	PE041074	3	2	2	0
R2INDX	PE041075	1	1	1	1
R2INDX	PE041075	2	3	12	2
R2INDX	PE041075	3	22	12	1
R2INDX	PE041076	1	1	12	1
R2INDX	PE041076	2	45	11	1
R2INDX	PE041077	1	1	11	0
R2INDX	PE041077	2	2	6	0
R2INDX	PE041077	3	44	6	1
R2INDX	PE041078	1	1	5	1
R2INDX	PE041078	2	45	12	1
R2INDX	PE041078	3	2	1	1
R2INDX	PE041078	4	12	1	1
R2INDX	PE041079	1	44	7	1
R2INDX	PE041080	1	1	5	0
R2INDX	PE041080	2	23	6	1
R2INDX	PE041080	3	44	7	1
R2INDX	PE041081	1	1	5	0
R2INDX	PE041081	2	44	6	1
R2INDX	PE041082	1	45	11	1
R2INDX	PE041083	1	1	5	1
R2INDX	PE041083	2	23	11	1
R2INDX	PE041084	1	1	11	1
R2INDX	PE041084	2	44	12	1
R2INDX	PE041084	3	45	12	1
R2INDX	PE041085	1	1	10	1
R2INDX	PE041085	2	45	11	1
R2INDX	PE041085	3	12	1	1
R2INDX	PE041086	1	1	5	1
R2INDX	PE041086	2	44	1	1
R2INDX	PE041087	1	1	11	0
R2INDX	PE041087	2	45	11	1
R2INDX	PE041088	1	1	5	1
R2INDX	PE041088	2	45	9	1
R2INDX	PE041089	1	45	6	1
R2INDX	PE041090	1	1	13	1
R2INDX	PE041090	2	45	11	1
R2INDX	PE041091	1	1	11	1
R2INDX	PE041091	2	44	9	1
R2INDX	PE041092	1	5	1	1
R2INDX	PE041092	2	45	1	1
R2INDX	PE041093	1	1	5	0
R2INDX	PE041093	2	45	11	1
R2INDX	PE041094	1	5	12	0
R2INDX	PE041094	2	45	9	1
R2INDX	PE041096	1	1	5	0
R2INDX	PE041096	2	2	1	0
R2INDX	PE041096	3	17	1	1
R2INDX	PE041097	1	1	5	1
R2INDX	PE041097	2	45	12	1
R2INDX	PE041098	1	45	1	1
R2INDX	PE041099	1	1	5	0
R2INDX	PE041099	2	6	2	1
R2INDX	PE041099	3	45	2	1
R2INDX	PE041100	1	1	12	0
R2INDX	PE041100	2	2	11	1
R2INDX	PE041100	3	46	9	1
R2INDX	PE041101	1	17	7	1
R2INDX	PE041101	2	45	11	1
R2INDX	PE051001	1	2	1	0
R2INDX	PE051001	2	3	1	0
R2INDX	PE051001	3	44	7	1
R2INDX	PE051002	1	45	11	1
R2INDX	PE051003	1	5	1	0
R2INDX	PE051003	2	44	7	1
R2INDX	PE051004	1	12	1	1
R2INDX	PE051004	2	44	7	1
R2INDX	PE051004	3	5	12	1
R2INDX	PE051005	1	12	6	1
R2INDX	PE051005	2	20	1	1
R2INDX	PE051005	3	45	12	1
R2INDX	PE051007	1	45	8	1
R2INDX	PE051008	1	5	1	1
R2INDX	PE051008	2	44	7	1
R2INDX	PE051009	1	2	6	1
R2INDX	PE051009	2	44	6	1
R2INDX	PE051009	3	1	5	0
R2INDX	PE051010	1	12	6	1
R2INDX	PE051010	2	44	7	1
R2INDX	PE051010	3	1	5	1
R2INDX	PE051011	1	7	1	1
R2INDX	PE051011	2	5	2	1
R2INDX	PE051011	3	2	2	1
R2INDX	PE051011	4	44	6	1
R2INDX	PE051011	5	47	1	1
R2INDX	PE051012	1	44	6	1
R2INDX	PE051013	1	44	6	1
R2INDX	PE051014	1	44	8	1
R2INDX	PE051014	2	21	1	1
R2INDX	PE051014	3	8	1	1
R2INDX	PE051015	1	44	6	1
R2INDX	PE051015	2	8	2	0
R2INDX	PE051015	3	5	1	1
R2INDX	PE051016	1	12	6	1
R2INDX	PE051016	2	8	6	1
R2INDX	PE051017	1	44	7	1
R2INDX	PE051018	1	1	5	0
R2INDX	PE051018	2	2	1	1
R2INDX	PE051018	3	45	11	1
R2INDX	PE051019	1	44	6	1
R2INDX	PE051019	2	12	6	1
R2INDX	PE051020	1	1	11	1
R2INDX	PE051020	2	44	1	1
R2INDX	PE051020	3	12	1	1
R2INDX	PE051020	4	2	1	1
R2INDX	PE051021	1	1	5	1
R2INDX	PE051021	2	46	1	1
R2INDX	PE051021	3	12	1	1
R2INDX	PE051022	1	44	1	1
R2INDX	PE051023	1	2	1	1
R2INDX	PE051023	2	1	11	1
R2INDX	PE051023	3	44	9	1
R2INDX	PE051024	1	1	5	0
R2INDX	PE051024	2	2	2	0
R2INDX	PE051024	3	5	2	0
R2INDX	PE051024	4	45	12	1
R2INDX	PE051024	5	44	12	1
R2INDX	PE051025	1	1	5	0
R2INDX	PE051025	2	5	1	0
R2INDX	PE051025	3	44	1	1
R2INDX	PE051025	4	12	1	1
R2INDX	PE051026	1	1	5	0
R2INDX	PE051026	2	40	1	1
R2INDX	PE051026	3	2	1	0
R2INDX	PE051027	1	44	1	1
R2INDX	PE051027	2	45	9	1
R2INDX	PE051028	1	1	5	2
R2INDX	PE051028	2	2	1	2
R2INDX	PE051028	3	45	9	1
R2INDX	PE051029	1	44	9	1
R2INDX	PE051029	2	18	1	2
R2INDX	PE051029	3	1	5	0
R2INDX	PE051030	1	1	5	1
R2INDX	PE051030	2	44	1	1
R2INDX	PE051030	3	2	1	1
R2INDX	PE051031	1	1	5	0
R2INDX	PE051031	2	44	7	1
R2INDX	PE051031	3	2	1	0
R2INDX	PE051031	4	12	1	1
R2INDX	PE051032	1	1	11	0
R2INDX	PE051032	2	2	6	0
R2INDX	PE051032	3	44	6	1
R2INDX	PE051033	1	1	5	1
R2INDX	PE051033	2	2	1	1
R2INDX	PE051033	3	44	1	1
R2INDX	PE051033	4	12	1	1
R2INDX	PE051034	1	1	11	0
R2INDX	PE051034	2	2	1	1
R2INDX	PE051034	3	44	7	1
R2INDX	PE051035	1	9	1	0
R2INDX	PE051035	2	45	1	0
R2INDX	PE051035	3	1	5	0
R2INDX	PE051036	1	44	11	1
R2INDX	PE051037	1	44	6	1
R2INDX	PE051038	1	1	5	1
R2INDX	PE051038	2	2	1	0
R2INDX	PE051038	3	45	11	1
R2INDX	PE051038	4	44	6	1
R2INDX	PE051039	1	1	5	1
R2INDX	PE051039	2	2	1	1
R2INDX	PE051039	3	17	7	1
R2INDX	PE051040	1	44	6	1
R2INDX	PE051040	2	2	1	1
R2INDX	PE051040	3	1	5	0
R2INDX	PE051041	1	2	1	0
R2INDX	PE051041	2	1	5	0
R2INDX	PE051041	3	44	11	1
R2INDX	PE051042	1	1	5	1
R2INDX	PE051042	2	2	1	1
R2INDX	PE051042	3	44	12	1
R2INDX	PE051043	1	48	1	0
R2INDX	PE051043	2	18	1	0
R2INDX	PE051044	1	5	12	1
R2INDX	PE051044	2	45	6	1
R2INDX	PE051045	1	44	1	1
R2INDX	PE051046	1	1	5	1
R2INDX	PE051046	2	2	6	1
R2INDX	PE051046	3	17	7	1
R2INDX	PE051047	1	44	6	1
R2INDX	PE051047	2	8	1	1
R2INDX	PE051047	3	2	6	1
R2INDX	PE051048	1	1	5	1
R2INDX	PE051048	2	46	11	1
R2INDX	PE051048	3	2	1	0
R2INDX	PE051049	1	1	5	1
R2INDX	PE051049	2	44	8	1
R2INDX	PE051049	3	2	8	1
R2INDX	PE051051	1	44	1	1
R2INDX	PE051051	2	5	1	1
R2INDX	PE051052	1	44	1	1
R2INDX	PE051052	2	5	1	0
R2INDX	PE051052	3	1	5	0
R2INDX	PE051056	1	44	12	1
R2INDX	PE051056	2	20	1	1
R2INDX	PE051057	1	44	6	1
R2INDX	PE051058	1	1	5	0
R2INDX	PE051058	2	2	6	1
R2INDX	PE051058	3	44	6	1
R2INDX	PE051059	1	44	1	1
R2INDX	PE051060	1	44	6	1
R2INDX	PE051061	1	1	1	1
R2INDX	PE051061	2	2	1	1
R2INDX	PE051061	3	45	11	1
R2INDX	PE051061	4	44	11	1
R2INDX	PE051062	1	1	3	0
R2INDX	PE051062	2	2	1	0
R2INDX	PE051062	3	45	10	1
R2INDX	PE051063	1	1	5	1
R2INDX	PE051063	2	45	11	1
R2INDX	PE051063	3	2	6	1
R2INDX	PE051064	1	17	1	1
R2INDX	PE051065	1	1	5	1
