formno	childid	preid	agepresc	prescdur	presctyp	paypresc	presccre	dayspres	hrspresc	prescvis
R2INDX	PE061086	1	48	3	4	1	2	5	4	0
R2INDX	PE061087	1	48	3	4	0	2	5	4	1
R2INDX	PE061088	1	48	1	4	1	2	5	4	1
R2INDX	PE061089	1	36	3	4	1	2	5	4	1
R2INDX	PE061090	1	36	3	4	1	4	5	4	1
R2INDX	PE061091	1	36	3	4	1	2	5	4	0
R2INDX	PE061092	1	48	3	4	1	3	5	4	1
R2INDX	PE061093	1	48	3	4	1	2	5	4	1
R2INDX	PE061095	1	48	2	4	1	2	5	3	1
R2INDX	PE061096	1	48	2	4	1	3	5	4	1
R2INDX	PE061097	1	55	2	4	1	2	5	4	1
R2INDX	PE061098	1	55	1	4	1	2	5	5	1
R2INDX	PE061100	1	48	1	4	0	3	5	4	1
R2INDX	PE061101	1	48	2	1	1	2	5	5	1
R2INDX	PE061101	2	60	1	4	1	3	5	5	1
R2INDX	PE071001	1	36	3	4	0	2	5	4	0
R2INDX	PE071002	1	41	3	1	1	2	5	4	0
R2INDX	PE071003	1	40	3	4	1	1	5	4	1
R2INDX	PE071004	1	31	3	1	1	2	5	5	1
R2INDX	PE071005	1	41	3	1	1	2	5	5	0
R2INDX	PE071006	1	36	3	4	1	3	5	4	1
R2INDX	PE071007	1	44	3	1	1	2	5	5	0
R2INDX	PE071008	1	43	3	1	1	2	5	6	0
R2INDX	PE071009	1	48	3	4	1	2	5	4	1
R2INDX	PE071010	1	36	3	4	1	3	5	4	1
R2INDX	PE071011	1	30	3	4	1	2	5	4	1
R2INDX	PE071012	1	41	3	1	1	2	5	4	1
R2INDX	PE071013	1	35	3	4	1	2	5	4	0
R2INDX	PE071014	1	55	1	4	1	2	5	4	1
R2INDX	PE071015	1	36	3	1	1	2	5	4	1
R2INDX	PE071016	1	38	3	4	1	2	5	4	0
R2INDX	PE071017	1	34	3	4	1	2	5	4	1
R2INDX	PE071018	1	44	3	4	1	2	5	3	0
R2INDX	PE071019	1	37	3	4	1	3	5	3	0
R2INDX	PE071020	1	41	3	4	1	2	5	3	1
R2INDX	PE071021	1	52	3	4	1	3	5	4	0
R2INDX	PE071022	1	36	3	4	1	3	5	4	0
R2INDX	PE071023	1	36	1	4	1	2	5	4	1
R2INDX	PE071024	1	41	3	4	1	2	5	4	0
R2INDX	PE071025	1	51	2	4	1	2	5	4	1
R2INDX	PE071026	1	36	1	4	0	4	5	3	1
R2INDX	PE071026	2	48	1	4	1	2	5	4	1
R2INDX	PE071028	1	44	3	1	1	2	5	3	0
R2INDX	PE071029	1	48	3	4	1	2	5	4	1
R2INDX	PE071031	1	36	1	4	1	3	5	4	1
R2INDX	PE071032	1	36	1	4	1	2	3	4	1
R2INDX	PE071033	1	30	3	4	1	2	5	5	1
R2INDX	PE071034	1	36	3	4	1	2	5	4	1
R2INDX	PE071035	1	30	3	4	1	2	5	5	1
R2INDX	PE071036	1	54	3	4	1	3	4	3	0
R2INDX	PE071037	1	33	3	1	1	2	5	5	0
R2INDX	PE071038	1	29	3	4	1	2	5	4	0
R2INDX	PE071039	1	36	3	4	1	2	5	4	1
R2INDX	PE071040	1	33	3	4	1	2	5	4	0
R2INDX	PE071041	1	36	1	4	1	3	5	4	1
R2INDX	PE071042	1	36	3	4	1	2	5	4	0
R2INDX	PE071043	1	28	3	4	1	3	5	4	0
R2INDX	PE071044	1	54	2	4	1	3	5	3	1
R2INDX	PE071045	1	42	3	1	1	2	5	4	1
R2INDX	PE071046	1	40	3	4	1	2	5	4	0
R2INDX	PE071047	1	36	1	4	1	3	5	4	0
R2INDX	PE071048	1	38	3	4	1	2	5	4	0
R2INDX	PE071049	1	38	3	1	1	2	5	5	1
R2INDX	PE071050	1	33	3	4	1	2	5	5	1
R2INDX	PE071051	1	35	3	1	1	2	5	5	1
R2INDX	PE071052	1	38	3	4	1	2	5	4	0
R2INDX	PE071053	1	44	3	4	1	2	5	4	0
R2INDX	PE071054	1	36	3	4	1	2	5	4	0
R2INDX	PE071055	1	32	3	4	1	2	5	4	0
R2INDX	PE071056	1	35	3	4	1	2	5	4	0
R2INDX	PE071057	1	35	3	4	1	2	5	4	0
R2INDX	PE071058	1	47	3	4	1	3	5	5	0
R2INDX	PE071059	1	40	3	4	1	4	5	4	0
R2INDX	PE071060	1	42	3	4	1	2	5	4	0
R2INDX	PE071061	1	59	2	1	1	2	5	3	0
R2INDX	PE071062	1	36	2	4	0	2	5	4	1
R2INDX	PE071062	2	48	3	4	1	3	5	4	1
R2INDX	PE071064	1	36	1	4	1	2	5	4	0
R2INDX	PE071066	1	36	3	4	0	2	5	4	1
R2INDX	PE071067	1	36	3	4	1	3	5	4	1
R2INDX	PE071068	1	36	3	4	1	2	5	4	0
R2INDX	PE071069	1	42	3	4	1	2	5	4	1
R2INDX	PE071070	1	51	2	4	1	2	5	4	1
R2INDX	PE071071	1	36	3	4	0	2	5	4	0
R2INDX	PE071072	1	36	3	4	1	2	5	4	1
R2INDX	PE071073	1	48	3	4	1	2	5	4	1
R2INDX	PE071074	1	49	3	7	1	2	5	4	1
R2INDX	PE071075	1	48	3	4	1	2	5	4	1
R2INDX	PE071076	1	36	2	4	1	2	5	4	1
R2INDX	PE071077	1	54	2	4	1	2	5	3	1
R2INDX	PE071078	1	36	3	4	1	2	5	4	1
R2INDX	PE071079	1	48	3	4	1	3	5	4	1
R2INDX	PE071080	1	36	2	4	1	2	5	5	1
R2INDX	PE071081	1	35	2	4	1	4	5	3	1
R2INDX	PE071081	2	49	2	4	1	2	5	3	1
R2INDX	PE071082	1	43	3	4	1	3	5	5	1
R2INDX	PE071083	1	48	3	4	1	3	5	4	1
R2INDX	PE071084	1	36	1	4	1	2	5	4	1
R2INDX	PE071085	1	48	2	4	1	3	5	4	1
R2INDX	PE071086	1	48	3	4	1	2	5	4	1
R2INDX	PE071086	2	42	1	4	1	2	5	4	1
R2INDX	PE071087	1	36	1	4	1	3	5	4	1
R2INDX	PE071087	2	48	1	1	1	2	5	4	1
R2INDX	PE071087	3	60	 	1	1	2	5	4	1
R2INDX	PE071088	1	33	3	4	1	2	5	5	0
R2INDX	PE071089	1	36	3	4	1	3	5	10	1
R2INDX	PE071090	1	36	1	1	1	2	5	4	1
R2INDX	PE071091	1	34	3	4	1	2	5	4	1
R2INDX	PE071092	1	48	3	4	1	3	5	3	0
R2INDX	PE071093	1	27	1	4	0	2	5	3	1
R2INDX	PE071093	2	38	2	4	1	2	5	5	1
R2INDX	PE071094	1	43	2	4	1	2	5	4	1
R2INDX	PE071095	1	30	3	4	1	3	5	3	1
R2INDX	PE071096	1	48	1	1	1	2	5	5	1
R2INDX	PE071097	1	36	1	4	1	2	5	4	0
R2INDX	PE071098	1	40	2	4	1	2	5	4	1
R2INDX	PE071099	1	52	2	4	1	2	5	5	1
R2INDX	PE071100	1	53	2	4	1	2	5	4	1
R2INDX	PE071101	1	36	1	4	0	2	5	4	0
R2INDX	PE071102	1	36	1	4	1	3	5	4	1
R2INDX	PE071103	1	36	3	4	1	3	5	5	1
R2INDX	PE071104	1	24	3	1	0	2	5	5	1
R2INDX	PE071105	1	47	3	4	1	4	5	4	0
R2INDX	PE071106	1	48	2	4	1	3	5	4	0
R2INDX	PE071109	1	36	3	7	1	2	5	5	1
R2INDX	PE081001	1	48	3	4	1	2	5	5	1
R2INDX	PE081003	1	48	3	1	1	2	5	4	1
R2INDX	PE081004	1	48	3	1	1	2	5	4	1
R2INDX	PE081005	1	48	1	4	1	2	5	4	1
R2INDX	PE081006	1	52	3	3	1	2	5	3	1
R2INDX	PE081007	1	51	3	3	1	2	5	3	1
R2INDX	PE081008	1	53	2	1	1	2	5	4	0
R2INDX	PE081009	1	44	2	4	1	2	5	4	0
R2INDX	PE081010	1	48	3	4	1	3	5	3	1
R2INDX	PE081011	1	48	1	4	1	2	5	3	1
R2INDX	PE081012	1	41	3	1	1	2	5	4	1
R2INDX	PE081013	1	40	1	1	1	2	5	4	0
R2INDX	PE081014	1	41	3	4	1	2	5	4	0
R2INDX	PE081015	1	33	2	4	1	2	5	4	1
R2INDX	PE081017	1	48	3	1	1	2	5	5	1
R2INDX	PE081018	1	24	2	4	1	2	5	4	1
R2INDX	PE081018	2	36	2	4	1	2	5	3	1
R2INDX	PE081018	3	48	3	1	1	2	5	4	1
R2INDX	PE081019	1	48	3	4	1	2	5	4	1
R2INDX	PE081020	1	59	2	4	1	3	5	3	0
R2INDX	PE081021	1	48	1	3	1	2	5	4	1
R2INDX	PE081023	1	57	1	4	1	2	5	5	0
R2INDX	PE081024	1	44	3	4	1	2	5	3	1
R2INDX	PE081025	1	48	2	4	1	3	5	4	1
R2INDX	PE081026	1	49	2	4	1	2	5	3	1
R2INDX	PE081027	1	36	1	4	1	2	5	3	1
R2INDX	PE081027	2	60	1	1	1	3	5	4	1
R2INDX	PE081028	1	49	2	1	1	2	5	5	1
R2INDX	PE081030	1	46	3	1	1	3	5	4	1
R2INDX	PE081031	1	38	2	1	1	1	5	3	1
R2INDX	PE081032	1	36	3	4	1	3	5	3	1
R2INDX	PE081033	1	53	2	4	0	3	0	3	1
R2INDX	PE081034	1	54	2	4	1	2	5	3	0
R2INDX	PE081035	1	33	3	4	1	2	5	4	0
R2INDX	PE081036	1	48	1	1	1	2	5	4	1
R2INDX	PE081037	1	53	3	4	1	2	5	4	0
R2INDX	PE081040	1	48	3	4	1	2	5	4	1
R2INDX	PE081041	1	36	3	1	1	1	5	4	1
R2INDX	PE081042	1	45	3	4	1	2	5	4	1
R2INDX	PE081043	1	53	2	4	1	3	5	3	1
R2INDX	PE081043	2	62	2	1	1	2	5	4	1
R2INDX	PE081044	1	53	2	1	1	2	5	4	1
R2INDX	PE081045	1	48	2	1	1	2	5	5	1
R2INDX	PE081046	1	36	1	4	1	3	5	4	1
R2INDX	PE081046	2	48	1	4	0	2	5	4	1
R2INDX	PE081047	1	48	3	4	1	2	5	4	1
R2INDX	PE081048	1	36	2	4	1	3	5	4	1
R2INDX	PE081048	2	48	2	4	1	3	5	4	1
R2INDX	PE081050	1	50	3	1	1	2	5	4	1
R2INDX	PE081051	1	47	3	4	1	2	5	3	0
R2INDX	PE081052	1	37	2	4	1	2	5	4	1
R2INDX	PE081052	2	61	2	1	1	2	5	6	1
R2INDX	PE081053	1	36	3	4	1	2	5	4	1
R2INDX	PE081054	1	37	3	1	1	2	5	4	1
R2INDX	PE081056	1	46	3	4	1	2	5	4	1
R2INDX	PE081057	1	36	3	4	1	2	5	5	 
R2INDX	PE081058	1	41	3	4	1	2	5	4	0
R2INDX	PE081059	1	36	2	1	1	2	5	4	0
R2INDX	PE081060	1	44	3	4	1	2	4	5	0
R2INDX	PE081061	1	41	3	4	1	3	5	4	1
R2INDX	PE081062	1	55	2	3	1	2	5	4	1
R2INDX	PE081063	1	56	3	3	1	2	5	4	1
R2INDX	PE081064	1	36	3	4	1	2	5	4	1
R2INDX	PE081065	1	51	3	3	1	2	5	3	1
R2INDX	PE081066	1	50	3	4	1	3	5	4	0
R2INDX	PE081067	1	30	2	4	1	2	5	4	1
R2INDX	PE081068	1	48	3	1	1	2	5	5	1
R2INDX	PE081069	1	36	3	4	1	2	5	4	1
R2INDX	PE081070	1	42	2	1	1	2	5	5	1
R2INDX	PE081071	1	48	3	1	1	1	5	3	1
R2INDX	PE081072	1	38	2	3	1	1	5	4	1
R2INDX	PE081072	2	62	2	4	1	3	5	4	0
R2INDX	PE081074	1	36	3	4	1	3	5	4	1
R2INDX	PE081075	1	48	3	4	1	2	5	4	1
R2INDX	PE081076	1	39	3	4	1	2	5	4	0
R2INDX	PE081077	1	36	3	1	1	2	5	4	1
R2INDX	PE081078	1	43	3	4	1	2	5	4	1
R2INDX	PE081079	1	36	3	4	1	2	5	4	1
R2INDX	PE081080	1	48	3	4	1	3	5	4	1
R2INDX	PE081081	1	48	3	1	1	2	5	4	1
R2INDX	PE081082	1	44	3	1	1	2	5	4	1
R2INDX	PE081083	1	41	3	4	1	2	5	4	0
R2INDX	PE081084	1	36	1	4	1	2	5	4	1
R2INDX	PE081087	1	39	3	4	1	1	5	4	0
R2INDX	PE081088	1	46	3	4	1	2	5	4	0
R2INDX	PE081089	1	46	2	4	1	1	5	4	0
R2INDX	PE081090	1	50	2	4	1	2	5	4	1
R2INDX	PE081091	1	32	1	1	1	2	5	5	1
R2INDX	PE081092	1	40	2	1	1	2	5	4	1
R2INDX	PE081092	2	64	2	1	1	2	5	5	1
R2INDX	PE081093	1	36	1	4	1	2	5	4	1
R2INDX	PE081095	1	36	3	4	1	2	5	4	0
R2INDX	PE081098	1	36	3	4	1	1	5	4	1
R2INDX	PE081099	1	48	3	1	1	2	5	4	1
R2INDX	PE081100	1	36	1	1	1	2	5	4	1
R2INDX	PE081102	1	50	3	4	1	4	5	4	1
R2INDX	PE091002	1	48	1	4	0	2	5	4	1
R2INDX	PE091003	1	60	2	4	1	2	5	4	1
R2INDX	PE091004	1	48	1	4	1	3	5	3	1
R2INDX	PE091005	1	36	1	4	0	2	5	3	1
R2INDX	PE091007	1	36	3	4	0	2	5	4	1
R2INDX	PE091010	1	24	3	4	1	3	5	3	1
R2INDX	PE091011	1	51	2	4	0	2	3	3	1
R2INDX	PE091012	1	48	1	4	0	2	5	4	1
R2INDX	PE091014	1	55	1	4	0	2	3	4	1
R2INDX	PE091015	1	36	3	4	0	3	5	5	1
R2INDX	PE091016	1	36	1	4	0	3	5	5	1
R2INDX	PE091017	1	42	3	2	1	2	5	5	1
R2INDX	PE091018	1	48	2	4	0	3	5	3	1
R2INDX	PE091019	1	36	1	4	0	2	5	4	1
R2INDX	PE091020	1	24	3	4	0	2	5	4	1
R2INDX	PE091022	1	60	2	4	0	2	5	4	1
R2INDX	PE091023	1	36	3	4	0	2	5	5	1
R2INDX	PE091024	1	48	1	4	1	2	5	4	0
R2INDX	PE091025	1	36	1	4	0	3	3	5	1
R2INDX	PE091026	1	43	2	4	1	3	5	3	1
R2INDX	PE091027	1	48	3	4	1	2	5	4	0
R2INDX	PE091029	1	24	3	4	0	2	5	3	1
R2INDX	PE091030	1	24	3	4	1	2	5	3	1
R2INDX	PE091031	1	56	2	4	1	2	5	5	1
R2INDX	PE091032	1	53	2	4	1	2	5	2	0
R2INDX	PE091033	1	36	2	4	1	2	5	3	1
R2INDX	PE091034	1	39	3	4	1	2	5	4	1
R2INDX	PE091035	1	36	3	4	1	3	5	3	1
R2INDX	PE091036	1	48	2	4	1	2	5	3	1
R2INDX	PE091037	1	48	3	1	1	2	5	5	1
R2INDX	PE091038	1	35	2	4	1	3	5	4	1
R2INDX	PE091042	1	36	3	4	1	2	5	5	1
R2INDX	PE091044	1	48	2	4	0	2	5	3	0
R2INDX	PE091045	1	51	1	4	1	3	2	3	1
R2INDX	PE091046	1	48	1	4	1	2	5	4	1
R2INDX	PE091048	1	48	2	4	0	2	5	3	1
R2INDX	PE091049	1	41	3	4	0	2	5	3	1
R2INDX	PE091051	1	48	2	4	1	2	5	3	1
R2INDX	PE091054	1	36	3	4	0	2	5	3	0
R2INDX	PE091055	1	36	3	4	0	3	5	3	1
R2INDX	PE091056	1	36	3	1	1	2	5	5	1
R2INDX	PE091057	1	50	2	4	0	2	5	3	1
R2INDX	PE091059	1	36	1	4	1	4	5	4	1
R2INDX	PE091060	1	36	3	4	1	3	5	4	1
R2INDX	PE091062	1	48	2	4	1	2	5	3	1
R2INDX	PE091063	1	48	3	4	0	2	5	3	1
R2INDX	PE091064	1	36	3	4	0	2	5	3	1
R2INDX	PE091065	1	36	3	4	0	3	5	3	1
R2INDX	PE091066	1	48	2	4	1	2	5	3	1
R2INDX	PE091067	1	60	2	4	1	2	5	3	1
R2INDX	PE091068	1	48	3	4	0	2	5	3	1
R2INDX	PE091069	1	54	2	4	0	2	5	3	1
R2INDX	PE091070	1	48	3	4	0	3	5	4	1
R2INDX	PE091071	1	34	3	4	1	2	5	3	1
R2INDX	PE091073	1	48	2	4	1	2	5	3	1
R2INDX	PE091074	1	36	3	4	1	3	5	3	1
R2INDX	PE091075	1	36	3	4	0	2	5	5	1
R2INDX	PE091076	1	36	1	4	1	2	5	4	1
R2INDX	PE091077	1	44	2	4	0	3	5	4	1
R2INDX	PE091078	1	36	2	4	0	2	5	4	1
R2INDX	PE091079	1	43	2	4	0	3	5	4	1
R2INDX	PE091080	1	60	1	4	1	2	5	4	1
R2INDX	PE091082	1	56	2	4	0	2	5	5	1
R2INDX	PE091085	1	38	2	4	1	2	5	4	1
R2INDX	PE091086	1	36	3	4	0	2	5	5	1
R2INDX	PE091087	1	36	3	4	0	2	5	5	1
R2INDX	PE091089	1	48	1	4	1	2	4	4	1
R2INDX	PE091097	1	48	2	4	0	2	5	5	1
R2INDX	PE091098	1	57	2	4	1	1	5	4	1
R2INDX	PE091102	1	47	2	4	1	3	5	4	0
R2INDX	PE101001	1	36	3	1	1	1	5	5	1
R2INDX	PE101002	1	41	3	4	1	2	5	4	0
R2INDX	PE101003	1	30	3	1	1	2	5	4	0
R2INDX	PE101004	1	54	3	4	1	2	5	4	1
R2INDX	PE101005	1	36	3	1	1	2	5	5	1
R2INDX	PE101006	1	43	3	4	1	2	5	4	0
R2INDX	PE101007	1	30	2	1	1	2	5	5	1
R2INDX	PE101007	2	36	3	1	1	2	5	5	1
R2INDX	PE101008	1	39	3	4	1	2	5	4	1
R2INDX	PE101009	1	38	3	4	1	2	5	4	0
R2INDX	PE101010	1	36	3	1	1	2	5	4	0
R2INDX	PE101011	1	36	1	1	1	2	5	4	1
R2INDX	PE101011	2	48	1	4	1	3	5	4	1
R2INDX	PE101012	1	48	2	4	1	2	5	5	1
R2INDX	PE101013	1	40	2	1	1	2	5	4	1
R2INDX	PE101014	1	36	3	4	1	3	5	4	0
R2INDX	PE101015	1	48	3	4	1	2	5	3	1
R2INDX	PE101016	1	36	2	4	1	3	2	3	1
R2INDX	PE101016	2	53	2	4	1	2	5	4	1
R2INDX	PE101017	1	30	3	1	1	2	5	4	0
R2INDX	PE101018	1	42	1	4	1	2	5	4	1
R2INDX	PE101019	1	48	1	1	1	1	5	4	0
R2INDX	PE101020	1	48	1	4	1	3	5	4	1
R2INDX	PE101021	1	50	2	1	1	2	5	5	1
R2INDX	PE101022	1	48	3	4	1	2	4	5	1
R2INDX	PE101023	1	36	1	1	1	3	5	4	1
R2INDX	PE101024	1	41	1	4	1	3	5	5	1
R2INDX	PE101025	1	36	1	1	1	2	5	4	1
R2INDX	PE101026	1	34	2	4	0	2	5	4	1
R2INDX	PE101027	1	36	3	4	0	2	5	3	1
R2INDX	PE101028	1	36	1	4	1	2	5	5	1
R2INDX	PE101029	1	36	1	4	1	3	5	4	1
R2INDX	PE101031	1	41	3	4	1	2	5	4	1
R2INDX	PE101033	1	36	3	4	0	2	5	3	1
R2INDX	PE101034	1	48	1	4	1	3	5	4	0
R2INDX	PE101035	1	48	1	1	1	3	5	4	1
R2INDX	PE101035	2	54	1	4	0	2	5	4	1
R2INDX	PE101036	1	53	2	4	1	2	4	5	1
R2INDX	PE101037	1	38	1	4	1	3	5	4	0
R2INDX	PE101039	1	36	3	4	1	2	5	4	1
R2INDX	PE101040	1	36	3	4	1	1	5	4	1
R2INDX	PE101041	1	33	2	4	1	2	5	4	0
R2INDX	PE101043	1	36	2	4	0	3	5	4	1
R2INDX	PE101044	1	36	3	4	1	3	5	4	1
R2INDX	PE101045	1	24	3	1	1	3	5	4	1
R2INDX	PE101046	1	36	3	4	1	2	5	4	1
R2INDX	PE101048	1	36	3	4	1	2	5	4	1
R2INDX	PE101049	1	36	3	4	1	2	5	5	0
R2INDX	PE101050	1	48	2	4	1	2	5	4	1
R2INDX	PE101051	1	36	3	4	1	2	5	4	1
R2INDX	PE101052	1	48	2	4	1	2	5	4	1
R2INDX	PE101053	1	36	3	4	1	2	5	4	1
R2INDX	PE101054	1	48	3	4	1	2	5	4	1
R2INDX	PE101055	1	36	3	4	1	2	5	4	1
R2INDX	PE101056	1	48	1	4	1	2	5	8	1
R2INDX	PE101057	1	45	3	4	1	2	5	4	1
R2INDX	PE101058	1	48	3	4	1	2	5	4	1
R2INDX	PE101059	1	52	2	4	1	2	5	5	0
R2INDX	PE101061	1	36	3	4	1	2	5	5	0
R2INDX	PE101062	1	48	3	4	1	2	5	4	1
R2INDX	PE101063	1	36	1	4	1	3	5	4	0
R2INDX	PE101064	1	36	3	4	1	2	5	5	1
R2INDX	PE101066	1	35	2	4	1	2	5	4	0
R2INDX	PE101066	2	47	2	4	1	2	5	4	0
R2INDX	PE101067	1	30	3	4	1	2	5	5	1
R2INDX	PE101069	1	36	3	4	1	2	5	5	1
R2INDX	PE101070	1	36	2	4	1	2	5	4	1
R2INDX	PE101072	1	36	3	1	1	2	5	4	1
R2INDX	PE101073	1	48	3	4	1	2	5	4	1
R2INDX	PE101074	1	47	2	4	1	2	5	3	1
R2INDX	PE101074	2	56	2	4	1	1	5	4	1
R2INDX	PE101075	1	50	2	2	1	1	5	5	1
R2INDX	PE101076	1	45	2	4	1	2	5	5	1
R2INDX	PE101077	1	42	2	4	1	2	5	3	1
R2INDX	PE101078	1	49	2	4	1	1	5	4	1
R2INDX	PE101080	1	60	2	4	1	2	5	5	1
R2INDX	PE101082	1	36	3	4	1	2	5	4	1
R2INDX	PE101083	1	36	3	4	1	2	5	4	1
R2INDX	PE101084	1	36	3	4	1	1	5	4	1
R2INDX	PE101085	1	36	3	4	1	3	5	4	1
R2INDX	PE101086	1	36	3	4	1	2	5	8	1
R2INDX	PE101087	1	48	3	4	1	2	5	3	1
R2INDX	PE101088	1	48	3	4	1	2	5	4	1
R2INDX	PE101089	1	42	3	7	1	2	5	4	0
R2INDX	PE101090	1	48	3	4	1	2	5	4	1
R2INDX	PE101091	1	48	2	4	1	3	5	4	0
R2INDX	PE101092	1	36	3	4	1	3	5	4	1
R2INDX	PE101093	1	36	3	4	1	3	5	4	1
R2INDX	PE101094	1	34	3	4	1	2	5	4	0
R2INDX	PE101095	1	36	3	1	1	2	5	5	1
R2INDX	PE101096	1	48	2	4	1	2	5	4	0
R2INDX	PE101097	1	32	3	4	1	2	5	4	0
R2INDX	PE101098	1	48	2	4	1	2	5	4	1
R2INDX	PE101099	1	37	2	4	1	4	5	3	1
R2INDX	PE101099	2	50	2	1	1	2	5	4	1
R2INDX	PE101100	1	48	3	4	1	4	5	5	1
R2INDX	PE101101	1	38	3	4	1	3	5	4	1
R2INDX	PE101102	1	56	2	4	1	2	5	4	1
R2INDX	PE101103	1	47	3	4	1	2	5	3	1
R2INDX	PE101104	1	45	3	4	1	2	5	4	1
R2INDX	PE111002	1	36	1	4	1	3	5	5	1
R2INDX	PE111003	1	48	3	4	1	2	5	4	1
R2INDX	PE111004	1	48	2	4	0	2	5	4	1
R2INDX	PE111005	1	58	2	4	1	3	5	6	1
R2INDX	PE111007	1	36	3	4	1	3	5	5	1
R2INDX	PE111008	1	48	3	4	0	3	5	4	1
R2INDX	PE111009	1	36	3	4	1	2	5	4	1
R2INDX	PE111011	1	36	3	4	0	3	5	3	1
R2INDX	PE111012	1	42	3	4	1	2	5	4	1
R2INDX	PE111014	1	48	2	4	0	3	5	4	1
R2INDX	PE111015	1	48	2	4	1	2	5	6	1
R2INDX	PE111017	1	48	1	4	0	2	5	4	1
R2INDX	PE111018	1	48	3	4	1	2	5	5	1
R2INDX	PE111019	1	36	3	4	1	2	5	5	1
R2INDX	PE111025	1	36	2	4	1	2	5	4	1
R2INDX	PE111027	1	52	3	1	1	2	5	5	1
R2INDX	PE111028	1	48	2	4	0	3	5	5	1
R2INDX	PE111037	1	36	1	4	0	2	5	5	1
R2INDX	PE111040	1	36	2	4	0	2	5	5	1
R2INDX	PE111040	2	48	2	4	0	2	5	6	1
R2INDX	PE111042	1	48	2	4	1	2	5	4	1
R2INDX	PE111044	1	48	2	1	1	2	5	5	1
R2INDX	PE111045	1	36	2	4	0	2	5	4	1
R2INDX	PE111047	1	36	2	4	1	2	5	3	1
R2INDX	PE111048	1	36	2	4	1	3	5	3	1
R2INDX	PE111049	1	48	1	4	0	3	3	4	1
R2INDX	PE111052	1	55	2	4	1	2	5	3	1
R2INDX	PE111057	1	67	2	4	0	2	5	4	1
R2INDX	PE111058	1	60	1	4	1	3	5	4	0
R2INDX	PE111059	1	36	3	4	0	2	5	4	1
R2INDX	PE111062	1	48	1	4	0	2	5	3	1
R2INDX	PE111063	1	36	1	4	0	2	5	3	1
R2INDX	PE111064	1	24	3	4	0	2	5	3	1
R2INDX	PE111066	1	48	2	4	0	2	5	5	1
R2INDX	PE111068	1	48	1	4	1	2	5	4	1
R2INDX	PE111069	1	48	2	4	1	2	5	3	1
R2INDX	PE111074	1	36	2	4	1	2	5	4	1
R2INDX	PE111076	1	48	2	4	0	2	5	4	1
R2INDX	PE111077	1	48	3	4	1	3	5	5	1
R2INDX	PE111079	1	53	1	4	0	2	5	5	1
R2INDX	PE111080	1	36	1	4	0	2	5	3	1
R2INDX	PE111081	1	36	1	4	0	2	5	3	1
R2INDX	PE111085	1	60	2	4	0	2	5	3	1
R2INDX	PE111087	1	48	2	4	0	2	5	4	1
R2INDX	PE111089	1	48	1	4	0	3	5	3	1
R2INDX	PE111090	1	48	3	4	1	2	5	4	1
R2INDX	PE111094	1	48	3	4	0	3	5	4	1
R2INDX	PE111095	1	48	2	4	1	2	5	5	1
R2INDX	PE111097	1	48	1	4	1	2	5	4	1
R2INDX	PE111099	1	60	2	4	1	2	5	5	1
R2INDX	PE111100	1	36	3	4	0	2	5	4	1
R2INDX	PE111101	1	48	3	4	0	3	5	3	1
R2INDX	PE111102	1	36	3	4	0	3	5	4	1
R2INDX	PE121001	1	48	3	1	1	2	5	4	0
R2INDX	PE121002	1	38	3	4	1	2	5	5	1
R2INDX	PE121003	1	36	3	4	1	2	5	5	1
R2INDX	PE121004	1	48	3	1	1	2	5	5	1
R2INDX	PE121005	1	36	3	4	1	2	5	4	1
R2INDX	PE121006	1	36	3	4	1	2	5	4	0
R2INDX	PE121007	1	36	3	1	1	2	5	5	1
R2INDX	PE121007	2	60	2	4	1	2	5	4	1
R2INDX	PE121008	1	60	3	4	1	2	5	4	1
R2INDX	PE121009	1	36	3	2	1	2	5	8	1
R2INDX	PE121010	1	47	1	4	1	2	5	4	1
R2INDX	PE121011	1	36	3	4	1	3	5	4	1
R2INDX	PE121012	1	36	3	1	1	1	5	4	1
R2INDX	PE121013	1	37	2	1	1	2	5	5	1
R2INDX	PE121014	1	36	3	1	1	2	5	4	1
R2INDX	PE121015	1	36	3	2	1	2	5	9	1
R2INDX	PE121016	1	56	2	4	1	3	3	3	0
R2INDX	PE121017	1	36	3	4	1	2	5	4	1
R2INDX	PE121018	1	45	3	4	1	2	5	5	1
R2INDX	PE121019	1	41	3	4	1	2	5	5	1
R2INDX	PE121020	1	41	3	1	1	2	3	5	1
R2INDX	PE121021	1	45	2	1	1	3	5	6	1
R2INDX	PE121022	1	36	3	4	1	2	5	4	0
R2INDX	PE121024	1	67	1	4	1	2	5	4	1
R2INDX	PE121025	1	39	1	4	1	3	5	4	0
R2INDX	PE121026	1	40	1	1	1	2	5	5	0
R2INDX	PE121027	1	39	4	4	1	2	5	4	1
R2INDX	PE121028	1	36	3	4	1	1	5	4	0
R2INDX	PE121029	1	47	2	2	1	2	6	8	1
R2INDX	PE121030	1	48	3	4	1	2	5	5	1
R2INDX	PE121031	1	39	3	4	1	2	5	5	1
R2INDX	PE121032	1	48	1	4	1	2	5	4	1
R2INDX	PE121033	1	48	3	1	1	2	5	5	1
R2INDX	PE121034	1	48	2	2	1	1	5	6	1
R2INDX	PE121035	1	40	3	4	1	3	5	4	1
R2INDX	PE121036	1	48	1	4	1	2	5	5	1
R2INDX	PE121037	1	38	3	4	1	1	5	4	0
