childid	passid	passet	numpass	valpass	decpass
PE041047	2	18	2	40	2
PE041047	3	19	1	10	2
PE041047	4	18	1	20	2
PE041047	5	20	1	30	2
PE041048	1	18	2	20	1
PE041048	2	19	1	10	1
PE041048	3	5	1	10	1
PE041048	4	20	1	35	1
PE041048	5	3	1	120	1
PE041049	1	18	3	10	1
PE041049	2	19	1	5	1
PE041049	3	18	1	10	1
PE041049	4	18	2	10	1
PE041050	1	18	2	10	80
PE041050	2	20	2	40	80
PE041050	3	5	3	40	80
PE041050	4	19	3	15	80
PE041052	1	35	2	2000	1
PE041052	2	33	1	200	1
PE041052	3	33	1	500	1
PE041052	4	22	1	400	1
PE041052	5	18	6	80	1
PE041052	6	18	2	80	1
PE041053	1	18	33	15	1
PE041053	2	18	3	30	1
PE041053	3	19	2	10	1
PE041054	1	19	2	20	1
PE041054	2	21	1	30	1
PE041054	3	18	2	20	1
PE041054	4	5	2	24	1
PE041054	5	21	1	15	1
PE041054	6	8	1	380	1
PE041055	1	18	5	23	80
PE041055	2	19	2	10	80
PE041055	3	7	2	10	2
PE041055	4	5	1	10	2
PE041056	1	33	3	5	1
PE041056	2	18	2	10	80
PE041056	3	18	3	10	80
PE041056	4	5	1	10	80
PE041056	5	7	2	20	80
PE041057	1	19	2	30	10
PE041057	2	18	4	100	10
PE041057	3	20	2	100	10
PE041057	4	8	1	300	10
PE041057	5	3	1	120	10
PE041058	1	35	1	1950	80
PE041058	2	18	5	5	80
PE041058	3	5	1	15	80
PE041059	1	5	1	50	1
PE041059	2	18	10	10	1
PE041059	3	20	1	50	1
PE041059	4	19	1	10	1
PE041060	1	18	5	20	1
PE041060	2	5	1	20	1
PE041061	1	20	1	50	1
PE041061	2	19	1	15	1
PE041061	3	18	1	100	1
PE041061	4	7	1	30	1
PE041062	1	18	10	325	2
PE041062	2	21	1	20	2
PE041062	3	5	1	100	2
PE041062	4	6	1	12	2
PE041062	5	20	1	40	2
PE041062	6	19	1	25	2
PE041063	1	18	4	60	1
PE041063	2	20	1	18	1
PE041063	3	18	1	30	1
PE041064	1	18	2	30	1
PE041064	2	19	1	12	1
PE041064	3	20	1	40	1
PE041064	4	21	1	15	1
PE041064	5	3	1	150	1
PE041064	6	18	1	60	1
PE041065	1	18	4	10	1
PE041065	2	18	1	15	1
PE041065	3	20	1	5	1
PE041065	4	19	2	5	1
PE041066	1	18	5	15	1
PE041066	2	20	1	50	1
PE041066	3	19	1	15	1
PE041066	4	20	1	60	1
PE041066	5	19	3	10	1
PE041066	6	5	1	60	1
PE041068	1	18	10	11	1
PE041068	2	19	2	5	1
PE041068	3	3	1	20	1
PE041068	4	5	2	10	1
PE041068	5	7	2	8	1
PE041069	1	5	2	30	1
PE041069	2	21	2	40	1
PE041069	3	20	2	50	1
PE041069	4	18	6	25	1
PE041069	5	19	3	10	1
PE041070	1	5	2	20	80
PE041070	2	20	3	40	80
PE041070	3	18	3	50	80
PE041070	4	21	3	15	80
PE041070	5	21	3	20	80
PE041071	1	5	7	40	1
PE041071	2	21	2	15	1
PE041071	3	21	3	20	1
PE041071	4	18	7	30	1
PE041071	5	21	2	45	1
PE041071	6	19	4	10	1
PE041072	1	18	9	10	16
PE041072	2	20	2	30	16
PE041072	3	19	3	10	16
PE041072	4	5	1	10	16
PE041073	1	18	2	5	2
PE041073	2	19	1	1	2
PE041074	1	18	7	25	80
PE041074	2	19	2	10	80
PE041074	3	3	1	100	80
PE041074	4	5	2	30	80
PE041074	5	7	2	40	80
PE041074	6	22	1	300	80
PE041075	1	18	2	30	2
PE041075	2	20	1	40	2
PE041075	3	19	1	10	2
PE041076	1	18	8	50	4
PE041076	2	20	2	50	4
PE041076	3	19	3	10	4
PE041077	1	5	1	20	80
PE041077	2	19	1	10	80
PE041077	3	20	1	40	80
PE041077	4	21	1	15	80
PE041077	5	18	2	20	80
PE041078	1	18	2	5	80
PE041078	2	19	1	3	1
PE041079	1	18	2	33	6
PE041079	2	19	3	30	6
PE041079	3	20	1	20	6
PE041080	1	18	7	15	1
PE041080	2	20	2	30	1
PE041080	3	19	3	15	1
PE041080	4	5	3	50	1
PE041081	1	18	5	104	1
PE041081	2	19	3	24	1
PE041081	3	20	1	24	1
PE041081	4	5	2	50	1
PE041081	5	21	1	250	1
PE041082	1	18	6	195	1
PE041082	2	18	3	90	1
PE041082	3	19	2	20	1
PE041082	4	20	2	100	1
PE041082	5	21	3	60	1
PE041082	6	5	2	80	1
PE041082	7	8	3	1050	1
PE041082	8	7	2	40	1
PE041083	1	18	1	70	1
PE041083	2	18	1	50	1
PE041083	3	20	1	30	1
PE041083	4	19	1	13	1
PE041085	1	18	5	13	1
PE041085	2	20	1	25	1
PE041085	3	21	1	10	1
PE041085	4	19	2	10	1
PE041086	1	13	1	4500	1
PE041086	2	33	1	5	1
PE041086	3	33	1	80	1
PE041086	4	33	1	170	1
PE041086	5	33	1	1000	1
PE041086	6	14	1	2000	1
PE041087	1	5	1	10	1
PE041087	2	7	1	25	1
PE041087	3	1	1	25	1
PE041088	1	18	2	20	1
PE041089	1	3	1	30	1
PE041089	2	18	6	20	1
PE041089	3	19	3	5	1
PE041089	4	20	1	20	1
PE041090	1	5	1	50	1
PE041090	2	18	14	24	1
PE041090	3	18	2	25	1
PE041090	4	19	10	8	1
PE041090	5	20	2	40	1
PE041091	1	7	2	12	2
PE041091	2	5	2	20	2
PE041091	3	8	1	220	2
PE041091	4	18	6	48	2
PE041091	5	20	2	30	2
PE041092	1	19	1	10	1
PE041092	2	18	1	29	1
PE041093	1	19	2	8	2
PE041093	2	20	1	40	2
PE041093	3	18	3	40	2
PE041093	4	5	3	100	2
PE041093	5	8	1	250	2
PE041094	1	9	1	30	16
PE041094	2	20	2	20	16
PE041094	3	19	3	10	16
PE041094	4	18	5	15	16
PE041096	1	18	6	30	1
PE041096	2	20	1	30	1
PE041096	3	19	1	15	1
PE041096	4	5	1	50	1
PE041097	1	18	2	10	80
PE041097	2	19	2	5	80
PE041097	3	20	1	15	80
PE041098	1	19	2	20	1
PE041098	2	18	6	40	1
PE041098	3	21	2	30	1
PE041098	4	3	2	150	1
PE041098	5	7	1	30	1
PE041099	1	8	1	100	18
PE041099	2	20	1	70	18
PE041099	3	19	3	30	18
PE041099	4	18	4	100	18
PE041099	5	13	1	2500	16
PE041100	1	18	2	25	80
PE041100	2	19	1	20	80
PE041101	1	5	2	20	1
PE041101	2	18	8	25	1
PE041101	3	20	2	40	1
PE041101	4	19	2	10	1
PE051001	1	18	1	10	1
PE051001	2	19	1	5	1
PE051002	1	19	2	4	1
PE051002	2	18	1	40	1
PE051002	3	21	2	4	1
PE051003	1	19	2	30	16
PE051003	2	20	2	3	16
PE051003	3	18	1	15	16
PE051005	1	33	1	30	1
PE051005	2	33	2	7	1
PE051005	3	33	1	10	1
PE051007	1	19	1	2	1
PE051007	2	18	1	8	1
PE051007	3	20	1	5	1
PE051008	1	8	1	1000	80
PE051008	2	18	1	50	80
PE051008	3	19	4	5	80
PE051008	4	20	2	7.5	80
PE051008	5	37	1	800	80
PE051009	1	21	1	4000	1
PE051009	2	18	2	20	1
PE051009	3	19	2	6	1
PE051009	4	21	2	40	1
PE051009	5	1	0	 	 
PE051011	1	18	4	2	1
PE051011	2	19	6	3	1
PE051011	3	20	1	1	1
PE051011	4	1	1	8000	1
PE051011	5	8	1	100	1
PE051012	1	19	3	20	80
PE051012	2	20	1	10	80
PE051012	3	18	3	10	80
PE051013	1	19	5	7	80
PE051013	2	20	1	10	80
PE051013	3	18	3	25	80
PE051014	1	19	5	10	1
PE051014	2	18	3	50	1
PE051014	3	20	2	40	1
PE051015	1	18	4	20	1
PE051015	2	19	9	5	1
PE051015	3	8	2	100	1
PE051015	4	20	1	15	1
PE051016	1	18	2	15	1
PE051016	2	19	5	4	1
PE051016	3	1	0	 	 
PE051017	1	32	1	200	80
PE051017	2	19	1	8	1
PE051017	3	18	1	40	1
PE051018	1	18	3	10	1
PE051018	2	18	2	15	1
PE051018	3	20	2	17	1
PE051018	4	19	5	8	1
PE051020	1	18	3	50	3
PE051020	2	8	1	200	3
PE051020	3	19	2	8	3
PE051021	1	21	1	7000	80
PE051021	2	18	5	19	80
PE051021	3	19	12	10	80
PE051022	1	19	5	10	1
PE051022	2	18	1	20	1
PE051022	3	18	1	20	1
PE051022	4	21	7	10	1
PE051023	1	19	1	15	0
PE051024	1	18	2	10	3
PE051024	2	19	3	10	3
PE051025	1	19	4	26	2
PE051025	2	18	1	25	2
PE051026	1	19	2	8	1
PE051026	2	18	1	30	1
PE051027	1	19	3	1	1
PE051027	2	18	2	5	1
PE051027	3	37	1	1800	1
PE051027	4	3	1	30	1
PE051027	5	9	1	10	1
PE051027	6	33	1	6	1
PE051027	7	40	2	3	1
PE051027	8	40	1	5	1
PE051027	9	33	2	15	1
PE051027	10	33	1	2	1
PE051027	11	33	3	2	1
PE051027	12	33	1	3	1
PE051028	1	19	2	8	80
PE051028	2	20	2	22.5	80
PE051028	3	37	1	3000	80
PE051029	1	19	2	3	2
PE051030	1	21	1	50	3
PE051030	2	19	2	1	80
PE051030	3	20	1	1	3
PE051031	1	18	1	20	80
PE051031	2	20	1	20	80
PE051031	3	3	0	 	 
PE051031	4	19	0	 	 
PE051031	5	21	0	 	 
PE051032	1	19	3	8	80
PE051032	2	18	1	20	80
PE051032	3	20	1	30	80
PE051033	1	19	4	10	1
PE051033	2	18	2	30	1
PE051034	1	19	4	12	80
PE051034	2	18	1	30	80
PE051034	3	20	1	35	80
PE051035	1	19	3	3	1
PE051035	2	18	1	10	1
PE051036	1	19	8	5	2
PE051036	2	18	3	10	2
PE051036	3	20	5	10	2
PE051037	1	33	1	480	1
PE051038	1	19	3	8	1
PE051038	2	18	1	30	1
PE051038	3	21	1	10	1
PE051038	4	8	1	150	1
PE051038	5	37	1	2000	1
PE051039	1	19	3	4	1
PE051039	2	18	1	6	1
PE051039	3	18	2	7	1
PE051039	4	34	1	15000	1
PE051040	1	19	3	2	1
PE051040	2	18	2	5	1
PE051040	3	21	1	200	1
PE051040	4	21	2	5	1
PE051041	1	19	2	4	1
PE051041	2	20	1	40	1
PE051041	3	18	1	5	1
PE051041	4	18	2	20	1
PE051042	1	19	1	5	1
PE051042	2	18	2	2	1
PE051042	3	37	0	 	 
PE051043	1	19	3	4	1
PE051043	2	18	1	10	1
PE051044	1	18	2	15	1
PE051044	2	19	2	5	1
PE051044	3	20	1	10	1
PE051045	1	19	6	8	1
PE051045	2	18	2	25	1
PE051045	3	8	1	2500	1
PE051045	4	20	2	20	1
PE051046	1	19	3	8	1
PE051046	2	18	2	10	1
PE051046	3	18	4	15	1
PE051046	4	20	5	20	1
PE051048	1	19	3	2	1
PE051048	2	18	0	5	1
PE051049	1	21	1	30	1
PE051049	2	19	3	5	1
PE051049	3	20	1	20	1
PE051049	4	18	1	20	1
PE051051	1	19	5	12	3
PE051051	2	18	1	25	3
PE051051	3	18	3	25	3
PE051051	4	33	1	1000	3
PE051051	5	30	1	35000	3
PE051051	6	33	4	800	3
PE051052	1	18	1	30	1
PE051052	2	19	1	8	1
PE051056	1	11	5	5	1
PE051056	2	19	4	18	1
PE051056	3	21	1	250	1
PE051056	4	8	1	150	1
PE051057	1	18	10	15	4
PE051057	2	19	1	8	4
PE051057	3	20	2	13	4
PE051057	4	21	1	150	4
PE051058	1	19	5	7	1
PE051058	2	20	4	30	1
PE051058	3	18	3	15	1
PE051059	1	19	2	7	1
PE051059	2	18	2	10	1
PE051059	3	20	1	10	1
PE051060	1	19	2	7	1
PE051060	2	18	1	10	1
PE051060	3	20	1	10	1
PE051060	4	18	1	10	1
PE051060	5	13	1	800	90
PE051061	1	13	1	3000	1
PE051061	2	19	2	3	1
PE051061	3	39	2	20	2
PE051062	1	19	2	5	1
PE051062	2	37	1	3000	1
PE051064	1	19	2	2	1
PE051064	2	37	1	2000	1
PE051065	1	18	1	10	1
PE051065	2	18	1	10	1
PE051065	3	19	1	15	1
PE051065	4	37	1	2500	1
PE051067	1	33	2	8	1
PE051067	2	33	1	5	1
PE051067	3	33	2	10	1
PE051067	4	33	1	2	1
PE051068	1	19	1	4	1
PE051068	2	18	2	5	1
PE051068	3	21	2	30	1
PE051068	4	20	5	55	1
PE051069	1	19	5	7	16
PE051069	2	18	1	40	16
PE051069	3	20	2	55	16
PE051070	1	37	1	2500	80
PE051071	1	19	2	5	1
PE051071	2	18	2	5	1
PE051071	3	20	1	15	1
PE051071	4	21	1	200	1
PE051072	1	19	2	8	1
PE051072	2	20	1	25	1
PE051072	3	18	1	30	1
PE051073	1	19	3	5	1
PE051073	2	21	1	80	1
PE051073	3	18	1	5	1
PE051074	1	20	1	10	1
PE051074	2	19	1	10	1
PE051075	1	19	3	8	1
PE051075	2	18	1	25	1
PE051075	3	20	3	35	1
PE051075	4	13	1	2000	1
PE051076	1	19	4	8	1
PE051076	2	18	4	12	1
PE051077	1	19	4	5	1
PE051078	1	19	4	8	1
PE051078	2	20	5	40	1
PE051078	3	18	5	15	1
PE051078	4	13	1	2500	1
PE051079	1	19	2	8	1
PE051080	1	19	2	5	2
PE051080	2	18	1	10	2
PE051081	1	19	4	8	80
PE051081	2	18	2	15	80
PE051081	3	20	2	25	80
PE051082	1	20	1	10	1
PE051082	2	19	1	5	1
PE051083	1	19	2	6	1
PE051083	2	18	1	18	1
PE051083	3	20	2	20	1
PE051083	4	33	1	10	1
PE051083	5	40	1	10	1
PE051083	6	8	1	60	1
PE051084	1	19	6	8	1
PE051084	2	20	2	40	1
PE051084	3	21	2	50	1
PE051084	4	13	1	2500	1
PE051085	1	39	2	50	2
PE051085	2	33	2	4	2
PE051085	3	33	10	120	2
PE051085	4	19	2	8	1
PE051085	5	18	1	20	1
PE051085	6	20	2	35	1
PE051086	1	19	2	8	1
PE051086	2	18	1	25	1
PE051086	3	20	1	30	1
PE051087	1	19	3	10	1
PE051087	2	20	1	30	1
PE051087	3	21	1	400	1
PE051088	1	18	6	12	5
PE051089	1	19	6	9	80
PE051089	2	21	6	3	80
PE051089	3	20	2	25	80
PE051089	4	18	3	10	80
PE051090	1	19	1	10	1
PE051090	2	18	1	25	1
PE051090	3	13	1	2000	1
PE051091	1	19	2	10	1
PE051091	2	18	1	40	1
PE051091	3	33	7	164	80
PE051092	1	19	2	8	1
PE051092	2	39	1	35	2
PE051093	1	13	1	2050	1
PE051093	2	36	2	4100	2
PE051094	1	19	2	10	1
PE051095	1	19	3	4	80
PE051095	2	18	4	13	80
PE051095	3	20	2	10	80
PE051095	4	8	1	30	80
PE051095	5	37	1	3000	80
PE051095	6	33	0	 	 
PE051099	1	19	3	3	1
PE051099	2	20	1	5	1
PE051100	1	19	2	8	1
PE051100	2	20	1	20	1
PE051100	3	18	1	20	1
PE051100	4	21	1	250	1
PE051101	1	19	4	11	1
PE051101	2	18	4	10	1
PE051101	3	20	3	5	1
PE051102	1	19	3	8	1
PE051103	1	19	1	10	1
PE051103	2	20	1	10	1
PE051104	1	19	3	8	1
PE051104	2	18	2	10	1
PE051104	3	20	1	10	1
PE051105	1	36	1	500	80
PE061001	1	33	2	20	2
PE061001	2	33	1	10	1
PE061001	3	19	2	5	1
PE061001	4	18	1	15	1
PE061001	5	20	1	15	1
PE061002	1	33	2	30	2
PE061002	2	33	3	10	2
PE061002	3	33	12	6	2
PE061004	1	35	7	1333	1
PE061004	2	33	7	83	1
PE061004	3	33	9	10	1
PE061004	4	33	1	500	1
PE061005	1	33	1	30	2
PE061005	2	33	1	5	2
PE061005	3	33	1	1	2
PE061006	1	18	3	8	1
PE061007	1	33	2	15	1
PE061007	2	33	2	10	1
PE061007	3	33	1	5	1
PE061007	4	18	2	30	1
PE061007	5	36	1	800	1
PE061008	1	33	2	600	1
PE061008	2	33	2	50	1
PE061008	3	33	2	70	1
PE061009	1	37	1	5000	1
PE061010	1	19	1	7	1
PE061010	2	18	2	7	1
PE061010	3	20	2	25	1
PE061010	4	8	1	180	1
PE061010	5	36	1	700	1
PE061011	1	37	1	4000	16
PE061012	1	19	2	10	1
PE061012	2	18	1	25	1
PE061012	3	22	1	200	2
PE061012	4	36	1	500	2
PE061013	1	36	1	500	2
PE061013	2	36	1	500	2
PE061013	3	33	1	100	2
PE061015	1	33	2	400	1
PE061015	2	33	1	300	1
PE061015	3	33	1	2000	1
PE061017	1	33	2	100	1
PE061017	2	33	1	10	1
PE061017	3	33	1	15	1
PE061017	4	40	1	20	1
PE061017	5	33	3	5	1
PE061018	1	40	1	13	1
PE061018	2	33	2	6	1
PE061018	3	33	3	3	1
PE061018	4	33	2	30	5
PE061018	5	33	1	20	2
PE061018	6	33	2	15	2
PE061019	1	19	3	10	1
PE061019	2	21	1	15	1
PE061019	3	18	2	8	1
PE061021	1	33	1	100	8
PE061021	2	33	2	50	8
PE061022	1	37	1	2500	1
PE061023	1	18	1	5	1
PE061023	2	20	1	5	1
PE061023	3	19	1	5	1
PE061025	1	33	1	200	2
PE061027	1	37	0	 	1
PE061028	1	37	1	3500	1
PE061029	1	19	1	25	5
PE061029	2	20	1	30	5
PE061029	3	18	2	15	5
PE061029	4	33	0	 	 
PE061031	1	1	2	400	2
PE061031	2	1	30	30	2
PE061031	3	1	30	50	2
PE061032	1	37	0	 	 
PE061033	1	32	1	24000	1
PE061033	2	30	1	1000	1
PE061033	3	26	1	3000	1
PE061034	1	37	1	70	1
PE061036	1	37	1	3000	2
PE061037	1	33	50	15	3
PE061037	2	37	2	2000	1
PE061041	1	35	13	1200	2
PE061041	2	33	13	190	2
PE061041	3	34	1	16000	1
PE061043	1	37	0	 	 
PE061044	1	37	0	 	 
PE061045	1	18	1	10	1
PE061045	2	3	1	20	1
PE061045	3	40	1	40	1
PE061047	1	21	0	 	 
PE061048	1	13	1	1500	1
PE061048	2	21	2	400	1
PE061048	3	21	1	250	1
PE061048	4	21	6	70	1
PE061049	1	21	3	1000	1
PE061049	2	21	1	3600	1
PE061049	3	21	3	200	1
PE061049	4	37	0	 	 
PE061049	5	35	1	1000	9
PE061050	1	26	1	800	2
PE061050	2	33	2	180	2
PE061050	3	30	1	20	2
PE061050	4	37	1	1500	2
PE061050	5	36	1	300	3
PE061051	1	37	0	 	 
PE061052	1	22	1	200	80
PE061054	1	18	3	5	1
PE061054	2	19	3	5	1
PE061057	1	33	1	10	1
PE061057	2	33	3	15	1
PE061057	3	33	1	30	1
PE061058	1	18	6	50	1
PE061058	2	33	5	12	1
PE061058	3	33	7	18	1
PE061059	1	40	2	20	1
PE061059	2	22	1	300	1
PE061060	0	37	1	3000	1
PE061062	1	19	2	5	1
PE061062	2	20	1	10	1
PE061063	1	39	3	35	80
PE061064	1	33	1	30	2
PE061064	2	33	2	40	2
PE061064	3	33	1	10	1
PE061064	4	33	1	70	1
PE061065	1	22	1	280	1
PE061065	2	33	1	110	1
PE061066	1	22	1	400	1
PE061067	1	33	1	3	1
PE061067	2	33	2	10	1
PE061067	3	33	3	3	1
PE061067	4	33	9	2	1
PE061067	5	33	5	3	1
PE061067	6	33	2	100	1
PE061068	1	37	2	3500	80
PE061068	2	33	4	70	80
PE061068	3	33	1	50	80
PE061068	4	33	1	70	80
PE061071	1	20	1	30	3
PE061071	2	19	1	10	3
PE061072	1	33	5	20	2
PE061073	1	24	1	500	1
PE061073	2	33	1	100	1
PE061074	1	19	2	10	80
PE061074	2	20	1	10	80
PE061074	3	18	1	25	80
PE061074	4	18	1	12	80
PE061075	1	39	2	20	2
PE061080	1	19	2	5	3
PE061080	2	18	2	15	3
PE061080	3	20	1	15	3
PE061081	1	40	2	15	1
PE061081	2	33	1	30	1
PE061081	3	33	30	10	1
PE061081	4	32	100	3	1
PE061081	5	22	1	600	1
PE061081	6	29	1	350	1
PE061082	1	39	0	 	 
PE061083	1	18	2	10	80
PE061084	1	18	1	15	1
PE061084	2	19	2	5	1
PE061085	1	33	2	30	1
PE061085	2	33	1	1000	1
PE061085	3	33	1	1500	1
PE061085	4	30	1	100	1
PE061085	5	33	1	50	1
PE061087	1	37	0	 	 
PE061087	2	40	1	35	1
PE061087	3	33	4	10	1
PE061088	1	37	0	 	2
PE061088	2	40	1	25	2
PE061088	3	33	4	10	2
PE061088	4	40	2	15	2
PE061088	5	33	2	17	2
PE061089	1	33	1	200	1
PE061089	2	19	1	10	1
PE061089	3	18	1	25	1
PE061090	1	37	0	 	 
PE061091	1	33	1	15	2
PE061091	2	33	1	250	5
PE061091	3	37	1	5000	5
PE061093	1	18	1	7	1
PE061093	2	19	1	4	1
PE061094	1	18	1	20	1
PE061094	2	19	2	30	1
PE061095	1	21	5	200	10
PE061095	2	21	50	.5	10
PE061095	3	21	2	10	10
PE061095	4	21	2	10	10
PE061095	5	19	1	5	9
PE061095	6	20	1	10	9
PE061095	7	21	1	100	10
PE061095	8	21	4	5	10
PE061096	1	33	1	4000	1
PE061096	2	37	0	 	 
PE061096	3	19	1	10	5
PE061096	4	18	1	10	5
PE061097	1	33	0	 	 
PE061097	2	18	10	5	5
PE061098	1	33	1	80	1
PE061098	2	33	2	10	1
PE061098	3	40	1	5	1
PE061099	1	33	1	20	1
PE061100	1	30	1	80	1
PE061100	2	33	1	40	1
PE061102	1	37	1	6300	1
PE061103	1	19	2	5	1
PE061103	2	18	2	15	1
PE061103	3	20	1	10	1
PE061103	4	21	1	10	1
PE071003	1	36	1	600	2
PE071004	1	33	5	1000	2
PE071006	1	33	1	600	3
PE071008	1	34	2	50000	2
PE071009	1	33	1	5	1
PE071009	2	33	1	2	1
PE071009	3	33	1	4	1
PE071009	4	33	1	4	1
PE071010	1	34	1	7500	2
PE071012	1	33	1	2000	1
PE071012	2	33	1	2000	1
PE071012	3	33	1	2000	1
PE071012	4	33	3	1000	1
PE071012	5	33	1	5000	1
PE071012	6	34	1	12000	1
PE071014	1	21	3	5	3
PE071014	2	18	2	5	3
PE071014	3	18	1	8	3
PE071018	1	36	1	800	90
PE071018	2	34	1	20000	90
PE071019	1	26	1	800	1
PE071019	2	26	1	800	1
PE071019	3	30	1	150	1
PE071019	4	33	1	150	1
PE071019	5	33	1	15	1
PE071026	1	32	0	3500	90
PE071032	1	18	4	10	1
PE071032	2	18	1	15	1
PE071035	1	33	2	35	1
PE071036	1	18	2	20	5
PE071036	2	20	2	10	5
PE071036	3	40	1	10	5
PE071039	1	34	1	10000	1
PE071040	1	5	0	 	 
PE071040	2	18	0	 	 
PE071043	1	33	0	 	 
PE071043	2	33	0	 	 
PE071043	3	33	0	 	 
PE071044	1	34	0	 	 
PE071046	1	34	0	 	 
PE071047	1	37	1	3000	3
PE071048	1	39	1	300	1
PE071048	2	33	1	180	1
PE071048	3	35	1	700	1
PE071048	4	33	1	100	2
PE071048	5	33	10	200	2
PE071048	6	33	60	120	2
PE071052	1	37	1	7000	1
PE071053	1	33	10	5	1
PE071053	2	33	20	10	1
PE071053	3	33	5	12	1
PE071054	1	34	0	 	 
PE071054	2	18	2	10	1
PE071056	1	33	1	100	1
PE071056	2	33	2	30	1
PE071056	3	33	1	20	1
PE071056	4	33	1	15	1
PE071058	1	33	2	3	1
PE071058	2	33	1	1	1
PE071058	3	40	2	4	1
PE071058	4	33	10	1	1
PE071058	5	33	1	100	2
PE071058	6	33	1	50	2
PE071060	1	34	0	 	 
PE071067	1	33	1	25	1
PE071067	2	18	1	10	1
PE071068	1	35	1	2000	1
PE071069	1	34	1	9000	3
PE071071	1	34	0	 	 
PE071072	1	8	1	30	1
PE071072	2	18	3	8	1
PE071072	3	19	2	8	1
PE071072	4	20	2	8	1
PE071074	1	20	1	2	1
PE071074	2	21	2	1	1
PE071075	1	18	3	15	5
PE071076	1	33	2	30	1
PE071076	2	30	1	30	1
PE071076	3	33	2	10	1
PE071076	4	33	2	10	1
PE071076	5	40	1	120	1
PE071076	6	33	1	35	1
PE071077	1	18	3	15	1
PE071077	2	33	2	20	1
PE071077	3	33	3	10	1
PE071077	4	33	3	5	1
PE071077	5	33	2	8	1
PE071078	1	34	0	 	 
PE071079	1	18	5	20	2
PE071079	2	20	1	20	2
PE071079	3	3	1	90	2
PE071082	1	26	2	400	1
PE071082	2	30	1	350	1
PE071082	3	33	1	350	1
PE071084	1	40	1	10	1
PE071084	2	33	1	25	1
PE071086	1	18	3	10	1
PE071086	2	20	2	8	1
PE071086	3	8	1	35	1
PE071091	1	33	2	200	1
PE071091	2	30	2	150	1
PE071091	3	33	6	20	1
PE071091	4	37	1	2500	1
PE071092	1	34	1	8000	1
PE071092	2	33	1	1500	3
PE071092	3	22	1	800	3
PE071093	1	33	1	15	2
PE071093	2	33	5	5	2
PE071093	3	33	5	5	2
PE071095	1	35	1	1000	1
PE071095	2	33	1	300	1
PE071096	1	33	1	150	80
PE071096	2	33	2	150	80
PE071096	3	33	1	30	80
PE071096	4	33	3	200	80
PE071097	1	34	0	 	 
PE071098	1	33	1	10	1
PE071098	2	33	2	10	1
PE071098	3	33	3	12	1
PE071099	1	33	1	10	1
PE071099	2	40	1	15	1
PE071099	3	33	1	5	1
PE071099	4	33	1	10	1
PE071099	5	33	1	7	1
PE071099	6	18	2	15	1
PE071100	1	34	0	 	 
PE071101	1	34	1	12800	2
PE071103	1	34	0	 	 
PE071103	2	34	0	 	 
PE071104	1	22	2	200	1
PE071104	2	35	2	1500	80
PE071106	1	33	2	15	3
PE071109	1	33	1	7	1
PE071109	2	33	2	5	1
PE071109	3	33	2	15	1
PE071109	4	33	2	20	1
PE071109	5	33	6	.5	1
PE071109	6	33	2	5	1
PE081001	1	33	5	160	80
PE081006	1	36	1	500	2
PE081006	2	33	4	30	2
PE081006	3	33	1	60	2
PE081007	1	33	1	300	2
PE081007	2	22	2	150	2
PE081009	1	34	0	 	 
PE081010	1	26	0	 	 
PE081010	2	33	1	25	1
PE081010	3	40	3	15	1
PE081011	1	33	1	16	6
PE081011	2	20	1	10	6
PE081011	3	33	1	10	6
PE081011	4	34	1	12000	1
PE081012	1	39	1	50	2
PE081015	1	18	4	10	2
PE081015	2	33	20	10	2
PE081015	3	40	1	13	2
PE081015	4	40	1	10	2
PE081015	5	33	2	15	2
PE081015	6	33	7	10	2
PE081019	1	34	0	 	 
PE081021	1	33	3	80	4
PE081021	2	22	10	800	4
PE081021	3	33	1	300	4
PE081021	4	40	5	10	4
PE081021	5	33	20	20	4
PE081021	6	33	1	50	4
PE081024	1	34	0	 	 
PE081027	1	25	1	1000	80
PE081027	2	33	1	300	80
PE081027	3	35	1	500	80
PE081027	4	33	1	200	80
PE081027	5	33	1	100	80
PE081028	1	33	2	15	1
PE081028	2	33	1	5	1
PE081028	3	20	1	18	1
PE081028	4	33	6	2	1
PE081028	5	39	1	40	1
PE081030	1	39	1	 	4
PE081030	2	35	0	2000	1
PE081030	3	34	1	5000	1
PE081032	1	34	1	8000	1
PE081033	1	21	2	3	17
PE081033	2	18	1	2	17
PE081033	3	18	2	2	17
PE081034	1	20	2	10	4
PE081034	2	18	5	9	4
PE081034	3	19	2	5	4
PE081034	4	3	1	30	4
PE081036	1	34	0	 	 
PE081036	2	36	0	 	 
PE081042	1	33	1	400	80
PE081042	2	33	1	100	80
PE081042	3	33	1	300	6
PE081044	1	39	1	30	1
PE081044	2	33	4	100	2
PE081044	3	33	8	20	2
PE081044	4	36	1	500	2
PE081044	5	36	1	300	2
PE081045	1	36	1	500	1
PE081045	2	33	2	300	1
PE081045	3	33	3	200	1
PE081045	4	33	1	150	1
PE081046	1	33	9	1	2
PE081051	1	22	1	500	2
PE081051	2	40	2	20	2
PE081051	3	33	20	200	2
PE081051	4	33	1	500	2
PE081054	1	34	0	 	 
PE081056	1	33	6	12	5
PE081056	2	33	1	60	5
PE081058	1	3	2	100	4
PE081058	2	33	5	20	4
PE081058	3	33	2	30	4
PE081059	1	33	1	20	1
PE081059	2	33	1	20	1
PE081059	3	33	1	10	4
