childid	foodid	foodcode	foodnum	foodamt	foodcost
PE171002	1	1	4	6	2.20000004768372
PE171002	2	3	4	6	1
PE171002	3	10	60	1	1
PE171003	1	1	4	7	2.20000004768372
PE171003	2	3	4	4	1
PE171003	3	10	360	2	1
PE171004	1	3	4	1.5	3
PE171004	2	1	4	6	2.20000004768372
PE171004	3	10	180	2	1
PE171005	1	10	180	2	3.5
PE171007	1	1	4	4	2.29999995231628
PE171007	2	10	200	1	1
PE171008	1	1	4	7	2
PE171008	2	3	4	3	1.5
PE171008	3	10	180	1	2
PE171010	1	1	4	6	2.20000004768372
PE171010	2	3	4	4	1.20000004768372
PE171010	3	10	140	4	1
PE171010	4	8	140	1	1.20000004768372
PE171011	1	1	3	6	2
PE171011	2	3	3	4	1
PE171011	3	10	240	2	1
PE171013	1	3	4	1	1
PE171013	2	1	4	5	2
PE171013	3	10	60	2	.5
PE171013	4	9	60	2	.300000011920929
PE171014	1	1	3	8	2.20000004768372
PE171014	2	3	3	1	3
PE171014	3	10	180	5	3.5
PE171015	1	1	4	8	2.5
PE171015	2	3	4	2	1.5
PE171015	3	10	180	1	2
PE171016	1	1	3	3	2.20000004768372
PE171016	2	3	3	6	1.5
PE171017	1	1	4	14	2.20000004768372
PE171017	2	3	4	8	1
PE171017	3	10	360	2	1
PE171018	1	1	5	16	2.20000004768372
PE171018	2	3	5	12	1
PE171018	3	10	180	1	1
PE171019	1	1	4	14	2
PE171019	2	3	4	8	1
PE171019	3	10	185	4	2
PE171020	1	10	365	1	2
PE171020	2	10	250	1	1.5
PE171022	1	1	4	7	2.40000009536743
PE171022	2	3	4	4	1.5
PE171022	3	10	180	1	2.5
PE171023	1	1	4	12	2.20000004768372
PE171023	2	3	4	18	1
PE171023	3	10	180	3	3
PE171025	1	3	3	2.5	3
PE171025	2	1	3	147	2.5
PE171025	3	10	180	1	3
PE171026	1	1	4	7	2.20000004768372
PE171026	2	3	4	1	4
PE171026	3	10	360	2	2.5
PE171027	1	1	4	6	2.20000004768372
PE171027	2	3	4	12	1
PE171027	3	10	140	4	1
PE171028	1	1	3	7	2
PE171028	2	3	3	1	3
PE171028	3	10	180	1	2
PE171030	1	1	4	7	2
PE171030	2	3	4	2	3
PE171030	3	10	360	2	2
PE171031	1	1	4	2	2
PE171031	2	8	4	3	1
PE171031	3	10	140	1	.5
PE171032	1	3	3	3	1.5
PE171032	2	1	3	3	2.20000004768372
PE171032	3	10	360	2	3
PE171033	1	1	4	21	2.29999995231628
PE171033	2	3	4	12	1
PE171033	3	10	180	3	3
PE171033	4	4	3	9	1
PE171034	1	1	182	2	1.5
PE171034	2	9	182	2	.200000002980232
PE171034	3	10	182	1	1
PE171035	1	1	4	3	2.20000004768372
PE171035	2	3	4	6	1
PE171035	3	10	140	1	2.5
PE171036	1	1	3	7	2.20000004768372
PE171036	2	3	3	4	2
PE171036	3	4	1	1	1
PE171036	4	10	360	2	3
PE171038	1	1	4	7	2.20000004768372
PE171038	2	3	4	4	1
PE171038	3	10	360	2	3
PE171039	1	1	3	14	2.20000004768372
PE171039	2	10	180	2	1
PE171039	3	4	12	3	2
PE171040	1	4	3	3	.5
PE171040	2	10	180	1	.5
PE171041	1	1	12	2	2.20000004768372
PE171041	2	3	12	4	1
PE171041	3	10	160	1	1
PE171042	1	1	4	7	2
PE171042	2	10	200	2	1
PE171043	1	1	4	6	2.20000004768372
PE171043	2	3	4	12	1
PE171043	3	10	160	2	1
PE171044	1	1	4	18	2.20000004768372
PE171044	2	3	4	6	2
PE171044	3	10	140	1	3
PE171045	1	1	4	8	2
PE171045	2	3	4	1	2
PE171045	3	10	360	2	1
PE171046	1	1	4	16	2.20000004768372
PE171046	2	3	4	3	1
PE171046	3	10	180	1	1
PE171046	4	10	180	1	.5
PE171046	5	4	12	3	5
PE171047	1	1	4	16	2.20000004768372
PE171047	2	3	4	2	2
PE171047	3	10	360	2	1
PE171049	1	1	4	16	2.20000004768372
PE171049	2	3	4	3	1
PE171049	3	10	360	2	1
PE171050	1	1	4	8	2.40000009536743
PE171050	2	3	4	1	3
PE171050	3	10	180	1	3.5
PE171051	1	1	2	8	2.20000004768372
PE171051	2	3	2	3	2
PE171051	3	10	280	2	1
PE171052	1	1	4	7	2.20000004768372
PE171052	2	3	4	2	1
PE171052	3	10	96	1	1
PE171053	1	1	4	8	2.20000004768372
PE171053	2	3	4	3	2.5
PE171053	3	10	100	1	1.5
PE171054	1	1	4	16	2.20000004768372
PE171054	2	3	4	3	1
PE171054	3	10	180	5	1
PE171055	1	1	4	8	2.20000004768372
PE171055	2	3	4	2	1
PE171055	3	10	160	1	1
PE171056	1	1	4	7	2.40000009536743
PE171056	2	3	4	1	2
PE171056	3	10	180	1	3
PE171058	1	3	2	3	2
PE171058	2	1	2	8	2.40000009536743
PE171058	3	11	2	3	2
PE171058	4	10	180	2	2.5
PE171059	1	1	4	8	2.20000004768372
PE171059	2	3	4	8	2
PE171059	3	10	360	2	1.5
PE171060	1	1	4	16	2
PE171060	2	3	4	2	1
PE171060	3	10	140	2	1
PE171061	1	1	4	8	2.20000004768372
PE171061	2	3	4	6	2.5
PE171061	3	10	130	4	3
PE171061	4	4	1	900	6
PE171062	1	1	4	14	2.20000004768372
PE171062	2	3	4	2	1
PE171062	3	10	160	1	1
PE171064	1	1	4	24	2
PE171064	2	3	4	3	1.5
PE171064	3	10	185	4	1
PE171064	4	4	12	3	2
PE171065	1	1	4	6	2.5
PE171065	2	3	4	1200	2
PE171065	3	10	280	2	3
PE171066	1	1	4	16	2.20000004768372
PE171066	2	3	4	4	1.5
PE171066	3	4	12	3	3
PE171066	4	10	280	2	1
PE171067	1	10	360	2	1
PE171068	1	1	3	16	2.20000004768372
PE171068	2	3	3	6	1.5
PE171068	3	4	12	3	3
PE171068	4	10	140	3	1
PE171069	1	1	4	7	2.20000004768372
PE171069	2	3	4	2	2
PE171069	3	10	360	2	1
PE171069	4	4	12	4	1
PE171070	1	1	12	6	2
PE171070	2	3	12	2	1.5
PE171070	3	10	140	4	1.5
PE171071	1	1	4	14	2.20000004768372
PE171071	2	3	4	3	1.5
PE171071	3	4	6	3	3
PE171071	4	10	140	3	1
PE171072	1	1	3	8	2
PE171072	2	3	3	2	3
PE171072	3	4	12	3	2
PE171072	4	8	3	2	2
PE171072	5	5	3	250	1
PE171072	6	8	3	250	1
PE171072	7	8	3	250	1
PE171073	1	1	4	6	2.20000004768372
PE171073	2	3	4	2	1
PE171073	3	10	360	2	1
PE171074	1	1	4	16	2.20000004768372
PE171074	2	3	4	3	1
PE171074	3	10	180	3	1
PE171074	4	10	360	2	.5
PE171075	1	1	3	10	2.20000004768372
PE171075	2	3	3	2	1.5
PE171075	3	10	140	1	1
PE171075	4	4	4	3	1.5
PE171076	1	1	4	16	2.20000004768372
PE171076	2	3	4	2	1.5
PE171076	3	10	167	6	.5
PE171077	1	1	4	16	2.20000004768372
PE171077	2	3	4	3	4
PE171077	3	10	180	3	1
PE171077	4	10	180	1	.5
PE171078	1	1	6	8	1.5
PE171078	2	8	6	2	3.5
PE171078	3	10	180	1	2
PE171079	1	1	12	3	2
PE171079	2	3	12	500	1.5
PE171079	3	10	180	3	1
PE171081	1	10	180	1	2
PE171082	1	1	12	3	1.70000004768372
PE171082	2	8	12	600	2
PE171082	3	10	280	2	1
PE171083	1	1	12	6	2.20000004768372
PE171083	2	3	12	2	1
PE171083	3	10	180	1	1
PE171084	1	1	12	6	1
PE171084	2	3	12	1	2
PE171084	3	10	180	3	1
PE171085	1	1	12	6	2
PE171085	2	8	12	2	2
PE171086	1	1	6	6	2
PE171086	2	2	6	1	1
PE171086	3	10	360	2	1.5
PE171087	1	1	6	12	2
PE171087	2	3	6	1	1
PE171088	1	1	12	3	2
PE171088	2	3	12	500	1
PE171088	3	10	360	2	2
PE171089	1	1	9	3	2
PE171089	2	3	9	500	1
PE171089	3	10	270	1	3
PE171091	1	1	12	3	1
PE171091	2	3	12	1	1
PE171091	3	10	360	2	3
PE171092	1	1	12	6	.5
PE171092	2	3	12	.5	.5
PE171092	3	10	180	2	1
PE171092	4	6	12	.5	1.5
PE171092	5	8	12	.5	1
PE171092	6	15	12	1	7
PE171093	1	1	10	3	1
PE171093	2	8	10	250	1
PE171093	3	10	280	1	1
PE171094	1	1	1	10	2.5
PE171094	2	3	1	2	2.5
PE171094	3	10	180	1	3
PE171096	1	1	10	4	2.20000004768372
PE171096	2	3	10	1	2
PE171096	3	10	360	2	1.5
PE171098	1	4	12	3	2
PE171098	2	1	12	6	2
PE171098	3	10	180	4	.5
PE171098	4	3	12	1	3
PE171099	1	1	12	3	.5
PE171099	2	8	12	500	1.5
PE171099	3	10	180	2	1
PE171100	1	1	6	3	.5
PE171100	2	3	6	500	1
PE171100	3	10	280	2	1
PE171101	1	1	12	6	2
PE171101	2	8	12	1200	2
PE171101	3	8	5	3	2
PE171101	4	15	5	300	1.5
PE171101	5	5	5	500	2
PE171101	6	10	100	3	3
PE171102	1	10	160	3	1
PE171103	1	1	12	9	1.10000002384186
PE171103	2	3	12	1.79999995231628	2.5
PE171103	3	4	12	3	.5
PE171103	4	10	180	3	1
PE171104	1	1	12	2	2
PE171104	2	8	10	500	1.5
PE171104	3	8	2	250	1
PE171104	4	10	180	1	1
PE171105	1	1	12	410	1
PE171105	2	8	12	.5	1.5
PE171105	3	10	180	1	1.5
PE171105	4	6	2	1	2
PE171105	5	15	2	1	7
PE171105	6	8	2	1	3.5
PE171105	7	6	2	1	1
PE171106	1	10	360	2	2.5
PE181001	1	1	2	10	2.20000004768372
PE181002	1	1	6	2	1.5
PE181002	2	8	6	2	3
PE181002	3	10	160	2	.5
PE181002	4	10	160	2	.5
PE181003	1	1	6	4	1.5
PE181003	2	10	160	3	.5
PE181003	3	9	160	3	.5
PE181004	1	1	4	6	1.5
PE181004	2	8	4	6	1
PE181004	3	10	180	1	2
PE181004	4	9	180	1	.200000002980232
PE181004	5	10	180	1	.400000005960464
PE181004	6	10	60	4	2
PE181005	1	1	6	4	1
PE181005	2	8	6	4	1
PE181005	3	10	140	4	.5
PE181005	4	9	140	4	.100000001490116
PE181005	5	10	140	1	.5
PE181005	6	10	140	1	1
PE181005	7	4	11	3	10
PE181006	1	1	12	9	1
PE181006	2	8	12	6	2
PE181006	3	10	200	1	.5
PE181006	4	9	200	1	.100000001490116
PE181006	5	10	200	1	1
PE181006	6	4	12	6	10
PE181007	1	1	12	4	1.20000004768372
PE181007	2	9	280	1	.200000002980232
PE181007	3	10	280	2	1
PE181007	4	10	280	1	1.5
PE181008	1	1	6	2	1.5
PE181008	2	10	180	1	2
PE181008	3	10	180	1	.5
PE181009	1	1	6	2	1.5
PE181009	2	4	12	3	1.5
PE181009	3	10	180	3	.5
PE181009	4	10	180	3	1
PE181010	1	1	12	3	1.5
PE181010	2	9	280	1	.5
PE181010	3	10	280	1	1
PE181010	4	10	280	1	.5
PE181011	1	1	8	1	1
PE181011	2	8	8	4	1
PE181011	3	10	280	2	.5
PE181011	4	9	280	2	.100000001490116
PE181011	5	10	140	1	.5
PE181011	6	10	140	1	1
PE181012	1	1	4	4	1.5
PE181012	2	8	4	3	1.5
PE181012	3	10	160	1	2.5
PE181013	1	1	12	1	1
PE181013	2	9	8	1	.5
PE181013	3	10	8	1	1
PE181013	4	10	8	2	.5
PE181014	1	10	4	12	1.20000004768372
PE181014	2	3	4	12	2.5
PE181014	3	9	160	80	.5
PE181014	4	10	160	1	1
PE181015	1	1	12	1	1.5
PE181015	2	8	12	1	2
PE181015	3	10	140	1	.5
PE181015	4	9	140	1	.100000001490116
PE181015	5	10	140	1	1
PE181016	1	1	12	2	1.5
PE181016	2	8	12	5	2
PE181016	3	10	140	1	.5
PE181016	4	9	140	1	.100000001490116
PE181016	5	10	140	1	1
PE181017	1	1	12	9	1.20000004768372
PE181017	2	8	12	6	1
PE181017	3	4	12	6	10
PE181017	4	10	200	1	.5
PE181017	5	9	200	1	.100000001490116
PE181017	6	10	200	1	1
PE181018	1	2	4	3	1
PE181018	2	1	4	3	1.5
PE181018	3	10	140	1	1
PE181018	4	10	140	1	.5
PE181018	5	10	150	1	.5
PE181018	6	10	150	1	1
PE181018	7	10	150	1	.5
PE181019	1	1	4	12	1.5
PE181019	2	8	4	9	1.5
PE181019	3	10	160	1	2
PE181020	1	1	6	4	1
PE181020	2	8	6	4	1.5
PE181020	3	10	42	3	.5
PE181020	4	9	42	3	.200000002980232
PE181020	5	10	140	1	1
PE181021	1	1	4	8	1.5
PE181021	2	8	4	7	1.5
PE181021	3	10	160	1	1.29999995231628
PE181022	1	1	3	3	1.5
PE181022	2	8	3	10	2
PE181022	3	10	280	2	.5
PE181022	4	9	280	2	.200000002980232
PE181022	5	10	280	1	1
PE181022	6	10	280	1	.5
PE181023	1	1	12	3	2
PE181023	2	4	12	3	3
PE181023	3	10	180	1	1
PE181023	4	10	180	1	1
PE181024	1	1	12	12	1.5
PE181024	2	8	12	5	1
PE181024	3	4	12	3	1
PE181024	4	10	180	1	1
PE181024	5	10	180	1	1.5
PE181025	1	1	12	4	2.20000004768372
PE181025	2	2	12	4	2
PE181025	3	10	240	3	.5
PE181025	4	9	240	3	.100000001490116
PE181025	5	10	240	1	1
PE181025	6	10	240	1	1
PE181026	1	10	180	3	1
PE181026	2	9	180	3	.200000002980232
PE181026	3	1	12	1	1.20000004768372
PE181026	4	8	12	1	1
PE181026	5	10	145	1	1
PE181027	1	1	12	4	1
PE181027	2	8	12	2	2.5
PE181027	3	10	200	1	.5
PE181027	4	9	200	1	.100000001490116
PE181027	5	10	200	1	1
PE181027	6	4	12	3	10
PE181029	1	10	285	2	1
PE181029	2	9	285	2	.100000001490116
PE181029	3	1	12	2	1
PE181029	4	8	12	2	1
PE181029	5	10	140	1	1
PE181030	1	1	12	4	1.5
PE181030	2	8	12	2	2
PE181030	3	10	152	3	.5
PE181030	4	9	152	3	.100000001490116
PE181030	5	10	152	1	1
PE181031	1	1	12	3	1.20000004768372
PE181031	2	8	12	6	1.5
PE181031	3	10	160	1	.5
PE181031	4	10	160	1	2.5
PE181032	1	1	6	4	1
PE181032	2	8	6	2	1
PE181032	3	10	140	1	.5
PE181032	4	9	140	1	.100000001490116
PE181033	0	10	240	1	2
PE181033	1	1	12	8	1.5
PE181033	2	8	12	4	2
PE181033	3	4	12	3	10
PE181033	4	10	240	1	.5
PE181033	6	9	240	1	.100000001490116
PE181034	1	10	180	1	.5
PE181034	2	9	180	1	.100000001490116
PE181035	1	10	145	1	.5
PE181035	2	9	145	1	.200000002980232
PE181035	3	10	145	1	1
PE181036	1	1	12	2	1.29999995231628
PE181036	2	8	12	2	1.5
PE181036	3	10	160	1	.5
PE181036	4	10	160	1	1
PE181037	1	1	12	4	1.5
PE181037	2	10	160	2	.5
PE181037	3	9	160	2	.100000001490116
PE181037	4	8	12	1	1
PE181038	1	1	4	4	1.5
PE181038	2	3	4	4	1.5
PE181038	3	10	160	1	1
PE181038	4	10	160	1	2
PE181039	1	1	12	4	1
PE181039	2	8	12	4	1.5
PE181039	3	10	180	1	.5
PE181039	4	10	180	1	.5
PE181039	5	9	180	1	.100000001490116
PE181040	1	1	12	4	1.5
PE181040	2	8	12	4	2
PE181040	3	10	16	1	1
PE181040	4	10	160	2	.5
PE181040	5	9	160	2	.100000001490116
PE181041	1	1	12	8	1
PE181041	2	8	12	4	3
PE181041	3	10	200	1	.5
PE181041	4	9	200	1	.5
PE181041	5	10	200	1	1
PE181041	6	4	12	3	10
PE181042	1	1	6	4	2.20000004768372
PE181042	2	8	6	4	1
PE181042	3	10	160	3	.5
PE181042	4	9	160	3	.5
PE181043	1	1	12	8	2.5
PE181043	2	10	144	3	.5
PE181043	3	4	12	3	3
PE181043	4	9	144	3	.200000002980232
PE181044	1	1	6	8	2
PE181044	2	8	6	4	2
PE181044	3	10	225	5	1
PE181044	4	9	225	5	.100000001490116
PE181044	5	4	36	3	10
PE181045	1	1	12	12	3
PE181045	2	10	144	3	1
PE181045	3	9	144	3	.5
PE181045	4	4	12	3	2
PE181046	1	1	6	4	2.20000004768372
PE181046	2	8	6	4	1.5
PE181046	3	3	2	4	1.5
PE181046	4	9	2	3	.200000002980232
PE181047	1	1	6	4	2.20000004768372
PE181047	2	8	6	4	1.5
PE181047	3	4	12	2	2
PE181047	4	10	164	3	.5
PE181047	5	9	164	3	.200000002980232
PE181048	1	1	6	6	2.20000004768372
PE181048	2	8	6	3	1.5
PE181048	3	9	160	2	.200000002980232
PE181049	1	1	12	8	1
PE181049	2	4	12	3	10
PE181049	3	10	140	4	3
PE181050	1	1	4	12	1.5
PE181050	2	8	4	12	1
PE181050	3	10	140	1	.300000011920929
PE181050	4	10	140	1	1.5
PE181051	1	1	4	4	1.5
PE181051	2	8	4	4	1
PE181051	3	10	140	2	2
PE181051	4	10	140	1	.5
PE181052	1	1	12	12	1
PE181052	2	8	12	6	2
PE181052	3	4	12	3	10
PE181052	4	10	240	3	1.5
PE181052	5	9	240	3	.100000001490116
PE181053	1	1	6	6	1.20000004768372
PE181053	2	8	6	6	1.5
PE181053	3	4	12	3	1
PE181054	1	1	12	12	1
PE181054	2	10	180	1	.5
PE181054	3	10	180	1	1
PE181054	4	4	12	6	3
PE181055	1	1	12	3	1.5
PE181055	2	8	12	6	2
PE181055	3	10	160	1	1.5
PE181056	1	1	6	4	1
PE181056	2	8	6	6	2
PE181056	3	10	140	3	.5
PE181056	4	9	280	2	.100000001490116
PE181056	5	10	140	1	1
PE181056	6	4	11	3	10
PE181057	1	1	12	4	1.5
PE181057	2	8	12	2	2
PE181057	3	10	146	3	.5
PE181057	4	9	146	2	.200000002980232
PE181057	5	10	146	1	1
PE181058	1	1	6	8	2.5
PE181058	2	8	6	6	1
PE181058	3	10	147	2	.5
PE181058	4	9	147	2	.200000002980232
PE181059	1	1	6	8	2
PE181059	2	8	6	8	1
PE181059	3	10	144	1	.5
PE181059	4	10	144	1	1
PE181059	5	10	140	2	1
PE181060	1	1	12	6	1
PE181060	2	8	12	6	2
PE181060	3	4	12	3	10
PE181060	4	10	240	3	.5
PE181060	5	10	240	1	1
PE181060	6	9	240	2	.100000001490116
PE181061	1	1	6	2	1
PE181061	2	4	12	3	1
PE181061	3	10	140	4	.5
PE181061	4	9	140	4	.200000002980232
PE181061	5	10	140	4	1.5
PE181062	1	1	6	4	2.20000004768372
PE181062	2	2	6	4	1
PE181062	3	10	220	2	1.5
PE181062	4	10	160	2	.5
PE181063	1	1	6	6	1.5
PE181063	2	10	100	1	1
PE181063	3	10	100	1	1
PE181063	4	10	100	1	.5
PE181064	1	1	12	4	2.20000004768372
PE181064	2	8	12	1	1
PE181065	1	1	6	4	1
PE181065	2	8	6	4	1.5
PE181065	3	10	1	1	.5
PE181065	4	10	140	1	1
PE181065	5	10	140	1	.5
PE181065	6	9	140	1	.100000001490116
PE181066	1	10	120	1	1
PE181066	2	9	120	1	.200000002980232
PE181066	3	1	6	4	2.20000004768372
PE181066	4	8	6	2	2
PE181066	5	10	120	1	1.5
PE181067	1	1	4	6	1.20000004768372
PE181067	2	8	4	4	2
PE181067	3	10	180	1	.5
PE181067	4	10	180	1	1
PE181067	5	9	180	1	.100000001490116
PE181068	1	1	5	4	2
PE181068	2	8	5	2	1
PE181068	3	10	145	3	.5
PE181068	4	9	290	2	.100000001490116
PE181068	5	10	145	1	1
PE181069	1	1	6	8	2
PE181069	2	1	6	8	1
PE181071	1	1	12	4	2.20000004768372
PE181071	2	8	12	4	2
PE181071	3	8	12	3	10
PE181071	4	10	240	3	1.5
PE181071	5	10	240	2	1
PE181071	6	9	240	3	.300000011920929
PE181072	1	10	145	1	1
PE181072	2	9	145	1	.100000001490116
PE181072	3	2	12	6	1
PE181072	4	1	12	6	2
PE181072	5	10	140	1	1
PE181073	1	1	12	8	2
PE181073	2	10	240	5	.5
PE181073	3	9	180	5	.5
PE181073	4	4	12	3	2.5
PE181074	1	1	6	8	2.20000004768372
PE181074	2	8	6	4	1
PE181074	3	10	160	1	2
PE181075	1	1	4	4	1
PE181075	2	8	4	3	1
PE181075	3	10	160	1	1.5
PE181076	1	1	12	4	2
PE181076	2	8	12	1	2
PE181076	3	10	142	3	.5
PE181076	4	9	142	3	.200000002980232
PE181076	5	10	142	1	1
PE181077	1	1	2	8	2
PE181077	2	8	12	4	2
PE181077	3	10	148	2	1
PE181077	4	9	148	2	.300000011920929
PE181077	5	4	12	3	10
PE181077	6	10	 	1	2
PE181078	1	1	6	4	2
PE181078	2	8	6	4	2
PE181079	1	10	148	1	.5
PE181079	2	9	148	1	.100000001490116
PE181079	3	10	148	1	1
PE181079	4	1	6	4	2
PE181079	5	8	6	4	1
PE181080	1	1	12	8	2.20000004768372
PE181080	2	8	12	8	1
PE181080	3	10	160	1	1.5
PE181081	1	1	6	8	2.20000004768372
PE181081	2	2	6	1	2.5
PE181081	3	10	240	1	1
PE181081	4	10	240	1	1
PE181081	5	4	12	3	2
PE181082	1	1	4	8	2
PE181082	2	8	4	4	1.5
PE181082	3	10	160	2	.5
PE181082	4	9	160	2	.100000001490116
PE181082	5	10	160	1	1
PE181082	6	10	240	2	1
PE181083	1	1	6	4	2.09999990463257
PE181083	2	8	6	2	2
PE181083	3	10	140	2	.5
PE181083	4	9	140	2	.200000002980232
PE181084	1	1	12	4	2.20000004768372
PE181084	2	10	180	2	.5
PE181084	3	9	180	1	.100000001490116
PE181084	4	10	180	1	.5
PE181084	5	10	180	2	.5
PE181084	6	4	12	3	2
PE181086	1	1	6	4	2.20000004768372
PE181086	2	8	6	3	1.60000002384186
PE181086	3	4	12	3	1
PE181086	4	10	148	2	.5
PE181086	5	9	148	2	.100000001490116
PE181086	6	10	148	1	1.5
PE181087	1	1	6	4	2.20000004768372
PE181087	2	8	6	8	1
PE181087	3	10	150	1	.5
PE181087	4	9	150	1	.200000002980232
PE181087	5	10	160	1	1
PE181088	1	10	140	4	.5
PE181088	2	9	140	4	.200000002980232
PE181088	3	10	145	1	1.5
PE181088	4	1	6	8	2
PE181088	5	8	6	8	1
PE181089	1	1	6	12	2
PE181089	2	8	6	6	1.5
PE181089	3	4	12	3	1
PE181089	4	10	140	3	.300000011920929
PE181089	5	9	140	3	.100000001490116
PE181089	6	10	140	1	2
PE181089	7	8	12	4	1.5
PE181089	8	5	12	.25	4
PE181090	1	1	6	4	2.20000004768372
PE181090	2	10	200	1	1
PE181090	3	10	200	4	1
PE181090	4	9	200	3	.5
PE181091	1	10	145	1	.200000002980232
PE181091	2	9	145	1	.200000002980232
PE181091	3	10	145	1	1.5
PE181091	4	1	6	8	2.20000004768372
PE181091	5	8	6	4	2.40000009536743
PE181092	1	1	3	8	2
PE181092	2	8	3	8	1
PE181092	3	10	146	3	.5
PE181092	4	9	146	3	.100000001490116
PE181092	5	10	146	1	1
PE181092	6	4	11	3	12
PE181093	1	1	4	4	2
PE181093	2	8	4	4	1
PE181093	3	10	292	2	.5
PE181093	4	9	146	1	.100000001490116
PE181093	5	10	146	1	1
PE181094	1	1	6	8	2.20000004768372
PE181094	2	8	6	4	1.5
PE181094	3	10	64	2	1
PE181094	4	9	64	2	5
PE181095	1	1	4	4	2.5
PE181095	2	8	4	2	1
PE181095	3	10	148	1	.5
PE181095	4	9	148	1	.100000001490116
PE181095	5	10	100	1	.5
PE181096	1	1	5	4	2.20000004768372
PE181096	2	8	5	4	1
PE181096	3	10	160	2	1
PE181096	4	10	160	1	2
PE181097	1	1	6	8	2.20000004768372
PE181097	2	8	6	4	2
PE181097	3	10	160	1	.5
PE181097	4	10	160	1	2
PE181098	1	1	6	8	2.20000004768372
PE181098	2	8	6	4	2
PE181098	3	10	160	3	1
PE181098	4	9	160	3	.300000011920929
PE181099	1	10	146	3	.5
PE181099	2	9	146	3	.100000001490116
PE181099	3	1	6	4	2.20000004768372
PE181099	4	8	6	4	1
PE181099	5	10	140	1	1
PE181100	1	1	6	12	2
PE181100	2	8	6	2	2
PE181100	3	10	140	2	1
PE181100	4	9	140	2	.100000001490116
PE181100	5	10	140	1	1
PE181100	6	4	12	3	3
PE181101	1	1	6	12	1.10000002384186
PE181101	2	8	6	12	1
PE181101	3	10	160	2	.5
PE181101	4	9	160	2	.200000002980232
PE181101	5	10	36	2	3.5
PE181102	1	10	280	2	.5
PE181102	2	9	280	2	.100000001490116
PE181102	3	1	6	8	2
PE181102	4	8	6	8	1
PE181103	1	1	6	12	2.5
PE181103	2	8	6	12	1
PE181103	3	10	148	3	.5
PE181103	4	9	148	3	.100000001490116
PE181103	5	10	148	1	1
PE181103	6	4	11	3	10
PE181103	7	10	220	1	.5
PE181104	1	10	146	3	.5
PE181104	2	9	146	3	.200000002980232
PE181104	3	1	6	8	2
PE181104	4	8	6	8	2
PE181105	1	1	6	4	2.20000004768372
PE181105	2	8	6	2	1
PE181105	3	10	140	2	.5
PE181105	4	10	140	2	1.5
PE191003	1	1	3	1	1.5
PE191003	2	8	3	1	1
PE191004	1	1	12	1500	2.5
PE191004	2	10	184	3	3
PE191004	3	9	184	2	.5
PE191005	1	1	12	2	2
PE191005	2	10	100	1	2.5
PE191006	1	10	180	1	.5
PE191007	1	10	140	1	.5
PE191007	2	9	140	1	.5
PE191008	1	10	48	1	3
PE191012	1	10	160	1	1
PE191015	1	2	10	3	1
PE191016	1	8	12	2	2.5
PE191018	1	1	6	12	1.20000004768372
PE191018	2	8	6	1	2
PE191018	3	9	3	1	5
PE191019	1	8	12	1	1.5
PE191019	2	10	140	1	.5
PE191021	1	2	12	1	3
PE191022	1	8	12	1500	2
PE191022	2	10	180	2	1
PE191022	3	9	180	2	.200000002980232
PE191025	1	1	12	1	2
PE191025	2	9	160	1	.5
PE191025	3	1	160	1	.5
PE191026	1	1	12	2	1
PE191026	2	10	184	2	1
PE191027	1	1	12	1	1.5
PE191027	2	10	184	1	1.5
PE191028	1	10	180	1	1
PE191028	2	8	12	2	1
PE191028	3	1	12	1	2
PE191029	1	10	160	1	1
PE191030	1	10	180	3	.5
PE191030	2	9	180	2	.200000002980232
PE191030	3	2	12	1	2.5
PE191030	4	1	12	4	2.09999990463257
PE191033	1	2	12	2	2
PE191033	2	10	360	2	1.5
PE191033	3	10	360	2	.5
PE191033	4	9	180	1	.5
PE191034	1	2	12	2	1.5
PE191037	1	6	12	1	1
PE191037	2	10	180	1	2
PE191039	1	2	12	2	2
PE191039	2	10	120	1	2.5
PE191039	3	10	240	2	.5
PE191039	4	9	240	2	1
PE191041	1	10	160	1	.300000011920929
PE191041	2	10	160	1	1
PE191043	1	1	12	3	4
PE191043	2	10	180	1	1
PE191043	3	9	180	1	.5
PE191043	4	10	160	1	1
PE191044	1	1	12	2	 
PE191048	1	1	12	3	3
PE191048	2	10	360	2	3
PE191051	1	10	180	1	.5
PE191051	2	10	180	1	3.5
PE191052	1	10	180	1	2
PE191053	1	2	12	1500	2
PE191053	2	10	360	2	2
PE191054	1	10	184	1	1.5
PE191054	2	1	184	1	.5
PE191055	1	10	180	1	2
PE191056	1	1	12	2	3
PE191056	2	10	180	1	1
PE191056	3	9	180	1	.5
PE191056	4	10	180	1	1.5
PE191056	5	10	180	1	1
PE191056	6	10	180	1	.5
PE191057	1	10	360	2	1
PE191058	1	1	12	1.5	2
PE191059	1	10	120	2	.5
PE191059	2	10	200	3	.5
PE191059	3	9	200	3	.5
PE191060	1	2	12	3	2
PE191061	1	2	12	2	1.5
PE191061	2	10	180	1	1.5
PE191062	1	2	5	1	3
PE191062	2	10	160	1	1
PE191063	1	10	280	1	.5
PE191063	2	9	280	1	.200000002980232
PE191064	1	8	2	2	2
PE191064	2	10	160	1	.5
PE191064	3	10	160	1	2
PE191065	1	10	160	1	1
PE191065	2	10	160	1	2
PE191068	1	2	12	3	1
PE191068	2	10	180	1	1
PE191068	3	9	180	1	.5
