CHILDCODE	DNFDIDR4	DONTYPR5	DONRCVR5	DONAMTR5	DONMSRR5	DONPRCR5	PRCMSRR5
151082	1	10	180	4	5	5	5
151082	2	9	80	4	7	.600000023841858	7
151082	3	10	80	4	8	1	8
151083	1	10	100	1	9	4	9
151083	2	10	60	1	9	4	9
151083	3	10	100	1	8	2	8
151083	4	10	160	1	8	1.5	8
151083	5	9	200	1	7	.600000023841858	7
151084	1	10	200	2	8	2	8
151084	2	9	200	2	7	.5	7
151084	3	10	40	2	9	5	9
151084	4	10	40	2	9	5	9
151085	1	10	100	1	8	2	8
151085	2	10	100	1	8	2	8
151085	3	9	200	1	7	.600000023841858	7
151085	4	10	100	1	9	4	9
151085	5	10	100	1	9	4	9
151086	1	10	110	2	8	1	8
151086	2	9	110	2	3	.5	3
151086	3	10	110	2	5	3	5
151087	2	1	32	4	8	1	8
151087	3	3	32	4	8	1	8
151087	4	8	32	4	8	1	8
151087	5	9	96	4	7	.5	7
151087	6	10	64	4	9	3	9
151088	1	10	180	2	5	2.5	5
151088	2	9	180	2	7	.5	7
151088	3	10	180	2	8	1	8
151089	1	1	200	2	6	2.79999995231628	6
151089	2	9	200	2	7	.300000011920929	7
151089	3	10	200	4	5	3	5
151091	1	9	110	2	3	.5	3
151091	2	3	110	2	8	1	8
151091	3	10	110	2	5	5	5
151094	1	1	130	2	8	1	8
151094	2	10	135	2	5	3	5
151095	2	1	12	2	6	6	6
151095	3	3	12	5	2	10	2
151095	4	9	96	2	7	.5	7
151095	5	1	32	2	8	1	8
151095	6	3	32	2	8	1	8
151095	7	8	32	2	8	1	8
151095	8	10	64	2	9	3	9
151096	1	10	80	5	8	1	8
151096	2	9	80	5	7	.5	7
151096	3	10	60	5	9	2	9
151097	1	10	190	2	5	3	5
151097	2	9	80	2	7	.5	7
151097	3	10	80	2	8	1	8
151099	1	10	80	3	9	4	9
151099	2	10	80	3	9	4	9
151099	3	10	100	3	8	2	8
151099	4	10	100	3	8	2	8
151099	5	9	200	3	7	.5	7
151102	1	3	220	2	8	1	8
151102	2	10	220	2	8	1	8
151102	3	1	12	2	3	3	3
151104	1	10	90	1	5	3	5
151104	2	1	80	1	8	3	8
151104	3	9	80	1	7	1	7
151105	1	10	120	3	8	1	8
151105	2	9	120	3	7	.5	7
151105	3	10	40	3	9	3	9
151106	1	10	90	1	5	3	5
151106	2	1	80	1	6	2.5	6
151106	3	9	80	1	7	.5	7
151107	1	10	180	1	5	3	5
151107	2	1	80	1	6	2.5	6
151107	3	9	80	1	7	.5	7
151110	1	10	120	1	8	1	8
151110	2	10	120	1	5	2.5	5
151111	1	10	70	6	5	3	5
151111	2	1	30	6	6	2.5	6
151111	3	9	30	6	7	.5	7
151112	1	10	160	3	5	3	5
151112	2	1	160	3	8	1	8
151112	3	9	160	3	7	.5	7
161001	1	1	180	2	8	1	8
161001	2	9	180	2	7	.5	7
161001	3	10	180	2	9	5	9
161002	1	9	30	1	7	.5	7
161002	2	1	30	1	8	.5	8
161002	3	10	30	1	9	2	9
161003	1	1	180	1	8	1	8
161003	2	9	180	1	7	.5	7
161003	3	10	180	1	9	2	9
161003	4	1	6	6	6	1.70000004768372	6
161003	5	3	6	2	2	4	2
161004	1	1	180	3	8	2	8
161004	2	10	180	2	9	3	9
161004	3	9	180	3	7	.5	7
161005	1	9	180	2	7	.5	7
161005	2	1	180	2	8	1	8
161005	3	10	180	2	9	2.5	9
161006	1	9	180	3	7	.5	7
161006	2	10	180	3	8	1	8
161006	3	10	180	3	9	2.5	9
161010	1	10	180	2	9	1.5	9
161010	2	3	180	2	8	1	8
161012	1	10	180	1	9	3	9
161012	2	1	180	1	8	2	8
161013	1	1	6	6	6	1.5	6
161013	2	8	6	2	2	4	2
161014	1	1	4	2	6	3	6
161014	2	3	4	2	4	1	4
161015	1	1	3	9	7	2	7
161015	2	3	3	6	4	4	7
161015	3	1	180	1	8	1	8
161015	4	10	180	1	5	3	5
161015	5	9	180	1	7	1	7
161018	1	10	180	1	5	2	5
161019	1	9	200	1	7	.5	7
161019	2	1	200	1	5	.5	5
161019	3	10	200	1	9	2	9
161022	1	9	180	2	7	.5	7
161022	2	1	180	2	8	1	8
161022	3	10	180	2	9	2.5	9
161022	4	1	6	7	6	1.39999997615814	6
161023	1	1	180	2	8	1	8
161023	2	9	180	2	7	1	7
161023	3	10	180	2	9	2	9
161023	4	1	5	7	6	1.5	6
161023	5	3	6	1	2	4	10
161024	1	3	180	1	8	1	8
161024	2	9	180	1	7	.5	7
161024	3	10	180	1	9	3	9
161024	4	1	12	8	6	2	6
161026	1	1	6	6	6	1.70000004768372	6
161026	2	3	6	2	2	5	2
161026	3	1	180	1	8	1	8
161026	4	15	180	1	7	.300000011920929	7
161026	5	10	180	1	9	2	9
161026	6	10	180	1	5	1	5
161027	1	9	180	1	7	.300000011920929	7
161027	2	1	180	1	8	.5	8
161027	3	10	180	1	9	2	9
161029	1	1	180	1	8	1	8
161029	2	10	180	1	9	2.5	9
161029	3	9	180	1	7	.5	7
161030	1	1	180	1	8	1	8
161030	2	9	180	1	7	.5	7
161030	3	10	180	1	9	5	9
161031	1	10	180	2	9	3	9
161031	2	9	180	2	7	.5	7
161031	3	1	180	2	8	1	8
161032	1	1	185	1	8	1	8
161032	2	9	185	1	7	.5	7
161032	3	10	185	1	9	4	9
161032	4	1	6	12	6	1.29999995231628	6
161032	5	3	6	6	4	2	4
161033	1	1	180	3	8	2	8
161033	2	10	180	3	9	3	9
161034	1	1	3	7	6	2	6
161038	1	9	200	1	7	.5	7
161038	2	1	200	1	8	.5	8
161038	3	10	200	1	9	2	8
161039	1	10	180	1	9	3	9
161039	2	1	180	1	8	1.5	8
161046	1	10	180	2	9	3	9
161046	2	1	180	2	8	2	8
161049	1	1	4	1	8	1	8
161051	1	3	180	2	8	1	8
161051	2	9	180	2	7	1	7
161051	3	10	180	2	5	3	5
161052	1	1	6	6	6	2	6
161052	2	3	6	2	10	3.5	10
161052	3	1	180	3	7	1	7
161052	4	9	180	3	7	.600000023841858	7
161052	5	10	180	3	9	4	9
161053	1	9	200	3	7	.5	7
161053	2	1	200	3	8	.5	8
161053	3	10	200	3	9	1.5	9
161054	1	10	180	2	5	1	5
161054	2	9	180	2	7	.5	7
161054	3	10	180	2	9	3	9
161058	1	9	180	1	7	.5	7
161058	2	1	180	1	8	.5	8
161058	3	10	180	1	9	3	9
161059	1	3	110	3	8	1	8
161059	2	9	110	3	3	.5	3
161059	3	10	110	3	5	1.5	5
161060	1	10	180	2	9	3	9
161060	2	1	180	2	8	1.5	8
161060	3	9	360	2	7	.5	7
161061	1	10	180	2	9	3	9
161061	2	1	180	2	8	1	8
161061	3	9	180	2	7	.800000011920929	7
161062	1	1	180	2	8	1	8
161062	2	9	180	2	7	.5	7
161062	3	10	180	2	9	2	9
161063	1	1	180	1	8	1	8
161063	2	10	180	1	9	2	9
161064	1	1	160	1	8	.5	8
161064	2	9	160	1	7	1	7
161064	3	10	160	1	9	3	9
161067	1	10	180	3	9	3	9
161067	2	1	180	3	8	1	8
161068	1	1	180	1	8	1	8
161068	2	9	180	1	7	.5	7
161068	3	10	180	1	9	2	9
161070	1	10	180	1	9	1	9
161070	2	1	80	1	8	.5	8
161070	3	9	80	1	7	.5	7
161071	1	10	180	3	9	5	9
161071	2	1	180	3	8	2	8
161075	1	1	180	2	8	1	8
161075	2	9	180	2	7	.5	7
161075	3	10	180	2	9	3	9
161076	1	1	180	1	8	2	8
161076	2	1	4	2	6	3	6
161077	1	1	180	1	8	1	8
161077	2	10	180	1	9	3	9
161077	3	9	180	1	7	.5	7
161079	1	1	180	1	8	1	8
161079	2	9	180	1	7	.5	7
161079	3	10	180	1	9	4	9
161080	1	3	180	1	8	1	8
161080	2	9	180	1	7	.5	7
161080	3	10	180	1	9	3	9
161080	4	1	180	14	6	2	6
161081	1	10	180	2	9	3	9
161081	2	3	180	2	8	2	8
161082	1	9	180	2	7	.5	7
161082	2	10	180	2	8	1	8
161082	3	10	180	2	9	2.5	9
161083	1	10	40	1	9	3	9
161083	2	1	180	1	8	1	8
161083	3	9	180	1	7	.5	7
161084	1	1	180	1	8	1	8
161084	2	9	180	1	7	.5	7
161084	3	10	180	1	9	4	9
161085	1	9	180	1	7	1	7
161085	2	1	180	1	8	1	8
161085	3	10	180	1	9	2.5	9
161086	1	9	180	1	7	.5	7
161086	2	10	180	1	8	1	8
161086	3	10	180	1	9	1	9
161087	1	3	9	2	2	2	2
161087	2	1	9	7	6	1.5	6
161087	3	1	100	1	8	1	8
161087	4	10	100	1	5	1	5
161087	5	15	100	1	7	.5	7
161087	6	10	100	1	5	2	5
161088	1	1	200	1	8	1	8
161088	2	9	200	1	7	.5	7
161090	1	10	180	1	5	3	5
161090	2	10	180	1	5	3	5
161091	1	1	8	12	6	1.79999995231628	6
161091	2	1	180	2	8	.5	8
161091	3	10	180	2	7	.5	7
161091	4	10	180	2	9	1	9
161094	1	9	180	2	7	1	7
161094	2	10	180	2	8	1	8
161094	3	10	180	2	9	2.5	9
161095	1	3	180	1	8	.5	8
161095	2	10	180	1	5	2.5	5
161095	3	9	180	1	7	.5	7
161096	1	1	80	1	8	.5	8
161096	2	9	80	1	7	.5	7
161096	3	10	80	1	9	1.5	9
161097	1	1	180	1	8	2	8
161097	2	9	180	1	7	.5	7
161097	3	10	180	1	9	3	9
161098	1	9	180	1	7	.5	7
161098	2	10	180	1	8	1	8
161098	3	10	180	1	9	2.5	9
161098	4	1	6	7	6	1.5	6
161100	1	10	180	1	9	3	9
161100	2	1	180	1	8	2	8
161102	1	1	180	2	8	2	8
161102	2	10	180	2	9	3	9
161102	3	9	180	2	7	.5	7
161103	1	1	12	6	6	2	6
161103	2	3	12	6	2	4	2
161103	3	1	180	3	8	1	8
161103	4	9	180	3	7	.600000023841858	7
161103	5	10	180	3	9	3	9
161107	1	10	180	1	9	3	9
161107	2	1	180	1	8	2	8
161108	1	9	180	1	7	.5	7
161108	2	3	180	1	8	1.5	8
161108	3	10	180	1	9	2.5	9
171001	1	10	100	1	9	2	9
171007	1	1	180	2	8	1	8
171007	2	9	180	2	7	.5	7
171008	1	8	72	1	8	1	8
171008	2	10	72	1	8	6	9
171008	3	9	72	1	7	1	7
171010	1	10	180	1	9	5.5	9
171010	2	1	140	1	5	1.5	5
171017	1	10	180	1	5	1	5
171017	2	9	180	1	7	.5	7
171017	3	1	180	1	7	1	7
171020	1	10	180	2	5	3	5
171022	1	10	180	1	7	3	7
171022	2	1	180	1	8	1	8
171022	3	9	180	1	7	.5	7
171027	1	10	180	1	8	1.5	8
171030	1	10	180	1	5	2.5	5
171030	2	9	180	1	7	.5	7
171030	3	3	180	1	5	1	5
171030	4	1	4	4	6	3.5	6
171030	5	3	4	1	4	2.5	4
171031	1	8	180	1	8	1	8
171031	2	10	180	1	9	4	9
171031	3	9	180	1	7	.600000023841858	7
171032	1	1	180	1	8	.899999976158142	8
171032	2	10	180	1	9	3.5	9
171032	3	9	180	1	7	.600000023841858	7
171033	1	1	130	1	6	2	6
171033	2	9	130	1	7	.5	7
171033	3	10	130	1	7	.5	7
171033	4	10	180	1	9	2	9
171034	1	10	180	1	5	4	5
171035	1	10	120	2	5	3	5
171035	2	10	120	1	5	2	5
171036	1	10	160	1	9	3	9
171036	2	8	160	1	8	.5	8
171036	3	9	160	1	7	.5	7
171038	1	10	180	1	9	6	9
171038	2	1	180	1	8	1	8
171038	3	9	180	1	7	1	7
171039	1	1	100	1	7	1	7
171039	2	10	100	1	5	1	5
171040	1	1	160	1	7	2	7
171040	2	9	160	1	7	.800000011920929	7
171043	1	9	190	1	7	.5	7
171043	2	1	190	1	8	1	8
171043	3	10	190	1	9	3.5	9
171044	1	10	180	3	8	2	8
171044	2	9	180	3	7	.5	7
171044	3	10	180	3	5	4	5
171044	4	1	12	4	6	3	6
171045	1	9	72	1	7	.699999988079071	7
171045	2	1	72	1	8	1	8
171045	3	10	48	1	9	2	9
171046	1	1	180	1	8	1	8
171046	2	9	180	1	7	.5	7
171046	3	10	180	1	5	6	5
171047	1	1	180	2	8	1	8
171047	2	9	180	2	7	.5	7
171047	3	10	180	2	9	3	9
171049	1	10	80	1	5	3	5
171049	2	10	120	1	8	1	8
171049	3	9	120	1	7	.5	7
171050	1	1	180	1	8	1	8
171050	2	9	180	1	7	.5	7
171050	3	10	180	1	9	3	9
171051	1	1	180	1	8	1	8
171051	2	9	180	1	7	.5	7
171053	1	10	180	1	5	4.5	5
171055	1	3	180	1	8	1	8
171055	2	9	180	1	7	.5	7
171055	3	10	180	1	9	3	9
171058	1	10	108	3	8	1	8
171058	2	9	180	3	7	.5	7
171058	3	10	180	3	5	3	5
171058	4	1	64	2	6	3.59999990463257	6
171059	1	10	180	2	6	1	7
171059	2	9	180	2	7	.5	7
171059	3	10	180	1	5	5	5
171060	1	9	180	1	7	.5	7
171060	2	1	4	7	6	3.20000004768372	6
171060	3	10	180	1	5	3.5	5
171061	1	1	12	4	6	3.20000004768372	6
171061	2	9	180	2	7	.5	7
171061	3	10	180	2	9	3	9
171062	1	10	120	3	9	3	9
171062	2	1	180	3	8	1	8
171062	3	1	10	6	6	3.20000004768372	6
171064	1	10	180	3	8	1	8
171064	2	9	180	3	7	.5	7
171064	3	10	180	3	9	2	9
171064	4	1	12	4	6	3.20000004768372	6
171067	1	10	200	1	9	3	9
171068	1	1	4	8	6	2.5	6
171068	2	9	180	1	7	.5	7
171068	3	10	180	1	5	2.5	5
171069	1	10	180	1	5	2	5
171069	2	10	180	3	8	.5	8
171069	3	9	180	3	7	.5	7
171070	1	9	180	1	7	.5	7
171070	2	1	180	1	8	1.5	8
171070	3	10	180	1	9	3	9
171071	1	10	150	1	9	2	9
171073	1	10	180	2	9	2	9
171073	2	1	180	2	8	1	8
171073	3	9	180	2	7	1	7
171075	1	1	180	1	8	.600000023841858	8
171075	2	9	180	1	7	.5	7
171075	3	10	180	1	5	3	5
171076	1	1	120	1	8	1	8
171076	2	10	180	2	9	3	9
171076	3	9	180	2	7	.800000011920929	7
171078	1	1	12	5	6	3.40000009536743	6
171078	2	3	12	1	4	3	4
171079	1	9	200	1	7	.600000023841858	7
171079	2	1	200	1	5	.5	5
171079	3	10	80	1	5	2	5
171081	1	10	60	1	9	2	9
171083	1	9	180	1	7	.5	7
171083	2	1	180	1	5	1.5	5
171083	3	10	180	1	5	3.5	5
171086	1	1	6	4	6	3.20000004768372	6
171086	2	3	6	1	4	2.5	4
171089	2	1	12	5	6	3	6
171089	3	10	180	2	8	1	8
171089	4	9	180	2	7	.5	7
171090	1	1	12	5	6	3.5	6
171090	2	10	180	1	8	1	8
171090	3	9	180	1	7	.5	7
171091	1	1	12	5	6	3	6
171092	1	1	180	1	8	1	8
171092	2	9	180	1	7	.5	7
171092	3	10	180	1	9	2	9
171093	1	10	112	2	8	1.5	8
171093	2	10	80	1	7	1	7
171093	3	10	80	1	8	1	8
171093	5	9	80	1	7	.600000023841858	7
171093	6	10	80	1	7	.699999988079071	7
171094	1	3	120	1	8	1	8
171094	2	10	120	1	9	4	9
171095	1	9	180	1	7	.5	7
171095	2	10	180	1	9	3.5	9
171096	1	1	240	1	8	1	8
171097	1	1	12	3	6	3	6
171097	2	10	180	3	8	.5	8
171097	3	9	180	3	7	.5	7
171099	1	10	180	1	9	3	9
171099	2	1	180	1	8	1	8
171099	3	9	180	1	7	1	7
171100	1	1	12	5	6	3.5	6
171100	2	3	12	1	4	4	4
171100	3	15	240	1	5	1	5
171100	4	15	240	1	5	2	5
171100	5	1	240	1	5	1	5
171100	6	9	240	1	7	.5	7
171101	1	10	180	1	9	3	9
171102	1	10	180	1	8	1	7
171102	2	9	180	1	7	.5	7
171103	1	10	180	2	8	1	8
171103	2	15	3	1	10	30	10
171103	3	9	180	2	7	.5	7
181002	1	1	180	3	8	1	8
181002	2	9	180	3	7	.5	7
181002	3	10	180	3	9	4	9
181002	4	1	12	6	1	1.5	1
181004	1	1	180	2	8	.75	8
181004	2	10	180	2	9	3	9
181004	3	9	180	2	7	.5	7
181005	1	9	180	3	7	.5	7
181005	2	1	180	3	8	1	8
181005	3	10	180	3	5	3.5	5
181005	4	1	72	6	1	1.20000004768372	1
181006	1	10	180	1	9	3	9
181006	2	10	180	1	8	1.5	8
181007	1	1	180	1	8	1	8
181007	2	9	180	1	7	1	7
181007	3	10	180	1	9	3	9
181008	1	1	180	1	8	1	8
181008	2	9	180	1	7	1	7
181008	3	10	180	1	5	2	5
181009	1	1	180	4	8	1	8
181009	2	9	180	4	7	.5	7
181009	3	10	180	4	9	4	9
181010	1	10	200	2	9	3	9
181010	2	1	200	2	8	1	8
181010	3	9	200	2	7	.5	7
181012	1	10	180	4	8	1	8
181012	2	9	180	4	7	.5	7
181012	3	10	180	4	9	2.5	9
181013	1	10	180	1	9	1.5	9
181013	2	1	180	1	8	1	8
181013	3	9	180	1	7	.5	7
181014	1	1	180	3	8	1	8
181014	2	9	180	3	7	.5	7
181014	3	10	180	3	9	4	9
181016	1	1	180	1	8	2	8
181016	2	10	180	1	9	6	9
181017	1	1	190	2	8	1	8
181017	2	10	190	2	9	1.5	9
181017	3	9	190	2	7	.5	7
181018	1	9	90	2	7	.5	7
181018	2	1	18	2	8	.5	8
181018	3	10	180	2	9	3	9
181018	4	10	80	3	9	3	9
181019	1	10	180	3	9	3.5	9
181019	2	1	180	3	8	1	8
181019	3	9	180	3	7	.400000005960464	7
181022	1	9	180	1	7	.5	7
181022	2	10	180	1	9	3.5	9
181022	3	1	180	1	8	1.5	8
181023	1	1	180	2	8	1	8
181023	2	9	180	2	7	.400000005960464	7
181023	3	10	180	2	9	3.5	9
181024	1	1	180	1	8	1	8
181024	2	9	180	1	7	.5	7
181024	3	10	180	1	9	3	9
181024	4	1	160	1	8	1	8
181024	5	10	160	1	9	2	9
181024	6	15	160	1	7	.400000005960464	7
181024	7	10	160	1	5	1	5
181027	1	1	180	3	8	1	8
181027	2	9	180	3	7	1	7
181027	3	10	180	3	9	3	9
181031	1	1	180	5	8	1.5	8
181031	2	10	180	5	9	4	9
181031	3	1	12	12	1	1.5	1
181031	4	9	180	5	7	.5	7
181033	1	1	180	1	8	.600000023841858	8
181033	2	9	180	1	7	.5	7
181033	3	10	180	1	9	3	9
181033	4	15	100	1	7	.300000011920929	7
181033	5	10	100	1	9	2	9
181033	6	10	80	1	9	1	9
181033	7	1	11	6	1	1.70000004768372	1
181036	1	9	180	2	7	1	7
181036	2	10	180	2	9	3.5	9
181037	1	1	180	1	8	.5	8
181038	1	10	180	3	8	.5	8
181038	2	9	180	3	7	.5	7
181038	3	10	180	3	5	2	5
181039	1	10	180	1	9	2	9
181039	2	1	180	1	8	1.5	8
181039	3	9	180	1	7	.400000005960464	7
181040	1	10	180	1	9	2	9
181040	2	1	180	1	8	.5	8
181040	3	9	180	1	7	.5	7
181041	1	1	180	2	8	1	8
181041	2	10	180	2	9	3	9
181043	1	10	180	2	8	1	8
181043	2	9	180	2	7	.5	7
181043	3	10	180	2	9	2	9
181044	1	10	180	3	9	2.5	9
181044	2	1	180	3	8	1	8
181044	3	9	180	3	7	.5	7
181045	1	10	180	1	9	2.5	9
181045	2	1	180	1	8	1.5	8
181046	1	9	180	2	7	.5	7
181046	2	1	180	2	8	1.5	8
181046	3	10	180	2	9	3.5	9
181047	1	9	180	5	7	.5	7
181047	2	1	180	5	8	.5	8
181047	3	10	180	5	9	2	9
181048	1	1	120	4	8	.5	8
181048	2	9	120	4	7	.5	7
181049	1	1	36	2	6	3	6
181049	3	1	180	2	8	.5	8
181049	4	9	180	2	7	.5	7
181049	5	10	180	2	9	1	9
181050	1	9	200	2	7	.5	7
181050	2	1	200	2	8	.5	8
181050	3	10	200	2	9	2	9
181051	1	10	180	3	8	1	8
181051	2	9	180	3	7	.5	7
181051	3	10	180	3	5	3	5
181052	1	10	180	1	9	3	9
181052	2	1	180	1	8	1	8
181052	3	9	180	1	7	1	7
181053	1	10	180	1	9	2	9
181056	1	10	180	3	8	1	8
181056	2	9	180	3	7	.5	7
181056	3	10	180	3	5	2	5
181056	4	1	6	6	1	3	1
181057	1	1	160	1	8	2	8
181057	2	10	180	1	9	5	9
181057	3	9	180	1	7	.5	7
181058	1	10	180	3	5	4.5	5
181058	2	9	180	3	7	.5	7
181058	3	10	180	3	8	1.5	8
181058	4	1	96	12	1	1.5	1
181059	1	10	180	1	9	3	9
181059	2	9	180	1	7	.5	7
181059	3	1	180	1	7	1	7
181060	1	1	180	2	8	1	8
181060	2	10	180	2	9	3	9
181061	1	9	180	2	7	.5	7
181061	2	10	180	2	9	3.5	9
181061	3	10	180	2	8	1	8
181063	1	1	180	2	8	.5	8
181063	2	9	180	2	7	.400000005960464	7
181063	3	10	180	2	9	2	9
181065	1	1	340	1	5	.5	5
181065	2	1	200	2	8	.5	8
181065	3	10	340	1	9	1	9
181065	4	10	340	1	5	.5	5
181065	5	10	200	2	9	1.5	9
181066	1	10	60	1	8	2.5	8
181066	2	10	60	1	9	3.5	9
181068	1	10	180	1	9	2	9
181068	2	1	180	1	8	1	8
181068	3	9	180	1	7	.5	7
181069	1	1	180	1	8	.5	8
181069	2	9	180	180	7	.5	7
181069	3	10	180	1	9	2	9
181069	4	1	12	6	1	1.5	1
181072	1	1	180	1	7	1	7
181072	2	9	180	1	7	1	7
181072	3	10	180	1	9	4	9
181072	4	1	3	6	1	1.5	1
181073	1	1	180	2	8	2	8
181073	2	10	180	2	9	3	9
181073	3	9	180	2	7	.5	7
181074	1	1	12	3	1	1.5	1
181075	1	1	180	2	8	1	8
181075	2	9	180	2	7	.5	7
181075	3	10	180	2	9	2	9
181077	1	10	180	3	9	4	9
181077	2	1	180	3	8	.800000011920929	8
181077	3	1	6	6	1	2.20000004768372	1
181078	1	9	180	1	7	.5	7
181078	2	1	180	1	8	1.5	8
181078	3	10	180	1	9	2.5	9
181080	1	1	200	1	8	.400000005960464	8
181080	2	9	200	1	7	.5	7
181080	3	10	200	1	9	1.5	9
181081	1	1	200	1	8	1	8
181081	2	15	96	1	7	.5	7
181081	3	10	200	1	9	2	9
181081	4	10	200	1	5	1	5
181081	5	1	12	6	1	1.39999997615814	1
181082	1	1	180	2	8	1	8
181082	2	9	180	2	7	.5	7
181082	3	10	180	2	9	3	9
181083	1	9	180	2	7	.5	7
181083	2	1	180	2	8	1	8
181083	3	10	180	2	9	2.5	9
181084	1	1	200	4	8	.5	8
181084	2	9	200	4	7	.5	7
181084	3	10	200	4	9	2	9
181086	1	10	180	1	9	3	8
181087	1	1	12	6	1	1.5	1
181087	2	9	200	1	7	.5	7
181087	3	10	200	1	9	2	9
181087	4	1	200	1	8	.5	8
181088	1	9	180	3	7	.5	7
181088	2	1	180	3	8	1	8
181088	3	10	180	3	9	2.5	9
181089	1	10	180	1	9	3	9
181089	2	1	180	1	8	1.5	8
181091	1	10	180	1	9	1	9
181091	2	9	180	1	7	.400000005960464	7
181091	3	1	180	1	8	1	8
181092	1	1	180	3	8	.5	8
181092	2	10	180	4	9	3	9
181092	3	9	180	4	7	.5	7
181093	1	10	180	1	8	1.5	8
181093	2	10	180	1	9	3.5	9
181093	3	9	180	1	7	.5	7
181094	1	9	180	3	7	1	7
181094	2	1	180	3	8	1.5	8
181094	3	10	180	3	9	3.5	9
181096	1	10	180	1	9	1	9
181096	2	1	180	1	8	.5	8
181096	3	9	180	1	7	.5	7
181098	1	1	6	6	1	2	1
181100	1	9	180	1	7	.5	7
181100	2	1	180	1	8	1	8
181100	3	10	180	1	9	2.5	9
181101	1	9	180	2	7	.5	7
181101	2	1	180	2	8	1	8
181101	3	10	180	2	9	2.5	9
181102	1	10	180	1	9	3	9
181102	2	1	180	1	8	1	8
181102	3	9	180	1	7	.5	7
181104	1	1	140	1	8	.5	8
181104	2	9	140	1	7	.5	7
181104	3	10	140	1	9	2	9
181105	1	1	190	1	8	2	8
181105	2	9	190	1	7	.5	9
181105	3	10	190	1	9	2	9
191003	1	3	200	1	8	1	8
191003	2	9	200	1	7	.5	7
191005	1	1	220	1	5	.5	5
191005	2	9	220	1	7	.300000011920929	7
191005	3	10	220	1	5	2	5
191009	1	10	108	1	5	2	5
191009	2	1	72	1	5	1	5
191009	3	9	72	1	7	.5	7
191015	1	1	200	1	5	.5	5
191015	2	9	200	1	7	.5	7
191015	3	10	200	1	5	3	5
191016	1	2	12	1	2	3	2
191019	1	10	180	1	8	2	8
191028	1	1	8	4	6	3.5	6
191028	2	3	8	2	4	5	4
191028	3	9	180	1	7	.5	7
191028	4	15	72	1	7	.400000005960464	7
191028	5	1	180	1	6	2.5	6
191028	6	9	76	1	7	.200000002980232	7
191033	1	1	100	1	8	.5	8
191033	2	9	100	1	7	.300000011920929	7
191033	3	10	100	1	5	3	5
191036	1	10	72	1	7	1	7
191036	2	10	108	1	7	.5	7
191043	1	10	200	1	6	1	6
191043	2	9	180	1	7	1	7
191044	1	8	12	30	2	3	2
191047	1	10	180	1	5	2	5
191050	1	9	180	1	7	.5	7
191050	2	10	180	1	5	2.5	5
191053	1	1	180	1	8	.699999988079071	8
191053	2	9	90	1	7	.5	7
191053	3	10	90	1	9	2	9
191056	1	1	12	1	1	1	1
191056	2	8	12	1	10	1	10
191057	1	10	100	1	8	1	8
191057	3	9	100	1	7	.5	7
191059	1	10	180	4	5	2	5
191059	2	1	180	4	8	1	8
191059	3	9	180	4	7	.5	7
191060	1	10	120	2	5	4	5
191060	2	10	80	2	8	1.5	8
191060	3	9	80	2	7	.5	7
191067	1	1	130	1	8	.5	8
191067	2	10	130	1	5	2	5
191068	1	1	200	1	8	.300000011920929	8
191068	2	9	200	1	7	.5	7
191069	1	1	200	2	8	.5	8
191069	2	9	200	2	7	.5	7
191070	1	3	180	1	8	1	8
191070	2	9	180	2	7	.25	7
191071	1	10	72	1	5	3	5
191071	2	9	48	1	7	.5	7
191071	3	1	48	1	8	1	8
191072	1	1	180	1	8	1	8
191072	2	10	180	1	9	1	9
191075	1	10	180	1	8	1	8
191075	2	9	180	1	7	.5	7
191079	1	10	180	1	8	.5	8
191079	2	9	180	1	7	.5	7
191080	1	10	180	1	5	2	5
191091	1	10	60	1	7	6	7
191093	1	10	180	1	8	1	8
191093	2	9	180	1	7	.5	7
191100	1	9	190	1	7	.400000005960464	7
191100	2	1	190	1	8	.300000011920929	8
201001	1	3	180	1	5	1.5	5
201001	2	10	180	1	5	3	5
201006	1	10	200	1	7	.5	7
201006	2	9	200	1	7	.5	7
201007	1	1	180	1	8	2	8
201013	1	10	160	1	7	2	7
201018	1	10	5	1	8	2	8
201018	2	10	5	1	5	3.5	5
201021	1	10	180	1	7	1	7
201021	2	1	100	1	7	1	7
201021	3	9	180	1	7	.5	7
201022	1	9	72	1	7	1	7
201022	2	10	180	1	8	.5	8
201022	3	10	108	1	7	1	7
201023	1	9	180	1	7	.5	7
201023	2	15	120	1	7	.400000005960464	7
201023	3	9	120	1	7	.200000002980232	7
201024	1	10	200	1	7	.5	7
201024	2	9	200	1	7	.600000023841858	7
201024	3	1	100	1	7	1	7
201024	4	3	12	1	4	1.5	4
201024	5	1	48	1	3	2.5	3
201025	1	3	5	1	3	1	3
201027	1	10	180	1	8	.5	8
201027	2	9	180	1	7	.5	7
201029	1	10	160	1	5	4	5
201030	1	10	72	1	7	1	7
201030	2	10	72	1	7	.5	7
201030	3	9	36	1	7	.5	7
201037	1	9	180	2	7	.5	7
201037	2	10	180	2	7	.5	7
201037	3	10	180	2	8	.5	8
201039	1	9	180	1	7	1	7
201039	2	10	120	1	7	.5	7
201048	1	9	180	2	7	1	7
201048	2	9	180	2	7	1	7
201048	3	10	100	2	7	1.5	7
201052	1	9	180	1	7	.5	7
201052	2	10	180	1	8	.5	8
201052	3	15	20	1	7	.300000011920929	7
