CHILDCODE	CROPIDR4	CROPR5	QNTHRVR5	OUTCRPR5
181072	1	87	2000	2
181072	2	44	300	2
181072	3	55	110	2
181072	4	96	210	2
181072	5	86	280	2
181072	6	5	560	2
181072	7	108	140	2
181072	8	75	140	2
181073	1	55	1600	2
181073	2	5	280	2
181073	3	44	200	2
181074	1	55	1000	2
181075	1	55	2100	2
181075	2	44	10	3
181075	3	96	3	3
181076	1	44	4	10
181076	2	55	12	10
181076	3	101	4	10
181076	4	5	6	10
181076	5	96	4	10
181076	6	86	15	10
181076	7	87	14	3
181077	1	55	2000	2
181077	2	44	40	3
181078	1	44	80	2
181078	2	101	100	2
181078	3	55	2750	2
181081	1	55	7150	2
181081	2	44	300	2
181081	3	87	1	3
181082	1	55	13200	2
181082	2	87	70	2
181082	3	75	1050	2
181082	4	44	350	2
181083	1	101	50	2
181083	2	44	180	2
181083	3	55	640	2
181084	1	55	6000	2
181084	2	44	200	2
181084	3	5	300	2
181084	4	96	250	2
181084	5	95	150	2
181087	1	101	600	2
181087	2	44	500	2
181087	3	55	9000	2
181088	1	44	250	2
181088	2	55	1000	2
181088	3	5	3	3
181088	4	101	2	3
181089	1	55	640	3
181089	2	44	448	3
181089	3	101	192	3
181090	1	55	144	3
181090	2	44	36	3
181090	3	86	12	3
181091	1	55	1800	2
181091	2	5	600	2
181091	3	96	7	3
181091	4	44	10	3
181092	1	55	20000	2
181092	2	44	50	2
181092	3	5	160	2
181092	4	101	200	2
181093	1	44	70	2
181093	2	55	640	2
181093	3	101	2	3
181094	1	5	150	2
181094	2	44	200	2
181094	3	55	1000	2
181094	4	87	2	3
181094	5	86	50	2
181094	6	96	300	2
181095	1	44	1000	2
181095	2	55	2000	2
181095	3	86	50	2
181095	4	5	150	2
181096	1	44	1500	2
181096	2	101	100	2
181096	3	87	750	2
181096	4	86	5	5
181096	5	55	2500	10
181097	1	55	3000	2
181097	2	101	800	2
181097	3	87	100	2
181097	4	44	600	2
181098	1	44	80	3
181098	2	55	240	3
181098	3	5	16	3
181098	4	99	8	3
181099	1	44	160	2
181099	2	55	800	2
181099	3	5	100	2
181099	4	87	3	3
181099	5	50	100	6
181099	6	12	80	2
181100	1	55	4320	2
181100	2	50	200	6
181100	4	101	3	10
181100	5	5	6	10
181101	1	55	700	2
181101	2	44	8	3
181101	3	86	500	2
181101	4	95	1	10
181101	5	96	1	10
181102	1	55	960	2
181102	2	44	420	2
181102	3	5	384	2
181102	4	101	191	2
181104	1	44	12	10
181104	2	101	640	2
181104	3	55	6600	2
181104	4	5	800	2
181105	1	44	7	10
181105	2	99	3	10
191014	1	75	1000	2
191031	1	53	70	10
191031	2	89	10	10
191036	1	55	500	2
191048	4	44	8000	2
191048	5	53	20000	2
191058	1	53	11000	2
191062	1	55	2	10
191062	3	101	1	10
191065	1	53	40000	2
191065	2	89	7000	2
191065	3	56	10000	2
191065	4	67	200	8
191065	5	104	50	2
191065	6	108	50	2
191067	1	50	90	4
191076	2	53	20	4
191083	1	53	32	4
191083	2	89	3	4
191086	1	77	-77	77
191088	1	89	1000	2
191090	1	53	120	10
191094	1	77	-77	77
191096	1	53	15000	2
191096	2	89	3500	2
191096	3	44	800	2
191097	1	89	600	2
191097	2	44	30	2
201004	1	55	1050	2
201004	2	101	1	3
201004	3	87	140	2
201005	1	55	20	10
201012	1	55	500	10
201015	1	55	150	2
201015	2	87	3	3
201018	1	55	15	3
201018	2	101	6	3
201018	3	99	2	3
201018	4	96	1	3
201018	5	5	4	3
201018	6	87	4	3
201018	7	86	4	3
201022	1	55	15	10
201022	2	87	3	10
201023	1	55	100	10
201023	2	87	3	10
201023	3	101	2	10
201027	1	55	2	10
201027	2	87	60	2
201027	3	75	30	2
201037	2	55	10	10
201043	1	17	-77	2
201043	2	51	-77	2
201045	1	55	600	2
201045	2	101	180	2
201045	3	87	50	2
201048	1	 	 	 
201052	1	55	10	10
201052	2	101	2	10
201057	1	55	500	2
201074	1	55	3	10
201078	1	87	100	2
201078	2	5	50	2
201078	3	101	1	3
201078	4	55	50	2
201080	1	55	150	2
201083	1	51	5000	8
201083	2	4	40	7
201083	3	132	5000	8
201083	4	44	8	10
201097	1	55	4	10
201097	2	87	1	10
201099	1	55	345	2
201099	2	101	69	2
201099	3	87	23	2
201099	4	96	46	2
201099	5	94	1	10
201099	6	5	46	2
201099	7	75	1	10
