CHILDCODE	FVVLIDR5	FVVALR5	SLVALR5
11034	2	11	1000
11034	3	21	800
11034	4	4	800
11034	5	24	700
11035	1	4	800
11035	2	11	500
11035	3	12	200
11035	4	9	60
11035	5	22	20
11036	1	21	500
11036	2	4	300
11036	3	11	300
11036	4	8	50
11036	5	12	40
11037	1	7	2000
11037	2	4	400
11037	3	12	70
11037	4	98	 
11037	5	98	 
11038	1	7	1000
11038	2	21	1000
11038	3	11	700
11038	4	24	200
11038	5	26	200
11039	1	11	400
11039	2	4	100
11039	3	5	50
11039	4	24	50
11039	5	10	30
11040	1	6	12000
11040	2	21	1000
11040	3	4	600
11040	4	11	500
11040	5	12	200
11041	1	11	500
11041	2	4	450
11041	3	25	50
11041	4	12	30
11041	5	23	20
11042	1	4	300
11042	2	24	300
11042	3	25	50
11042	4	23	50
11042	5	22	50
11043	1	7	6000
11043	2	21	2000
11043	3	4	400
11043	4	11	400
11043	5	10	100
11044	1	7	2000
11044	2	21	500
11044	3	4	500
11044	4	11	300
11044	5	24	300
11045	1	7	4500
11045	2	4	1000
11045	3	24	400
11045	4	10	350
11045	5	12	80
11046	1	7	2500
11046	2	4	1200
11046	3	24	1000
11046	4	21	600
11046	5	26	500
11047	1	4	1800
11047	2	11	1000
11047	3	21	600
11047	4	12	100
11047	5	25	50
11048	1	6	30000
11048	2	12	2000
11048	3	4	900
11048	4	26	1000
11048	5	10	1000
11049	1	4	800
11049	2	11	500
11049	3	21	300
11049	4	3	200
11049	5	24	200
11050	1	4	1500
11050	2	11	500
11050	3	21	500
11050	4	12	500
11050	5	24	400
11051	1	7	1000
11051	2	24	500
11051	3	4	400
11051	4	10	100
11051	5	22	10
11052	1	6	1500
11052	2	21	800
11052	3	4	500
11052	4	11	200
11052	5	8	100
11053	1	7	1000
11053	2	4	150
11053	3	25	100
11053	4	10	70
11053	5	12	40
11054	1	6	12000
11054	2	12	800
11054	3	11	500
11054	4	4	300
11054	5	21	100
11055	1	21	3000
11055	2	4	2200
11055	3	10	800
11055	4	26	500
11055	5	11	500
11056	1	6	84000
11056	2	4	2000
11056	3	10	2000
11056	4	21	1500
11056	5	26	1000
11057	1	7	2500
11057	2	21	500
11057	3	26	200
11057	4	11	100
11057	5	4	50
11059	1	4	1000
11059	2	11	600
11059	3	24	300
11059	4	21	300
11059	5	10	100
11060	1	21	400
11060	2	4	400
11060	3	11	200
11060	4	25	100
11060	5	10	100
11061	1	7	40000
11061	2	4	5000
11061	3	26	2100
11061	4	24	2000
11061	5	11	700
11062	1	21	1200
11062	2	11	300
11062	3	12	280
11062	4	3	250
11062	5	4	100
11063	1	7	4500
11063	2	11	1000
11063	3	26	700
11063	4	12	600
11063	5	21	500
11064	1	21	2700
11064	2	26	1500
11064	3	11	1000
11064	4	4	500
11064	5	12	500
11065	1	7	4000
11065	2	24	1000
11065	3	4	700
11065	4	12	400
11065	5	11	400
11066	1	24	1500
11066	2	7	1500
11066	3	12	1000
11066	4	11	800
11066	5	26	500
11067	1	7	3000
11067	2	11	1500
11067	3	4	1000
11067	4	24	600
11067	5	26	500
11068	1	11	500
11068	2	21	450
11068	3	12	400
11068	4	4	200
11068	5	25	100
11069	1	4	1800
11069	2	21	600
11069	3	11	300
11069	4	10	300
11069	5	15	200
11070	1	6	15000
11070	2	4	800
11070	3	11	300
11070	4	12	150
11070	5	8	50
11071	1	7	3600
11071	2	11	500
11071	3	21	400
11071	4	4	200
11071	5	23	200
11072	1	7	4500
11072	2	4	500
11072	3	25	300
11072	4	12	280
11072	5	10	200
11073	1	11	150
11073	2	26	200
11073	3	12	30
11073	4	21	300
11073	5	10	120
11074	1	21	1500
11074	2	11	700
11074	3	9	600
11074	4	30	500
11074	5	10	400
11075	1	11	1800
11075	2	12	1500
11075	3	10	700
11075	4	4	600
11075	5	28	250
11076	1	11	400
11076	2	4	400
11076	3	24	300
11076	4	12	300
11076	5	25	200
11077	1	26	750
11077	2	4	450
11077	3	21	300
11077	4	11	300
11077	5	12	200
11078	1	22	50
11078	2	11	600
11078	3	4	150
11078	4	98	 
11078	5	98	 
11079	1	4	2000
11079	2	24	1500
11079	3	11	700
11079	4	12	600
11079	5	10	500
11080	1	6	4000
11080	2	7	2000
11080	3	21	1800
11080	4	11	1000
11080	5	4	500
11081	1	4	3500
11081	2	21	2000
11081	3	26	1000
11081	4	11	500
11081	5	10	200
11082	1	4	1000
11082	2	11	500
11082	3	21	500
11082	4	24	100
11082	5	25	30
11083	1	21	500
11083	2	24	200
11083	3	26	200
11083	4	12	150
11083	5	3	150
11084	1	7	9000
11084	2	11	900
11084	3	21	800
11084	4	4	700
11084	5	26	400
11085	1	24	500
11085	2	11	500
11085	3	21	400
11085	4	10	400
11085	5	4	400
11086	1	26	1800
11086	2	12	1000
11086	3	21	1000
11086	4	8	80
11086	5	25	30
11087	1	11	1000
11087	2	12	900
11087	3	4	800
11087	4	21	500
11087	5	25	300
11088	1	21	850
11088	2	4	800
11088	3	11	740
11088	4	12	450
11088	5	5	400
11089	1	11	800
11089	2	26	500
11089	3	4	400
11089	4	10	400
11089	5	12	200
11090	1	11	600
11090	2	26	300
11090	3	4	300
11090	4	24	200
11090	5	10	50
11091	1	11	1000
11091	2	4	800
11091	3	26	700
11091	4	10	200
11091	5	24	100
11092	1	21	600
11092	2	11	400
11092	3	26	400
11092	4	4	250
11092	5	28	200
11093	1	7	3000
11093	2	11	500
11093	3	12	200
11093	4	4	100
11093	5	10	80
11094	1	7	1000
11094	2	10	400
11094	3	11	330
11094	4	12	100
11094	5	4	80
11095	1	4	1000
11095	2	11	700
11095	3	10	300
11095	4	23	130
11095	5	12	80
11096	1	4	450
11096	2	12	250
11096	3	5	130
11096	4	10	80
11096	5	22	20
11097	1	4	700
11097	2	21	600
11097	3	26	500
11097	4	11	500
11097	5	10	200
11098	1	7	1000
11098	2	21	700
11098	3	4	700
11098	4	11	500
11098	5	12	350
11099	1	4	100
11099	2	11	100
11099	3	12	100
11099	4	10	100
11099	5	23	50
11100	1	7	2000
11100	2	26	200
11100	3	4	200
11100	4	12	200
11100	5	10	100
21001	1	11	1000
21001	2	4	200
21001	3	10	200
21001	4	25	50
21001	5	23	50
21002	1	6	2000
21002	2	7	500
21002	3	11	300
21002	4	4	150
21002	5	10	120
21003	1	7	4000
21003	2	11	1500
21003	3	21	1300
21003	4	24	1000
21003	5	26	1000
21004	1	7	3000
21004	2	21	1000
21004	3	4	250
21004	4	11	250
21004	5	10	110
21005	1	7	5000
21005	2	4	400
21005	3	12	400
21005	4	11	380
21005	5	24	2
21006	1	7	8000
21006	2	21	1500
21006	3	11	800
21006	4	10	290
21006	5	24	200
21007	1	7	3000
21007	2	12	800
21007	3	11	700
21007	4	4	500
21007	5	5	250
21008	1	11	1000
21008	2	25	300
21008	3	4	100
21008	4	23	70
21008	5	22	50
21009	1	11	600
21009	2	7	400
21009	3	4	200
21009	4	5	80
21009	5	23	70
21010	1	7	3500
21010	2	4	1500
21010	3	11	1200
21010	4	12	180
21010	5	22	50
21011	1	7	2000
21011	2	21	2000
21011	3	11	1000
21011	4	4	500
21011	5	12	300
21012	1	7	2500
21012	2	4	650
21012	3	11	200
21012	4	10	100
21012	5	22	20
21013	1	7	3000
21013	2	11	500
21013	3	4	400
21013	4	5	100
21013	5	22	20
21014	1	21	1200
21014	2	4	600
21014	3	11	500
21014	4	10	350
21014	5	23	250
21015	1	11	250
21015	2	10	250
21015	3	4	180
21015	4	8	100
21015	5	12	50
21016	1	7	1000
21016	2	21	2000
21016	3	10	3500
21016	4	11	1000
21016	5	4	1000
21017	1	11	600
21017	2	4	500
21017	3	8	80
21017	4	12	60
21017	5	22	50
21018	1	7	5500
21018	2	4	1500
21018	3	11	1000
21018	4	24	800
21018	5	12	800
21019	1	7	5000
21019	2	11	500
21019	3	24	300
21019	4	4	200
21019	5	12	200
21020	1	4	380
21020	2	12	200
21020	3	98	 
21020	4	98	 
21020	5	98	 
21021	1	21	750
21021	2	4	350
21021	3	11	250
21021	4	12	200
21021	5	5	120
21022	1	6	90000
21022	2	21	2000
21022	3	11	1500
21022	4	7	1000
21022	5	12	600
21023	1	7	1500
21023	2	11	1200
21023	3	4	800
21023	4	5	200
21023	5	23	50
21024	1	7	1500
21024	2	4	250
21024	3	10	200
21024	4	23	50
21024	5	12	30
21025	1	4	300
21025	2	10	200
21025	3	23	100
21025	4	12	50
21025	5	98	 
21026	1	7	3000
21026	2	11	600
21026	3	4	300
21026	4	23	100
21026	5	12	60
21027	1	12	150
21027	2	10	80
21027	3	98	 
21027	4	98	 
21027	5	98	 
21028	1	11	500
21028	2	4	500
21028	3	24	200
21028	4	7	200
21028	5	22	115
21029	1	4	600
21029	2	10	60
21029	3	12	30
21029	4	8	20
21029	5	98	 
21030	1	11	3000
21030	2	4	500
21030	3	25	100
21030	4	10	100
21030	5	12	100
21031	1	7	500
21031	2	11	300
21031	3	4	200
21031	4	24	100
21031	5	10	100
21032	1	21	500
21032	2	11	500
21032	3	26	400
21032	4	4	400
21032	5	12	300
21033	1	6	3000
21033	2	7	3000
21033	3	21	800
21033	4	11	500
21033	5	4	300
21034	1	24	3600
21034	2	21	3000
21034	3	7	1500
21034	4	4	200
21034	5	11	200
21035	1	7	2000
21035	2	21	1000
21035	3	11	500
21035	4	4	500
21035	5	24	500
21036	1	4	80
21036	2	10	30
21036	3	23	10
21036	4	98	 
21036	5	98	 
21037	1	4	600
21037	2	10	150
21037	3	12	100
21037	4	22	30
21037	5	23	30
21038	1	7	3000
21038	2	11	800
21038	3	21	800
21038	4	4	300
21038	5	24	300
21039	1	7	1500
21039	2	11	500
21039	3	21	1000
21039	4	4	100
21039	5	24	100
21040	1	4	300
21040	2	12	70
21040	3	5	50
21040	4	22	20
21040	5	98	 
21041	1	11	500
21041	2	4	400
21041	3	24	400
21041	4	12	300
21041	5	10	300
21042	1	7	5500
21042	2	4	200
21042	3	12	50
21042	4	23	50
21042	5	22	10
21043	1	6	15000
21043	2	11	1000
21043	3	26	500
21043	4	23	100
21043	5	12	100
21044	1	21	1000
21044	2	11	800
21044	3	4	400
21044	4	28	300
21044	5	23	100
21045	1	24	1500
21045	2	11	1200
21045	3	4	1200
21045	4	25	100
21045	5	22	40
21046	1	4	500
21046	2	5	180
21046	3	10	170
21046	4	8	140
21046	5	12	5
21047	1	24	700
21047	2	11	500
21047	3	4	300
21047	4	25	150
21047	5	23	80
21048	1	24	1500
21048	2	4	1000
21048	3	11	700
21048	4	10	400
21048	5	12	100
21049	1	21	1500
21049	2	7	1000
21049	3	11	800
21049	4	4	500
21049	5	25	50
21050	1	7	2000
21050	2	4	1500
21050	3	21	1300
21050	4	11	500
21050	5	10	300
21051	1	11	1300
21051	2	24	1000
21051	3	4	300
21051	4	10	200
21051	5	23	80
21052	1	7	3000
21052	2	10	2000
21052	3	4	1500
21052	4	11	1000
21052	5	24	900
21053	1	4	499
21053	2	10	250
21053	3	12	50
21053	4	5	30
21053	5	98	 
21054	1	12	500
21054	2	24	500
21054	3	4	300
21054	4	10	50
21054	5	23	50
21055	1	7	3500
21055	2	21	1500
21055	3	5	850
21055	4	4	400
21055	5	11	350
21056	1	7	2000
21056	2	21	500
21056	3	24	400
21056	4	4	200
21056	5	11	200
21057	1	7	3000
21057	2	11	300
21057	3	24	250
21057	4	4	200
21057	5	23	100
21058	1	7	2000
21058	2	4	100
21058	3	12	60
21058	4	23	50
21058	5	10	40
21059	1	21	600
21059	2	11	300
21059	3	4	200
21059	4	10	100
21059	5	98	 
21060	1	11	2000
21060	2	7	2000
21060	3	4	1800
21060	4	12	700
21060	5	10	500
21061	1	4	400
21061	2	12	300
21061	3	10	150
21061	4	24	100
21061	5	11	100
21062	1	4	300
21062	2	10	150
21062	3	12	100
21062	4	23	60
21062	5	22	30
21063	1	4	200
21063	2	5	100
21063	3	12	40
21063	4	22	10
21063	5	23	10
21064	1	7	3000
21064	2	11	1600
21064	3	24	500
21064	4	4	300
21064	5	12	150
21065	1	4	100
21065	2	10	60
21065	3	22	20
21065	4	98	 
21065	5	98	 
21066	1	21	500
21066	2	4	400
21066	3	24	300
21066	4	12	200
21066	5	10	50
21067	1	11	500
21067	2	4	500
21067	3	10	90
21067	4	25	30
21067	5	23	30
21068	1	10	100
21068	2	4	30
21068	3	12	10
21068	4	22	10
21068	5	25	10
21069	1	7	2000
21069	2	24	300
21069	3	10	120
21069	4	23	40
21069	5	25	40
21070	1	11	700
21070	2	10	400
21070	3	4	400
21070	4	25	300
21070	5	8	150
21071	1	7	500
21071	2	4	100
21071	3	23	80
21071	4	22	10
21071	5	10	30
21072	1	12	400
21072	2	23	50
21072	3	8	40
21072	4	10	20
21072	5	98	 
21073	1	11	1000
21073	2	4	500
21073	3	12	400
21073	4	10	300
21073	5	3	200
21074	1	6	25000
21074	2	4	800
21074	3	11	500
21074	4	12	200
21074	5	5	150
21075	1	7	5000
21075	2	4	1000
21075	3	10	300
21075	4	24	200
21075	5	5	40
21076	1	21	1400
21076	2	11	900
21076	3	12	500
21076	4	24	300
21076	5	10	300
21077	1	21	1500
21077	2	26	1000
21077	3	28	1000
21077	4	24	800
21077	5	11	200
21078	1	7	4000
21078	2	11	3000
21078	3	24	2000
21078	4	4	1500
21078	5	8	300
21079	1	24	200
21079	2	4	50
21079	3	10	50
21079	4	23	50
21079	5	25	50
21080	1	7	2000
21080	2	4	300
21080	3	8	150
21080	4	10	100
21080	5	12	30
21081	1	10	50
21081	2	22	40
21081	3	98	 
21081	4	98	 
21081	5	98	 
21082	1	7	1000
21082	2	21	800
21082	3	11	500
21082	4	12	200
21082	5	4	200
21083	1	7	2000
21083	2	4	200
21083	3	24	200
21083	4	11	200
21083	5	10	200
21084	1	7	2200
21084	2	21	500
21084	3	26	500
21084	4	11	300
21084	5	24	100
21086	1	7	1000
21086	2	4	350
21086	3	10	450
21086	4	12	400
21086	5	23	80
21087	1	7	1700
21087	2	11	1000
21087	3	21	1000
21087	4	26	700
21087	5	4	600
21088	1	4	400
21088	2	23	200
21088	3	25	150
21088	4	12	100
21088	5	10	50
21089	1	24	200
21089	2	4	100
21089	3	10	80
21089	4	12	80
21089	5	8	50
21090	1	6	9000
21090	2	21	2000
21090	3	7	1500
21090	4	11	1000
21090	5	4	500
21091	1	12	250
21091	2	98	 
21091	3	98	 
21091	4	98	 
21091	5	98	 
21092	1	11	300
21092	2	4	400
21092	3	26	250
21092	4	10	100
21092	5	25	200
21093	1	4	200
21093	2	10	200
21093	3	12	120
21093	4	24	100
21093	5	98	 
21094	1	7	1200
21094	2	11	500
21094	3	23	200
21094	4	25	100
21094	5	4	50
21095	1	7	4000
21095	2	4	800
21095	3	11	500
21095	4	24	200
21095	5	10	200
21096	1	4	500
21096	2	25	250
21096	3	8	150
21096	4	23	80
21096	5	12	50
21097	1	7	5000
21097	2	11	300
21097	3	4	300
21097	4	24	100
21097	5	12	50
21098	1	7	2500
21098	2	8	300
21098	3	4	100
21098	4	5	80
21098	5	12	50
21099	1	6	7000
21099	2	4	3000
21099	3	11	500
21099	4	24	400
21099	5	21	300
21100	1	7	700
21100	2	11	800
21100	3	23	200
21100	4	15	100
21100	5	22	40
31002	1	22	120
31002	2	10	70
31002	3	98	 
31002	4	98	 
31002	5	98	 
31003	1	5	30
31003	2	10	10
31003	3	98	 
31003	4	98	 
31003	5	98	 
31004	1	12	300
31004	2	10	100
31004	3	5	50
31004	4	98	 
31004	5	98	 
31005	1	23	100
31005	2	5	80
31005	3	22	60
31005	4	98	 
31005	5	98	 
31006	1	10	280
31006	2	5	70
31006	3	98	 
31006	4	98	 
31006	5	98	 
31007	1	12	180
31007	2	10	90
31007	3	23	70
31007	4	5	70
31007	5	98	 
31009	1	10	200
31009	2	29	40
31009	3	5	20
31009	4	98	 
31009	5	98	 
31010	1	21	1800
31010	2	4	500
31010	3	12	400
31010	4	10	300
31010	5	25	100
31011	1	5	20
31011	2	98	 
31011	3	98	 
31011	4	98	 
31011	5	98	 
31012	1	10	150
31012	2	12	80
31012	3	5	30
31012	4	98	 
31012	5	98	 
31013	1	10	140
31013	2	5	50
31013	3	98	 
31013	4	98	 
31013	5	98	 
31014	1	10	50
31014	2	23	50
31014	3	12	30
31014	4	5	10
31014	5	98	 
31015	1	10	1500
31015	2	23	50
31015	3	5	30
31015	4	98	 
31015	5	98	 
31016	1	25	60
31016	2	4	50
31016	3	23	50
31016	4	24	50
31016	5	12	50
31017	1	4	300
31017	2	5	280
31017	3	12	100
31017	4	10	50
31017	5	23	50
31018	1	7	-77
31018	2	11	1500
31018	3	21	1400
31018	4	26	500
31018	5	10	400
31019	1	12	200
31019	2	4	100
31019	3	8	100
31019	4	23	50
31019	5	22	40
31020	1	4	500
31020	2	5	200
31020	3	24	100
31020	4	12	70
31020	5	10	60
31021	1	10	400
31021	2	12	200
31021	3	5	40
31021	4	98	 
31021	5	98	 
31022	1	10	120
31022	2	4	60
31022	3	12	30
31022	4	5	25
31022	5	22	20
31023	1	12	200
31023	2	4	200
31023	3	10	180
31023	4	98	 
31023	5	98	 
31024	1	7	1500
31024	2	4	250
31024	3	10	240
31024	4	12	80
31024	5	25	50
31025	1	10	600
31025	2	4	400
31025	3	12	150
31025	4	23	100
31025	5	24	50
31026	1	4	600
31026	2	10	300
31026	3	12	80
31026	4	98	 
31026	5	98	 
31027	1	4	600
31027	2	24	500
31027	3	12	200
31027	4	25	100
31027	5	22	50
31028	1	5	500
31028	2	4	250
31028	3	12	50
31028	4	10	30
31028	5	23	15
31029	1	6	520000
31029	2	11	2500
31029	3	21	2000
31029	4	12	1600
31029	5	26	1200
31030	1	7	1000
31030	2	26	1000
31030	3	4	200
31030	4	23	150
31030	5	5	100
31031	1	21	2900
31031	2	26	1200
31031	3	4	500
31031	4	11	400
31031	5	10	300
31032	1	7	5500
31032	2	21	1500
31032	3	11	800
31032	4	12	700
31032	5	4	100
31033	1	11	2800
31033	2	24	800
31033	3	4	400
31033	4	10	400
31033	5	12	400
31034	1	12	150
31034	2	10	100
31034	3	4	100
31034	4	25	50
31034	5	98	 
31035	1	4	100
31035	2	12	80
31035	3	5	50
31035	4	10	18
31035	5	23	10
31036	1	4	100
31036	2	23	50
31036	3	12	50
31036	4	8	30
31036	5	5	20
31037	1	21	5000
31037	2	4	5000
31037	3	24	1500
31037	4	11	800
31037	5	10	200
31038	1	6	35000
31038	2	4	200
31038	3	10	150
31038	4	12	140
31038	5	23	50
31039	1	26	1500
31039	2	11	1500
31039	3	10	1000
31039	4	12	1000
31039	5	4	700
31040	1	4	1500
31040	2	10	500
31040	3	12	200
31040	4	25	100
31040	5	23	100
31041	1	4	400
31041	2	12	60
31041	3	10	50
31041	4	22	20
31041	5	98	 
31042	1	26	1200
31042	2	4	800
31042	3	10	750
31042	4	21	700
31042	5	11	500
31043	1	6	20000
31043	2	4	600
31043	3	11	500
31043	4	21	480
31043	5	12	100
31044	1	11	1500
31044	2	4	1000
31044	3	12	500
31044	4	28	200
31044	5	24	400
31045	1	4	500
31045	2	25	100
31045	3	12	100
31045	4	10	100
31045	5	23	100
31046	1	4	200
31046	2	25	120
31046	3	5	100
31046	4	10	100
31046	5	12	50
31047	1	8	70
31047	2	10	50
31047	3	5	30
31047	4	98	 
31047	5	98	 
31048	1	12	30
31048	2	10	30
31048	3	5	20
31048	4	98	 
31048	5	98	 
31049	1	11	1100
31049	2	10	800
31049	3	12	200
31049	4	22	120
31049	5	25	120
31050	1	7	2000
31050	2	21	800
31050	3	11	400
31050	4	24	400
31050	5	4	300
31051	1	11	800
31051	2	26	800
31051	3	21	400
31051	4	12	380
31051	5	10	210
31052	1	11	400
31052	2	10	300
31052	3	4	200
31052	4	23	150
31052	5	12	50
31053	1	11	400
31053	2	24	200
31053	3	4	100
31053	4	23	50
31053	5	22	15
31054	1	4	3500
31054	2	21	2000
31054	3	10	800
31054	4	3	200
31054	5	11	200
31055	1	12	80
31055	2	98	 
31055	3	98	 
31055	4	98	 
31055	5	98	 
31056	1	7	1500
31056	2	4	100
31056	3	12	80
31056	4	8	70
31056	5	5	20
31057	1	10	160
31057	2	12	50
31057	3	5	20
31057	4	98	 
31057	5	98	 
31058	1	4	1000
31058	2	24	400
31058	3	10	400
31058	4	25	200
31058	5	8	120
31059	1	12	60
31059	2	10	50
31059	3	5	25
31059	4	98	 
31059	5	98	 
31060	1	12	400
31060	2	4	200
31060	3	25	100
31060	4	10	100
31060	5	5	50
31061	1	12	90
31061	2	10	80
31061	3	98	 
31061	4	98	 
31061	5	98	 
31062	1	10	500
31062	2	4	300
31062	3	12	150
31062	4	25	100
31062	5	98	 
31063	1	4	500
31063	2	12	80
31063	3	5	60
31063	4	98	 
31063	5	98	 
31064	1	4	300
31064	2	12	300
31064	3	25	100
31064	4	10	80
31064	5	98	 
31065	1	21	700
31065	2	10	300
31065	3	4	200
31065	4	12	150
31065	5	25	100
31066	1	4	500
31066	2	25	50
31066	3	5	30
31066	4	10	20
31066	5	98	 
31067	1	4	600
31067	2	21	500
31067	3	12	150
31067	4	22	20
31067	5	23	10
31068	1	4	300
31068	2	10	300
31068	3	12	300
31068	4	5	50
31068	5	98	 
31069	1	11	500
31069	2	4	80
31069	3	98	 
31069	4	98	 
31069	5	98	 
31070	1	4	100
31070	2	5	20
31070	3	98	 
31070	4	98	 
31070	5	98	 
31071	1	4	500
31071	2	12	200
31071	3	10	50
31071	4	5	30
31071	5	98	 
31072	1	11	700
31072	2	12	300
31072	3	3	200
31072	4	4	200
31072	5	28	100
31073	1	10	120
31073	2	8	70
31073	3	98	 
31073	4	98	 
31073	5	98	 
31074	1	11	800
31074	2	4	500
31074	3	12	200
31074	4	22	150
31074	5	23	50
31075	1	4	350
31075	2	12	80
31075	3	22	80
31075	4	10	60
31075	5	5	25
31076	1	4	300
31076	2	12	120
31076	3	5	60
31076	4	10	50
31076	5	98	 
31077	1	10	200
31077	2	12	70
31077	3	5	50
31077	4	98	 
31077	5	98	 
31078	1	98	 
31078	2	98	 
31078	3	98	 
31078	4	98	 
31078	5	98	 
31079	1	24	800
31079	2	4	300
31079	3	12	30
31079	4	10	10
31079	5	98	 
31080	1	11	600
31080	2	4	500
31080	3	12	150
31080	4	10	100
31080	5	5	40
31081	1	10	150
31081	2	12	50
31081	3	23	50
31081	4	22	30
31081	5	98	 
31082	1	7	2500
31082	2	11	1000
31082	3	4	500
31082	4	26	500
31082	5	24	500
31083	1	10	200
31083	2	4	120
31083	3	12	100
31083	4	25	70
31083	5	98	 
31084	1	12	250
31084	2	10	100
31084	3	5	50
31084	4	98	 
31084	5	98	 
31085	1	4	1000
31085	2	24	500
31085	3	25	200
31085	4	10	100
31085	5	5	40
31086	1	5	40
31086	2	98	 
31086	3	98	 
31086	4	98	 
31086	5	98	 
31087	1	4	1000
31087	2	24	600
31087	3	25	300
31087	4	10	200
31087	5	12	100
31088	1	4	300
31088	2	12	100
31088	3	15	60
31088	4	10	90
31088	5	5	5
31089	1	4	400
31089	2	25	200
31089	3	10	80
31089	4	5	25
31089	5	98	 
31090	1	11	500
31090	2	10	40
31090	3	24	30
31090	4	25	20
31090	5	23	10
31091	1	10	50
31091	2	12	40
31091	3	98	 
31091	4	98	 
31091	5	98	 
31092	1	10	25
31092	2	5	20
31092	3	98	 
31092	4	98	 
31092	5	98	 
31093	1	10	120
31093	2	12	80
31093	3	5	40
31093	4	98	 
31093	5	98	 
31094	1	10	120
31094	2	4	100
31094	3	12	100
31094	4	25	50
31094	5	29	10
31095	1	4	150
31095	2	5	100
31095	3	10	80
31095	4	12	60
31095	5	25	35
31096	1	7	1500
31096	2	11	500
31096	3	10	100
31096	4	4	100
31096	5	12	50
31097	1	10	150
31097	2	4	100
31097	3	12	50
31097	4	25	50
31097	5	5	20
31098	1	10	250
31098	2	12	100
31098	3	23	100
31098	4	98	 
31098	5	98	 
31099	1	10	60
31099	2	98	 
31099	3	98	 
31099	4	98	 
31099	5	98	 
31100	1	7	3000
31100	2	11	1000
31100	3	21	1000
31100	4	4	400
31100	5	3	200
41001	1	4	1200
41001	2	10	150
41001	3	25	100
41001	4	22	30
41001	5	12	30
41002	1	7	3000
41002	2	10	600
41002	3	25	200
41002	4	4	200
41002	5	12	50
41003	1	7	2000
41003	2	21	1000
41003	3	10	500
41003	4	4	400
41003	5	12	350
41004	1	4	700
41004	2	10	400
41004	3	12	100
41004	4	23	50
41004	5	98	 
41005	1	4	300
41005	2	10	300
41005	3	25	100
41005	4	23	50
41005	5	12	30
41006	1	4	200
41006	2	25	150
41006	3	12	75
41006	4	10	70
41006	5	22	50
41007	1	21	200
41007	2	12	150
41007	3	4	80
41007	4	5	50
41007	5	25	30
41008	1	23	150
