CHILDCODE	IMEVIDR5	RKEVR5	PR2013R5	PR2014R5	PR2015R5	PR2016R5
41013	3	98	 	 	 	 
41014	1	13	 	 	3	 
41014	2	25	 	 	3	 
41014	3	62	 	 	4	 
41015	1	98	 	 	 	 
41015	2	98	 	 	 	 
41015	3	98	 	 	 	 
41016	1	41	 	1	 	 
41016	2	69	 	 	 	4
41016	3	98	 	 	 	 
41017	1	5	 	 	2	 
41017	2	1	 	 	2	 
41017	3	4	 	 	2	 
41018	1	98	 	 	 	 
41018	2	98	 	 	 	 
41018	3	98	 	 	 	 
41019	1	98	 	 	 	 
41019	2	98	 	 	 	 
41019	3	98	 	 	 	 
41020	1	98	 	 	 	 
41020	2	98	 	 	 	 
41020	3	98	 	 	 	 
41021	1	98	 	 	 	 
41021	2	98	 	 	 	 
41021	3	98	 	 	 	 
41022	1	98	 	 	 	 
41022	2	98	 	 	 	 
41022	3	98	 	 	 	 
41023	1	36	 	 	2	 
41023	2	98	 	 	 	 
41023	3	98	 	 	 	 
41024	1	31	3	2	4	3
41024	2	98	 	 	 	 
41024	3	98	 	 	 	 
41025	1	41	 	 	 	1
41025	2	98	 	 	 	 
41025	3	98	 	 	 	 
41026	1	42	 	4	4	4
41026	2	38	 	 	 	2
41026	3	98	 	 	 	 
41027	1	98	 	 	 	 
41027	2	98	 	 	 	 
41027	3	98	 	 	 	 
41028	1	98	 	 	 	 
41028	2	98	 	 	 	 
41028	3	98	 	 	 	 
41029	1	36	3	 	 	 
41029	2	27	 	 	 	3
41029	3	98	 	 	 	 
41030	1	41	 	 	 	1
41030	2	98	 	 	 	 
41030	3	98	 	 	 	 
41031	1	98	 	 	 	 
41031	2	98	 	 	 	 
41031	3	98	 	 	 	 
41032	1	25	 	3	3	 
41032	2	28	 	3	 	 
41032	3	98	 	 	 	 
41033	1	24	 	 	 	2
41033	2	98	 	 	 	 
41033	3	98	 	 	 	 
41034	1	3	4	 	 	 
41034	2	25	 	 	 	4
41034	3	98	 	 	 	 
41035	1	5	 	 	 	4
41035	2	98	 	 	 	 
41035	3	98	 	 	 	 
41036	1	45	 	 	 	3
41036	2	37	 	2	 	 
41036	3	98	 	 	 	 
41037	1	98	 	 	 	 
41037	2	98	 	 	 	 
41037	3	98	 	 	 	 
41038	1	41	 	 	2	 
41038	2	98	 	 	 	 
41038	3	98	 	 	 	 
41039	1	41	 	1	1	 
41039	2	98	 	 	 	 
41039	3	98	 	 	 	 
41040	1	38	3	3	4	3
41040	2	28	 	3	 	 
41040	3	24	 	 	3	 
41041	1	98	 	 	 	 
41041	2	98	 	 	 	 
41041	3	98	 	 	 	 
41042	1	98	 	 	 	 
41042	2	98	 	 	 	 
41042	3	98	 	 	 	 
41043	1	5	 	 	4	 
41043	2	38	 	 	3	 
41043	3	31	 	 	2	 
41044	1	39	 	 	 	3
41044	2	13	 	 	4	 
41044	3	38	 	 	3	 
41045	1	28	4	 	 	 
41045	2	13	4	 	 	 
41045	3	98	 	 	 	 
41046	1	27	 	 	 	4
41046	2	37	4	 	 	 
41046	3	98	 	 	 	 
41047	1	41	 	 	1	 
41047	2	98	 	 	 	 
41047	3	98	 	 	 	 
41048	1	13	4	4	4	4
41048	2	98	 	 	 	 
41048	3	98	 	 	 	 
41049	1	4	 	 	4	 
41049	2	24	 	 	 	2
41049	3	98	 	 	 	 
41050	1	34	 	 	 	3
41050	2	28	 	 	 	2
41050	3	3	 	 	 	3
41051	1	38	 	 	4	 
41051	2	31	 	 	 	3
41051	3	5	 	 	 	2
41052	1	98	 	 	 	 
41052	2	98	 	 	 	 
41052	3	98	 	 	 	 
41053	1	41	 	 	1	 
41053	2	98	 	 	 	 
41053	3	98	 	 	 	 
41054	1	45	 	 	 	4
41054	2	28	 	 	3	 
41054	3	27	 	 	 	4
41055	1	98	 	 	 	 
41055	2	98	 	 	 	 
41055	3	98	 	 	 	 
41056	1	98	 	 	 	 
41056	2	98	 	 	 	 
41056	3	98	 	 	 	 
41057	1	98	 	 	 	 
41057	2	98	 	 	 	 
41057	3	98	 	 	 	 
41059	1	14	 	4	 	4
41059	2	98	 	 	 	 
41059	3	98	 	 	 	 
41060	1	98	 	 	 	 
41060	2	98	 	 	 	 
41060	3	98	 	 	 	 
41061	1	14	 	 	 	4
41061	2	24	3	3	3	3
41061	3	98	 	 	 	 
41062	1	98	 	 	 	 
41062	2	98	 	 	 	 
41062	3	98	 	 	 	 
41063	1	98	 	 	 	 
41063	2	98	 	 	 	 
41063	3	98	 	 	 	 
41064	1	98	 	 	 	 
41064	2	98	 	 	 	 
41064	3	98	 	 	 	 
41065	1	2	4	 	 	 
41065	2	98	 	 	 	 
41065	3	98	 	 	 	 
41066	1	27	 	 	 	4
41066	2	13	3	 	 	 
41066	3	41	 	 	1	 
41067	1	20	 	4	4	4
41067	2	39	 	 	 	4
41067	3	13	2	2	2	2
41068	1	98	 	 	 	 
41068	2	98	 	 	 	 
41068	3	98	 	 	 	 
41069	1	98	 	 	 	 
41069	2	98	 	 	 	 
41069	3	98	 	 	 	 
41070	1	25	 	 	 	2
41070	2	98	 	 	 	 
41070	3	98	 	 	 	 
41071	1	98	 	 	 	 
41071	2	98	 	 	 	 
41071	3	98	 	 	 	 
41072	1	41	 	1	 	 
41072	2	98	 	 	 	 
41072	3	98	 	 	 	 
41073	1	98	 	 	 	 
41073	2	98	 	 	 	 
41073	3	98	 	 	 	 
41074	1	4	 	 	4	 
41074	2	98	 	 	 	 
41074	3	98	 	 	 	 
41075	1	25	 	 	3	 
41075	2	28	 	 	3	 
41075	3	39	 	 	 	2
41076	1	39	 	 	4	4
41076	2	38	 	 	 	2
41076	3	98	 	 	 	 
41077	1	98	 	 	 	 
41077	2	98	 	 	 	 
41077	3	98	 	 	 	 
41078	1	41	 	 	1	 
41078	2	98	 	 	 	 
41078	3	98	 	 	 	 
41079	1	98	 	 	 	 
41079	2	98	 	 	 	 
41079	3	98	 	 	 	 
41080	1	98	 	 	 	 
41080	2	98	 	 	 	 
41080	3	98	 	 	 	 
41081	1	98	 	 	 	 
41081	2	98	 	 	 	 
41081	3	98	 	 	 	 
41082	1	13	2	2	2	2
41082	2	98	 	 	 	 
41082	3	98	 	 	 	 
41083	1	98	 	 	 	 
41083	2	98	 	 	 	 
41083	3	98	 	 	 	 
41084	1	41	 	 	 	2
41084	2	98	 	 	 	 
41084	3	98	 	 	 	 
41085	1	27	 	4	 	 
41085	2	98	 	 	 	 
41085	3	98	 	 	 	 
41086	1	4	 	 	2	 
41086	2	98	 	 	 	 
41086	3	98	 	 	 	 
41087	1	98	 	 	 	 
41087	2	98	 	 	 	 
41087	3	98	 	 	 	 
41088	1	45	 	 	2	 
41088	2	98	 	 	 	 
41088	3	98	 	 	 	 
41089	1	25	 	4	 	 
41089	2	98	 	 	 	 
41089	3	98	 	 	 	 
41090	1	25	 	 	3	 
41090	2	98	 	 	 	 
41090	3	98	 	 	 	 
41091	1	58	 	 	 	1
41091	2	98	 	 	 	 
41091	3	98	 	 	 	 
41092	1	98	 	 	 	 
41092	2	98	 	 	 	 
41092	3	98	 	 	 	 
41093	1	41	 	 	1	 
41093	2	31	 	 	3	 
41093	3	98	 	 	 	 
41094	1	98	 	 	 	 
41094	2	98	 	 	 	 
41094	3	98	 	 	 	 
41096	1	98	 	 	 	 
41096	2	98	 	 	 	 
41096	3	98	 	 	 	 
41097	1	41	 	 	1	 
41097	2	98	 	 	 	 
41097	3	98	 	 	 	 
41098	1	38	 	 	2	2
41098	2	25	 	 	2	 
41098	3	98	 	 	 	 
41099	1	39	 	 	 	4
41099	2	98	 	 	 	 
41099	3	98	 	 	 	 
41100	1	98	 	 	 	 
41100	2	98	 	 	 	 
41100	3	98	 	 	 	 
41101	1	1	 	 	 	2
41101	2	25	 	 	4	 
41101	3	28	 	 	4	4
51001	1	2	 	 	4	 
51001	2	98	 	 	 	 
51001	3	98	 	 	 	 
51002	1	98	 	 	 	 
51002	2	98	 	 	 	 
51002	3	98	 	 	 	 
51003	1	41	 	 	 	1
51003	2	98	 	 	 	 
51003	3	98	 	 	 	 
51004	1	98	 	 	 	 
51004	2	98	 	 	 	 
51004	3	98	 	 	 	 
51005	1	98	 	 	 	 
51005	2	98	 	 	 	 
51005	3	98	 	 	 	 
51007	1	98	 	 	 	 
51007	2	98	 	 	 	 
51007	3	98	 	 	 	 
51008	1	39	 	 	 	4
51008	2	98	 	 	 	 
51008	3	98	 	 	 	 
51009	1	29	 	4	 	 
51009	2	25	 	4	 	 
51009	3	37	 	 	3	 
51010	1	31	4	4	4	4
51010	2	98	 	 	 	 
51010	3	98	 	 	 	 
51011	1	42	 	4	 	 
51011	2	38	 	 	4	3
51011	3	28	 	2	2	 
51012	1	1	 	 	 	3
51012	2	41	 	1	 	 
51012	3	98	 	 	 	 
51013	1	98	 	 	 	 
51013	2	98	 	 	 	 
51013	3	98	 	 	 	 
51014	1	37	 	 	 	4
51014	2	98	 	 	 	 
51014	3	98	 	 	 	 
51015	1	25	3	3	3	3
51015	2	98	 	 	 	 
51015	3	98	 	 	 	 
51016	1	42	 	2	2	2
51016	2	38	 	 	3	 
51016	3	28	 	3	3	 
51017	1	24	 	2	 	 
51017	2	28	 	4	 	 
51017	3	98	 	 	 	 
51018	1	28	 	 	 	4
51018	2	31	2	1	2	2
51018	3	98	 	 	 	 
51020	1	98	 	 	 	 
51020	2	98	 	 	 	 
51020	3	98	 	 	 	 
51021	1	38	 	 	 	3
51021	2	98	 	 	 	 
51021	3	98	 	 	 	 
51022	1	98	 	 	 	 
51022	2	98	 	 	 	 
51022	3	98	 	 	 	 
51023	1	98	 	 	 	 
51023	2	98	 	 	 	 
51023	3	98	 	 	 	 
51024	1	98	 	 	 	 
51024	2	98	 	 	 	 
51024	3	98	 	 	 	 
51025	1	69	 	4	4	 
51025	2	2	 	 	4	 
51025	3	3	 	 	4	 
51026	1	98	 	 	 	 
51026	2	98	 	 	 	 
51026	3	98	 	 	 	 
51027	1	25	 	 	 	2
51027	2	3	 	 	 	2
51027	3	98	 	 	 	 
51028	1	29	4	 	 	 
51028	2	38	2	 	4	 
51028	3	3	 	 	4	 
51029	1	24	 	 	4	4
51029	2	98	 	 	 	 
51029	3	98	 	 	 	 
51030	1	28	2	2	2	2
51030	2	24	 	 	 	2
51030	3	25	 	2	 	 
51031	1	28	4	 	 	 
51031	2	98	 	 	 	 
51031	3	98	 	 	 	 
51032	1	98	 	 	 	 
51032	2	98	 	 	 	 
51032	3	98	 	 	 	 
51033	1	28	 	 	2	 
51033	2	25	 	 	2	 
51033	3	62	 	 	2	 
51034	1	28	4	4	 	 
51034	2	13	 	3	3	3
51034	3	2	 	 	3	 
51035	1	13	 	 	 	4
51035	2	98	 	 	 	 
51035	3	98	 	 	 	 
51036	1	98	 	 	 	 
51036	2	98	 	 	 	 
51036	3	98	 	 	 	 
51037	1	39	 	 	3	 
51037	2	98	 	 	 	 
51037	3	98	 	 	 	 
51038	1	98	 	 	 	 
51038	2	98	 	 	 	 
51038	3	98	 	 	 	 
51039	1	98	 	 	 	 
51039	2	98	 	 	 	 
51039	3	98	 	 	 	 
51040	1	98	 	 	 	 
51040	2	98	 	 	 	 
51040	3	98	 	 	 	 
51041	1	28	 	4	 	 
51041	2	13	 	 	4	4
51041	3	98	 	 	 	 
51042	1	39	 	 	4	 
51042	2	1	 	2	2	 
51042	3	29	4	 	 	 
51043	1	38	 	 	 	3
51043	2	98	 	 	 	 
51043	3	98	 	 	 	 
51044	1	98	 	 	 	 
51044	2	98	 	 	 	 
51044	3	98	 	 	 	 
51045	1	98	 	 	 	 
51045	2	98	 	 	 	 
51045	3	98	 	 	 	 
51046	1	35	 	 	2	 
51046	2	41	 	 	 	1
51046	3	98	 	 	 	 
51047	1	25	 	 	4	 
51047	2	62	 	 	2	 
51047	3	63	 	 	2	 
51048	1	41	 	1	 	3
51048	2	98	 	 	 	 
51048	3	98	 	 	 	 
51049	1	98	 	 	 	 
51049	2	98	 	 	 	 
51049	3	98	 	 	 	 
51052	1	40	 	4	 	 
51052	2	98	 	 	 	 
51052	3	98	 	 	 	 
51056	1	98	 	 	 	 
51056	2	98	 	 	 	 
51056	3	98	 	 	 	 
51058	1	98	 	 	 	 
51058	2	98	 	 	 	 
51058	3	98	 	 	 	 
51059	1	29	4	 	 	 
51059	2	39	 	 	 	2
51059	3	98	 	 	 	 
51060	1	98	 	 	 	 
51060	2	98	 	 	 	 
51060	3	98	 	 	 	 
51061	1	28	3	3	3	3
51061	2	5	 	 	2	2
51061	3	98	 	 	 	 
51062	1	31	 	 	4	 
51062	2	13	 	 	 	3
51062	3	28	3	3	3	 
51063	1	98	 	 	 	 
51063	2	98	 	 	 	 
51063	3	98	 	 	 	 
51064	1	37	 	 	 	4
51064	2	28	 	4	 	 
51064	3	98	 	 	 	 
51065	1	98	 	 	 	 
51065	2	98	 	 	 	 
51065	3	98	 	 	 	 
51067	1	39	 	 	 	3
51067	2	98	 	 	 	 
51067	3	98	 	 	 	 
51068	1	28	 	4	4	4
51068	2	98	 	 	 	 
51068	3	98	 	 	 	 
51069	1	25	 	 	2	 
51069	2	98	 	 	 	 
51069	3	98	 	 	 	 
51070	1	98	 	 	 	 
51070	2	98	 	 	 	 
51070	3	98	 	 	 	 
51071	1	62	 	 	4	 
51071	2	63	 	 	4	 
51071	3	98	 	 	 	 
51072	1	36	2	 	 	 
51072	2	41	 	1	 	1
51072	3	98	 	 	 	 
51074	1	98	 	 	 	 
51074	2	98	 	 	 	 
51074	3	98	 	 	 	 
51075	1	98	 	 	 	 
51075	2	98	 	 	 	 
51075	3	98	 	 	 	 
51077	1	38	 	 	3	3
51077	2	28	 	2	2	2
51077	3	25	 	2	 	 
51078	1	5	4	 	 	 
51078	2	38	 	 	 	3
51078	3	98	 	 	 	 
51080	1	28	 	4	 	 
51080	2	41	 	 	1	 
51080	3	98	 	 	 	 
51081	1	28	4	4	 	 
51081	2	37	 	 	 	2
51081	3	98	 	 	 	 
51082	1	41	 	 	 	3
51082	2	37	4	3	2	3
51082	3	39	 	 	 	1
51083	1	40	4	 	 	 
51083	2	98	 	 	 	 
51083	3	98	 	 	 	 
51084	1	98	 	 	 	 
51084	2	98	 	 	 	 
51084	3	98	 	 	 	 
51085	1	98	 	 	 	 
51085	2	98	 	 	 	 
51085	3	98	 	 	 	 
51086	1	25	 	4	 	 
51086	2	37	 	 	 	4
51086	3	39	 	 	 	3
51087	1	39	 	 	 	2
51087	2	98	 	 	 	 
51087	3	98	 	 	 	 
51088	1	98	 	 	 	 
51088	2	98	 	 	 	 
51088	3	98	 	 	 	 
51089	1	25	 	2	 	 
51089	2	3	2	 	 	 
51089	3	98	 	 	 	 
51090	1	28	4	4	 	 
51090	2	29	4	 	 	 
51090	3	13	3	 	 	 
51091	1	4	2	 	 	 
51091	2	98	 	 	 	 
51091	3	98	 	 	 	 
51092	1	98	 	 	 	 
51092	2	98	 	 	 	 
51092	3	98	 	 	 	 
51094	1	37	 	 	 	2
51094	2	98	 	 	 	 
51094	3	98	 	 	 	 
51095	1	37	 	 	 	4
51095	2	98	 	 	 	 
51095	3	98	 	 	 	 
51099	1	31	 	 	 	3
51099	2	98	 	 	 	 
51099	3	98	 	 	 	 
51100	1	98	 	 	 	 
51100	2	98	 	 	 	 
51100	3	98	 	 	 	 
51101	1	28	 	 	3	 
51101	2	31	 	 	 	2
51101	3	1	 	 	2	 
51102	1	37	 	 	4	4
51102	2	28	 	 	3	 
51102	3	1	 	 	 	3
51103	1	62	 	3	 	 
51103	2	45	2	2	 	 
51103	3	98	 	 	 	 
51104	1	31	 	 	 	2
51104	2	98	 	 	 	 
51104	3	98	 	 	 	 
51105	1	36	 	2	 	 
51105	2	98	 	 	 	 
51105	3	98	 	 	 	 
61001	1	41	 	 	 	1
61001	2	31	 	 	4	4
61001	3	98	 	 	 	 
61002	1	37	 	 	 	4
61002	2	62	 	 	 	4
61002	3	40	 	 	3	 
61003	1	45	 	 	2	 
61003	2	98	 	 	 	 
61003	3	98	 	 	 	 
61004	1	98	 	 	 	 
61004	2	98	 	 	 	 
61004	3	98	 	 	 	 
61005	1	36	 	 	3	 
61005	2	98	 	 	 	 
61005	3	98	 	 	 	 
61006	1	45	 	 	 	4
61006	2	62	 	 	 	4
61006	3	38	 	 	 	3
61007	1	34	 	 	4	 
61007	2	98	 	 	 	 
61007	3	98	 	 	 	 
61008	1	39	 	 	 	4
61008	2	10	4	 	 	 
61008	3	98	 	 	 	 
61009	1	98	 	 	 	 
61009	2	98	 	 	 	 
61009	3	98	 	 	 	 
61010	1	98	 	 	 	 
61010	2	98	 	 	 	 
61010	3	98	 	 	 	 
61011	1	41	 	1	 	 
61011	2	98	 	 	 	 
61011	3	98	 	 	 	 
61012	1	98	 	 	 	 
61012	2	98	 	 	 	 
61012	3	98	 	 	 	 
61013	1	2	 	 	4	 
61013	2	39	3	4	4	4
61013	3	98	 	 	 	 
61014	1	38	 	4	 	 
61014	2	98	 	 	 	 
61014	3	98	 	 	 	 
61015	1	98	 	 	 	 
61015	2	98	 	 	 	 
61015	3	98	 	 	 	 
61016	1	39	 	 	4	 
61016	2	98	 	 	 	 
61016	3	98	 	 	 	 
61017	1	98	 	 	 	 
61017	2	98	 	 	 	 
61017	3	98	 	 	 	 
61018	1	98	 	 	 	 
61018	2	98	 	 	 	 
61018	3	98	 	 	 	 
61019	1	98	 	 	 	 
61019	2	98	 	 	 	 
61019	3	98	 	 	 	 
61021	1	98	 	 	 	 
61021	2	98	 	 	 	 
61021	3	98	 	 	 	 
61022	1	41	 	 	1	 
61022	2	98	 	 	 	 
61022	3	98	 	 	 	 
61023	1	98	 	 	 	 
61023	2	98	 	 	 	 
61023	3	98	 	 	 	 
61024	1	34	 	 	3	 
61024	2	98	 	 	 	 
61024	3	98	 	 	 	 
61025	1	98	 	 	 	 
61025	2	98	 	 	 	 
61025	3	98	 	 	 	 
61026	1	98	 	 	 	 
61026	2	98	 	 	 	 
61026	3	98	 	 	 	 
61027	1	98	 	 	 	 
61027	2	98	 	 	 	 
61027	3	98	 	 	 	 
61028	1	98	 	 	 	 
61028	2	98	 	 	 	 
61028	3	98	 	 	 	 
61029	1	98	 	 	 	 
61029	2	98	 	 	 	 
61029	3	98	 	 	 	 
61031	1	38	 	 	 	3
61031	2	98	 	 	 	 
61031	3	98	 	 	 	 
61032	1	38	3	2	 	 
61032	2	98	 	 	 	 
61032	3	98	 	 	 	 
61033	1	39	 	 	 	4
61033	2	1	 	 	 	2
61033	3	98	 	 	 	 
61034	1	98	 	 	 	 
61034	2	98	 	 	 	 
61034	3	98	 	 	 	 
61035	1	98	 	 	 	 
61035	2	98	 	 	 	 
61035	3	98	 	 	 	 
61036	1	20	4	4	 	 
61036	2	62	 	3	 	 
61036	3	98	 	 	 	 
61037	1	98	 	 	 	 
61037	2	98	 	 	 	 
61037	3	98	 	 	 	 
61038	1	5	 	 	 	3
61038	2	98	 	 	 	 
61038	3	98	 	 	 	 
61039	1	2	 	4	4	4
61039	2	98	 	 	 	 
61039	3	98	 	 	 	 
61040	1	98	 	 	 	 
61040	2	98	 	 	 	 
61040	3	98	 	 	 	 
61041	1	62	 	 	 	4
61041	2	38	 	 	3	3
61041	3	98	 	 	 	 
61043	1	41	 	 	 	1
61043	2	98	 	 	 	 
61043	3	98	 	 	 	 
61044	1	2	 	 	 	4
61044	2	98	 	 	 	 
61044	3	98	 	 	 	 
61045	1	98	 	 	 	 
61045	2	98	 	 	 	 
61045	3	98	 	 	 	 
61046	1	38	 	2	2	2
61046	2	98	 	 	 	 
61046	3	98	 	 	 	 
61047	1	98	 	 	 	 
61047	2	98	 	 	 	 
61047	3	98	 	 	 	 
61048	1	28	3	3	3	 
61048	2	13	 	 	 	4
61048	3	98	 	 	 	 
61049	1	1	 	 	 	2
61049	2	45	 	 	 	3
61049	3	98	 	 	 	 
61050	1	2	 	 	4	 
61050	2	98	 	 	 	 
61050	3	98	 	 	 	 
61051	1	39	 	3	4	4
61051	2	98	 	 	 	 
61051	3	98	 	 	 	 
61052	1	31	 	 	 	2
61052	2	98	 	 	 	 
61052	3	98	 	 	 	 
61053	1	20	 	 	3	4
61053	2	63	 	 	 	2
61053	3	12	 	 	 	2
61054	1	98	 	 	 	 
61054	2	98	 	 	 	 
61054	3	98	 	 	 	 
61056	1	98	 	 	 	 
61056	2	98	 	 	 	 
61056	3	98	 	 	 	 
61057	1	37	 	 	4	4
61057	2	98	 	 	 	 
61057	3	98	 	 	 	 
61059	1	12	 	 	2	2
61059	2	98	 	 	 	 
61059	3	98	 	 	 	 
61060	1	2	 	 	 	4
61060	2	98	 	 	 	 
61060	3	98	 	 	 	 
61061	1	98	 	 	 	 
61061	2	98	 	 	 	 
61061	3	98	 	 	 	 
61062	1	38	 	 	 	4
61062	2	98	 	 	 	 
61062	3	98	 	 	 	 
61063	1	98	 	 	 	 
61063	2	98	 	 	 	 
61063	3	98	 	 	 	 
61064	1	69	 	 	4	 
61064	2	98	 	 	 	 
61064	3	98	 	 	 	 
61065	1	39	4	 	 	 
61065	2	45	 	3	 	 
61065	3	31	 	 	 	2
61066	1	69	 	 	2	 
61066	2	98	 	 	 	 
61066	3	98	 	 	 	 
61067	1	98	 	 	 	 
61067	2	98	 	 	 	 
61067	3	98	 	 	 	 
61068	1	41	 	1	 	 
61068	2	98	 	 	 	 
61068	3	98	 	 	 	 
61069	1	98	 	 	 	 
61069	2	98	 	 	 	 
61069	3	98	 	 	 	 
61071	1	41	 	 	 	4
61071	2	98	 	 	 	 
61071	3	98	 	 	 	 
61072	1	39	 	 	 	4
61072	2	98	 	 	 	 
61072	3	98	 	 	 	 
61074	1	98	 	 	 	 
61074	2	98	 	 	 	 
61074	3	98	 	 	 	 
61075	1	98	 	 	 	 
61075	2	98	 	 	 	 
61075	3	98	 	 	 	 
61076	1	98	 	 	 	 
61076	2	98	 	 	 	 
61076	3	98	 	 	 	 
61077	1	38	 	 	2	 
61077	2	98	 	 	 	 
61077	3	98	 	 	 	 
61078	1	98	 	 	 	 
61078	2	98	 	 	 	 
61078	3	98	 	 	 	 
61079	1	98	 	 	 	 
61079	2	98	 	 	 	 
61079	3	98	 	 	 	 
61080	1	98	 	 	 	 
61080	2	98	 	 	 	 
61080	3	98	 	 	 	 
61081	1	98	 	 	 	 
61081	2	98	 	 	 	 
61081	3	98	 	 	 	 
61082	1	98	 	 	 	 
61082	2	98	 	 	 	 
61082	3	98	 	 	 	 
61083	1	98	 	 	 	 
61083	2	98	 	 	 	 
61083	3	98	 	 	 	 
61084	1	41	 	 	 	1
61084	2	98	 	 	 	 
61084	3	98	 	 	 	 
61085	1	2	 	 	 	4
61085	2	5	 	 	4	 
61085	3	98	 	 	 	 
61086	1	98	 	 	 	 
61086	2	98	 	 	 	 
61086	3	98	 	 	 	 
61087	1	39	 	2	2	2
61087	2	98	 	 	 	 
61087	3	98	 	 	 	 
61089	1	98	 	 	 	 
61089	2	98	 	 	 	 
61089	3	98	 	 	 	 
61090	1	37	 	 	 	4
61090	2	40	 	1	 	 
61090	3	98	 	 	 	 
61091	1	98	 	 	 	 
61091	2	98	 	 	 	 
61091	3	98	 	 	 	 
61092	1	39	4	4	4	4
61092	2	98	 	 	 	 
61092	3	98	 	 	 	 
61093	1	98	 	 	 	 
61093	2	98	 	 	 	 
61093	3	98	 	 	 	 
61094	1	38	 	 	 	4
61094	2	98	 	 	 	 
61094	3	98	 	 	 	 
61095	1	98	 	 	 	 
61095	2	98	 	 	 	 
61095	3	98	 	 	 	 
61096	1	98	 	 	 	 
61096	2	98	 	 	 	 
61096	3	98	 	 	 	 
61097	1	98	 	 	 	 
61097	2	98	 	 	 	 
61097	3	98	 	 	 	 
61098	1	 	 	 	 	 
61098	2	 	 	 	 	 
61098	3	 	 	 	 	 
61099	1	36	 	4	 	 
61099	2	98	 	 	 	 
61099	3	98	 	 	 	 
61100	1	98	 	 	 	 
61100	2	98	 	 	 	 
61100	3	98	 	 	 	 
61101	1	38	 	 	 	3
61101	2	62	 	 	 	3
61101	3	41	 	 	4	 
61102	1	63	 	4	 	 
61102	2	41	 	 	1	 
61102	3	98	 	 	 	 
61103	1	98	 	 	 	 
61103	2	98	 	 	 	 
61103	3	98	 	 	 	 
71001	1	98	 	 	 	 
71001	2	98	 	 	 	 
71001	3	98	 	 	 	 
71002	1	98	 	 	 	 
71002	2	98	 	 	 	 
71002	3	98	 	 	 	 
71003	1	45	4	4	4	4
71003	2	98	 	 	 	 
71003	3	98	 	 	 	 
71004	1	62	 	4	 	 
71004	2	69	 	 	3	3
71004	3	98	 	 	 	 
71005	1	98	 	 	 	 
71005	2	98	 	 	 	 
71005	3	98	 	 	 	 
71007	1	38	 	3	3	3
71007	2	37	 	 	2	2
71007	3	98	 	 	 	 
71008	1	5	 	 	2	 
71008	2	98	 	 	 	 
71008	3	98	 	 	 	 
71009	1	98	 	 	 	 
71009	2	98	 	 	 	 
71009	3	98	 	 	 	 
71011	1	45	 	 	2	 
71011	2	98	 	 	 	 
71011	3	98	 	 	 	 
71012	1	98	 	 	 	 
71012	2	98	 	 	 	 
71012	3	98	 	 	 	 
71013	1	98	 	 	 	 
71013	2	98	 	 	 	 
71013	3	98	 	 	 	 
71014	1	62	 	 	 	4
71014	2	39	 	 	 	4
71014	3	69	 	 	3	4
71015	1	62	 	 	4	4
71015	2	37	3	3	3	3
71015	3	5	 	 	 	4
71017	1	98	 	 	 	 
71017	2	98	 	 	 	 
71017	3	98	 	 	 	 
71018	1	38	 	 	4	 
71018	2	62	 	3	 	 
71018	3	98	 	 	 	 
71019	1	36	 	 	4	 
71019	2	98	 	 	 	 
71019	3	98	 	 	 	 
71020	1	 	 	 	 	 
71020	2	 	 	 	 	 
71020	3	 	 	 	 	 
71021	1	 	 	 	 	2
71021	2	98	 	 	 	 
71021	3	98	 	 	 	 
71022	1	98	 	 	 	 
71022	2	98	 	 	 	 
71022	3	98	 	 	 	 
71023	1	2	 	 	 	2
71023	2	98	 	 	 	 
71023	3	98	 	 	 	 
71024	1	98	 	 	 	 
71024	2	98	 	 	 	 
71024	3	98	 	 	 	 
71026	1	2	 	 	4	 
71026	2	98	 	 	 	 
71026	3	98	 	 	 	 
71028	1	62	 	 	 	4
71028	2	45	 	2	 	 
71028	3	98	 	 	 	 
71030	1	98	 	 	 	 
71030	2	98	 	 	 	 
71030	3	98	 	 	 	 
71031	1	98	 	 	 	 
71031	2	98	 	 	 	 
71031	3	98	 	 	 	 
71032	1	98	 	 	 	 
71032	2	98	 	 	 	 
71032	3	98	 	 	 	 
71033	1	98	 	 	 	 
71033	2	98	 	 	 	 
71033	3	98	 	 	 	 
71034	1	98	 	 	 	 
71034	2	98	 	 	 	 
71034	3	98	 	 	 	 
71035	1	62	 	 	 	4
71035	2	98	 	 	 	 
71035	3	98	 	 	 	 
71036	1	38	 	 	 	4
71036	2	39	 	 	4	 
71036	3	98	 	 	 	 
71037	1	45	4	4	4	4
71037	2	98	 	 	 	 
71037	3	98	 	 	 	 
71038	1	98	 	 	 	 
71038	2	98	 	 	 	 
71038	3	98	 	 	 	 
71039	1	98	 	 	 	 
71039	2	98	 	 	 	 
71039	3	98	 	 	 	 
71040	1	98	 	 	 	 
71040	2	98	 	 	 	 
71040	3	98	 	 	 	 
71041	1	2	 	 	4	 
71041	2	45	 	 	 	4
71041	3	98	 	 	 	 
71042	1	98	 	 	 	 
71042	2	98	 	 	 	 
71042	3	98	 	 	 	 
71043	1	13	4	4	4	4
71043	2	12	 	 	 	2
71043	3	38	2	2	2	2
71044	1	39	 	 	4	4
71044	2	98	 	 	 	 
71044	3	98	 	 	 	 
71045	1	98	 	 	 	 
71045	2	98	 	 	 	 
71045	3	98	 	 	 	 
71046	1	62	 	2	 	 
