CHILDCODE	MEMIDR5	EXISTHH	ALIVE	PANELSIB	MEMMOVR5	RELATER4	RELATER5	CAREGVR5	LIVHSER5	YRDIEDR5	AGER4	MEMAGER5	MEMSEXR5	CHLBRNR5	WHRNOWR5	SEENMER5	EVRLVDR5	LNGLVDR5	GETMOMBIRTH	GETCHILDBIRTH	MTHBRNR5	RELHHR5	MRTLSTR5	MTHRHHR5	FTHRHHR5	THSDISR5	BRNDISR5	GRADER5	STILLR5	SCHTYPR5	LSTTYPR5	ATTPRER5	AGESTR5	AGEGRDR5	SLEEPR5	CHCARER5	HHCHRER5	NPYWRKR5	PAYWRKR5	SCHOOLR5	STUDYR5	PLAYR5	MEMCNSR5	MEMHLTR5	MEMDISBR5	MEMAFCR5	MEMLNGR5	MLNHLR51	HTSFFR51	MEMSMKR5	SMKHSER5	DYSSMKR5	MEMALCR5	DYSALCR5
21077	3	1	1	1	 	7	7	0	1	 	8	11	1	 	 	 	 	 	0	0	6	3	 	2	1	 	 	5	1	4	 	1	6	 	9	0	1	0	0	6	1	6	N	3	0	 	0	 	 	 	 	 	 	 
21077	4	 	 	 	 	 	14	0	1	 	 	18	2	 	 	 	 	 	 	 	 	7	6	98	98	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 
21078	0	1	1	0	 	0	0	 	1	 	12	15	1	 	 	 	 	 	0	0	8	5	6	2	98	 	 	9	1	11	 	1	6	 	9	0	1	0	0	8	1	5	N	 	 	 	 	 	 	 	 	 	 	 
21078	1	1	1	0	 	1	1	0	1	 	52	55	1	 	 	 	 	 	0	0	 	4	1	98	98	 	 	3	0	 	4	 	 	 	 	 	 	 	 	 	 	 	Y	3	0	 	0	 	 	1	0	4	1	4
21078	2	1	1	0	 	1	1	1	1	 	41	44	2	0	 	 	 	 	0	0	 	3	1	6	5	 	 	5	0	 	4	 	 	 	 	 	 	 	 	 	 	 	N	5	0	 	0	 	 	0	 	1	1	4
21078	3	1	1	0	 	7	7	0	4	 	17	20	2	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
21078	4	1	1	0	 	9	9	0	1	 	20	23	2	 	 	 	 	 	0	0	 	5	6	2	98	 	 	11	0	 	4	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 
21078	5	1	1	0	 	5	5	0	1	 	70	73	1	 	 	 	 	 	0	0	 	1	3	98	98	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 
21078	6	1	1	0	 	5	5	0	1	 	62	62	2	 	 	 	 	 	0	0	 	2	3	98	98	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 
21078	7	1	1	0	 	13	13	0	4	 	34	37	1	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
21078	8	1	1	0	 	13	13	0	1	 	37	40	1	 	 	 	 	 	0	0	 	3	2	6	5	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 
21079	0	1	1	0	 	0	0	 	1	 	12	15	1	 	 	 	 	 	0	0	7	3	6	2	1	 	 	9	1	11	 	1	6	 	9	0	0	0	0	9	1	3	N	 	 	 	 	 	 	 	 	 	 	 
21079	1	1	1	0	 	1	1	0	1	 	36	39	1	 	 	 	 	 	0	0	 	1	3	98	98	 	 	11	0	 	4	 	 	 	 	 	 	 	 	 	 	 	N	3	0	 	0	 	 	0	 	1	1	4
21079	2	1	1	0	 	1	1	1	1	 	30	33	2	0	 	 	 	 	0	0	 	2	3	98	98	 	 	11	0	 	4	 	 	 	 	 	 	 	 	 	 	 	N	3	0	 	1	19	13	0	 	1	1	4
21079	3	1	1	0	 	6	6	0	4	 	65	68	1	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
21079	4	1	1	0	 	5	6	0	4	 	53	56	2	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
21079	5	1	0	0	 	18	 	 	 	 	 	 	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
21079	6	1	1	0	 	13	13	0	4	 	32	35	2	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
21079	7	1	1	0	 	13	13	0	4	 	40	43	2	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
21079	8	1	1	0	 	13	13	0	4	 	38	41	88	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
21079	15	1	1	0	 	13	13	0	4	 	13	16	1	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
21079	16	1	1	0	 	7	7	0	1	 	4	6	2	 	 	 	 	 	0	0	10	3	 	2	1	 	 	1	1	4	 	1	6	 	9	0	0	0	0	6	2	7	N	 	 	 	 	 	 	 	 	 	 	 
21080	0	1	1	0	 	0	0	 	1	 	12	15	1	 	 	 	 	 	0	0	4	3	6	2	1	 	 	10	1	11	 	1	6	 	8	1	1	0	0	9	1	4	N	 	 	 	 	 	 	 	 	 	 	 
21080	1	1	1	0	 	1	1	0	1	 	34	37	1	 	 	 	 	 	0	0	 	1	3	98	98	 	 	6	0	 	4	 	 	 	 	 	 	 	 	 	 	 	N	4	0	 	0	 	 	1	0	2	0	 
21080	2	1	1	0	 	1	1	1	1	 	32	35	2	1	 	 	 	 	0	0	 	2	3	98	98	 	 	11	0	 	4	 	 	 	 	 	 	 	 	 	 	 	N	4	0	 	0	 	 	0	 	1	0	 
21080	3	1	1	1	 	7	7	0	1	 	9	12	2	 	 	 	 	 	0	0	6	3	 	2	1	 	 	7	1	4	 	1	6	 	9	2	1	0	0	9	1	2	N	4	0	 	0	 	 	0	 	1	0	 
21080	4	1	1	0	 	7	7	0	1	 	3	6	2	 	 	 	 	 	0	0	9	3	 	2	1	 	 	1	1	1	 	1	6	 	10	0	0	0	0	7	2	5	N	 	 	 	 	 	 	 	 	 	 	 
21080	5	 	 	 	 	 	7	0	1	 	 	2	2	 	 	 	 	 	 	 	 	3	 	2	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 
21081	0	1	1	 	 	0	0	 	1	 	12	15	2	 	 	 	 	 	0	0	4	3	6	1	98	 	 	2	0	 	4	1	6	12	13	0	0	0	0	0	0	11	N	 	 	 	 	 	 	 	 	 	 	 
21081	1	1	1	 	 	1	1	1	1	 	42	44	2	0	 	 	 	 	0	0	 	1	4	98	98	 	 	5	0	 	4	 	 	 	 	 	 	 	 	 	 	 	N	4	0	 	0	 	 	0	 	1	1	4
21081	2	1	1	 	 	5	5	0	4	 	81	83	2	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
21081	3	1	1	 	 	13	13	0	4	 	43	46	1	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
21081	4	1	1	 	 	13	13	0	4	 	41	44	1	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
21081	5	1	1	 	 	13	13	0	4	 	-88	-88	2	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
21082	0	1	1	0	 	0	0	 	1	 	11	14	1	 	 	 	 	 	0	0	11	3	6	2	1	 	 	9	1	11	 	1	7	 	9	0	1	0	0	9	3	3	N	 	 	 	 	 	 	 	 	 	 	 
21082	1	1	1	0	 	1	1	0	1	 	46	49	1	 	 	 	 	 	0	0	 	1	3	98	98	 	 	11	0	 	4	 	 	 	 	 	 	 	 	 	 	 	N	3	1	2	1	17	18	0	 	1	0	 
21082	2	1	1	0	 	1	1	1	1	 	37	40	2	0	 	 	 	 	0	0	 	2	3	98	98	 	 	11	0	 	4	 	 	 	 	 	 	 	 	 	 	 	N	3	1	3	1	17	10	0	 	1	1	4
21082	15	1	1	0	 	7	7	0	1	 	14	17	2	 	 	 	 	 	0	0	9	3	6	2	1	 	 	15	1	4	 	1	7	 	8	0	4	0	0	9	3	3	N	 	 	 	 	 	 	 	 	 	 	 
21083	0	1	1	0	 	0	0	 	1	 	11	14	2	 	 	 	 	 	0	0	11	3	6	2	1	 	 	9	1	11	 	1	6	 	10	0	1	0	0	8	2	2	N	 	 	 	 	 	 	 	 	 	 	 
21083	1	1	1	0	 	1	1	0	1	 	48	51	1	 	 	 	 	 	0	0	 	1	3	98	3	 	 	14	0	 	4	 	 	 	 	 	 	 	 	 	 	 	N	3	0	 	0	 	 	1	1	3	1	4
21083	2	1	1	0	 	1	1	1	1	 	30	33	2	0	 	 	 	 	0	0	 	2	3	98	98	 	 	6	0	 	4	 	 	 	 	 	 	 	 	 	 	 	N	2	0	 	0	 	 	0	 	1	0	 
21083	3	1	1	0	 	6	6	0	1	 	81	84	1	 	 	 	 	 	0	0	 	6	4	98	98	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 
21083	4	1	1	1	 	7	7	0	1	 	6	9	1	 	 	 	 	 	0	0	6	3	 	2	4	 	 	4	1	4	 	1	6	 	10	0	1	0	0	6	3	2	N	3	0	 	0	 	 	 	 	 	 	 
21084	0	1	1	0	 	0	0	 	1	 	12	15	1	 	 	 	 	 	0	0	5	3	6	2	1	 	 	10	1	4	 	1	6	 	10	0	0	0	0	8	1	5	N	 	 	 	 	 	 	 	 	 	 	 
21084	1	1	1	0	 	1	1	0	1	 	51	54	1	 	 	 	 	 	0	0	 	1	3	98	98	 	 	11	0	 	4	 	 	 	 	 	 	 	 	 	 	 	N	4	0	 	0	 	 	0	 	5	1	2
21084	2	1	1	0	 	1	1	1	1	 	39	42	2	0	 	 	 	 	0	0	 	2	3	98	98	 	 	16	0	 	1	 	 	 	 	 	 	 	 	 	 	 	N	3	0	 	0	 	 	0	 	1	0	 
21084	3	1	1	0	 	7	7	0	1	 	16	19	2	 	 	 	 	 	0	0	 	3	6	2	1	 	 	13	1	1	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 
21084	4	1	1	0	 	7	7	0	1	 	5	8	2	 	 	 	 	 	0	0	6	3	 	2	1	 	 	3	1	4	 	1	6	 	10	0	0	0	0	6	1	7	N	 	 	 	 	 	 	 	 	 	 	 
21086	0	1	1	0	 	0	0	 	1	 	11	14	2	 	 	 	 	 	0	0	12	3	6	2	1	 	 	9	1	4	 	1	6	 	8	0	0	0	0	9	2	5	N	 	 	 	 	 	 	 	 	 	 	 
21086	1	1	1	0	 	1	1	0	1	 	33	37	1	 	 	 	 	 	0	0	 	1	1	98	98	 	 	11	0	 	4	 	 	 	 	 	 	 	 	 	 	 	N	4	0	 	1	13	3	0	 	5	1	2
21086	2	1	1	0	 	1	1	1	1	 	32	35	2	0	 	 	 	 	0	0	 	2	1	98	98	 	 	6	0	 	4	 	 	 	 	 	 	 	 	 	 	 	N	3	0	 	0	 	 	0	 	5	0	 
21086	15	1	1	0	 	7	7	0	1	 	13	16	1	 	 	 	 	 	0	0	12	3	6	2	1	 	 	10	1	4	 	1	6	 	7	0	0	1	0	9	3	4	N	 	 	 	 	 	 	 	 	 	 	 
21086	16	1	1	1	 	7	7	0	1	 	7	10	2	 	 	 	 	 	0	0	11	3	 	2	1	 	 	5	1	4	 	1	6	 	10	0	0	0	0	7	1	6	N	4	0	 	0	 	 	 	 	 	 	 
21087	0	1	1	0	 	0	0	 	1	 	11	14	2	 	 	 	 	 	0	0	11	3	6	2	1	 	 	9	1	1	 	1	6	 	9	0	0	0	0	7	2	6	N	 	 	 	 	 	 	 	 	 	 	 
21087	1	1	1	0	 	1	1	0	1	 	37	40	1	 	 	 	 	 	0	0	 	1	3	98	98	 	 	11	0	 	4	 	 	 	 	 	 	 	 	 	 	 	N	3	0	 	0	 	 	1	0	1	1	3
21087	2	1	1	0	 	1	1	1	1	 	37	40	2	0	 	 	 	 	0	0	 	2	3	98	98	 	 	14	0	 	1	 	 	 	 	 	 	 	 	 	 	 	N	3	0	 	1	21	5	0	 	1	0	 
21087	3	1	1	0	 	6	5	0	4	 	63	66	1	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
21087	4	1	1	0	 	5	5	0	4	 	55	58	2	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
21087	5	1	1	0	 	13	13	0	4	 	36	39	1	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
21087	6	1	1	0	 	13	13	0	4	 	33	36	2	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
21087	7	1	1	0	 	13	13	0	4	 	32	35	1	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
21087	8	1	1	0	 	13	13	0	4	 	27	30	1	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
21087	15	1	1	0	 	13	13	0	4	 	15	18	1	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
21087	16	1	1	1	 	7	7	0	1	 	8	11	2	 	 	 	 	 	0	0	1	3	 	2	1	 	 	6	1	1	 	1	6	 	9	0	0	0	0	6	2	7	N	3	0	 	0	 	 	 	 	 	 	 
21087	17	1	1	0	 	7	7	0	1	 	2	5	2	 	 	 	 	 	0	0	6	3	 	2	1	 	 	20	1	1	 	1	 	 	11	0	0	0	0	5	2	6	N	 	 	 	 	 	 	 	 	 	 	 
21088	0	1	1	0	 	0	0	 	1	 	11	14	1	 	 	 	 	 	0	0	12	3	6	2	98	 	 	9	1	11	 	1	7	 	9	1	1	0	0	9	2	3	N	 	 	 	 	 	 	 	 	 	 	 
21088	1	1	1	0	 	1	1	0	4	 	-88	34	1	 	3	5	1	6	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
21088	2	1	1	0	 	1	1	1	1	 	33	36	2	0	 	 	 	 	0	0	 	1	2	98	98	 	 	13	0	 	4	 	 	 	 	 	 	 	 	 	 	 	N	4	0	 	0	 	 	0	 	1	0	 
21088	3	1	1	0	 	7	7	0	1	 	9	12	2	 	 	 	 	 	0	0	8	3	 	2	98	 	 	7	1	11	 	1	5	 	9	1	1	0	0	9	1	3	N	 	 	 	 	 	 	 	 	 	 	 
21089	0	1	1	0	 	0	0	 	1	 	12	15	1	 	 	 	 	 	0	0	6	3	6	2	1	 	 	10	1	11	 	1	5	 	10	1	1	0	0	8	2	3	N	 	 	 	 	 	 	 	 	 	 	 
21089	1	1	1	0	 	1	1	0	1	 	43	46	1	 	 	 	 	 	0	0	 	1	3	98	98	 	 	9	0	 	4	 	 	 	 	 	 	 	 	 	 	 	N	3	0	 	0	 	 	0	 	1	1	4
21089	2	1	1	0	 	1	1	1	1	 	38	41	2	0	 	 	 	 	0	0	 	2	3	98	98	 	 	6	0	 	4	 	 	 	 	 	 	 	 	 	 	 	N	3	0	 	0	 	 	0	 	1	0	 
21089	3	1	1	0	 	7	7	0	4	 	18	21	2	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
21089	4	1	1	1	 	7	7	0	1	 	8	11	1	 	 	 	 	 	0	0	12	3	 	2	1	 	 	6	1	4	 	1	6	 	10	0	1	0	0	6	4	4	N	3	0	 	1	1	1	 	 	 	 	 
21089	5	1	1	0	 	15	15	0	4	 	1	4	1	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
21089	6	1	1	0	 	16	16	0	4	 	19	22	1	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
21090	0	1	1	0	 	0	0	 	1	 	11	15	1	 	 	 	 	 	0	0	8	3	6	2	1	 	 	9	1	11	 	1	6	 	10	0	0	2	0	8	3	2	N	 	 	 	 	 	 	 	 	 	 	 
21090	1	1	1	0	 	1	1	0	1	 	49	52	1	 	 	 	 	 	0	0	 	1	3	98	98	 	 	11	0	 	4	 	 	 	 	 	 	 	 	 	 	 	N	3	0	 	0	 	 	0	 	1	1	4
21090	2	1	1	0	 	1	1	1	1	 	40	43	2	0	 	 	 	 	0	0	 	2	3	98	98	 	 	9	0	 	4	 	 	 	 	 	 	 	 	 	 	 	N	4	0	 	0	 	 	0	 	1	0	 
21090	3	1	1	0	 	7	7	0	4	 	24	27	2	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
21090	4	1	1	0	 	7	7	0	2	 	22	25	2	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
21091	0	1	1	0	 	0	0	 	1	 	12	15	1	 	 	 	 	 	0	0	12	3	6	2	1	 	 	5	1	11	 	1	7	 	11	0	0	0	0	7	1	5	N	 	 	 	 	 	 	 	 	 	 	 
21091	1	1	1	0	 	1	1	0	1	 	41	44	1	 	 	 	 	 	0	0	 	1	1	98	98	 	 	0	0	 	88	 	 	 	 	 	 	 	 	 	 	 	N	4	0	 	0	 	 	0	 	1	0	 
21091	2	1	1	0	 	1	1	1	1	 	25	30	2	1	 	 	 	 	0	0	 	2	1	98	98	 	 	2	0	 	11	 	 	 	 	 	 	 	 	 	 	 	N	4	0	 	0	 	 	0	 	1	0	 
21091	3	1	1	0	 	5	5	0	4	 	53	56	1	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
21091	4	1	1	0	 	5	5	0	4	 	49	52	2	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
21091	5	1	1	0	 	13	13	0	4	 	24	27	1	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
21091	6	1	1	0	 	13	13	0	4	 	23	26	1	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
21091	7	1	1	0	 	13	13	0	4	 	21	24	1	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
21091	8	1	1	0	 	13	13	0	4	 	20	23	2	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
21091	15	1	1	0	 	13	13	0	4	 	16	19	2	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
21091	16	1	1	0	 	13	13	0	4	 	13	16	1	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
21091	17	1	1	1	 	7	7	0	1	 	9	12	1	 	 	 	 	 	0	0	2	3	 	2	1	 	 	7	1	11	 	1	6	 	11	0	0	0	0	9	1	5	N	4	0	 	0	 	 	0	 	1	0	 
21091	18	1	1	0	 	7	7	0	1	 	8	11	2	 	 	 	 	 	0	0	8	3	 	2	1	 	 	3	1	11	 	1	7	 	11	0	0	0	0	6	1	6	N	 	 	 	 	 	 	 	 	 	 	 
21091	19	1	1	0	 	7	7	0	1	 	5	8	1	 	 	 	 	 	0	0	11	3	 	2	1	 	 	2	1	11	 	1	6	 	11	0	0	0	0	6	2	5	N	 	 	 	 	 	 	 	 	 	 	 
21091	20	1	1	0	 	7	7	0	1	 	4	7	2	 	 	 	 	 	0	0	4	3	 	2	1	 	 	1	1	11	 	1	7	 	11	0	0	0	0	6	2	5	N	 	 	 	 	 	 	 	 	 	 	 
21091	21	1	1	0	 	13	13	0	4	 	16	19	2	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
21091	22	1	1	0	 	14	14	0	4	 	0	4	2	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
21091	23	1	1	0	 	13	13	0	4	 	21	24	2	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
21091	24	1	1	0	 	14	14	0	4	 	2	5	2	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
21091	25	1	1	0	 	14	14	0	4	 	0	3	1	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
21091	26	 	 	 	 	 	7	0	1	 	 	0	2	 	 	 	 	 	 	 	 	3	 	2	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 
21092	0	1	1	0	 	0	0	 	1	 	11	14	2	 	 	 	 	 	0	0	12	3	6	2	1	 	 	9	1	11	 	1	6	 	8	1	1	0	0	9	3	1	N	 	 	 	 	 	 	 	 	 	 	 
21092	1	1	1	0	 	1	1	0	1	 	48	52	1	 	 	 	 	 	0	0	 	1	3	98	98	 	 	8	0	 	4	 	 	 	 	 	 	 	 	 	 	 	N	4	0	 	0	 	 	0	 	1	0	 
21092	2	1	1	0	 	1	1	1	1	 	47	51	2	0	 	 	 	 	0	0	 	2	3	98	98	 	 	0	0	 	88	 	 	 	 	 	 	 	 	 	 	 	N	4	0	 	0	 	 	0	 	1	0	 
21092	3	1	 	0	 	7	7	0	4	 	-88	28	88	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
21092	4	1	1	0	 	7	7	0	1	 	24	27	1	 	 	 	 	 	0	0	 	3	3	2	1	 	 	14	0	 	1	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 
21092	5	1	1	0	 	7	7	0	1	 	23	26	1	 	 	 	 	 	0	0	 	3	6	2	1	 	 	11	0	 	4	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 
21092	6	1	 	0	 	14	14	0	4	 	-88	27	1	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
21092	7	1	 	0	 	14	14	0	4	 	-88	29	2	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
21092	8	1	 	0	 	15	15	0	4	 	-88	12	1	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
21092	9	1	 	0	 	15	15	0	4	 	-88	11	1	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
21092	10	1	1	0	 	16	16	0	1	 	23	27	2	 	 	 	 	 	0	0	 	4	3	98	98	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 
21092	11	1	1	0	 	15	15	0	1	 	0	3	1	 	 	 	 	 	0	0	 	5	 	10	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 
21093	0	1	1	0	 	0	0	 	1	 	12	15	2	 	 	 	 	 	0	0	5	3	6	1	9	 	 	10	1	11	 	1	6	 	8	0	1	0	0	9	2	4	N	 	 	 	 	 	 	 	 	 	 	 
21093	1	1	1	0	 	1	1	1	1	 	36	39	2	0	 	 	 	 	0	0	 	2	3	98	98	 	 	13	0	 	1	 	 	 	 	 	 	 	 	 	 	 	N	4	0	 	0	 	 	0	 	1	0	 
21093	2	1	1	0	 	5	5	0	4	 	63	66	1	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
21093	3	1	1	0	 	5	5	0	4	 	61	64	2	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
21093	4	1	1	0	 	13	13	0	4	 	38	41	2	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
21093	5	1	1	0	 	13	13	0	4	 	24	27	2	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
21093	6	1	1	0	 	13	13	0	4	 	30	33	1	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
21093	7	1	1	0	 	13	13	0	4	 	28	31	1	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
