CHILDCODE	MEMIDR5	EXISTHH	ALIVE	PANELSIB	MEMMOVR5	RELATER4	RELATER5	CAREGVR5	LIVHSER5	YRDIEDR5	AGER4	MEMAGER5	MEMSEXR5	CHLBRNR5	WHRNOWR5	SEENMER5	EVRLVDR5	LNGLVDR5	GETMOMBIRTH	GETCHILDBIRTH	MTHBRNR5	RELHHR5	MRTLSTR5	MTHRHHR5	FTHRHHR5	THSDISR5	BRNDISR5	GRADER5	STILLR5	SCHTYPR5	LSTTYPR5	ATTPRER5	AGESTR5	AGEGRDR5	SLEEPR5	CHCARER5	HHCHRER5	NPYWRKR5	PAYWRKR5	SCHOOLR5	STUDYR5	PLAYR5	MEMCNSR5	MEMHLTR5	MEMDISBR5	MEMAFCR5	MEMLNGR5	MLNHLR51	HTSFFR51	MEMSMKR5	SMKHSER5	DYSSMKR5	MEMALCR5	DYSALCR5
141090	0	1	1	 	 	0	0	 	1	 	12	15	1	 	 	 	 	 	0	0	5	3	6	2	1	 	 	10	1	4	 	1	6	 	7	0	0	0	0	7	3	5	N	 	 	 	 	 	 	 	 	 	 	 
141090	1	1	1	 	 	1	1	0	1	 	45	48	1	 	 	 	 	 	0	0	 	1	3	98	98	 	 	14	0	 	4	 	 	 	 	 	 	 	 	 	 	 	N	3	0	 	0	 	 	0	 	1	0	 
141090	2	1	1	 	 	1	1	1	1	 	48	52	2	0	 	 	 	 	0	0	 	2	3	98	98	 	 	9	0	 	4	 	 	 	 	 	 	 	 	 	 	 	N	3	0	 	0	 	 	0	 	1	0	 
141090	3	1	1	 	 	7	7	0	4	 	20	23	2	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
141091	0	1	1	 	 	0	0	 	1	 	11	14	1	 	 	 	 	 	0	0	11	3	6	2	1	 	 	8	1	4	 	1	6	 	8	0	1	0	0	5	4	4	N	 	 	 	 	 	 	 	 	 	 	 
141091	1	1	1	 	 	1	1	0	1	 	32	35	1	 	 	 	 	 	0	0	 	1	1	98	98	 	 	8	0	 	4	 	 	 	 	 	 	 	 	 	 	 	Y	4	0	 	0	 	 	0	 	1	0	 
141091	2	1	1	 	 	1	1	1	1	 	35	39	2	0	 	 	 	 	0	0	 	2	1	98	98	 	 	14	0	 	4	 	 	 	 	 	 	 	 	 	 	 	N	3	0	 	0	 	 	0	 	1	0	 
141091	3	1	1	 	 	5	5	0	4	 	60	64	2	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
141091	4	1	1	 	 	13	13	0	4	 	33	36	2	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
141092	0	1	1	 	 	0	0	 	1	 	11	14	2	 	 	 	 	 	0	0	2	3	6	1	98	 	 	9	1	1	 	1	6	 	9	0	1	0	0	8	3	3	N	 	 	 	 	 	 	 	 	 	 	 
141092	1	1	1	 	 	1	1	1	1	 	33	36	2	0	 	 	 	 	0	0	 	1	6	98	98	 	 	11	0	 	1	 	 	 	 	 	 	 	 	 	 	 	N	4	0	 	1	13	30	0	 	1	0	 
141092	2	1	1	 	 	5	5	0	4	 	51	54	2	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
141092	3	1	1	 	 	13	13	0	4	 	30	33	1	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
141092	4	1	1	 	 	13	13	0	4	 	21	24	2	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
141092	5	1	1	 	 	13	13	0	4	 	21	24	2	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
141092	6	1	1	 	 	1	1	0	4	 	38	41	1	 	2	7	0	 	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
141092	7	1	1	 	 	7	7	0	1	 	5	8	1	 	 	 	 	 	0	0	8	3	 	1	98	 	 	3	1	1	 	1	6	 	9	0	0	0	0	7	2	5	N	 	 	 	 	 	 	 	 	 	 	 
141093	0	1	1	 	 	0	0	 	1	 	11	14	2	 	 	 	 	 	0	0	1	3	6	2	1	 	 	9	1	1	 	1	6	 	7	0	2	0	0	8	3	2	N	 	 	 	 	 	 	 	 	 	 	 
141093	1	1	1	 	 	1	1	0	1	 	46	49	1	 	 	 	 	 	0	0	 	1	3	98	98	 	 	14	0	 	1	 	 	 	 	 	 	 	 	 	 	 	Y	4	0	 	1	17	3	1	1	2	0	 
141093	2	1	1	 	 	1	1	1	1	 	42	45	2	0	 	 	 	 	0	0	 	2	3	98	98	 	 	14	0	 	1	 	 	 	 	 	 	 	 	 	 	 	N	4	0	 	1	17	8	0	 	1	1	4
141093	3	1	1	 	 	5	5	0	2	 	74	77	1	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
141093	4	1	1	 	 	5	5	0	4	 	64	67	1	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
141093	5	1	1	 	 	13	13	0	4	 	41	44	1	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
141093	6	1	1	 	 	13	13	0	4	 	35	38	1	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
141093	7	1	1	 	 	21	21	0	4	 	23	26	2	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
141093	8	1	1	 	 	21	21	0	4	 	21	24	1	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
141093	9	1	1	 	 	7	7	1	1	 	9	12	2	 	 	 	 	 	0	0	2	3	 	2	1	 	 	7	1	1	 	1	6	 	7	0	1	0	0	8	3	3	N	4	0	 	0	 	 	0	 	1	0	 
141094	0	1	1	0	 	0	0	 	1	 	12	15	1	 	 	 	 	 	0	0	3	3	6	2	1	 	 	9	1	4	 	1	6	 	9	0	1	0	0	10	2	2	N	 	 	 	 	 	 	 	 	 	 	 
141094	1	1	1	0	 	1	1	0	1	 	49	52	1	 	 	 	 	 	0	0	 	1	1	98	98	 	 	8	0	 	4	 	 	 	 	 	 	 	 	 	 	 	N	3	0	 	0	 	 	0	 	1	0	 
141094	2	1	1	0	 	1	1	1	1	 	39	42	2	0	 	 	 	 	0	0	 	2	1	98	98	 	 	3	0	 	4	 	 	 	 	 	 	 	 	 	 	 	N	3	0	 	0	 	 	0	 	1	0	 
141094	3	1	1	0	 	7	7	0	4	 	16	19	1	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
141094	4	1	1	0	 	13	13	0	4	 	-88	65	2	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
141094	5	1	1	0	 	14	14	0	4	 	-88	42	1	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
141094	6	1	1	0	 	14	14	0	4	 	-88	30	2	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
141094	7	1	1	0	 	7	7	0	4	 	19	22	2	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
141094	8	1	1	0	 	7	7	0	4	 	23	26	1	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
141094	9	1	1	0	 	7	7	0	4	 	15	18	2	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
141095	0	1	1	 	 	0	0	 	1	 	11	14	1	 	 	 	 	 	0	0	9	3	6	2	1	 	 	9	1	1	 	1	6	 	8	3	2	0	0	8	3	4	N	 	 	 	 	 	 	 	 	 	 	 
141095	1	1	1	 	 	1	1	0	1	 	34	38	1	 	 	 	 	 	0	0	 	1	1	98	98	 	 	11	0	 	4	 	 	 	 	 	 	 	 	 	 	 	N	4	0	 	0	 	 	1	0	3	1	3
141095	2	1	1	 	 	1	1	1	1	 	36	40	2	0	 	 	 	 	0	0	 	2	1	4	98	 	 	11	0	 	4	 	 	 	 	 	 	 	 	 	 	 	N	4	0	 	0	 	 	0	 	1	1	5
141095	3	1	1	 	 	9	9	0	1	 	16	19	2	 	 	 	 	 	0	0	 	3	6	2	98	 	 	13	1	1	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 
141095	4	1	1	 	 	5	5	0	1	 	52	55	2	 	 	 	 	 	0	0	 	11	1	98	98	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 
141095	5	1	1	 	 	7	7	0	1	 	3	6	2	 	 	 	 	 	0	0	10	3	 	2	1	 	 	1	1	1	 	1	6	 	9	0	0	0	0	7	2	4	N	 	 	 	 	 	 	 	 	 	 	 
141096	0	 	 	 	 	0	0	 	1	 	 	15	2	 	 	 	 	 	0	1	3	3	6	2	1	0	 	10	1	4	 	1	6	 	8	2	1	1	3	6	2	2	N	 	 	 	 	 	 	 	 	 	 	 
141096	1	 	 	 	 	1	1	0	1	 	 	47	1	 	 	 	 	 	0	0	 	1	1	98	98	 	 	10	0	 	4	 	 	 	 	 	 	 	 	 	 	 	N	4	0	 	0	 	 	0	 	1	1	4
141096	2	 	 	 	 	1	1	1	1	 	 	47	2	1	 	 	 	 	0	0	 	2	1	98	98	 	 	11	0	 	4	 	 	 	 	 	 	 	 	 	 	 	N	4	0	 	0	 	 	0	 	1	1	4
141096	3	 	 	 	 	7	7	0	1	 	 	20	1	 	 	 	 	 	0	0	 	3	6	2	1	 	 	13	1	1	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 
141096	4	 	 	 	 	7	7	0	1	 	 	9	2	 	 	 	 	 	0	0	2	3	 	2	1	 	 	4	1	4	 	1	6	 	8	0	1	0	0	6	3	5	N	 	 	 	 	 	 	 	 	 	 	 
141096	5	 	 	 	 	 	7	0	1	 	 	6	1	 	 	 	 	 	 	 	4	3	 	2	1	 	 	20	1	4	 	1	 	 	8	0	0	0	0	6	3	6	N	 	 	 	 	 	 	 	 	 	 	 
141097	0	1	1	 	 	0	0	 	1	 	11	14	1	 	 	 	 	 	0	0	1	3	6	2	98	 	 	9	1	1	 	1	6	 	10	0	1	0	0	9	1	3	N	 	 	 	 	 	 	 	 	 	 	 
141097	1	1	1	 	 	1	1	0	4	 	34	37	1	 	2	2	1	11	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
141097	2	1	1	 	 	1	1	1	1	 	34	36	2	0	 	 	 	 	0	0	 	1	6	2	98	 	 	11	0	 	4	 	 	 	 	 	 	 	 	 	 	 	N	5	0	 	1	19	12	0	 	1	1	4
141097	3	1	1	 	 	5	5	0	1	 	68	71	2	 	 	 	 	 	0	0	 	6	4	98	98	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 
141098	0	1	1	 	 	0	0	 	1	 	12	15	1	 	 	 	 	 	0	0	5	3	6	2	98	 	 	10	1	1	 	1	6	 	8	0	1	0	0	10	1	3	N	 	 	 	 	 	 	 	 	 	 	 
141098	1	1	1	 	 	1	1	0	4	 	43	46	1	 	7	6	1	5	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
141098	2	1	1	 	 	1	1	1	1	 	40	45	2	0	 	 	 	 	0	0	 	1	2	98	98	 	 	6	0	 	4	 	 	 	 	 	 	 	 	 	 	 	N	3	0	 	0	 	 	0	 	1	0	 
141098	3	1	1	 	 	7	7	0	1	 	19	22	2	 	 	 	 	 	0	0	 	3	6	2	98	 	 	16	0	 	1	 	 	 	 	 	 	 	 	 	 	 	Y	 	 	 	 	 	 	 	 	 	 	 
141098	4	1	1	 	 	13	13	0	4	 	-88	-77	1	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
141098	15	1	1	 	 	7	7	0	1	 	15	18	2	 	 	 	 	 	0	0	 	3	6	2	98	 	 	11	0	 	4	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 
141098	16	1	1	 	 	14	14	0	4	 	14	77	1	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
141098	17	 	 	 	 	 	15	0	1	 	 	3	1	 	 	 	 	 	 	 	 	5	 	3	98	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 
141099	0	1	1	 	 	0	0	 	1	 	11	14	2	 	 	 	 	 	0	0	1	3	6	2	98	 	 	9	1	1	 	1	6	 	7	0	1	0	0	8	3	3	N	 	 	 	 	 	 	 	 	 	 	 
141099	1	1	1	 	 	1	1	0	4	 	-88	41	1	 	7	6	1	0	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
141099	2	1	1	 	 	1	1	1	1	 	33	37	2	0	 	 	 	 	0	0	 	1	6	98	98	 	 	11	0	 	4	 	 	 	 	 	 	 	 	 	 	 	N	3	0	 	1	27	2	0	 	1	0	 
141099	3	1	1	 	 	6	6	0	4	 	-88	74	1	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
141099	4	1	1	 	 	6	6	0	4	 	-88	72	2	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
141099	5	1	1	 	 	13	13	0	4	 	-88	26	1	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
141099	6	1	1	 	 	13	13	0	4	 	-88	22	1	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
141099	7	1	1	 	 	13	13	0	4	 	-88	21	2	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
141099	15	1	1	 	 	7	9	0	1	 	14	17	2	 	 	 	 	 	0	0	12	3	1	2	98	 	 	11	1	9	 	1	6	 	10	2	2	0	0	7	2	2	N	 	 	 	 	 	 	 	 	 	 	 
141099	16	1	0	 	 	5	 	 	 	 	 	 	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
141099	17	1	1	 	 	5	5	0	4	 	70	75	1	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
141099	18	1	1	 	 	13	9	0	4	 	19	22	1	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
141099	19	1	1	 	 	16	16	0	4	 	18	21	2	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
141099	20	 	 	 	 	 	16	0	1	 	 	21	1	 	 	 	 	 	 	 	 	4	1	98	98	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 
141100	0	1	1	 	 	0	0	 	1	 	11	14	2	 	 	 	 	 	0	0	1	5	6	98	98	 	 	9	1	1	 	1	6	 	9	0	0	0	0	9	4	3	N	 	 	 	 	 	 	 	 	 	 	 
141100	1	1	1	 	 	1	1	0	4	 	-88	37	1	 	2	2	1	6	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
141100	2	1	0	 	 	1	 	 	 	 	 	 	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
141100	3	1	1	 	 	5	5	0	1	 	69	73	2	 	 	 	 	 	0	0	 	1	4	98	98	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 
141100	4	1	1	 	 	13	13	0	4	 	-88	25	2	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
141100	5	1	1	 	 	13	13	0	4	 	26	29	1	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
141100	6	1	1	 	 	13	13	0	4	 	-88	25	1	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
141100	7	1	1	 	 	13	13	1	1	 	45	49	2	 	 	 	 	 	0	0	 	3	6	3	98	 	 	11	0	 	4	 	 	 	 	 	 	 	 	 	 	 	N	3	0	 	0	 	 	1	0	5	0	 
141100	8	1	1	 	 	14	14	0	4	 	12	15	1	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
141101	0	1	1	 	 	0	0	 	1	 	12	15	1	 	 	 	 	 	0	0	5	3	6	2	1	 	 	10	1	1	 	1	5	 	8	0	0	0	0	6	2	7	N	 	 	 	 	 	 	 	 	 	 	 
141101	1	1	1	 	 	1	1	0	1	 	39	42	1	 	 	 	 	 	0	0	 	1	1	4	98	 	 	13	0	 	1	 	 	 	 	 	 	 	 	 	 	 	N	3	0	 	0	 	 	1	0	4	1	2
141101	2	1	1	 	 	1	1	1	1	 	45	48	2	0	 	 	 	 	0	0	 	2	1	98	98	 	 	14	0	 	1	 	 	 	 	 	 	 	 	 	 	 	N	3	0	 	0	 	 	0	 	1	0	 
141101	3	1	1	 	 	7	7	0	1	 	15	19	1	 	 	 	 	 	0	0	 	3	6	2	1	 	 	13	1	1	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 
141101	4	1	1	 	 	6	6	0	1	 	81	82	2	 	 	 	 	 	0	0	 	6	2	98	98	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 
141101	5	1	1	 	 	14	14	0	4	 	-88	24	2	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
141102	0	1	1	 	 	0	0	 	1	 	11	15	2	 	 	 	 	 	0	0	7	3	6	1	2	 	 	10	1	4	 	1	6	 	9	2	1	0	0	6	3	2	N	 	 	 	 	 	 	 	 	 	 	 
141102	1	1	1	 	 	1	1	1	1	 	37	40	2	0	 	 	 	 	0	0	 	2	3	98	98	 	 	11	0	 	4	 	 	 	 	 	 	 	 	 	 	 	N	4	0	 	0	 	 	0	 	88	0	 
141102	2	1	1	 	 	1	1	0	1	 	37	40	1	 	 	 	 	 	0	0	 	1	3	98	98	 	 	14	0	 	4	 	 	 	 	 	 	 	 	 	 	 	N	4	0	 	0	 	 	0	 	88	0	 
141102	3	1	1	 	 	7	7	0	1	 	5	8	2	 	 	 	 	 	0	0	5	3	 	1	2	 	 	2	1	4	 	1	7	 	9	0	1	0	0	6	3	5	N	 	 	 	 	 	 	 	 	 	 	 
141102	4	1	1	 	 	7	7	0	1	 	3	6	1	 	 	 	 	 	0	0	1	3	 	1	2	 	 	1	1	4	 	1	6	 	9	0	0	0	0	6	3	6	N	 	 	 	 	 	 	 	 	 	 	 
141103	0	1	1	 	 	0	0	 	1	 	12	15	2	 	 	 	 	 	0	0	3	3	6	2	1	 	 	10	1	4	 	1	6	 	7	3	3	1	1	6	3	2	N	 	 	 	 	 	 	 	 	 	 	 
141103	1	1	1	 	 	1	1	0	1	 	55	58	1	 	 	 	 	 	0	0	 	2	1	98	98	 	 	16	0	 	4	 	 	 	 	 	 	 	 	 	 	 	N	4	0	 	0	 	 	0	 	1	0	 
141103	2	1	1	 	 	1	1	1	1	 	34	37	2	0	 	 	 	 	0	0	 	2	1	98	98	 	 	16	0	 	4	 	 	 	 	 	 	 	 	 	 	 	N	4	0	 	0	 	 	0	 	1	0	 
141103	3	1	1	 	 	5	5	0	4	 	-88	67	1	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
141103	4	1	1	 	 	5	5	0	4	 	-88	60	2	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
141103	5	1	1	 	 	13	13	0	4	 	-88	39	2	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
141103	6	1	1	 	 	13	13	0	4	 	-88	34	2	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
141103	7	1	1	 	 	13	13	0	4	 	-88	32	1	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
141103	8	1	1	 	 	13	13	0	4	 	-88	22	2	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
141103	9	1	1	 	 	7	7	0	1	 	7	10	2	 	 	 	 	 	0	0	12	3	 	2	1	 	 	5	1	1	 	1	6	 	9	0	2	0	0	6	3	3	N	 	 	 	 	 	 	 	 	 	 	 
141103	10	1	1	 	 	7	7	0	1	 	5	8	1	 	 	 	 	 	0	0	4	3	 	2	1	 	 	4	1	1	 	1	6	 	9	0	0	0	0	7	4	3	N	 	 	 	 	 	 	 	 	 	 	 
141104	0	1	1	 	 	0	0	 	1	 	11	14	1	 	 	 	 	 	0	0	2	3	6	2	98	 	 	9	1	4	 	1	6	 	7	0	2	0	0	6	3	6	N	 	 	 	 	 	 	 	 	 	 	 
141104	1	1	1	 	 	1	1	0	4	 	-88	47	1	 	77	4	1	5	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
141104	2	1	1	 	 	1	1	1	1	 	51	54	2	0	 	 	 	 	0	0	 	1	3	98	98	 	 	14	0	 	4	 	 	 	 	 	 	 	 	 	 	 	N	3	0	 	0	 	 	0	 	1	0	 
141104	3	1	1	 	 	7	7	0	4	 	24	26	2	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
141104	4	1	1	 	 	7	7	0	1	 	22	24	1	 	 	 	 	 	0	0	 	3	6	2	98	 	 	13	0	 	4	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 
151001	0	1	1	0	 	0	0	 	1	 	12	15	1	 	 	 	 	 	0	0	7	3	6	2	1	 	 	8	1	1	 	1	6	 	8	1	1	0	0	6	1	5	N	 	 	 	 	 	 	 	 	 	 	 
151001	1	1	1	0	 	1	1	0	1	 	38	41	1	 	 	 	 	 	0	0	 	1	1	98	98	 	 	11	0	 	4	 	 	 	 	 	 	 	 	 	 	 	N	3	1	2	0	 	 	0	 	1	0	 
151001	2	1	1	0	 	1	1	1	1	 	35	38	2	0	 	 	 	 	0	0	 	2	1	98	98	 	 	10	0	 	4	 	 	 	 	 	 	 	 	 	 	 	N	2	0	 	1	20	14	0	 	1	0	 
151001	3	1	1	1	 	7	7	0	1	 	10	13	2	 	 	 	 	 	0	0	7	3	6	2	1	 	 	8	1	4	 	1	5	 	9	1	1	0	0	8	1	3	N	3	0	 	0	 	 	0	 	1	0	 
151001	4	1	1	0	 	7	7	0	1	 	1	4	1	 	 	 	 	 	0	0	 	3	 	2	1	 	 	20	1	4	 	1	 	 	9	0	1	0	0	4	2	6	N	 	 	 	 	 	 	 	 	 	 	 
151002	0	1	1	 	 	0	0	 	1	 	11	14	1	 	 	 	 	 	0	0	6	3	6	2	98	 	 	9	1	4	 	1	5	 	12	0	1	0	0	6	2	3	N	 	 	 	 	 	 	 	 	 	 	 
151002	1	1	1	 	 	1	1	0	4	 	-88	-88	1	 	1	2	1	3	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
151002	2	1	1	 	 	1	1	1	1	 	32	35	2	0	 	 	 	 	0	0	 	1	2	2	98	 	 	6	0	 	4	 	 	 	 	 	 	 	 	 	 	 	N	4	0	 	0	 	 	0	 	1	1	4
151003	0	1	1	0	 	0	0	 	1	 	12	15	2	 	 	 	 	 	0	0	7	3	6	1	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 
151003	1	1	1	0	 	1	1	1	1	 	46	49	2	0	 	 	 	 	0	0	 	2	3	98	98	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 
