CHILDCODE	LANDIDR5	LNDTYPR5	ALQTYR5	ALUNTR5	ALMUSER5	ALPRIRR5	NALQTYR5	NALUNTR5	NAMUSER5	BSLQTYR5	BSLUNTR5	BSMUSER5
11073	3	N	 	 	 	 	 	 	 	 	 	 
11073	4	N	 	 	 	 	 	 	 	 	 	 
11073	5	N	 	 	 	 	 	 	 	 	 	 
11073	6	N	 	 	 	 	 	 	 	 	 	 
11073	7	N	 	 	 	 	 	 	 	 	 	 
11074	1	Y	 	 	 	 	90	1	1	0	 	 
11074	2	N	 	 	 	 	 	 	 	 	 	 
11074	3	N	 	 	 	 	 	 	 	 	 	 
11074	4	N	 	 	 	 	 	 	 	 	 	 
11074	5	N	 	 	 	 	 	 	 	 	 	 
11074	6	N	 	 	 	 	 	 	 	 	 	 
11074	7	N	 	 	 	 	 	 	 	 	 	 
11075	1	Y	 	 	 	 	90	1	1	0	 	 
11075	2	N	 	 	 	 	 	 	 	 	 	 
11075	3	N	 	 	 	 	 	 	 	 	 	 
11075	4	Y	 	 	 	 	0	 	 	10	1	8
11075	5	N	 	 	 	 	 	 	 	 	 	 
11075	6	N	 	 	 	 	 	 	 	 	 	 
11075	7	N	 	 	 	 	 	 	 	 	 	 
11076	1	N	 	 	 	 	 	 	 	 	 	 
11076	2	N	 	 	 	 	 	 	 	 	 	 
11076	3	Y	 	 	 	 	60	1	1	0	 	 
11076	4	N	 	 	 	 	 	 	 	 	 	 
11076	5	N	 	 	 	 	 	 	 	 	 	 
11076	6	N	 	 	 	 	 	 	 	 	 	 
11076	7	N	 	 	 	 	 	 	 	 	 	 
11077	1	Y	 	 	 	 	150	1	1	0	 	 
11077	2	N	 	 	 	 	 	 	 	 	 	 
11077	3	N	 	 	 	 	 	 	 	 	 	 
11077	4	N	 	 	 	 	 	 	 	 	 	 
11077	5	N	 	 	 	 	 	 	 	 	 	 
11077	6	N	 	 	 	 	 	 	 	 	 	 
11077	7	N	 	 	 	 	 	 	 	 	 	 
11078	1	Y	 	 	 	 	112.5	1	1	0	 	 
11078	2	N	 	 	 	 	 	 	 	 	 	 
11078	3	N	 	 	 	 	 	 	 	 	 	 
11078	4	N	 	 	 	 	 	 	 	 	 	 
11078	5	N	 	 	 	 	 	 	 	 	 	 
11078	6	N	 	 	 	 	 	 	 	 	 	 
11078	7	N	 	 	 	 	 	 	 	 	 	 
11079	1	Y	 	 	 	 	168	1	1	0	 	 
11079	2	N	 	 	 	 	 	 	 	 	 	 
11079	3	N	 	 	 	 	 	 	 	 	 	 
11079	4	N	 	 	 	 	 	 	 	 	 	 
11079	5	N	 	 	 	 	 	 	 	 	 	 
11079	6	N	 	 	 	 	 	 	 	 	 	 
11079	7	N	 	 	 	 	 	 	 	 	 	 
11080	1	Y	 	 	 	 	120	1	1	0	 	 
11080	2	N	 	 	 	 	 	 	 	 	 	 
11080	3	N	 	 	 	 	 	 	 	 	 	 
11080	4	N	 	 	 	 	 	 	 	 	 	 
11080	5	N	 	 	 	 	 	 	 	 	 	 
11080	6	N	 	 	 	 	 	 	 	 	 	 
11080	7	N	 	 	 	 	 	 	 	 	 	 
11081	1	Y	 	 	 	 	70	1	1	0	 	 
11081	2	N	 	 	 	 	 	 	 	 	 	 
11081	3	N	 	 	 	 	 	 	 	 	 	 
11081	4	N	 	 	 	 	 	 	 	 	 	 
11081	5	N	 	 	 	 	 	 	 	 	 	 
11081	6	N	 	 	 	 	 	 	 	 	 	 
11081	7	N	 	 	 	 	 	 	 	 	 	 
11082	1	Y	1	2	5	4	94	1	1	0	 	 
11082	2	N	 	 	 	 	 	 	 	 	 	 
11082	3	N	 	 	 	 	 	 	 	 	 	 
11082	4	N	 	 	 	 	 	 	 	 	 	 
11082	5	N	 	 	 	 	 	 	 	 	 	 
11082	6	N	 	 	 	 	 	 	 	 	 	 
11082	7	N	 	 	 	 	 	 	 	 	 	 
11083	1	N	 	 	 	 	 	 	 	 	 	 
11083	2	N	 	 	 	 	 	 	 	 	 	 
11083	3	N	 	 	 	 	 	 	 	 	 	 
11083	4	Y	 	 	 	 	32	1	1	0	 	 
11083	5	N	 	 	 	 	 	 	 	 	 	 
11083	6	N	 	 	 	 	 	 	 	 	 	 
11083	7	N	 	 	 	 	 	 	 	 	 	 
11084	1	Y	 	 	 	 	244	1	1	0	 	 
11084	2	N	 	 	 	 	 	 	 	 	 	 
11084	3	N	 	 	 	 	 	 	 	 	 	 
11084	4	N	 	 	 	 	 	 	 	 	 	 
11084	5	N	 	 	 	 	 	 	 	 	 	 
11084	6	N	 	 	 	 	 	 	 	 	 	 
11084	7	N	 	 	 	 	 	 	 	 	 	 
11085	1	Y	 	 	 	 	60	1	1	0	 	 
11085	2	N	 	 	 	 	 	 	 	 	 	 
11085	3	N	 	 	 	 	 	 	 	 	 	 
11085	4	Y	 	 	 	 	60	1	1	0	 	 
11085	5	N	 	 	 	 	 	 	 	 	 	 
11085	6	N	 	 	 	 	 	 	 	 	 	 
11085	7	N	 	 	 	 	 	 	 	 	 	 
11086	1	N	 	 	 	 	 	 	 	 	 	 
11086	2	N	 	 	 	 	 	 	 	 	 	 
11086	3	Y	 	 	 	 	120	1	1	0	 	 
11086	4	N	 	 	 	 	 	 	 	 	 	 
11086	5	N	 	 	 	 	 	 	 	 	 	 
11086	6	N	 	 	 	 	 	 	 	 	 	 
11086	7	N	 	 	 	 	 	 	 	 	 	 
11087	1	Y	 	 	 	 	200	1	1	0	 	 
11087	2	N	 	 	 	 	 	 	 	 	 	 
11087	3	N	 	 	 	 	 	 	 	 	 	 
11087	4	N	 	 	 	 	 	 	 	 	 	 
11087	5	N	 	 	 	 	 	 	 	 	 	 
11087	6	N	 	 	 	 	 	 	 	 	 	 
11087	7	N	 	 	 	 	 	 	 	 	 	 
11088	1	Y	 	 	 	 	137.5	1	1	0	 	 
11088	2	N	 	 	 	 	 	 	 	 	 	 
11088	3	N	 	 	 	 	 	 	 	 	 	 
11088	4	N	 	 	 	 	 	 	 	 	 	 
11088	5	N	 	 	 	 	 	 	 	 	 	 
11088	6	N	 	 	 	 	 	 	 	 	 	 
11088	7	N	 	 	 	 	 	 	 	 	 	 
11089	1	Y	 	 	 	 	200	1	1	0	 	 
11089	2	N	 	 	 	 	 	 	 	 	 	 
11089	3	N	 	 	 	 	 	 	 	 	 	 
11089	4	N	 	 	 	 	 	 	 	 	 	 
11089	5	N	 	 	 	 	 	 	 	 	 	 
11089	6	N	 	 	 	 	 	 	 	 	 	 
11089	7	N	 	 	 	 	 	 	 	 	 	 
11090	1	Y	 	 	 	 	60	1	1	1	1	8
11090	2	N	 	 	 	 	 	 	 	 	 	 
11090	3	N	 	 	 	 	 	 	 	 	 	 
11090	4	N	 	 	 	 	 	 	 	 	 	 
11090	5	N	 	 	 	 	 	 	 	 	 	 
11090	6	N	 	 	 	 	 	 	 	 	 	 
11090	7	N	 	 	 	 	 	 	 	 	 	 
11091	1	Y	 	 	 	 	324	1	1	0	 	 
11091	2	N	 	 	 	 	 	 	 	 	 	 
11091	3	N	 	 	 	 	 	 	 	 	 	 
11091	4	N	 	 	 	 	 	 	 	 	 	 
11091	5	N	 	 	 	 	 	 	 	 	 	 
11091	6	N	 	 	 	 	 	 	 	 	 	 
11091	7	N	 	 	 	 	 	 	 	 	 	 
11092	1	Y	 	 	 	 	160	1	1	285	1	11
11092	2	N	 	 	 	 	 	 	 	 	 	 
11092	3	N	 	 	 	 	 	 	 	 	 	 
11092	4	N	 	 	 	 	 	 	 	 	 	 
11092	5	N	 	 	 	 	 	 	 	 	 	 
11092	6	N	 	 	 	 	 	 	 	 	 	 
11092	7	N	 	 	 	 	 	 	 	 	 	 
11093	1	Y	 	 	 	 	113	1	1	0	 	 
11093	2	N	 	 	 	 	 	 	 	 	 	 
11093	3	N	 	 	 	 	 	 	 	 	 	 
11093	4	N	 	 	 	 	 	 	 	 	 	 
11093	5	N	 	 	 	 	 	 	 	 	 	 
11093	6	N	 	 	 	 	 	 	 	 	 	 
11093	7	N	 	 	 	 	 	 	 	 	 	 
11094	1	N	 	 	 	 	 	 	 	 	 	 
11094	2	N	 	 	 	 	 	 	 	 	 	 
11094	3	Y	 	 	 	 	190	1	1	0	 	 
11094	4	N	 	 	 	 	 	 	 	 	 	 
11094	5	N	 	 	 	 	 	 	 	 	 	 
11094	6	N	 	 	 	 	 	 	 	 	 	 
11094	7	N	 	 	 	 	 	 	 	 	 	 
11095	1	Y	 	 	 	 	220	1	1	0	 	 
11095	2	N	 	 	 	 	 	 	 	 	 	 
11095	3	N	 	 	 	 	 	 	 	 	 	 
11095	4	N	 	 	 	 	 	 	 	 	 	 
11095	5	N	 	 	 	 	 	 	 	 	 	 
11095	6	N	 	 	 	 	 	 	 	 	 	 
11095	7	N	 	 	 	 	 	 	 	 	 	 
11096	1	Y	 	 	 	 	350	1	3	0	 	 
11096	2	N	 	 	 	 	 	 	 	 	 	 
11096	3	N	 	 	 	 	 	 	 	 	 	 
11096	4	N	 	 	 	 	 	 	 	 	 	 
11096	5	N	 	 	 	 	 	 	 	 	 	 
11096	6	N	 	 	 	 	 	 	 	 	 	 
11096	7	N	 	 	 	 	 	 	 	 	 	 
11097	1	Y	8.5	2	11	4	264	1	18	0	 	 
11097	2	N	 	 	 	 	 	 	 	 	 	 
11097	3	N	 	 	 	 	 	 	 	 	 	 
11097	4	N	 	 	 	 	 	 	 	 	 	 
11097	5	N	 	 	 	 	 	 	 	 	 	 
11097	6	N	 	 	 	 	 	 	 	 	 	 
11097	7	N	 	 	 	 	 	 	 	 	 	 
11098	1	Y	 	 	 	 	160	1	1	0	 	 
11098	2	N	 	 	 	 	 	 	 	 	 	 
11098	3	N	 	 	 	 	 	 	 	 	 	 
11098	4	N	 	 	 	 	 	 	 	 	 	 
11098	5	N	 	 	 	 	 	 	 	 	 	 
11098	6	N	 	 	 	 	 	 	 	 	 	 
11098	7	N	 	 	 	 	 	 	 	 	 	 
11099	1	N	 	 	 	 	 	 	 	 	 	 
11099	2	N	 	 	 	 	 	 	 	 	 	 
11099	3	N	 	 	 	 	 	 	 	 	 	 
11099	4	Y	 	 	 	 	50	1	1	0	 	 
11099	5	N	 	 	 	 	 	 	 	 	 	 
11099	6	N	 	 	 	 	 	 	 	 	 	 
11099	7	N	 	 	 	 	 	 	 	 	 	 
11100	1	Y	 	 	 	 	120	1	1	0	 	 
11100	2	N	 	 	 	 	 	 	 	 	 	 
11100	3	N	 	 	 	 	 	 	 	 	 	 
11100	4	N	 	 	 	 	 	 	 	 	 	 
11100	5	N	 	 	 	 	 	 	 	 	 	 
11100	6	N	 	 	 	 	 	 	 	 	 	 
11100	7	N	 	 	 	 	 	 	 	 	 	 
21001	1	Y	5000	1	5	4	266	1	1	0	 	 
21001	2	N	 	 	 	 	 	 	 	 	 	 
21001	3	N	 	 	 	 	 	 	 	 	 	 
21001	4	N	 	 	 	 	 	 	 	 	 	 
21001	5	N	 	 	 	 	 	 	 	 	 	 
21001	6	N	 	 	 	 	 	 	 	 	 	 
21001	7	N	 	 	 	 	 	 	 	 	 	 
21002	1	Y	 	 	 	 	144	1	1	0	 	 
21002	2	N	 	 	 	 	 	 	 	 	 	 
21002	3	N	 	 	 	 	 	 	 	 	 	 
21002	4	N	 	 	 	 	 	 	 	 	 	 
21002	5	N	 	 	 	 	 	 	 	 	 	 
21002	6	N	 	 	 	 	 	 	 	 	 	 
21002	7	N	 	 	 	 	 	 	 	 	 	 
21003	1	Y	1	2	5	4	68	1	1	0	 	 
21003	2	N	 	 	 	 	 	 	 	 	 	 
21003	3	N	 	 	 	 	 	 	 	 	 	 
21003	4	N	 	 	 	 	 	 	 	 	 	 
21003	5	N	 	 	 	 	 	 	 	 	 	 
21003	6	N	 	 	 	 	 	 	 	 	 	 
21003	7	N	 	 	 	 	 	 	 	 	 	 
21004	1	Y	2500	1	5	4	256	1	1	0	 	 
21004	2	N	 	 	 	 	 	 	 	 	 	 
21004	3	Y	10000	1	5	4	0	 	 	0	 	 
21004	4	N	 	 	 	 	 	 	 	 	 	 
21004	5	N	 	 	 	 	 	 	 	 	 	 
21004	6	N	 	 	 	 	 	 	 	 	 	 
21004	7	N	 	 	 	 	 	 	 	 	 	 
21005	1	Y	625	1	5	4	160	1	1	0	 	 
21005	2	N	 	 	 	 	 	 	 	 	 	 
21005	3	N	 	 	 	 	 	 	 	 	 	 
21005	4	N	 	 	 	 	 	 	 	 	 	 
21005	5	N	 	 	 	 	 	 	 	 	 	 
21005	6	N	 	 	 	 	 	 	 	 	 	 
21005	7	N	 	 	 	 	 	 	 	 	 	 
21006	1	Y	5000	1	5	4	0	 	 	160	1	11
21006	2	N	 	 	 	 	 	 	 	 	 	 
21006	3	Y	0	 	 	 	120	1	1	0	 	 
21006	4	N	 	 	 	 	 	 	 	 	 	 
21006	5	N	 	 	 	 	 	 	 	 	 	 
21006	6	N	 	 	 	 	 	 	 	 	 	 
21006	7	N	 	 	 	 	 	 	 	 	 	 
21007	1	Y	1	2	5	4	66	1	1	0	 	 
21007	2	N	 	 	 	 	 	 	 	 	 	 
21007	3	N	 	 	 	 	 	 	 	 	 	 
21007	4	N	 	 	 	 	 	 	 	 	 	 
21007	5	N	 	 	 	 	 	 	 	 	 	 
21007	6	N	 	 	 	 	 	 	 	 	 	 
21007	7	N	 	 	 	 	 	 	 	 	 	 
21008	1	Y	 	 	 	 	500	1	1	0	 	 
21008	2	N	 	 	 	 	 	 	 	 	 	 
21008	3	N	 	 	 	 	 	 	 	 	 	 
21008	4	N	 	 	 	 	 	 	 	 	 	 
21008	5	N	 	 	 	 	 	 	 	 	 	 
21008	6	N	 	 	 	 	 	 	 	 	 	 
21008	7	N	 	 	 	 	 	 	 	 	 	 
21009	1	Y	 	 	 	 	100	1	1	0	 	 
21009	2	N	 	 	 	 	 	 	 	 	 	 
21009	3	N	 	 	 	 	 	 	 	 	 	 
21009	4	N	 	 	 	 	 	 	 	 	 	 
21009	5	N	 	 	 	 	 	 	 	 	 	 
21009	6	N	 	 	 	 	 	 	 	 	 	 
21009	7	N	 	 	 	 	 	 	 	 	 	 
21010	1	Y	 	 	 	 	250	1	1	0	 	 
21010	2	N	 	 	 	 	 	 	 	 	 	 
21010	3	N	 	 	 	 	 	 	 	 	 	 
21010	4	N	 	 	 	 	 	 	 	 	 	 
21010	5	N	 	 	 	 	 	 	 	 	 	 
21010	6	N	 	 	 	 	 	 	 	 	 	 
21010	7	N	 	 	 	 	 	 	 	 	 	 
21011	1	Y	 	 	 	 	300	1	2	0	 	 
21011	2	N	 	 	 	 	 	 	 	 	 	 
21011	3	N	 	 	 	 	 	 	 	 	 	 
21011	4	N	 	 	 	 	 	 	 	 	 	 
21011	5	N	 	 	 	 	 	 	 	 	 	 
21011	6	N	 	 	 	 	 	 	 	 	 	 
21011	7	N	 	 	 	 	 	 	 	 	 	 
21012	1	Y	 	 	 	 	300	1	1	0	 	 
21012	2	N	 	 	 	 	 	 	 	 	 	 
21012	3	N	 	 	 	 	 	 	 	 	 	 
21012	4	N	 	 	 	 	 	 	 	 	 	 
21012	5	N	 	 	 	 	 	 	 	 	 	 
21012	6	N	 	 	 	 	 	 	 	 	 	 
21012	7	N	 	 	 	 	 	 	 	 	 	 
21013	1	Y	625	1	5	4	400	1	1	0	 	 
21013	2	N	 	 	 	 	 	 	 	 	 	 
21013	3	N	 	 	 	 	 	 	 	 	 	 
21013	4	N	 	 	 	 	 	 	 	 	 	 
21013	5	N	 	 	 	 	 	 	 	 	 	 
21013	6	N	 	 	 	 	 	 	 	 	 	 
21013	7	N	 	 	 	 	 	 	 	 	 	 
21014	1	Y	7500	1	5	4	240	1	1	0	 	 
21014	2	N	 	 	 	 	 	 	 	 	 	 
21014	3	N	 	 	 	 	 	 	 	 	 	 
21014	4	N	 	 	 	 	 	 	 	 	 	 
21014	5	N	 	 	 	 	 	 	 	 	 	 
21014	6	N	 	 	 	 	 	 	 	 	 	 
21014	7	N	 	 	 	 	 	 	 	 	 	 
21015	1	Y	 	 	 	 	100	1	1	0	 	 
21015	2	N	 	 	 	 	 	 	 	 	 	 
21015	3	N	 	 	 	 	 	 	 	 	 	 
21015	4	N	 	 	 	 	 	 	 	 	 	 
21015	5	N	 	 	 	 	 	 	 	 	 	 
21015	6	N	 	 	 	 	 	 	 	 	 	 
21015	7	N	 	 	 	 	 	 	 	 	 	 
21016	1	Y	1	2	5	4	360	1	1	1470	1	20
21016	2	N	 	 	 	 	 	 	 	 	 	 
21016	3	N	 	 	 	 	 	 	 	 	 	 
21016	4	Y	5000	1	5	4	0	 	 	0	 	 
21016	5	N	 	 	 	 	 	 	 	 	 	 
21016	6	N	 	 	 	 	 	 	 	 	 	 
21016	7	N	 	 	 	 	 	 	 	 	 	 
21017	1	Y	 	 	 	 	100	1	3	0	 	 
21017	2	N	 	 	 	 	 	 	 	 	 	 
21017	3	N	 	 	 	 	 	 	 	 	 	 
21017	4	N	 	 	 	 	 	 	 	 	 	 
21017	5	N	 	 	 	 	 	 	 	 	 	 
21017	6	N	 	 	 	 	 	 	 	 	 	 
21017	7	N	 	 	 	 	 	 	 	 	 	 
21018	1	Y	1	2	5	4	240	1	1	400	1	11
21018	2	N	 	 	 	 	 	 	 	 	 	 
21018	3	N	 	 	 	 	 	 	 	 	 	 
21018	4	N	 	 	 	 	 	 	 	 	 	 
21018	5	N	 	 	 	 	 	 	 	 	 	 
21018	6	N	 	 	 	 	 	 	 	 	 	 
21018	7	N	 	 	 	 	 	 	 	 	 	 
21019	1	Y	625	1	5	4	288	1	1	0	 	 
21019	2	N	 	 	 	 	 	 	 	 	 	 
21019	3	N	 	 	 	 	 	 	 	 	 	 
21019	4	N	 	 	 	 	 	 	 	 	 	 
21019	5	N	 	 	 	 	 	 	 	 	 	 
21019	6	N	 	 	 	 	 	 	 	 	 	 
21019	7	N	 	 	 	 	 	 	 	 	 	 
21020	1	Y	 	 	 	 	45	1	1	0	 	 
21020	2	N	 	 	 	 	 	 	 	 	 	 
21020	3	N	 	 	 	 	 	 	 	 	 	 
21020	4	N	 	 	 	 	 	 	 	 	 	 
21020	5	N	 	 	 	 	 	 	 	 	 	 
21020	6	N	 	 	 	 	 	 	 	 	 	 
21020	7	N	 	 	 	 	 	 	 	 	 	 
21021	1	Y	 	 	 	 	120	1	1	0	 	 
21021	2	N	 	 	 	 	 	 	 	 	 	 
21021	3	N	 	 	 	 	 	 	 	 	 	 
21021	4	N	 	 	 	 	 	 	 	 	 	 
21021	5	N	 	 	 	 	 	 	 	 	 	 
21021	6	N	 	 	 	 	 	 	 	 	 	 
21021	7	N	 	 	 	 	 	 	 	 	 	 
21022	1	Y	2	2	5	2	640	1	1	0	 	 
21022	2	N	 	 	 	 	 	 	 	 	 	 
21022	3	N	 	 	 	 	 	 	 	 	 	 
21022	4	N	 	 	 	 	 	 	 	 	 	 
21022	5	N	 	 	 	 	 	 	 	 	 	 
21022	6	N	 	 	 	 	 	 	 	 	 	 
21022	7	Y	1	2	5	4	0	 	 	0	 	 
21023	1	Y	1875	1	5	4	500	1	1	0	 	 
21023	2	N	 	 	 	 	 	 	 	 	 	 
21023	3	N	 	 	 	 	 	 	 	 	 	 
21023	4	N	 	 	 	 	 	 	 	 	 	 
21023	5	N	 	 	 	 	 	 	 	 	 	 
21023	6	N	 	 	 	 	 	 	 	 	 	 
21023	7	N	 	 	 	 	 	 	 	 	 	 
21024	1	Y	 	 	 	 	380.899993896484	1	1	0	 	 
21024	2	N	 	 	 	 	 	 	 	 	 	 
21024	3	N	 	 	 	 	 	 	 	 	 	 
21024	4	N	 	 	 	 	 	 	 	 	 	 
21024	5	N	 	 	 	 	 	 	 	 	 	 
21024	6	N	 	 	 	 	 	 	 	 	 	 
21024	7	N	 	 	 	 	 	 	 	 	 	 
21025	1	Y	150	1	5	4	120	1	1	0	 	 
21025	2	N	 	 	 	 	 	 	 	 	 	 
21025	3	N	 	 	 	 	 	 	 	 	 	 
21025	4	N	 	 	 	 	 	 	 	 	 	 
21025	5	N	 	 	 	 	 	 	 	 	 	 
21025	6	N	 	 	 	 	 	 	 	 	 	 
21025	7	N	 	 	 	 	 	 	 	 	 	 
21026	1	Y	0	 	 	 	72	1	1	0	 	 
21026	2	N	 	 	 	 	 	 	 	 	 	 
21026	3	N	 	 	 	 	 	 	 	 	 	 
21026	4	Y	10000	1	5	4	0	 	 	0	 	 
21026	5	N	 	 	 	 	 	 	 	 	 	 
21026	6	N	 	 	 	 	 	 	 	 	 	 
21026	7	N	 	 	 	 	 	 	 	 	 	 
21027	1	Y	 	 	 	 	64	1	1	0	 	 
21027	2	N	 	 	 	 	 	 	 	 	 	 
21027	3	N	 	 	 	 	 	 	 	 	 	 
21027	4	N	 	 	 	 	 	 	 	 	 	 
21027	5	N	 	 	 	 	 	 	 	 	 	 
21027	6	N	 	 	 	 	 	 	 	 	 	 
21027	7	N	 	 	 	 	 	 	 	 	 	 
21028	1	Y	0	 	 	 	180	1	1	0	 	 
21028	2	N	 	 	 	 	 	 	 	 	 	 
21028	3	N	 	 	 	 	 	 	 	 	 	 
21028	4	Y	5000	1	5	4	0	 	 	0	 	 
21028	5	N	 	 	 	 	 	 	 	 	 	 
21028	6	N	 	 	 	 	 	 	 	 	 	 
21028	7	N	 	 	 	 	 	 	 	 	 	 
21029	1	Y	0	 	 	 	160	1	1	0	 	 
21029	2	N	 	 	 	 	 	 	 	 	 	 
21029	3	N	 	 	 	 	 	 	 	 	 	 
21029	4	Y	1250	1	5	4	0	 	 	0	 	 
21029	5	N	 	 	 	 	 	 	 	 	 	 
21029	6	N	 	 	 	 	 	 	 	 	 	 
21029	7	N	 	 	 	 	 	 	 	 	 	 
21030	1	Y	 	 	 	 	300	1	1	2.25	1	8
21030	2	N	 	 	 	 	 	 	 	 	 	 
21030	3	N	 	 	 	 	 	 	 	 	 	 
21030	4	N	 	 	 	 	 	 	 	 	 	 
21030	5	N	 	 	 	 	 	 	 	 	 	 
21030	6	N	 	 	 	 	 	 	 	 	 	 
21030	7	N	 	 	 	 	 	 	 	 	 	 
21031	1	Y	3125	1	5	4	30	1	1	120	1	11
21031	2	N	 	 	 	 	 	 	 	 	 	 
21031	3	N	 	 	 	 	 	 	 	 	 	 
21031	4	N	 	 	 	 	 	 	 	 	 	 
21031	5	N	 	 	 	 	 	 	 	 	 	 
21031	6	N	 	 	 	 	 	 	 	 	 	 
21031	7	N	 	 	 	 	 	 	 	 	 	 
21032	1	Y	 	 	 	 	120	1	1	0	 	 
21032	2	N	 	 	 	 	 	 	 	 	 	 
21032	3	N	 	 	 	 	 	 	 	 	 	 
21032	4	N	 	 	 	 	 	 	 	 	 	 
21032	5	N	 	 	 	 	 	 	 	 	 	 
21032	6	N	 	 	 	 	 	 	 	 	 	 
21032	7	N	 	 	 	 	 	 	 	 	 	 
21033	1	Y	.5	2	5	4	210	1	3	0	 	 
21033	2	N	 	 	 	 	 	 	 	 	 	 
21033	3	N	 	 	 	 	 	 	 	 	 	 
21033	4	N	 	 	 	 	 	 	 	 	 	 
21033	5	N	 	 	 	 	 	 	 	 	 	 
21033	6	N	 	 	 	 	 	 	 	 	 	 
21033	7	N	 	 	 	 	 	 	 	 	 	 
21034	1	Y	 	 	 	 	120	1	1	0	 	 
21034	2	N	 	 	 	 	 	 	 	 	 	 
21034	3	N	 	 	 	 	 	 	 	 	 	 
21034	4	N	 	 	 	 	 	 	 	 	 	 
21034	5	N	 	 	 	 	 	 	 	 	 	 
21034	6	N	 	 	 	 	 	 	 	 	 	 
21034	7	N	 	 	 	 	 	 	 	 	 	 
21035	1	Y	0	 	 	 	120	1	1	0	 	 
21035	2	N	 	 	 	 	 	 	 	 	 	 
21035	3	N	 	 	 	 	 	 	 	 	 	 
21035	4	Y	2500	1	5	4	0	 	 	0	 	 
21035	5	N	 	 	 	 	 	 	 	 	 	 
21035	6	N	 	 	 	 	 	 	 	 	 	 
21035	7	N	 	 	 	 	 	 	 	 	 	 
21036	1	Y	 	 	 	 	90	1	1	0	 	 
21036	2	N	 	 	 	 	 	 	 	 	 	 
21036	3	N	 	 	 	 	 	 	 	 	 	 
21036	4	N	 	 	 	 	 	 	 	 	 	 
21036	5	N	 	 	 	 	 	 	 	 	 	 
21036	6	N	 	 	 	 	 	 	 	 	 	 
21036	7	N	 	 	 	 	 	 	 	 	 	 
21037	1	Y	 	 	 	 	144	1	1	0	 	 
21037	2	N	 	 	 	 	 	 	 	 	 	 
21037	3	N	 	 	 	 	 	 	 	 	 	 
21037	4	N	 	 	 	 	 	 	 	 	 	 
21037	5	N	 	 	 	 	 	 	 	 	 	 
21037	6	N	 	 	 	 	 	 	 	 	 	 
21037	7	N	 	 	 	 	 	 	 	 	 	 
21038	1	Y	0	 	 	 	170	1	1	0	 	 
21038	2	N	 	 	 	 	 	 	 	 	 	 
21038	3	Y	6250	1	5	4	0	 	 	0	 	 
21038	4	N	 	 	 	 	 	 	 	 	 	 
21038	5	N	 	 	 	 	 	 	 	 	 	 
21038	6	N	 	 	 	 	 	 	 	 	 	 
21038	7	N	 	 	 	 	 	 	 	 	 	 
21039	1	Y	 	 	 	 	250	1	3	5	1	8
21039	2	N	 	 	 	 	 	 	 	 	 	 
21039	3	N	 	 	 	 	 	 	 	 	 	 
21039	4	N	 	 	 	 	 	 	 	 	 	 
21039	5	N	 	 	 	 	 	 	 	 	 	 
21039	6	N	 	 	 	 	 	 	 	 	 	 
21039	7	N	 	 	 	 	 	 	 	 	 	 
21040	1	Y	 	 	 	 	150	1	1	0	 	 
21040	2	N	 	 	 	 	 	 	 	 	 	 
21040	3	N	 	 	 	 	 	 	 	 	 	 
21040	4	N	 	 	 	 	 	 	 	 	 	 
21040	5	N	 	 	 	 	 	 	 	 	 	 
21040	6	N	 	 	 	 	 	 	 	 	 	 
21040	7	N	 	 	 	 	 	 	 	 	 	 
21041	1	Y	 	 	 	 	0	 	 	90	1	11
21041	2	N	 	 	 	 	 	 	 	 	 	 
21041	3	Y	 	 	 	 	70	1	1	0	 	 
21041	4	N	 	 	 	 	 	 	 	 	 	 
21041	5	N	 	 	 	 	 	 	 	 	 	 
21041	6	N	 	 	 	 	 	 	 	 	 	 
21041	7	N	 	 	 	 	 	 	 	 	 	 
21042	1	Y	5000	1	5	4	150	1	1	0	 	 
21042	2	N	 	 	 	 	 	 	 	 	 	 
21042	3	N	 	 	 	 	 	 	 	 	 	 
21042	4	Y	5000	1	5	4	0	 	 	0	 	 
21042	5	N	 	 	 	 	 	 	 	 	 	 
21042	6	N	 	 	 	 	 	 	 	 	 	 
21042	7	N	 	 	 	 	 	 	 	 	 	 
21043	1	Y	 	 	 	 	500	1	1	0	 	 
21043	2	N	 	 	 	 	 	 	 	 	 	 
21043	3	N	 	 	 	 	 	 	 	 	 	 
21043	4	N	 	 	 	 	 	 	 	 	 	 
21043	5	N	 	 	 	 	 	 	 	 	 	 
21043	6	N	 	 	 	 	 	 	 	 	 	 
21043	7	N	 	 	 	 	 	 	 	 	 	 
21044	1	Y	 	 	 	 	160	1	1	0	 	 
21044	2	N	 	 	 	 	 	 	 	 	 	 
21044	3	N	 	 	 	 	 	 	 	 	 	 
21044	4	N	 	 	 	 	 	 	 	 	 	 
21044	5	N	 	 	 	 	 	 	 	 	 	 
21044	6	N	 	 	 	 	 	 	 	 	 	 
21044	7	N	 	 	 	 	 	 	 	 	 	 
21045	1	Y	2500	1	5	4	300	1	1	0	 	 
21045	2	N	 	 	 	 	 	 	 	 	 	 
21045	3	N	 	 	 	 	 	 	 	 	 	 
21045	4	N	 	 	 	 	 	 	 	 	 	 
21045	5	N	 	 	 	 	 	 	 	 	 	 
21045	6	N	 	 	 	 	 	 	 	 	 	 
21045	7	N	 	 	 	 	 	 	 	 	 	 
21046	1	N	 	 	 	 	 	 	 	 	 	 
