CHILDCODE	NONFODR5	BGHTR5	SPYRR5	SPNMR5
11042	23	0	 	 
11042	24	0	 	 
11042	25	0	 	 
11042	26	1	525	1
11042	27	0	 	 
11042	28	0	 	 
11042	29	0	 	 
11042	30	0	 	 
11042	31	0	 	 
11043	1	1	200	 
11043	2	1	200	 
11043	3	1	400	2
11043	4	1	150	0
11043	5	0	 	 
11043	6	1	50	 
11043	7	1	100	2
11043	8	1	70	0
11043	9	0	 	 
11043	10	0	 	 
11043	11	0	 	 
11043	12	0	 	 
11043	13	0	 	 
11043	15	1	300	1
11043	16	0	 	 
11043	17	1	200	4
11043	18	1	70	1
11043	19	1	70	0
11043	20	1	150	0
11043	21	1	100	0
11043	22	0	 	 
11043	23	0	 	 
11043	24	0	 	 
11043	25	0	 	 
11043	26	1	4800	0
11043	27	0	 	 
11043	28	0	 	 
11043	29	0	 	 
11043	30	0	 	 
11043	31	0	 	 
11044	1	1	1000	 
11044	2	1	500	 
11044	3	1	500	0
11044	4	1	500	4
11044	5	1	250	 
11044	6	1	200	 
11044	7	1	100	0
11044	8	1	100	4
11044	9	1	150	4
11044	10	1	100	0
11044	11	0	 	 
11044	12	1	60	2
11044	13	1	300	0
11044	15	1	550	3
11044	16	0	 	 
11044	17	1	200	2
11044	18	1	200	1
11044	19	1	200	1
11044	20	1	200	1
11044	21	1	200	0
11044	22	1	720	0
11044	23	0	 	 
11044	24	0	 	 
11044	25	0	 	 
11044	26	1	1000	0
11044	27	0	 	 
11044	28	0	 	 
11044	29	1	4000	0
11044	30	0	 	 
11044	31	0	 	 
11045	1	1	120	 
11045	2	1	200	 
11045	3	1	1500	4
11045	4	0	 	 
11045	5	1	90	 
11045	6	1	250	 
11045	7	1	300	4
11045	8	0	 	 
11045	9	0	 	 
11045	10	1	65	4
11045	11	1	130	4
11045	12	1	25	4
11045	13	0	 	 
11045	15	1	450	4
11045	16	0	 	 
11045	17	1	300	2
11045	18	1	250	1
11045	19	1	200	1
11045	20	0	 	 
11045	21	0	 	 
11045	22	0	 	 
11045	23	0	 	 
11045	24	0	 	 
11045	25	0	 	 
11045	26	0	 	 
11045	27	0	 	 
11045	28	0	 	 
11045	29	0	 	 
11045	30	0	 	 
11045	31	0	 	 
11046	1	1	350	 
11046	2	0	 	 
11046	3	1	150	0
11046	4	1	200	4
11046	5	1	350	 
11046	6	1	60	 
11046	7	1	50	0
11046	8	1	150	4
11046	9	0	 	 
11046	10	0	 	 
11046	11	0	 	 
11046	12	0	 	 
11046	13	0	 	 
11046	15	1	250	2
11046	16	0	 	 
11046	17	0	 	 
11046	18	1	250	1
11046	19	0	 	 
11046	20	0	 	 
11046	21	0	 	 
11046	22	1	520	1
11046	23	0	 	 
11046	24	0	 	 
11046	25	1	600	0
11046	26	1	6000	0
11046	27	0	 	 
11046	28	0	 	 
11046	29	1	1650	0
11046	30	0	 	 
11046	31	0	 	 
11047	1	1	300	 
11047	2	1	800	 
11047	3	1	1000	2
11047	4	0	 	 
11047	5	1	700	 
11047	6	1	250	 
11047	7	1	400	2
11047	8	0	 	 
11047	9	0	 	 
11047	10	1	180	2
11047	11	1	4420	2
11047	12	0	 	 
11047	13	1	1200	2
11047	15	1	400	2
11047	16	0	 	 
11047	17	1	50	4
11047	18	1	50	4
11047	19	1	250	2
11047	20	1	400	0
11047	21	0	 	 
11047	22	1	120	2
11047	23	0	 	 
11047	24	0	 	 
11047	25	1	20000	0
11047	26	1	400	1
11047	27	0	 	 
11047	28	0	 	 
11047	29	0	 	 
11047	30	0	 	 
11047	31	0	 	 
11048	1	1	600	 
11048	2	1	500	 
11048	3	1	300	4
11048	4	0	 	 
11048	5	1	500	 
11048	6	1	300	 
11048	7	0	 	 
11048	8	1	200	4
11048	9	0	 	 
11048	10	1	200	4
11048	11	0	 	 
11048	12	0	 	 
11048	13	0	 	 
11048	15	1	100	4
11048	16	0	 	 
11048	17	0	 	 
11048	18	1	100	0
11048	19	1	300	1
11048	20	1	200	4
11048	21	0	 	 
11048	22	1	480	0
11048	23	1	900	0
11048	24	1	250	0
11048	25	0	 	 
11048	26	1	420	0
11048	27	0	 	 
11048	28	0	 	 
11048	29	0	 	 
11048	30	0	 	 
11048	31	0	 	 
11049	1	1	150	 
11049	2	1	400	 
11049	3	0	 	 
11049	4	1	100	4
11049	5	0	 	 
11049	6	1	260	 
11049	7	0	 	 
11049	8	1	30	4
11049	9	1	85	4
11049	10	0	 	 
11049	11	0	 	 
11049	12	1	21	4
11049	13	0	 	 
11049	15	1	40	1
11049	16	0	 	 
11049	17	0	 	 
11049	18	1	60	1
11049	19	0	 	 
11049	20	1	40	0
11049	21	0	 	 
11049	22	1	240	1
11049	23	0	 	 
11049	24	0	 	 
11049	25	0	 	 
11049	26	1	2000	0
11049	27	0	 	 
11049	28	0	 	 
11049	29	1	9000	0
11049	30	0	 	 
11049	31	0	 	 
11050	1	1	300	 
11050	2	1	300	 
11050	3	1	350	4
11050	4	0	 	 
11050	5	1	120	 
11050	6	1	150	 
11050	7	1	150	4
11050	8	0	 	 
11050	9	0	 	 
11050	10	1	125	4
11050	11	0	 	 
11050	12	1	30	4
11050	13	0	 	 
11050	15	1	100	4
11050	16	0	 	 
11050	17	0	 	 
11050	18	1	300	0
11050	19	0	 	 
11050	20	1	3000	4
11050	21	0	 	 
11050	22	0	 	 
11050	23	0	 	 
11050	24	0	 	 
11050	25	1	600	0
11050	26	1	800	0
11050	27	0	 	 
11050	28	0	 	 
11050	29	0	 	 
11050	30	0	 	 
11050	31	0	 	 
11051	1	1	110	 
11051	2	1	100	 
11051	3	1	60	4
11051	4	0	 	 
11051	5	1	30	 
11051	6	1	30	 
11051	7	1	30	4
11051	8	0	 	 
11051	9	0	 	 
11051	10	1	110	4
11051	11	0	 	 
11051	12	1	20	4
11051	13	0	 	 
11051	15	1	80	4
11051	16	0	 	 
11051	17	0	 	 
11051	18	0	 	 
11051	19	1	50	4
11051	20	0	 	 
11051	21	0	 	 
11051	22	0	 	 
11051	23	0	 	 
11051	24	0	 	 
11051	25	0	 	 
11051	26	1	2880	0
11051	27	0	 	 
11051	28	0	 	 
11051	29	1	100	0
11051	30	0	 	 
11051	31	0	 	 
11052	1	1	800	 
11052	2	1	300	 
11052	3	0	 	 
11052	4	1	200	4
11052	5	1	250	 
11052	6	1	100	 
11052	7	0	 	 
11052	8	1	150	4
11052	9	1	150	4
11052	10	0	 	 
11052	11	1	2000	4
11052	12	0	 	 
11052	13	0	 	 
11052	15	1	250	2
11052	16	0	 	 
11052	17	0	 	 
11052	18	1	1200	3
11052	19	1	150	1
11052	20	0	 	 
11052	21	0	 	 
11052	22	1	300	1
11052	23	0	 	 
11052	24	0	 	 
11052	25	1	12000	0
11052	26	1	612	0
11052	27	0	 	 
11052	28	0	 	 
11052	29	1	3500	0
11052	30	0	 	 
11052	31	0	 	 
11053	1	1	150	 
11053	2	1	200	 
11053	3	1	100	4
11053	4	1	350	0
11053	5	1	90	 
11053	6	1	125	 
11053	7	1	90	2
11053	8	1	70	0
11053	9	1	380	0
11053	10	1	40	4
11053	11	0	 	 
11053	12	1	60	1
11053	13	0	 	 
11053	15	1	450	1
11053	16	0	 	 
11053	17	1	60	0
11053	18	1	120	1
11053	19	0	 	 
11053	20	1	110	1
11053	21	1	60	1
11053	22	1	120	2
11053	23	0	 	 
11053	24	0	 	 
11053	25	0	 	 
11053	26	0	 	 
11053	27	0	 	 
11053	28	0	 	 
11053	29	0	 	 
11053	30	1	350	 
11053	31	1	450	 
11054	1	1	300	 
11054	2	1	20	 
11054	3	1	200	0
11054	4	1	600	2
11054	5	1	100	 
11054	6	1	100	 
11054	7	1	100	0
11054	8	1	200	2
11054	9	1	280	2
11054	10	0	 	 
11054	11	0	 	 
11054	12	0	 	 
11054	13	0	 	 
11054	15	1	150	2
11054	16	0	 	 
11054	17	0	 	 
11054	18	1	20	1
11054	19	0	 	 
11054	20	1	70	0
11054	21	0	 	 
11054	22	0	 	 
11054	23	0	 	 
11054	24	0	 	 
11054	25	1	80	0
11054	26	0	 	 
11054	27	1	100	0
11054	28	0	 	 
11054	29	0	 	 
11054	30	0	 	 
11054	31	0	 	 
11055	1	1	900	 
11055	2	1	500	 
11055	3	1	800	4
11055	4	0	 	 
11055	5	1	300	 
11055	6	1	200	 
11055	7	1	350	4
11055	8	0	 	 
11055	9	0	 	 
11055	10	1	90	4
11055	11	0	 	 
11055	12	1	30	4
11055	13	0	 	 
11055	15	1	200	4
11055	16	0	 	 
11055	17	0	 	 
11055	18	1	1200	1
11055	19	1	300	4
11055	20	1	180	1
11055	21	0	 	 
11055	22	1	1800	2
11055	23	1	3500	1
11055	24	0	 	 
11055	25	0	 	 
11055	26	0	 	 
11055	27	0	 	 
11055	28	0	 	 
11055	29	0	 	 
11055	30	0	 	 
11055	31	0	 	 
11056	1	1	500	 
11056	2	1	900	 
11056	3	1	1000	2
11056	4	0	 	 
11056	5	1	700	 
11056	6	1	300	 
11056	7	1	1000	2
11056	8	0	 	 
11056	9	0	 	 
11056	10	1	460	2
11056	11	1	10260	2
11056	12	0	 	 
11056	13	1	200	2
11056	15	1	1600	2
11056	16	0	 	 
11056	17	1	800	1
11056	18	1	200	1
11056	19	1	1000	1
11056	20	1	3000	1
11056	21	1	800	1
11056	22	1	4200	1
11056	23	1	1500	0
11056	24	0	 	 
11056	25	0	 	 
11056	26	1	40000	0
11056	27	0	 	 
11056	28	0	 	 
11056	29	0	 	 
11056	30	0	 	 
11056	31	0	 	 
11057	1	1	100	 
11057	2	1	200	 
11057	3	0	 	 
11057	4	1	500	1
11057	5	0	 	 
11057	6	1	100	 
11057	7	0	 	 
11057	8	1	300	1
11057	9	1	500	1
11057	10	0	 	 
11057	11	0	 	 
11057	12	1	70	2
11057	13	1	100	0
11057	15	1	500	1
11057	16	0	 	 
11057	17	0	 	 
11057	18	1	1000	1
11057	19	0	 	 
11057	20	0	 	 
11057	21	0	 	 
11057	22	0	 	 
11057	23	0	 	 
11057	24	0	 	 
11057	25	0	 	 
11057	26	0	 	 
11057	27	0	 	 
11057	28	0	 	 
11057	29	0	 	 
11057	30	0	 	 
11057	31	0	 	 
11059	1	1	150	 
11059	2	1	500	 
11059	3	1	700	4
11059	4	0	 	 
11059	5	1	300	 
11059	6	1	300	 
11059	7	1	500	4
11059	8	0	 	 
11059	9	0	 	 
11059	10	1	360	4
11059	11	1	100	4
11059	12	0	 	 
11059	13	0	 	 
11059	15	1	500	4
11059	16	0	 	 
11059	17	0	 	 
11059	18	0	 	 
11059	19	0	 	 
11059	20	0	 	 
11059	21	0	 	 
11059	22	1	1200	1
11059	23	0	 	 
11059	24	0	 	 
11059	25	0	 	 
11059	26	0	 	 
11059	27	0	 	 
11059	28	0	 	 
11059	29	0	 	 
11059	30	0	 	 
11059	31	0	 	 
11060	1	1	100	 
11060	2	1	300	 
11060	3	1	400	4
11060	4	1	200	0
11060	5	1	100	 
11060	6	1	150	 
11060	7	1	100	4
11060	8	1	100	0
11060	9	0	 	 
11060	10	1	100	4
11060	11	0	 	 
11060	12	1	120	4
11060	13	0	 	 
11060	15	1	300	4
11060	16	0	 	 
11060	17	0	 	 
11060	18	1	50	1
11060	19	0	 	 
11060	20	1	350	1
11060	21	0	 	 
11060	22	0	 	 
11060	23	0	 	 
11060	24	0	 	 
11060	25	0	 	 
11060	26	1	600	0
11060	27	0	 	 
11060	28	0	 	 
11060	29	0	 	 
11060	30	0	 	 
11060	31	0	 	 
11061	1	0	 	 
11061	2	0	 	 
11061	3	0	 	 
11061	4	0	 	 
11061	5	1	200	 
11061	6	1	175	 
11061	7	0	 	 
11061	8	1	300	1
11061	9	1	240	1
11061	10	0	 	 
11061	11	1	25	2
11061	12	0	 	 
11061	13	0	 	 
11061	15	1	300	1
11061	16	0	 	 
11061	17	0	 	 
11061	18	1	3400	1
11061	19	0	 	 
11061	20	0	 	 
11061	21	0	 	 
11061	22	0	 	 
11061	23	0	 	 
11061	24	0	 	 
11061	25	0	 	 
11061	26	0	 	 
11061	27	0	 	 
11061	28	0	 	 
11061	29	0	 	 
11061	30	1	400	 
11061	31	1	500	 
11062	1	0	 	 
11062	2	0	 	 
11062	3	0	 	 
11062	4	0	 	 
11062	5	1	70	 
11062	6	1	75	 
11062	7	1	200	4
11062	8	0	 	 
11062	9	0	 	 
11062	10	1	250	4
11062	11	1	150	4
11062	12	1	50	4
11062	13	0	 	 
11062	15	1	300	4
11062	16	0	 	 
11062	17	0	 	 
11062	18	1	20	2
11062	19	0	 	 
11062	20	0	 	 
11062	21	0	 	 
11062	22	1	30	4
11062	23	0	 	 
11062	24	0	 	 
11062	25	0	 	 
11062	26	0	 	 
11062	27	0	 	 
11062	28	0	 	 
11062	29	0	 	 
11062	30	1	150	 
11062	31	1	500	 
11063	1	1	300	 
11063	2	1	200	 
11063	3	1	250	4
11063	4	1	200	0
11063	5	1	200	 
11063	6	1	200	 
11063	7	1	150	4
11063	8	1	200	0
11063	9	1	150	0
11063	10	1	165	4
11063	11	0	 	 
11063	12	0	 	 
11063	13	0	 	 
11063	15	1	450	2
11063	16	0	 	 
11063	17	1	100	0
11063	18	1	240	0
11063	19	0	 	 
11063	20	0	 	 
11063	21	0	 	 
11063	22	0	 	 
11063	23	0	 	 
11063	24	0	 	 
11063	25	0	 	 
11063	26	1	380	0
11063	27	0	 	 
11063	28	0	 	 
11063	29	0	 	 
11063	30	1	500	 
11063	31	1	450	 
11064	1	0	 	 
11064	2	0	 	 
11064	3	0	 	 
11064	4	0	 	 
11064	5	0	 	 
11064	6	1	100	 
11064	7	1	200	2
11064	8	1	150	0
11064	9	1	125	0
11064	10	1	225	2
11064	11	1	4700	1
11064	12	0	 	 
11064	13	0	 	 
11064	15	1	750	1
11064	16	0	 	 
11064	17	0	 	 
11064	18	0	 	 
11064	19	1	50	1
11064	20	0	 	 
11064	21	0	 	 
11064	22	1	100	1
11064	23	0	 	 
11064	24	0	 	 
11064	25	0	 	 
11064	26	1	2160	0
11064	27	0	 	 
11064	28	0	 	 
11064	29	0	 	 
11064	30	1	200	 
11064	31	1	350	 
11065	1	1	150	 
11065	2	1	60	 
11065	3	0	 	 
11065	4	1	120	4
11065	5	1	70	 
11065	6	1	30	 
11065	7	0	 	 
11065	8	1	70	4
11065	9	1	150	4
11065	10	0	 	 
11065	11	0	 	 
11065	12	1	20	4
11065	13	0	 	 
11065	15	1	80	4
11065	16	0	 	 
11065	17	0	 	 
11065	18	1	20	1
11065	19	1	15	1
11065	20	1	100	1
11065	21	0	 	 
11065	22	0	 	 
11065	23	0	 	 
11065	24	0	 	 
11065	25	1	5000	0
11065	26	1	3132	0
11065	27	0	 	 
11065	28	0	 	 
11065	29	0	 	 
11065	30	0	 	 
11065	31	0	 	 
11066	1	1	100	 
11066	2	1	100	 
11066	3	1	250	4
11066	4	1	100	0
11066	5	1	100	 
11066	6	1	50	 
11066	7	1	50	4
11066	8	1	100	0
11066	9	1	100	0
11066	10	1	50	4
11066	11	0	 	 
11066	12	1	40	1
11066	13	0	 	 
11066	15	1	200	1
11066	16	0	 	 
11066	17	0	 	 
11066	18	1	20	0
11066	19	0	 	 
11066	20	1	250	4
11066	21	0	 	 
11066	22	0	 	 
11066	23	0	 	 
11066	24	0	 	 
11066	25	0	 	 
11066	26	0	 	 
11066	27	0	 	 
11066	28	0	 	 
11066	29	0	 	 
11066	30	0	 	 
11066	31	0	 	 
11067	1	1	300	 
11067	2	1	300	 
11067	3	1	400	0
11067	4	1	400	4
11067	5	0	 	 
11067	6	1	80	 
11067	7	1	50	0
11067	8	1	120	4
11067	9	1	100	4
11067	10	1	100	0
11067	11	1	1400	2
11067	12	1	30	0
11067	13	1	100	0
11067	15	1	150	1
11067	16	0	 	 
11067	17	0	 	 
11067	18	1	50	1
11067	19	1	50	1
11067	20	1	100	2
11067	21	1	500	0
11067	22	1	1000	2
11067	23	0	 	 
11067	24	0	 	 
11067	25	0	 	 
11067	26	1	2160	0
11067	27	0	 	 
11067	28	0	 	 
11067	29	0	 	 
11067	30	0	 	 
11067	31	0	 	 
11068	1	0	 	 
11068	2	1	100	 
11068	3	1	100	4
11068	4	0	 	 
11068	5	0	 	 
11068	6	1	100	 
11068	7	1	100	4
11068	8	0	 	 
11068	9	0	 	 
11068	10	1	70	4
11068	11	1	2000	4
11068	12	0	 	 
11068	13	0	 	 
11068	15	1	300	4
11068	16	1	400	4
11068	17	0	 	 
11068	18	0	 	 
11068	19	0	 	 
11068	20	0	 	 
11068	21	0	 	 
11068	22	0	 	 
11068	23	0	 	 
11068	24	0	 	 
11068	25	0	 	 
11068	26	0	 	 
11068	27	0	 	 
11068	28	0	 	 
11068	29	0	 	 
11068	30	1	100	 
11068	31	1	100	 
11069	1	0	 	 
11069	2	1	265	 
11069	3	1	600	0
11069	4	1	600	4
11069	5	0	 	 
11069	6	1	120	 
11069	7	1	400	0
11069	8	1	243	4
11069	9	1	234	4
11069	10	1	40	0
11069	11	1	2374	3
11069	12	0	 	 
11069	13	0	 	 
11069	15	1	234	3
11069	16	0	 	 
11069	17	0	 	 
11069	18	1	300	0
11069	19	0	 	 
11069	20	1	140	1
11069	21	0	 	 
11069	22	0	 	 
11069	23	0	 	 
11069	24	0	 	 
11069	25	1	600	0
11069	26	0	 	 
11069	27	0	 	 
11069	28	0	 	 
11069	29	0	 	 
11069	30	0	 	 
11069	31	0	 	 
11070	1	1	100	 
11070	2	0	 	 
11070	3	0	 	 
11070	4	1	400	1
11070	5	1	50	 
11070	6	1	30	 
11070	7	0	 	 
11070	8	0	 	 
11070	9	1	350	2
11070	10	0	 	 
11070	11	1	400	2
11070	12	0	 	 
11070	13	0	 	 
11070	15	1	250	2
11070	16	0	 	 
11070	17	0	 	 
11070	18	1	200	1
11070	19	0	 	 
11070	20	0	 	 
11070	21	0	 	 
11070	22	0	 	 
11070	23	0	 	 
11070	24	0	 	 
11070	25	0	 	 
11070	26	0	 	 
11070	27	0	 	 
11070	28	0	 	 
11070	29	1	180	2
11070	30	0	 	 
11070	31	0	 	 
11071	1	1	160	 
11071	2	1	100	 
11071	3	0	 	 
11071	4	1	360	3
11071	5	1	115	 
11071	6	1	50	 
11071	7	0	 	 
11071	8	1	200	3
11071	9	1	400	1
11071	10	0	 	 
11071	11	0	 	 
11071	12	1	20	2
11071	13	0	 	 
11071	15	1	170	2
11071	16	0	 	 
11071	17	0	 	 
11071	18	1	60	0
11071	19	1	70	1
11071	20	1	120	1
11071	21	0	 	 
11071	22	0	 	 
11071	23	0	 	 
11071	24	0	 	 
11071	25	0	 	 
11071	26	1	6000	0
11071	27	0	 	 
11071	28	0	 	 
11071	29	0	 	 
11071	30	0	 	 
11071	31	0	 	 
11072	1	0	 	 
11072	2	0	 	 
11072	3	0	 	 
11072	4	0	 	 
11072	5	1	40	 
11072	6	1	30	 
11072	7	1	20	0
11072	8	1	60	2
11072	9	1	120	2
11072	10	1	90	0
11072	11	1	45	1
11072	12	0	 	 
11072	13	0	 	 
11072	15	1	150	3
11072	16	0	 	 
11072	17	0	 	 
11072	18	0	 	 
11072	19	0	 	 
11072	20	0	 	 
11072	21	0	 	 
11072	22	0	 	 
11072	23	0	 	 
11072	24	0	 	 
11072	25	0	 	 
11072	26	0	 	 
11072	27	0	 	 
11072	28	0	 	 
11072	29	0	 	 
11072	30	1	150	 
11072	31	1	150	 
11073	1	0	 	 
11073	2	0	 	 
11073	3	0	 	 
11073	4	1	200	4
11073	5	0	 	 
11073	6	1	80	 
11073	7	1	35	0
11073	8	1	110	4
11073	9	1	120	4
11073	10	0	 	 
11073	11	0	 	 
11073	12	0	 	 
11073	13	0	 	 
11073	15	1	80	4
11073	16	1	40	4
11073	17	0	 	 
11073	18	1	100	1
11073	19	0	 	 
11073	20	0	 	 
11073	21	0	 	 
11073	22	0	 	 
11073	23	0	 	 
11073	24	0	 	 
11073	25	1	3600	0
11073	26	1	1000	0
11073	27	0	 	 
11073	28	0	 	 
11073	29	0	 	 
11073	30	1	100	 
11073	31	0	 	 
11074	1	0	 	 
11074	2	1	400	 
11074	3	0	 	 
11074	4	1	800	2
11074	5	0	 	 
11074	6	1	200	 
11074	7	0	 	 
11074	8	1	500	3
11074	9	1	500	2
11074	10	0	 	 
11074	11	1	4100	2
11074	12	0	 	 
11074	13	1	500	2
11074	15	1	1000	2
11074	16	0	 	 
11074	17	1	50	4
11074	18	1	1000	3
11074	19	1	1200	3
11074	20	1	300	2
11074	21	1	200	0
11074	22	1	450	1
11074	23	0	 	 
11074	24	0	 	 
11074	25	1	190	0
11074	26	0	 	 
11074	27	0	 	 
11074	28	0	 	 
11074	29	1	3000	0
11074	30	0	 	 
11074	31	1	800	 
11075	1	0	 	 
11075	2	1	400	 
11075	3	0	 	 
11075	4	1	150	4
11075	5	0	 	 
11075	6	1	250	 
11075	7	0	 	 
11075	8	1	140	4
11075	9	0	 	 
11075	10	0	 	 
11075	11	0	 	 
11075	12	0	 	 
11075	13	0	 	 
11075	15	0	 	 
11075	16	0	 	 
11075	17	0	 	 
11075	18	0	 	 
11075	19	0	 	 
11075	20	1	50	0
11075	21	1	100	0
11075	22	0	 	 
11075	23	0	 	 
11075	24	0	 	 
11075	25	1	3500	0
11075	26	0	 	 
11075	27	0	 	 
11075	28	0	 	 
11075	29	0	 	 
11075	30	0	 	 
11075	31	0	 	 
11076	1	0	 	 
11076	2	1	15	 
11076	3	1	68.4000015258789	1
11076	4	0	 	 
11076	5	0	 	 
11076	6	0	 	 
11076	7	1	72.5	2
11076	8	0	 	 
11076	9	0	 	 
11076	10	1	123	2
11076	11	0	 	 
11076	12	0	 	 
11076	13	0	 	 
11076	15	1	190	1
11076	16	0	 	 
11076	17	0	 	 
11076	18	1	14.3999996185303	4
11076	19	0	 	 
11076	20	0	 	 
11076	21	0	 	 
11076	22	1	20	4
11076	23	0	 	 
11076	24	0	 	 
11076	25	0	 	 
11076	26	1	3000	0
11076	27	0	 	 
11076	28	0	 	 
11076	29	0	 	 
11076	30	0	 	 
11076	31	0	 	 
11077	1	1	-77	 
11077	2	1	58	 
11077	3	1	130	4
11077	4	1	120	0
11077	5	0	 	 
11077	6	0	 	 
11077	7	1	85	4
11077	8	1	55	0
11077	9	1	120	0
11077	10	1	130	4
11077	11	0	 	 
11077	12	1	50	2
11077	13	0	 	 
11077	15	1	75	2
11077	16	0	 	 
11077	17	0	 	 
11077	18	1	1250	0
11077	19	0	 	 
11077	20	0	 	 
11077	21	0	 	 
11077	22	0	 	 
11077	23	0	 	 
11077	24	0	 	 
11077	25	0	 	 
11077	26	0	 	 
11077	27	0	 	 
11077	28	0	 	 
11077	29	0	 	 
11077	30	0	 	 
11077	31	0	 	 
11078	1	1	100	 
11078	2	1	80	 
11078	3	1	50	4
11078	4	1	50	0
11078	5	1	30	 
11078	6	1	30	 
11078	7	1	30	4
11078	8	1	50	1
11078	9	0	 	 
11078	10	0	 	 
11078	11	0	 	 
11078	12	1	60	2
11078	13	0	 	 
11078	15	1	240	1
11078	16	0	 	 
11078	17	0	 	 
11078	18	1	4	0
11078	19	0	 	 
11078	20	0	 	 
11078	21	0	 	 
11078	22	0	 	 
11078	23	0	 	 
11078	24	0	 	 
11078	25	0	 	 
11078	26	1	120	0
11078	27	0	 	 
11078	28	0	 	 
11078	29	0	 	 
11078	30	0	 	 
11078	31	0	 	 
11079	1	0	 	 
11079	2	0	 	 
11079	3	0	 	 
11079	4	0	 	 
11079	5	0	 	 
11079	6	1	200	 
11079	7	1	200	2
11079	8	1	150	0
11079	9	1	60	0
11079	10	1	80	2
11079	11	1	2750	1
11079	12	1	300	2
11079	13	0	 	 
11079	15	1	300	1
11079	16	0	 	 
11079	17	0	 	 
11079	18	1	100	1
11079	19	1	200	1
11079	20	1	50	0
11079	21	0	 	 
11079	22	1	100	1
11079	23	0	 	 
11079	24	0	 	 
11079	25	0	 	 
11079	26	0	 	 
11079	27	0	 	 
11079	28	0	 	 
11079	29	0	 	 
11079	30	1	400	 
11079	31	1	750	 
11080	1	1	150	 
11080	2	1	150	 
11080	3	1	100	0
11080	4	1	500	2
11080	5	1	120	 
11080	6	1	150	 
11080	7	1	140	0
11080	8	1	240	0
11080	9	1	400	3
11080	10	1	10	0
11080	11	0	 	 
11080	12	1	50	1
11080	13	0	 	 
11080	15	1	1200	1
11080	16	0	 	 
11080	17	0	 	 
11080	18	0	 	 
11080	19	1	150	1
11080	20	1	200	1
11080	21	0	 	 
11080	22	0	 	 
11080	23	1	1980	1
11080	24	0	 	 
11080	25	0	 	 
11080	26	0	 	 
11080	27	0	 	 
11080	28	0	 	 
11080	29	0	 	 
11080	30	0	 	 
11080	31	0	 	 
11081	1	1	-77	 
11081	2	1	300	 
11081	3	1	360	4
11081	4	0	 	 
11081	5	1	-77	 
11081	6	1	80	 
11081	7	1	180	4
11081	8	0	 	 
11081	9	0	 	 
11081	10	1	80	4
11081	11	0	 	 
11081	12	0	 	 
11081	13	0	 	 
11081	15	1	40	4
11081	16	0	 	 
11081	17	0	 	 
11081	18	0	 	 
11081	19	1	240	4
11081	20	1	100	3
11081	21	0	 	 
11081	22	0	 	 
11081	23	1	1000	0
11081	24	0	 	 
11081	25	1	2200	0
11081	26	0	 	 
11081	27	0	 	 
11081	28	0	 	 
11081	29	0	 	 
11081	30	0	 	 
11081	31	0	 	 
11082	1	1	300	 
11082	2	1	490	 
11082	3	1	170	3
11082	4	1	150	0
11082	5	1	315	 
11082	6	1	600	 
11082	7	1	350	2
11082	8	1	400	0
11082	9	1	100	0
11082	10	1	215	2
11082	11	0	 	 
11082	12	1	45	0
11082	13	0	 	 
11082	15	1	590	1
11082	16	0	 	 
11082	17	1	200	0
11082	18	1	300	0
11082	19	0	 	 
11082	20	0	 	 
11082	21	0	 	 
11082	22	0	 	 
11082	23	1	3050	0
11082	24	0	 	 
11082	25	0	 	 
11082	26	0	 	 
11082	27	0	 	 
11082	28	0	 	 
11082	29	0	 	 
11082	30	0	 	 
11082	31	0	 	 
11083	1	0	 	 
11083	2	1	0	 
11083	3	1	200	0
11083	4	1	125	4
11083	5	0	 	 
11083	6	1	40	 
11083	7	1	250	0
11083	8	1	42	4
11083	9	1	95	4
11083	10	1	75	0
11083	11	1	290	1
11083	12	1	50	4
11083	13	1	160	0
11083	15	1	250	2
11083	16	0	 	 
11083	17	1	150	1
11083	18	1	180	1
11083	19	0	 	 
11083	20	1	20	0
11083	21	0	 	 
11083	22	1	130	1
11083	23	0	 	 
11083	24	0	 	 
11083	25	0	 	 
11083	26	1	4950	0
11083	27	0	 	 
11083	28	0	 	 
11083	29	1	1100	3
11083	30	0	 	 
11083	31	0	 	 
11084	1	1	100	 
11084	2	1	100	 
11084	3	1	100	0
11084	4	1	200	4
11084	5	1	100	 
11084	6	1	100	 
11084	7	1	100	0
11084	8	1	100	4
11084	9	1	100	2
11084	10	1	100	0
11084	11	1	3850	2
11084	12	0	 	 
11084	13	0	 	 
11084	15	1	150	1
11084	16	0	 	 
11084	17	0	 	 
11084	18	1	100	1
11084	19	1	50	4
11084	20	1	100	1
11084	21	0	 	 
11084	22	0	 	 
11084	23	0	 	 
11084	24	0	 	 
11084	25	0	 	 
11084	26	1	3240	1
11084	27	0	 	 
11084	28	0	 	 
11084	29	1	3000	0
11084	30	0	 	 
11084	31	0	 	 
11085	1	0	 	 
11085	2	0	 	 
11085	3	1	15	0
11085	4	1	110	3
11085	5	0	 	 
11085	6	0	 	 
11085	7	1	6	0
11085	8	1	6	0
11085	9	1	20	4
11085	10	0	 	 
11085	11	0	 	 
11085	12	0	 	 
11085	13	0	 	 
11085	15	1	50	4
11085	16	0	 	 
11085	17	0	 	 
11085	18	0	 	 
11085	19	0	 	 
11085	20	0	 	 
11085	21	0	 	 
11085	22	0	 	 
11085	23	0	 	 
11085	24	0	 	 
