CHILDCODE	ACTIDR4	ACTR4	ACTOWNR4	ACTMTHR4	ACTWEKR4	ACTHRSR4	PYMRECR4	ERNCSHR4	ERNKNDR4	HWPAIDR4	PDPCPRR4	PRFACTR4	MTHPRFR4
41028	2	88	 	 	 	 	 	 	 	 	 	 	 
41028	3	88	 	 	 	 	 	 	 	 	 	 	 
41030	1	88	 	 	 	 	 	 	 	 	 	 	 
41030	2	88	 	 	 	 	 	 	 	 	 	 	 
41030	3	88	 	 	 	 	 	 	 	 	 	 	 
41031	1	13	3	12	28	14	1	2000	 	4	 	0	 
41031	2	88	 	 	 	 	 	 	 	 	 	 	 
41031	3	88	 	 	 	 	 	 	 	 	 	 	 
41032	1	20	2	10	25	12	1	30	 	2	 	1	10
41032	2	88	 	 	 	 	 	 	 	 	 	 	 
41032	3	88	 	 	 	 	 	 	 	 	 	 	 
41036	1	88	 	 	 	 	 	 	 	 	 	 	 
41036	2	88	 	 	 	 	 	 	 	 	 	 	 
41036	3	88	 	 	 	 	 	 	 	 	 	 	 
41038	1	88	 	 	 	 	 	 	 	 	 	 	 
41038	2	88	 	 	 	 	 	 	 	 	 	 	 
41038	3	88	 	 	 	 	 	 	 	 	 	 	 
41039	1	20	2	3	20	13	1	200	 	3	 	1	3
41039	2	5	1	1	20	13	1	500	 	4	 	1	2
41039	3	88	 	 	 	 	 	 	 	 	 	 	 
41041	1	7	2	12	20	12	1	200	 	4	 	1	12
41041	2	12	3	2	4	12	1	80	 	2	 	0	 
41041	3	88	 	 	 	 	 	 	 	 	 	 	 
41042	1	1	2	2	20	5	0	 	 	 	 	0	 
41042	2	12	3	11	30	6	1	1800	 	4	 	0	 
41042	3	88	 	 	 	 	 	 	 	 	 	 	 
41043	1	11	2	3	23	3	0	 	 	 	 	0	 
41043	2	12	3	2	16	2	1	960	 	4	 	1	10
41043	3	88	 	 	 	 	 	 	 	 	 	 	 
41046	1	12	1	8	26	11	1	2700	 	4	 	0	 
41046	2	88	 	 	 	 	 	 	 	 	 	 	 
41046	3	88	 	 	 	 	 	 	 	 	 	 	 
41047	1	12	3	3	27	12	1	3000	 	4	 	1	3
41047	2	2	2	3	15	5	0	 	 	 	 	0	 
41047	3	88	 	 	 	 	 	 	 	 	 	 	 
41049	1	12	7	6	30	14	1	2500	 	4	 	1	-77
41049	2	88	 	 	 	 	 	 	 	 	 	 	 
41049	3	88	 	 	 	 	 	 	 	 	 	 	 
41050	1	88	 	 	 	 	 	 	 	 	 	 	 
41050	2	88	 	 	 	 	 	 	 	 	 	 	 
41050	3	88	 	 	 	 	 	 	 	 	 	 	 
41059	1	1	2	12	20	2	0	 	 	 	 	1	12
41059	2	4	2	9	15	1	0	 	 	 	 	1	12
41059	3	88	 	 	 	 	 	 	 	 	 	 	 
41092	1	5	3	10	28	8	1	1500	 	4	 	0	 
41092	2	7	2	2	15	2	88	 	 	 	 	1	-77
41092	3	88	 	 	 	 	 	 	 	 	 	 	 
41106	1	13	1	2	30	11	1	2000	 	4	 	0	 
41106	2	13	1	0	14	14	1	1500	 	4	 	1	3
41106	3	88	 	 	 	 	 	 	 	 	 	 	 
41109	1	1	7	12	10	1	0	 	 	 	 	1	12
41109	2	88	 	 	 	 	 	 	 	 	 	 	 
41109	3	88	 	 	 	 	 	 	 	 	 	 	 
41110	1	13	1	12	25	8	1	3000	 	4	 	1	12
41110	2	88	 	 	 	 	 	 	 	 	 	 	 
41110	3	88	 	 	 	 	 	 	 	 	 	 	 
41114	1	88	 	 	 	 	 	 	 	 	 	 	 
41114	2	88	 	 	 	 	 	 	 	 	 	 	 
41114	3	88	 	 	 	 	 	 	 	 	 	 	 
41130	1	88	 	 	 	 	 	 	 	 	 	 	 
41130	2	88	 	 	 	 	 	 	 	 	 	 	 
41130	3	88	 	 	 	 	 	 	 	 	 	 	 
51002	1	1	3	3	6	5	0	 	 	 	 	1	5
51002	2	88	 	 	 	 	 	 	 	 	 	 	 
51002	3	88	 	 	 	 	 	 	 	 	 	 	 
51005	1	88	 	 	 	 	 	 	 	 	 	 	 
51005	2	88	 	 	 	 	 	 	 	 	 	 	 
51005	3	88	 	 	 	 	 	 	 	 	 	 	 
51006	1	13	1	12	15	8	1	2000	 	4	 	1	12
51006	2	88	 	 	 	 	 	 	 	 	 	 	 
51006	3	88	 	 	 	 	 	 	 	 	 	 	 
51008	1	13	3	12	30	10	1	4000	 	4	 	1	12
51008	2	88	 	 	 	 	 	 	 	 	 	 	 
51008	3	88	 	 	 	 	 	 	 	 	 	 	 
51009	1	12	1	2	30	6	1	1500	 	4	 	0	 
51009	2	88	 	 	 	 	 	 	 	 	 	 	 
51009	3	88	 	 	 	 	 	 	 	 	 	 	 
51010	1	3	2	12	30	4	1	400	 	7	 	1	12
51010	2	12	3	12	10	4	1	110	 	2	 	1	12
51010	3	88	 	 	 	 	 	 	 	 	 	 	 
51011	1	88	 	 	 	 	 	 	 	 	 	 	 
51011	2	88	 	 	 	 	 	 	 	 	 	 	 
51011	3	88	 	 	 	 	 	 	 	 	 	 	 
51013	1	13	1	12	25	10	1	300	 	6	30	1	12
51013	2	88	 	 	 	 	 	 	 	 	 	 	 
51013	3	88	 	 	 	 	 	 	 	 	 	 	 
51015	1	88	 	 	 	 	 	 	 	 	 	 	 
51015	2	88	 	 	 	 	 	 	 	 	 	 	 
51015	3	88	 	 	 	 	 	 	 	 	 	 	 
51016	1	88	 	 	 	 	 	 	 	 	 	 	 
51016	2	88	 	 	 	 	 	 	 	 	 	 	 
51016	3	88	 	 	 	 	 	 	 	 	 	 	 
51017	1	88	 	 	 	 	 	 	 	 	 	 	 
51017	2	88	 	 	 	 	 	 	 	 	 	 	 
51017	3	88	 	 	 	 	 	 	 	 	 	 	 
51018	1	88	 	 	 	 	 	 	 	 	 	 	 
51018	2	88	 	 	 	 	 	 	 	 	 	 	 
51018	3	88	 	 	 	 	 	 	 	 	 	 	 
51019	1	88	 	 	 	 	 	 	 	 	 	 	 
51019	2	88	 	 	 	 	 	 	 	 	 	 	 
51019	3	88	 	 	 	 	 	 	 	 	 	 	 
51020	1	13	1	1	26	8	1	3000	 	4	 	1	12
51020	2	88	 	 	 	 	 	 	 	 	 	 	 
51020	3	88	 	 	 	 	 	 	 	 	 	 	 
51021	1	3	2	12	25	6	5	2000	 	4	 	1	9
51021	2	88	 	 	 	 	 	 	 	 	 	 	 
51021	3	88	 	 	 	 	 	 	 	 	 	 	 
51022	1	88	 	 	 	 	 	 	 	 	 	 	 
51022	2	88	 	 	 	 	 	 	 	 	 	 	 
51022	3	88	 	 	 	 	 	 	 	 	 	 	 
51024	1	1	2	3	5	3	0	 	 	 	 	1	2
51024	2	88	 	 	 	 	 	 	 	 	 	 	 
51024	3	88	 	 	 	 	 	 	 	 	 	 	 
51025	1	3	2	12	30	3	5	0	 	88	 	1	12
51025	2	20	2	12	25	4	5	1000	 	4	 	1	9
51025	3	88	 	 	 	 	 	 	 	 	 	 	 
51026	1	12	1	1	24	10	1	2000	 	4	 	1	1
51026	2	88	 	 	 	 	 	 	 	 	 	 	 
51026	3	88	 	 	 	 	 	 	 	 	 	 	 
51027	1	12	1	3	12	8	1	20	 	1	 	1	12
51027	2	88	 	 	 	 	 	 	 	 	 	 	 
51027	3	88	 	 	 	 	 	 	 	 	 	 	 
51028	1	5	3	1	13	16	1	150	 	2	 	1	-77
51028	2	88	 	 	 	 	 	 	 	 	 	 	 
51028	3	88	 	 	 	 	 	 	 	 	 	 	 
51029	1	4	3	12	30	6	1	200	 	4	 	1	0
51029	2	19	2	12	30	5	0	 	 	 	 	1	0
51029	3	88	 	 	 	 	 	 	 	 	 	 	 
51030	1	13	1	12	30	8	1	2000	 	4	 	1	12
51030	2	88	 	 	 	 	 	 	 	 	 	 	 
51030	3	88	 	 	 	 	 	 	 	 	 	 	 
51031	1	1	2	5	10	4	0	 	 	 	 	1	3
51031	2	88	 	 	 	 	 	 	 	 	 	 	 
51031	3	88	 	 	 	 	 	 	 	 	 	 	 
51032	1	13	1	2	26	8	1	3000	 	4	 	1	-77
51032	2	88	 	 	 	 	 	 	 	 	 	 	 
51032	3	88	 	 	 	 	 	 	 	 	 	 	 
51033	1	13	3	1	8	9	1	90	 	2	 	1	-77
51033	2	88	 	 	 	 	 	 	 	 	 	 	 
51033	3	88	 	 	 	 	 	 	 	 	 	 	 
51034	1	88	 	 	 	 	 	 	 	 	 	 	 
51034	2	88	 	 	 	 	 	 	 	 	 	 	 
51034	3	88	 	 	 	 	 	 	 	 	 	 	 
51035	1	1	2	12	30	2	0	 	 	 	 	1	4
51035	2	10	2	4	8	3	0	 	 	 	 	0	 
51035	3	88	 	 	 	 	 	 	 	 	 	 	 
51036	1	88	 	 	 	 	 	 	 	 	 	 	 
51036	2	88	 	 	 	 	 	 	 	 	 	 	 
51036	3	88	 	 	 	 	 	 	 	 	 	 	 
51037	1	1	2	2	5	4	0	 	 	 	 	1	1
51037	2	19	2	6	6	3	0	 	 	 	 	1	3
51037	3	88	 	 	 	 	 	 	 	 	 	 	 
51038	1	10	2	6	10	3	0	 	 	 	 	1	5
51038	2	4	2	4	12	2	0	 	 	 	 	1	5
51038	3	88	 	 	 	 	 	 	 	 	 	 	 
51040	1	13	1	12	26	8	1	3800	 	4	 	1	12
51040	2	88	 	 	 	 	 	 	 	 	 	 	 
51040	3	88	 	 	 	 	 	 	 	 	 	 	 
51041	1	1	2	2	3	3	0	 	 	 	 	1	2
51041	2	88	 	 	 	 	 	 	 	 	 	 	 
51041	3	88	 	 	 	 	 	 	 	 	 	 	 
51042	1	20	3	12	10	6	0	 	 	 	 	1	12
51042	2	88	 	 	 	 	 	 	 	 	 	 	 
51042	3	88	 	 	 	 	 	 	 	 	 	 	 
51043	1	88	 	 	 	 	 	 	 	 	 	 	 
51043	2	88	 	 	 	 	 	 	 	 	 	 	 
51043	3	88	 	 	 	 	 	 	 	 	 	 	 
51044	1	88	 	 	 	 	 	 	 	 	 	 	 
51044	2	88	 	 	 	 	 	 	 	 	 	 	 
51044	3	88	 	 	 	 	 	 	 	 	 	 	 
51045	1	1	2	5	10	6	5	200	 	4	 	0	 
51045	2	12	3	2	20	4	1	50	 	2	 	0	 
51045	3	88	 	 	 	 	 	 	 	 	 	 	 
51046	1	13	1	12	30	12	1	3100	 	4	 	1	-77
51046	2	88	 	 	 	 	 	 	 	 	 	 	 
51046	3	88	 	 	 	 	 	 	 	 	 	 	 
51047	1	13	1	4	26	8	1	2800	 	4	 	1	12
51047	2	88	 	 	 	 	 	 	 	 	 	 	 
51047	3	88	 	 	 	 	 	 	 	 	 	 	 
51048	1	1	2	3	15	5	0	 	 	 	 	1	2
51048	2	5	3	1	7	9	1	200	 	2	 	0	 
51048	3	88	 	 	 	 	 	 	 	 	 	 	 
51049	1	13	1	2	26	8	1	1911	 	4	 	1	-77
51049	2	88	 	 	 	 	 	 	 	 	 	 	 
51049	3	88	 	 	 	 	 	 	 	 	 	 	 
51050	1	13	1	5	26	8	1	2500	 	4	 	1	8
51050	2	2	2	2	7	4	0	 	 	 	 	0	 
51050	3	88	 	 	 	 	 	 	 	 	 	 	 
51057	1	5	3	-77	-77	-77	1	150	 	2	 	0	 
51057	2	88	 	 	 	 	 	 	 	 	 	 	 
51057	3	88	 	 	 	 	 	 	 	 	 	 	 
51070	1	12	1	5	26	4	1	3000	 	4	 	1	-77
51070	2	88	 	 	 	 	 	 	 	 	 	 	 
51070	3	88	 	 	 	 	 	 	 	 	 	 	 
61001	1	88	 	 	 	 	 	 	 	 	 	 	 
61001	2	88	 	 	 	 	 	 	 	 	 	 	 
61001	3	88	 	 	 	 	 	 	 	 	 	 	 
61003	1	13	1	12	26	11	1	3500	 	4	 	1	12
61003	2	1	2	2	4	7	0	 	 	 	 	0	 
61003	3	88	 	 	 	 	 	 	 	 	 	 	 
61004	1	88	 	 	 	 	 	 	 	 	 	 	 
61004	2	88	 	 	 	 	 	 	 	 	 	 	 
61004	3	88	 	 	 	 	 	 	 	 	 	 	 
61006	1	10	2	12	10	5	0	 	 	 	 	1	12
61006	2	88	 	 	 	 	 	 	 	 	 	 	 
61006	3	88	 	 	 	 	 	 	 	 	 	 	 
61009	1	10	2	8	30	3	5	50	 	3	 	0	 
61009	2	88	 	 	 	 	 	 	 	 	 	 	 
61009	3	88	 	 	 	 	 	 	 	 	 	 	 
61011	1	13	3	11	30	12	1	2600	 	4	 	0	 
61011	2	88	 	 	 	 	 	 	 	 	 	 	 
61011	3	88	 	 	 	 	 	 	 	 	 	 	 
61012	1	88	 	 	 	 	 	 	 	 	 	 	 
61012	2	88	 	 	 	 	 	 	 	 	 	 	 
61012	3	88	 	 	 	 	 	 	 	 	 	 	 
61013	1	12	3	12	21	8	1	720	 	3	 	1	12
61013	2	88	 	 	 	 	 	 	 	 	 	 	 
61013	3	88	 	 	 	 	 	 	 	 	 	 	 
61014	1	5	3	12	20	9	1	2160	 	4	 	1	12
61014	2	88	 	 	 	 	 	 	 	 	 	 	 
61014	3	88	 	 	 	 	 	 	 	 	 	 	 
61015	1	13	1	2	30	10	1	1500	 	4	 	0	 
61015	2	88	 	 	 	 	 	 	 	 	 	 	 
61015	3	88	 	 	 	 	 	 	 	 	 	 	 
61017	1	9	6	12	20	4	0	 	 	 	 	1	11
61017	2	88	 	 	 	 	 	 	 	 	 	 	 
61017	3	88	 	 	 	 	 	 	 	 	 	 	 
61018	1	88	 	 	 	 	 	 	 	 	 	 	 
61018	2	88	 	 	 	 	 	 	 	 	 	 	 
61018	3	88	 	 	 	 	 	 	 	 	 	 	 
61019	1	88	 	 	 	 	 	 	 	 	 	 	 
61019	2	88	 	 	 	 	 	 	 	 	 	 	 
61019	3	88	 	 	 	 	 	 	 	 	 	 	 
61020	1	13	1	12	30	12	1	2700	 	4	 	1	-77
61020	2	88	 	 	 	 	 	 	 	 	 	 	 
61020	3	88	 	 	 	 	 	 	 	 	 	 	 
61021	1	88	 	 	 	 	 	 	 	 	 	 	 
61021	2	88	 	 	 	 	 	 	 	 	 	 	 
61021	3	88	 	 	 	 	 	 	 	 	 	 	 
61023	1	5	3	12	15	8	1	2250	 	4	 	1	12
61023	2	1	2	2	10	8	0	 	 	 	 	1	12
61023	3	88	 	 	 	 	 	 	 	 	 	 	 
61024	1	5	1	10	30	10	1	6700	 	4	 	1	10
61024	2	88	 	 	 	 	 	 	 	 	 	 	 
61024	3	88	 	 	 	 	 	 	 	 	 	 	 
61026	1	10	2	12	25	5	0	 	 	 	 	1	12
61026	2	4	2	6	15	4	0	 	 	 	 	1	4
61026	3	88	 	 	 	 	 	 	 	 	 	 	 
61028	1	13	1	12	26	12	1	3500	 	4	 	0	 
61028	2	88	 	 	 	 	 	 	 	 	 	 	 
61028	3	88	 	 	 	 	 	 	 	 	 	 	 
61029	1	12	1	4	30	7	1	1700	 	4	 	0	 
61029	2	12	1	7	30	7	1	2000	 	4	 	1	4
61029	3	88	 	 	 	 	 	 	 	 	 	 	 
61030	1	12	3	3	25	8	1	2000	 	4	 	1	6
61030	2	88	 	 	 	 	 	 	 	 	 	 	 
61030	3	88	 	 	 	 	 	 	 	 	 	 	 
61031	1	10	2	3	4	5	0	 	 	 	 	0	 
61031	2	88	 	 	 	 	 	 	 	 	 	 	 
61031	3	88	 	 	 	 	 	 	 	 	 	 	 
61032	1	88	 	 	 	 	 	 	 	 	 	 	 
61032	2	88	 	 	 	 	 	 	 	 	 	 	 
61032	3	88	 	 	 	 	 	 	 	 	 	 	 
61033	1	88	 	 	 	 	 	 	 	 	 	 	 
61033	2	88	 	 	 	 	 	 	 	 	 	 	 
61033	3	88	 	 	 	 	 	 	 	 	 	 	 
61034	1	88	 	 	 	 	 	 	 	 	 	 	 
61034	2	88	 	 	 	 	 	 	 	 	 	 	 
61034	3	88	 	 	 	 	 	 	 	 	 	 	 
61035	1	1	2	1	25	8	0	 	 	 	 	0	 
61035	2	88	 	 	 	 	 	 	 	 	 	 	 
61035	3	88	 	 	 	 	 	 	 	 	 	 	 
61036	1	9	3	12	25	7	1	3000	 	4	 	1	12
61036	2	88	 	 	 	 	 	 	 	 	 	 	 
61036	3	88	 	 	 	 	 	 	 	 	 	 	 
61037	1	3	2	6	25	9	0	 	 	 	 	1	12
61037	2	1	2	6	10	5	0	 	 	 	 	1	10
61037	3	88	 	 	 	 	 	 	 	 	 	 	 
61038	1	13	1	6	30	0	1	2500	 	4	 	0	 
61038	2	88	 	 	 	 	 	 	 	 	 	 	 
61038	3	88	 	 	 	 	 	 	 	 	 	 	 
61039	1	12	1	2	30	8	1	2200	 	4	 	0	 
61039	2	4	6	12	8	2	0	 	 	 	 	1	12
61039	3	88	 	 	 	 	 	 	 	 	 	 	 
61040	1	88	 	 	 	 	 	 	 	 	 	 	 
61040	2	88	 	 	 	 	 	 	 	 	 	 	 
61040	3	88	 	 	 	 	 	 	 	 	 	 	 
61042	1	88	 	 	 	 	 	 	 	 	 	 	 
61042	2	88	 	 	 	 	 	 	 	 	 	 	 
61042	3	88	 	 	 	 	 	 	 	 	 	 	 
61043	1	5	3	9	20	10	1	150	 	2	 	1	12
61043	2	88	 	 	 	 	 	 	 	 	 	 	 
61043	3	88	 	 	 	 	 	 	 	 	 	 	 
61044	1	12	3	4	2	5	1	200	 	2	 	1	12
61044	2	88	 	 	 	 	 	 	 	 	 	 	 
61044	3	88	 	 	 	 	 	 	 	 	 	 	 
61046	1	88	 	 	 	 	 	 	 	 	 	 	 
61046	2	88	 	 	 	 	 	 	 	 	 	 	 
61046	3	88	 	 	 	 	 	 	 	 	 	 	 
61047	1	88	 	 	 	 	 	 	 	 	 	 	 
61047	2	88	 	 	 	 	 	 	 	 	 	 	 
61047	3	88	 	 	 	 	 	 	 	 	 	 	 
61048	1	1	2	12	6	2	5	50	 	3	 	1	7
61048	2	88	 	 	 	 	 	 	 	 	 	 	 
61048	3	88	 	 	 	 	 	 	 	 	 	 	 
61049	1	13	1	12	26	10	1	3000	 	4	 	1	12
61049	2	19	2	6	15	3	0	 	 	 	 	1	4
61049	3	88	 	 	 	 	 	 	 	 	 	 	 
61050	1	13	1	9	30	12	1	2700	 	4	 	0	 
61050	2	88	 	 	 	 	 	 	 	 	 	 	 
61050	3	88	 	 	 	 	 	 	 	 	 	 	 
61052	1	4	3	2	30	2	0	 	 	 	 	0	 
61052	2	88	 	 	 	 	 	 	 	 	 	 	 
61052	3	88	 	 	 	 	 	 	 	 	 	 	 
61055	1	88	 	 	 	 	 	 	 	 	 	 	 
61055	2	88	 	 	 	 	 	 	 	 	 	 	 
61055	3	88	 	 	 	 	 	 	 	 	 	 	 
61056	1	13	4	9	26	8	1	2800	 	4	 	1	12
61056	2	1	2	4	10	5	0	 	 	 	 	1	5
61056	3	88	 	 	 	 	 	 	 	 	 	 	 
61057	1	88	 	 	 	 	 	 	 	 	 	 	 
61057	2	88	 	 	 	 	 	 	 	 	 	 	 
61057	3	88	 	 	 	 	 	 	 	 	 	 	 
61076	1	12	1	12	26	12	1	4000	 	4	 	1	12
61076	2	88	 	 	 	 	 	 	 	 	 	 	 
61076	3	88	 	 	 	 	 	 	 	 	 	 	 
61079	1	12	1	9	29	8	1	3000	 	4	 	0	 
61079	2	1	2	1	15	6	0	 	 	 	 	1	2
61079	3	88	 	 	 	 	 	 	 	 	 	 	 
61104	1	88	 	 	 	 	 	 	 	 	 	 	 
61104	2	88	 	 	 	 	 	 	 	 	 	 	 
61104	3	88	 	 	 	 	 	 	 	 	 	 	 
71001	1	13	1	10	28	13	1	4700	 	4	 	1	12
71001	2	88	 	 	 	 	 	 	 	 	 	 	 
71001	3	88	 	 	 	 	 	 	 	 	 	 	 
71002	1	13	1	8	26	8	1	2000	 	4	 	1	-77
71002	2	88	 	 	 	 	 	 	 	 	 	 	 
71002	3	88	 	 	 	 	 	 	 	 	 	 	 
71003	1	13	1	12	28	10	1	2900	 	4	 	0	 
71003	2	13	1	0	22	8	1	4500	 	4	 	1	12
71003	3	88	 	 	 	 	 	 	 	 	 	 	 
71004	1	88	 	 	 	 	 	 	 	 	 	 	 
71004	2	88	 	 	 	 	 	 	 	 	 	 	 
71004	3	88	 	 	 	 	 	 	 	 	 	 	 
71005	1	10	6	3	30	1	1	300	 	4	 	0	 
71005	2	12	3	1	10	12	3	1500	 	4	 	1	2
71005	3	88	 	 	 	 	 	 	 	 	 	 	 
71006	1	13	1	2	26	8	1	2700	 	4	 	1	6
71006	2	19	2	12	30	1	0	 	 	 	 	1	-77
71006	3	88	 	 	 	 	 	 	 	 	 	 	 
71007	1	88	 	 	 	 	 	 	 	 	 	 	 
71007	2	88	 	 	 	 	 	 	 	 	 	 	 
71007	3	88	 	 	 	 	 	 	 	 	 	 	 
71008	1	20	2	12	30	3	1	1500	 	4	 	1	6
71008	2	88	 	 	 	 	 	 	 	 	 	 	 
71008	3	88	 	 	 	 	 	 	 	 	 	 	 
71009	1	19	2	12	20	3	0	 	 	 	 	1	3
71009	2	7	2	12	30	2	5	300	 	4	 	1	4
71009	3	88	 	 	 	 	 	 	 	 	 	 	 
71010	1	20	2	3	10	6	0	 	 	 	 	0	 
71010	2	88	 	 	 	 	 	 	 	 	 	 	 
71010	3	88	 	 	 	 	 	 	 	 	 	 	 
71011	1	12	3	4	30	8	1	4000	 	4	 	0	 
71011	2	1	2	3	7	8	0	 	 	 	 	1	3
71011	3	88	 	 	 	 	 	 	 	 	 	 	 
71015	1	13	1	12	28	5	1	2500	 	4	 	1	-77
71015	2	88	 	 	 	 	 	 	 	 	 	 	 
71015	3	88	 	 	 	 	 	 	 	 	 	 	 
71019	1	88	 	 	 	 	 	 	 	 	 	 	 
71019	2	88	 	 	 	 	 	 	 	 	 	 	 
71019	3	88	 	 	 	 	 	 	 	 	 	 	 
71020	1	2	2	1	3	10	0	 	 	 	 	0	 
71020	2	88	 	 	 	 	 	 	 	 	 	 	 
71020	3	88	 	 	 	 	 	 	 	 	 	 	 
71021	1	2	2	2	15	3	0	 	 	 	 	0	 
71021	2	88	 	 	 	 	 	 	 	 	 	 	 
71021	3	88	 	 	 	 	 	 	 	 	 	 	 
71023	1	5	1	1	26	8	1	3900	 	4	 	1	2
71023	2	2	2	3	5	4	0	 	 	 	 	1	2
71023	3	88	 	 	 	 	 	 	 	 	 	 	 
71024	1	88	 	 	 	 	 	 	 	 	 	 	 
71024	2	88	 	 	 	 	 	 	 	 	 	 	 
71024	3	88	 	 	 	 	 	 	 	 	 	 	 
71025	1	13	1	12	26	8	1	3500	 	4	 	1	12
71025	2	88	 	 	 	 	 	 	 	 	 	 	 
71025	3	88	 	 	 	 	 	 	 	 	 	 	 
71026	1	13	3	8	30	8	1	2400	 	4	 	1	-77
71026	2	88	 	 	 	 	 	 	 	 	 	 	 
71026	3	88	 	 	 	 	 	 	 	 	 	 	 
71027	1	88	 	 	 	 	 	 	 	 	 	 	 
71027	2	88	 	 	 	 	 	 	 	 	 	 	 
71027	3	88	 	 	 	 	 	 	 	 	 	 	 
71028	1	1	2	12	25	5	0	 	 	 	 	1	12
71028	2	88	 	 	 	 	 	 	 	 	 	 	 
71028	3	88	 	 	 	 	 	 	 	 	 	 	 
71031	1	13	1	12	25	9	1	2500	 	4	 	1	2
71031	2	88	 	 	 	 	 	 	 	 	 	 	 
71031	3	88	 	 	 	 	 	 	 	 	 	 	 
71032	1	12	1	2	30	12	1	2500	 	4	 	0	 
71032	2	2	2	3	16	6	0	 	 	 	 	0	 
71032	3	88	 	 	 	 	 	 	 	 	 	 	 
71033	1	19	2	3	9	1	0	 	 	 	 	1	3
71033	2	88	 	 	 	 	 	 	 	 	 	 	 
71033	3	88	 	 	 	 	 	 	 	 	 	 	 
71034	1	13	3	10	15	8	1	200	 	2	 	1	12
71034	2	10	2	12	30	4	0	 	 	 	 	1	12
71034	3	88	 	 	 	 	 	 	 	 	 	 	 
71035	1	11	2	3	20	7	1	36	 	6	1	0	 
71035	2	88	 	 	 	 	 	 	 	 	 	 	 
71035	3	88	 	 	 	 	 	 	 	 	 	 	 
71036	1	19	2	3	30	8	1	50	 	2	 	1	-77
71036	2	88	 	 	 	 	 	 	 	 	 	 	 
71036	3	88	 	 	 	 	 	 	 	 	 	 	 
71037	1	10	2	5	20	5	1	50	 	2	 	1	12
71037	2	20	7	8	2	3	0	 	 	 	 	1	8
71037	3	88	 	 	 	 	 	 	 	 	 	 	 
71038	1	1	2	8	8	3	0	 	 	 	 	1	12
71038	2	19	2	12	6	4	0	 	 	 	 	1	9
71038	3	11	2	6	6	3	0	 	 	 	 	1	6
71039	1	13	1	5	26	8	1	3000	 	4	 	1	12
71039	2	1	2	4	20	9	0	 	 	 	 	1	2
71039	3	13	3	2	30	8	1	2500	 	4	 	0	 
71041	1	2	2	3	12	4	0	 	 	 	 	0	 
71041	2	88	 	 	 	 	 	 	 	 	 	 	 
71041	3	88	 	 	 	 	 	 	 	 	 	 	 
71042	1	12	4	7	28	8	1	2000	 	4	 	0	 
71042	2	1	2	2	2	2	0	 	 	 	 	0	 
71042	3	88	 	 	 	 	 	 	 	 	 	 	 
71043	1	1	2	9	15	4	5	700	 	4	 	1	4
71043	2	88	 	 	 	 	 	 	 	 	 	 	 
71043	3	88	 	 	 	 	 	 	 	 	 	 	 
71044	1	1	2	12	30	3	0	 	 	 	 	1	12
71044	2	20	3	12	30	2	1	1000	 	4	 	1	12
71044	3	88	 	 	 	 	 	 	 	 	 	 	 
71045	1	11	3	12	25	2	1	600	 	4	 	1	0
71045	2	2	2	4	5	1	0	 	 	 	 	0	 
71045	3	88	 	 	 	 	 	 	 	 	 	 	 
71046	1	88	 	 	 	 	 	 	 	 	 	 	 
71046	2	88	 	 	 	 	 	 	 	 	 	 	 
71046	3	88	 	 	 	 	 	 	 	 	 	 	 
71047	1	4	2	4	4	6	0	 	 	 	 	1	4
71047	2	88	 	 	 	 	 	 	 	 	 	 	 
71047	3	88	 	 	 	 	 	 	 	 	 	 	 
71048	1	88	 	 	 	 	 	 	 	 	 	 	 
71048	2	88	 	 	 	 	 	 	 	 	 	 	 
71048	3	88	 	 	 	 	 	 	 	 	 	 	 
71049	1	13	1	12	28	12	1	4700	 	4	 	1	1
71049	2	88	 	 	 	 	 	 	 	 	 	 	 
71049	3	88	 	 	 	 	 	 	 	 	 	 	 
71073	1	13	2	12	26	8	1	1500	 	4	 	1	12
71073	2	88	 	 	 	 	 	 	 	 	 	 	 
71073	3	88	 	 	 	 	 	 	 	 	 	 	 
71091	1	88	 	 	 	 	 	 	 	 	 	 	 
71091	2	88	 	 	 	 	 	 	 	 	 	 	 
71091	3	88	 	 	 	 	 	 	 	 	 	 	 
71097	1	12	3	12	20	2	1	600	 	4	 	1	12
71097	2	88	 	 	 	 	 	 	 	 	 	 	 
71097	3	88	 	 	 	 	 	 	 	 	 	 	 
71112	1	13	1	12	30	5	1	3000	 	4	 	1	6
71112	2	2	2	1	1	3	0	 	 	 	 	0	 
71112	3	19	2	3	2	2	0	 	 	 	 	0	 
71120	1	19	2	6	13	7	0	 	 	 	 	0	 
71120	2	88	 	 	 	 	 	 	 	 	 	 	 
71120	3	88	 	 	 	 	 	 	 	 	 	 	 
71121	1	12	2	3	28	8	1	3500	 	4	 	0	 
71121	2	5	3	1	20	6	1	120	 	2	 	1	2
71121	3	88	 	 	 	 	 	 	 	 	 	 	 
81001	1	11	3	8	30	12	1	2500	 	4	 	0	 
81001	2	12	2	2	24	8	1	1500	 	4	 	0	 
81001	3	88	 	 	 	 	 	 	 	 	 	 	 
81003	1	88	 	 	 	 	 	 	 	 	 	 	 
81003	2	88	 	 	 	 	 	 	 	 	 	 	 
81003	3	88	 	 	 	 	 	 	 	 	 	 	 
81004	1	13	3	10	24	9	1	3500	 	4	 	0	 
81004	2	1	2	4	15	5	0	 	 	 	 	1	6
