CHILDCODE	ACTIDR4	ACTR4	ACTOWNR4	ACTMTHR4	ACTWEKR4	ACTHRSR4	PYMRECR4	ERNCSHR4	ERNKNDR4	HWPAIDR4	PDPCPRR4	PRFACTR4	MTHPRFR4
81004	3	88	 	 	 	 	 	 	 	 	 	 	 
81005	1	13	1	12	26	8	1	3200	 	4	 	1	12
81005	2	88	 	 	 	 	 	 	 	 	 	 	 
81005	3	88	 	 	 	 	 	 	 	 	 	 	 
81006	1	1	2	2	2	1	0	 	 	 	 	0	 
81006	2	88	 	 	 	 	 	 	 	 	 	 	 
81006	3	88	 	 	 	 	 	 	 	 	 	 	 
81007	1	12	1	3	15	8	1	1500	 	4	 	0	 
81007	2	88	 	 	 	 	 	 	 	 	 	 	 
81007	3	88	 	 	 	 	 	 	 	 	 	 	 
81008	1	13	1	12	26	8	1	2300	 	4	 	1	12
81008	2	88	 	 	 	 	 	 	 	 	 	 	 
81008	3	88	 	 	 	 	 	 	 	 	 	 	 
81009	1	13	1	6	15	8	1	1500	 	4	 	1	12
81009	2	12	1	12	9	9	1	60	 	2	 	0	 
81009	3	88	 	 	 	 	 	 	 	 	 	 	 
81010	1	13	1	12	26	8	1	2600	 	4	 	1	12
81010	2	88	 	 	 	 	 	 	 	 	 	 	 
81010	3	88	 	 	 	 	 	 	 	 	 	 	 
81011	1	1	2	6	15	6	5	150	 	4	 	0	 
81011	2	13	3	5	30	8	1	2700	 	4	 	1	-77
81011	3	88	 	 	 	 	 	 	 	 	 	 	 
81012	1	88	 	 	 	 	 	 	 	 	 	 	 
81012	2	88	 	 	 	 	 	 	 	 	 	 	 
81012	3	88	 	 	 	 	 	 	 	 	 	 	 
81013	1	10	2	10	28	9	1	2500	 	4	 	1	12
81013	2	1	2	6	10	2	0	 	 	 	 	1	4
81013	3	88	 	 	 	 	 	 	 	 	 	 	 
81017	1	13	1	2	26	8	1	1500	 	4	 	1	12
81017	2	2	2	12	30	5	0	 	 	 	 	1	12
81017	3	88	 	 	 	 	 	 	 	 	 	 	 
81019	1	13	1	12	26	12	1	3500	 	4	 	1	5
81019	2	19	2	1	1	2	0	 	 	 	 	1	2
81019	3	88	 	 	 	 	 	 	 	 	 	 	 
81020	1	13	1	12	30	8	1	3000	 	4	 	1	12
81020	2	88	 	 	 	 	 	 	 	 	 	 	 
81020	3	88	 	 	 	 	 	 	 	 	 	 	 
81021	1	13	1	9	24	8	1	2640	 	4	 	1	12
81021	2	88	 	 	 	 	 	 	 	 	 	 	 
81021	3	88	 	 	 	 	 	 	 	 	 	 	 
81022	1	13	1	12	26	8	1	4000	 	4	 	1	12
81022	2	88	 	 	 	 	 	 	 	 	 	 	 
81022	3	88	 	 	 	 	 	 	 	 	 	 	 
81023	1	13	1	2	26	8	1	1800	 	4	 	1	12
81023	2	88	 	 	 	 	 	 	 	 	 	 	 
81023	3	88	 	 	 	 	 	 	 	 	 	 	 
81024	1	13	1	1	30	12	1	2300	 	4	 	0	 
81024	2	88	 	 	 	 	 	 	 	 	 	 	 
81024	3	88	 	 	 	 	 	 	 	 	 	 	 
81025	1	13	1	6	26	8	1	3300	 	4	 	0	 
81025	2	12	3	4	23	8	1	3000	 	4	 	1	4
81025	3	88	 	 	 	 	 	 	 	 	 	 	 
81026	1	13	1	2	4	7	1	400	 	4	 	1	2
81026	2	19	2	7	1	4	0	 	 	 	 	1	-77
81026	3	88	 	 	 	 	 	 	 	 	 	 	 
81028	1	13	3	12	29	9	1	2000	 	4	 	1	0
81028	2	88	 	 	 	 	 	 	 	 	 	 	 
81028	3	88	 	 	 	 	 	 	 	 	 	 	 
81029	1	2	2	7	16	3	0	 	 	 	 	0	 
81029	2	5	1	1	16	8	1	0	 	88	 	1	12
81029	3	88	 	 	 	 	 	 	 	 	 	 	 
81030	1	88	 	 	 	 	 	 	 	 	 	 	 
81030	2	88	 	 	 	 	 	 	 	 	 	 	 
81030	3	88	 	 	 	 	 	 	 	 	 	 	 
81031	1	88	 	 	 	 	 	 	 	 	 	 	 
81031	2	88	 	 	 	 	 	 	 	 	 	 	 
81031	3	88	 	 	 	 	 	 	 	 	 	 	 
81032	1	12	1	6	30	8	1	80	 	2	 	1	12
81032	2	88	 	 	 	 	 	 	 	 	 	 	 
81032	3	88	 	 	 	 	 	 	 	 	 	 	 
81034	1	88	 	 	 	 	 	 	 	 	 	 	 
81034	2	88	 	 	 	 	 	 	 	 	 	 	 
81034	3	88	 	 	 	 	 	 	 	 	 	 	 
81035	1	10	2	2	30	8	0	 	 	 	 	0	 
81035	2	88	 	 	 	 	 	 	 	 	 	 	 
81035	3	88	 	 	 	 	 	 	 	 	 	 	 
81036	1	88	 	 	 	 	 	 	 	 	 	 	 
81036	2	88	 	 	 	 	 	 	 	 	 	 	 
81036	3	88	 	 	 	 	 	 	 	 	 	 	 
81038	1	10	2	5	26	8	0	 	 	 	 	0	 
81038	2	88	 	 	 	 	 	 	 	 	 	 	 
81038	3	88	 	 	 	 	 	 	 	 	 	 	 
81039	1	88	 	 	 	 	 	 	 	 	 	 	 
81039	2	88	 	 	 	 	 	 	 	 	 	 	 
81039	3	88	 	 	 	 	 	 	 	 	 	 	 
81041	1	88	 	 	 	 	 	 	 	 	 	 	 
81041	2	88	 	 	 	 	 	 	 	 	 	 	 
81041	3	88	 	 	 	 	 	 	 	 	 	 	 
81042	1	13	1	7	26	10	1	4500	 	4	 	0	 
81042	2	19	2	3	10	4	0	 	 	 	 	1	3
81042	3	88	 	 	 	 	 	 	 	 	 	 	 
81043	1	12	3	3	30	8	1	30	 	2	 	1	12
81043	2	88	 	 	 	 	 	 	 	 	 	 	 
81043	3	88	 	 	 	 	 	 	 	 	 	 	 
81045	1	9	2	12	30	3	5	700	 	4	 	1	0
81045	2	13	4	10	26	2	1	36000	 	5	 	0	 
81045	3	88	 	 	 	 	 	 	 	 	 	 	 
81046	1	88	 	 	 	 	 	 	 	 	 	 	 
81046	2	88	 	 	 	 	 	 	 	 	 	 	 
81046	3	88	 	 	 	 	 	 	 	 	 	 	 
81047	1	13	1	12	30	14	1	130	 	2	 	1	3
81047	2	88	 	 	 	 	 	 	 	 	 	 	 
81047	3	88	 	 	 	 	 	 	 	 	 	 	 
81049	1	1	2	2	6	2	0	 	 	 	 	1	0
81049	2	9	1	2	30	15	1	800	 	4	 	0	 
81049	3	88	 	 	 	 	 	 	 	 	 	 	 
81050	1	88	 	 	 	 	 	 	 	 	 	 	 
81050	2	88	 	 	 	 	 	 	 	 	 	 	 
81050	3	88	 	 	 	 	 	 	 	 	 	 	 
81073	1	13	1	12	26	8	1	4500	 	4	 	1	12
81073	2	1	2	4	10	2	0	 	 	 	 	0	 
81073	3	88	 	 	 	 	 	 	 	 	 	 	 
81092	1	12	3	12	28	8	1	140	 	2	 	1	10
81092	2	1	2	4	10	3	0	 	 	 	 	0	 
81092	3	88	 	 	 	 	 	 	 	 	 	 	 
81105	1	13	1	10	26	8	1	3200	 	4	 	1	12
81105	2	88	 	 	 	 	 	 	 	 	 	 	 
81105	3	88	 	 	 	 	 	 	 	 	 	 	 
81108	1	12	3	12	15	8	1	1800	 	4	 	1	12
81108	2	88	 	 	 	 	 	 	 	 	 	 	 
81108	3	88	 	 	 	 	 	 	 	 	 	 	 
81120	1	2	2	2	1	2	0	 	 	 	 	0	 
81120	2	88	 	 	 	 	 	 	 	 	 	 	 
81120	3	88	 	 	 	 	 	 	 	 	 	 	 
81130	1	5	3	12	12	10	1	30	 	2	 	1	12
81130	2	88	 	 	 	 	 	 	 	 	 	 	 
81130	3	88	 	 	 	 	 	 	 	 	 	 	 
81139	1	10	2	3	6	2	0	 	 	 	 	0	 
81139	2	1	2	5	3	1	0	 	 	 	 	0	 
81139	3	88	 	 	 	 	 	 	 	 	 	 	 
81145	1	20	3	3	30	8	3	6000	 	4	 	0	 
81145	2	13	1	2	30	8	1	2000	 	4	 	1	-77
81145	3	88	 	 	 	 	 	 	 	 	 	 	 
81150	1	10	2	2	25	4	0	 	 	 	 	0	 
81150	2	12	1	1	15	4	1	500	 	3	 	0	 
81150	3	88	 	 	 	 	 	 	 	 	 	 	 
81152	1	13	1	3	30	12	1	3400	 	4	 	1	12
81152	2	88	 	 	 	 	 	 	 	 	 	 	 
81152	3	88	 	 	 	 	 	 	 	 	 	 	 
91001	1	1	3	6	10	8	0	 	 	 	 	0	 
91001	2	88	 	 	 	 	 	 	 	 	 	 	 
91001	3	88	 	 	 	 	 	 	 	 	 	 	 
91003	1	 	 	 	 	 	 	 	 	 	 	 	 
91003	2	 	 	 	 	 	 	 	 	 	 	 	 
91003	3	 	 	 	 	 	 	 	 	 	 	 	 
91005	1	13	2	3	30	6	1	1200	 	4	 	1	1
91005	2	1	2	6	6	4	0	 	 	 	 	0	 
91005	3	88	 	 	 	 	 	 	 	 	 	 	 
91006	1	88	 	 	 	 	 	 	 	 	 	 	 
91006	2	88	 	 	 	 	 	 	 	 	 	 	 
91006	3	88	 	 	 	 	 	 	 	 	 	 	 
91008	1	1	2	8	15	6	0	 	 	 	 	1	8
91008	2	4	2	12	10	4	0	 	 	 	 	1	12
91008	3	88	 	 	 	 	 	 	 	 	 	 	 
91009	1	4	2	9	25	7	0	 	 	 	 	1	9
91009	2	1	2	3	29	8	0	 	 	 	 	1	3
91009	3	88	 	 	 	 	 	 	 	 	 	 	 
91010	1	1	2	8	20	7	0	 	 	 	 	1	8
91010	2	4	2	10	15	8	0	 	 	 	 	1	10
91010	3	88	 	 	 	 	 	 	 	 	 	 	 
91011	1	1	2	12	28	7	0	 	 	 	 	1	12
91011	2	88	 	 	 	 	 	 	 	 	 	 	 
91011	3	88	 	 	 	 	 	 	 	 	 	 	 
91012	1	1	2	8	10	6	0	 	 	 	 	1	8
91012	2	4	2	12	20	2	0	 	 	 	 	1	12
91012	3	88	 	 	 	 	 	 	 	 	 	 	 
91013	1	1	2	9	12	8	0	 	 	 	 	1	9
91013	2	4	2	9	15	3	0	 	 	 	 	1	12
91013	3	88	 	 	 	 	 	 	 	 	 	 	 
91014	1	1	6	12	20	8	0	 	 	 	 	1	12
91014	2	4	6	12	10	8	0	 	 	 	 	1	12
91014	3	5	3	1	5	8	1	100	 	2	 	1	1
91015	1	1	2	6	25	8	0	 	 	 	 	1	6
91015	2	12	1	6	15	8	1	300	 	2	 	1	6
91015	3	88	 	 	 	 	 	 	 	 	 	 	 
91016	1	1	2	5	18	7	0	 	 	 	 	1	5
91016	2	88	 	 	 	 	 	 	 	 	 	 	 
91016	3	88	 	 	 	 	 	 	 	 	 	 	 
91017	1	1	2	1	30	9	0	 	 	 	 	0	 
91017	2	88	 	 	 	 	 	 	 	 	 	 	 
91017	3	88	 	 	 	 	 	 	 	 	 	 	 
91019	1	1	6	7	18	8	0	 	 	 	 	1	8
91019	2	4	6	8	14	7	0	 	 	 	 	1	12
91019	3	20	6	5	10	9	0	 	 	 	 	1	5
91020	1	1	2	12	25	6	0	 	 	 	 	1	12
91020	2	4	2	12	15	4	0	 	 	 	 	1	12
91020	3	88	 	 	 	 	 	 	 	 	 	 	 
91021	1	1	2	8	15	7	0	 	 	 	 	1	8
91021	2	12	1	3	10	8	1	120	 	2	 	1	3
91021	3	88	 	 	 	 	 	 	 	 	 	 	 
91022	1	1	2	12	20	10	0	 	 	 	 	1	12
91022	2	88	 	 	 	 	 	 	 	 	 	 	 
91022	3	88	 	 	 	 	 	 	 	 	 	 	 
91024	1	1	6	7	20	8	0	 	 	 	 	1	7
91024	2	88	 	 	 	 	 	 	 	 	 	 	 
91024	3	88	 	 	 	 	 	 	 	 	 	 	 
91025	1	1	2	8	10	4	0	 	 	 	 	1	6
91025	2	88	 	 	 	 	 	 	 	 	 	 	 
91025	3	88	 	 	 	 	 	 	 	 	 	 	 
91026	1	1	2	8	15	6	0	 	 	 	 	1	8
91026	2	4	2	6	10	4	0	 	 	 	 	1	6
91026	3	12	1	4	20	8	1	120	 	2	 	1	4
91027	1	88	 	 	 	 	 	 	 	 	 	 	 
91027	2	88	 	 	 	 	 	 	 	 	 	 	 
91027	3	88	 	 	 	 	 	 	 	 	 	 	 
91028	1	1	3	8	28	8	1	30000	 	5	 	1	8
91028	2	12	1	2	20	8	1	100	 	2	 	1	3
91028	3	88	 	 	 	 	 	 	 	 	 	 	 
91029	1	1	6	10	30	3	0	 	 	 	 	1	10
91029	2	88	 	 	 	 	 	 	 	 	 	 	 
91029	3	88	 	 	 	 	 	 	 	 	 	 	 
91030	1	19	2	12	30	12	0	 	 	 	 	1	6
91030	2	88	 	 	 	 	 	 	 	 	 	 	 
91030	3	88	 	 	 	 	 	 	 	 	 	 	 
91031	1	1	2	12	24	7	0	 	 	 	 	1	12
91031	2	4	2	12	5	4	0	 	 	 	 	1	12
91031	3	88	 	 	 	 	 	 	 	 	 	 	 
91032	1	1	2	5	10	5	0	 	 	 	 	1	10
91032	2	4	2	6	10	3	0	 	 	 	 	1	10
91032	3	88	 	 	 	 	 	 	 	 	 	 	 
91033	1	1	2	6	25	7	0	 	 	 	 	1	6
91033	2	5	3	6	20	8	1	100	 	2	 	1	6
91033	3	88	 	 	 	 	 	 	 	 	 	 	 
91036	1	4	2	3	25	6	0	 	 	 	 	1	3
91036	2	1	2	1	10	9	0	 	 	 	 	0	 
91036	3	88	 	 	 	 	 	 	 	 	 	 	 
91037	1	1	6	10	10	9	0	 	 	 	 	1	10
91037	2	4	6	9	10	2	0	 	 	 	 	1	12
91037	3	88	 	 	 	 	 	 	 	 	 	 	 
91039	1	4	2	1	28	2	0	 	 	 	 	1	-77
91039	2	88	 	 	 	 	 	 	 	 	 	 	 
91039	3	88	 	 	 	 	 	 	 	 	 	 	 
91041	1	1	6	9	20	9	0	 	 	 	 	1	12
91041	2	4	6	12	25	2	0	 	 	 	 	1	12
91041	3	88	 	 	 	 	 	 	 	 	 	 	 
91042	1	1	2	8	15	7	0	 	 	 	 	1	8
91042	2	4	2	12	25	2	0	 	 	 	 	1	12
91042	3	88	 	 	 	 	 	 	 	 	 	 	 
91045	1	1	2	6	25	6	0	 	 	 	 	1	6
91045	2	88	 	 	 	 	 	 	 	 	 	 	 
91045	3	88	 	 	 	 	 	 	 	 	 	 	 
91046	1	13	1	12	30	10	1	5000	 	4	 	1	7
91046	2	88	 	 	 	 	 	 	 	 	 	 	 
91046	3	88	 	 	 	 	 	 	 	 	 	 	 
91047	1	10	6	12	30	8	1	60	 	2	 	1	2
91047	2	9	6	12	30	2	1	40	 	2	 	1	12
91047	3	2	6	1	1	1	0	 	 	 	 	0	 
91048	1	13	4	9	20	8	1	5000	 	4	 	1	9
91048	2	10	2	3	28	6	0	 	 	 	 	0	 
91048	3	88	 	 	 	 	 	 	 	 	 	 	 
91049	1	1	6	11	19	9	0	 	 	 	 	1	11
91049	2	5	3	2	20	10	1	120	 	2	 	1	2
91049	3	88	 	 	 	 	 	 	 	 	 	 	 
91050	1	1	2	6	25	9	0	 	 	 	 	1	6
91050	2	7	3	3	20	8	0	 	 	 	 	1	3
91050	3	88	 	 	 	 	 	 	 	 	 	 	 
91052	1	1	2	10	20	8	0	 	 	 	 	1	10
91052	2	5	3	2	19	7	1	100	 	2	 	1	2
91052	3	88	 	 	 	 	 	 	 	 	 	 	 
91056	1	1	6	9	15	9	0	 	 	 	 	0	 
91056	2	12	1	2	25	9	1	120	 	2	 	0	 
91056	3	88	 	 	 	 	 	 	 	 	 	 	 
91061	1	1	2	4	18	8	0	 	 	 	 	1	8
91061	2	4	2	6	15	2	0	 	 	 	 	1	10
91061	3	88	 	 	 	 	 	 	 	 	 	 	 
91062	1	1	2	10	14	8	0	 	 	 	 	1	10
91062	2	4	2	12	20	2	0	 	 	 	 	1	12
91062	3	88	 	 	 	 	 	 	 	 	 	 	 
91064	1	1	2	12	20	7	0	 	 	 	 	1	12
91064	2	4	2	12	8	6	0	 	 	 	 	1	12
91064	3	88	 	 	 	 	 	 	 	 	 	 	 
91070	1	1	2	10	20	9	0	 	 	 	 	1	12
91070	2	4	2	12	5	4	0	 	 	 	 	1	12
91070	3	88	 	 	 	 	 	 	 	 	 	 	 
91071	1	1	2	10	20	6	0	 	 	 	 	1	10
91071	2	12	1	2	16	8	1	200	 	2	 	1	3
91071	3	88	 	 	 	 	 	 	 	 	 	 	 
101001	1	1	2	12	15	8	0	 	 	 	 	1	12
101001	2	5	3	3	20	8	1	150	 	2	 	0	 
101001	3	88	 	 	 	 	 	 	 	 	 	 	 
101004	1	12	1	12	24	8	1	3800	 	4	 	1	-77
101004	2	88	 	 	 	 	 	 	 	 	 	 	 
101004	3	88	 	 	 	 	 	 	 	 	 	 	 
101005	1	88	 	 	 	 	 	 	 	 	 	 	 
101005	2	88	 	 	 	 	 	 	 	 	 	 	 
101005	3	88	 	 	 	 	 	 	 	 	 	 	 
101010	1	13	1	12	28	10	1	5000	 	4	 	1	12
101010	2	88	 	 	 	 	 	 	 	 	 	 	 
101010	3	88	 	 	 	 	 	 	 	 	 	 	 
101011	1	5	3	6	6	7	1	100	 	2	 	1	4
101011	2	88	 	 	 	 	 	 	 	 	 	 	 
101011	3	88	 	 	 	 	 	 	 	 	 	 	 
101013	1	13	3	1	14	7	0	 	 	 	 	0	 
101013	2	88	 	 	 	 	 	 	 	 	 	 	 
101013	3	88	 	 	 	 	 	 	 	 	 	 	 
101014	1	13	1	5	22	8	1	3000	 	4	 	1	12
101014	2	88	 	 	 	 	 	 	 	 	 	 	 
101014	3	88	 	 	 	 	 	 	 	 	 	 	 
101015	1	1	2	2	20	8	0	 	 	 	 	0	 
101015	2	88	 	 	 	 	 	 	 	 	 	 	 
101015	3	88	 	 	 	 	 	 	 	 	 	 	 
101016	1	19	2	2	15	5	0	 	 	 	 	1	2
101016	2	88	 	 	 	 	 	 	 	 	 	 	 
101016	3	88	 	 	 	 	 	 	 	 	 	 	 
101017	1	88	 	 	 	 	 	 	 	 	 	 	 
101017	2	88	 	 	 	 	 	 	 	 	 	 	 
101017	3	88	 	 	 	 	 	 	 	 	 	 	 
101018	1	1	2	4	15	6	0	 	 	 	 	1	4
101018	2	88	 	 	 	 	 	 	 	 	 	 	 
101018	3	88	 	 	 	 	 	 	 	 	 	 	 
101019	1	10	2	3	12	1	0	 	 	 	 	1	9
101019	2	12	3	1	30	8	1	77	 	88	 	1	9
101019	3	88	 	 	 	 	 	 	 	 	 	 	 
101020	1	1	2	4	15	7	0	 	 	 	 	1	4
101020	2	12	3	8	20	8	1	150	 	2	 	1	8
101020	3	88	 	 	 	 	 	 	 	 	 	 	 
101021	1	88	 	 	 	 	 	 	 	 	 	 	 
101021	2	88	 	 	 	 	 	 	 	 	 	 	 
101021	3	88	 	 	 	 	 	 	 	 	 	 	 
101022	1	1	2	4	25	5	0	 	 	 	 	0	 
101022	2	7	2	3	20	3	0	 	 	 	 	1	3
101022	3	88	 	 	 	 	 	 	 	 	 	 	 
101023	1	13	1	11	26	10	1	6000	 	4	 	0	 
101023	2	88	 	 	 	 	 	 	 	 	 	 	 
101023	3	88	 	 	 	 	 	 	 	 	 	 	 
101024	1	1	6	10	15	8	0	 	 	 	 	1	10
101024	2	5	3	11	3	8	1	150	 	2	 	1	11
101024	3	88	 	 	 	 	 	 	 	 	 	 	 
101025	1	1	2	2	20	8	0	 	 	 	 	0	 
101025	2	88	 	 	 	 	 	 	 	 	 	 	 
101025	3	88	 	 	 	 	 	 	 	 	 	 	 
101026	1	1	2	8	22	9	0	 	 	 	 	1	8
101026	2	4	2	6	15	2	0	 	 	 	 	1	6
101026	3	88	 	 	 	 	 	 	 	 	 	 	 
101027	1	1	2	6	10	8	0	 	 	 	 	0	 
101027	2	88	 	 	 	 	 	 	 	 	 	 	 
101027	3	88	 	 	 	 	 	 	 	 	 	 	 
101028	1	10	2	12	25	4	0	 	 	 	 	1	12
101028	2	1	2	6	10	4	0	 	 	 	 	0	 
101028	3	88	 	 	 	 	 	 	 	 	 	 	 
101029	1	1	2	4	19	6	0	 	 	 	 	1	4
101029	2	88	 	 	 	 	 	 	 	 	 	 	 
101029	3	88	 	 	 	 	 	 	 	 	 	 	 
101030	1	88	 	 	 	 	 	 	 	 	 	 	 
101030	2	88	 	 	 	 	 	 	 	 	 	 	 
101030	3	88	 	 	 	 	 	 	 	 	 	 	 
101031	1	4	6	12	30	1	0	 	 	 	 	1	2
101031	2	1	6	12	1	4	0	 	 	 	 	1	0
101031	3	88	 	 	 	 	 	 	 	 	 	 	 
101034	1	88	 	 	 	 	 	 	 	 	 	 	 
101034	2	88	 	 	 	 	 	 	 	 	 	 	 
101034	3	88	 	 	 	 	 	 	 	 	 	 	 
101035	1	12	1	10	24	9	1	160	 	2	 	1	9
101035	2	1	2	2	10	6	0	 	 	 	 	1	3
101035	3	88	 	 	 	 	 	 	 	 	 	 	 
101036	1	1	2	8	20	6	0	 	 	 	 	1	5
101036	2	4	2	12	20	2	0	 	 	 	 	0	 
101036	3	88	 	 	 	 	 	 	 	 	 	 	 
101037	1	4	2	6	20	2	3	5000	 	7	 	1	12
101037	2	10	2	6	25	8	1	500	 	4	 	1	12
101037	3	88	 	 	 	 	 	 	 	 	 	 	 
101038	1	12	2	5	25	9	1	150	 	2	 	1	8
101038	2	1	2	3	12	8	0	 	 	 	 	1	2
101038	3	88	 	 	 	 	 	 	 	 	 	 	 
101039	1	13	1	7	26	10	1	3500	 	4	 	1	-77
101039	2	1	2	2	10	4	0	 	 	 	 	0	 
101039	3	88	 	 	 	 	 	 	 	 	 	 	 
101040	1	1	2	3	10	5	0	 	 	 	 	1	1
101040	2	13	1	10	26	8	1	4500	 	4	 	1	10
101040	3	88	 	 	 	 	 	 	 	 	 	 	 
101041	1	13	1	9	26	8	1	4000	 	4	 	0	 
101041	2	1	2	3	20	8	0	 	 	 	 	1	12
101041	3	88	 	 	 	 	 	 	 	 	 	 	 
101042	1	1	2	8	15	7	0	 	 	 	 	1	9
101042	2	4	2	10	25	3	0	 	 	 	 	1	10
101042	3	88	 	 	 	 	 	 	 	 	 	 	 
101043	1	1	2	1	5	8	0	 	 	 	 	1	3
101043	2	4	2	2	10	3	0	 	 	 	 	1	2
101043	3	12	1	2	30	10	1	150	 	2	 	0	 
101044	1	88	 	 	 	 	 	 	 	 	 	 	 
101044	2	88	 	 	 	 	 	 	 	 	 	 	 
101044	3	88	 	 	 	 	 	 	 	 	 	 	 
101045	1	2	2	12	10	3	0	 	 	 	 	1	12
101045	2	12	1	4	10	8	1	100	 	2	 	1	4
101045	3	88	 	 	 	 	 	 	 	 	 	 	 
101047	1	12	1	3	20	8	1	160	 	2	 	1	5
101047	2	88	 	 	 	 	 	 	 	 	 	 	 
101047	3	88	 	 	 	 	 	 	 	 	 	 	 
101048	1	88	 	 	 	 	 	 	 	 	 	 	 
101048	2	88	 	 	 	 	 	 	 	 	 	 	 
101048	3	88	 	 	 	 	 	 	 	 	 	 	 
101049	1	1	2	5	6	7	0	 	 	 	 	0	 
101049	2	88	 	 	 	 	 	 	 	 	 	 	 
101049	3	88	 	 	 	 	 	 	 	 	 	 	 
101050	1	1	2	6	10	3	0	 	 	 	 	0	 
101050	2	88	 	 	 	 	 	 	 	 	 	 	 
101050	3	88	 	 	 	 	 	 	 	 	 	 	 
101051	1	13	1	5	27	8	1	3600	 	4	 	0	 
101051	2	88	 	 	 	 	 	 	 	 	 	 	 
101051	3	88	 	 	 	 	 	 	 	 	 	 	 
101054	1	12	1	12	25	8	1	3200	 	4	 	1	2
101054	2	88	 	 	 	 	 	 	 	 	 	 	 
101054	3	88	 	 	 	 	 	 	 	 	 	 	 
101064	1	4	6	12	30	2	0	 	 	 	 	1	3
101064	2	1	6	9	10	8	0	 	 	 	 	0	 
101064	3	88	 	 	 	 	 	 	 	 	 	 	 
101067	1	1	2	5	15	8	0	 	 	 	 	1	5
101067	2	4	2	5	10	3	0	 	 	 	 	1	4
101067	3	88	 	 	 	 	 	 	 	 	 	 	 
101075	1	88	 	 	 	 	 	 	 	 	 	 	 
101075	2	88	 	 	 	 	 	 	 	 	 	 	 
101075	3	88	 	 	 	 	 	 	 	 	 	 	 
101083	1	88	 	 	 	 	 	 	 	 	 	 	 
101083	2	88	 	 	 	 	 	 	 	 	 	 	 
101083	3	88	 	 	 	 	 	 	 	 	 	 	 
111001	1	88	 	 	 	 	 	 	 	 	 	 	 
111001	2	88	 	 	 	 	 	 	 	 	 	 	 
111001	3	88	 	 	 	 	 	 	 	 	 	 	 
111002	1	10	6	12	30	16	1	300	 	2	 	1	12
111002	2	88	 	 	 	 	 	 	 	 	 	 	 
111002	3	88	 	 	 	 	 	 	 	 	 	 	 
111003	1	88	 	 	 	 	 	 	 	 	 	 	 
111003	2	88	 	 	 	 	 	 	 	 	 	 	 
111003	3	88	 	 	 	 	 	 	 	 	 	 	 
111004	1	13	1	12	28	9	1	3000	 	4	 	1	12
111004	2	88	 	 	 	 	 	 	 	 	 	 	 
111004	3	88	 	 	 	 	 	 	 	 	 	 	 
111005	1	1	2	12	26	6	0	 	 	 	 	1	0
111005	2	4	2	12	30	3	0	 	 	 	 	1	0
111005	3	88	 	 	 	 	 	 	 	 	 	 	 
111006	1	1	2	6	8	3	0	 	 	 	 	1	6
111006	2	88	 	 	 	 	 	 	 	 	 	 	 
111006	3	88	 	 	 	 	 	 	 	 	 	 	 
111008	1	12	3	7	15	5	1	18000	 	2	 	1	3
111008	2	1	2	4	30	7	0	 	 	 	 	0	 
111008	3	88	 	 	 	 	 	 	 	 	 	 	 
111009	1	5	2	1	20	3	1	4000	 	4	 	1	1
111009	2	88	 	 	 	 	 	 	 	 	 	 	 
111009	3	88	 	 	 	 	 	 	 	 	 	 	 
111010	1	88	 	 	 	 	 	 	 	 	 	 	 
111010	2	88	 	 	 	 	 	 	 	 	 	 	 
111010	3	88	 	 	 	 	 	 	 	 	 	 	 
111011	1	7	2	7	24	7	0	 	 	 	 	1	6
111011	2	88	 	 	 	 	 	 	 	 	 	 	 
111011	3	88	 	 	 	 	 	 	 	 	 	 	 
111012	1	4	2	12	25	3	0	 	 	 	 	1	0
111012	2	1	2	2	15	6	0	 	 	 	 	0	 
111012	3	10	2	12	10	3	0	 	 	 	 	0	 
111013	1	20	4	12	30	6	1	1000	 	4	 	1	3
111013	2	88	 	 	 	 	 	 	 	 	 	 	 
111013	3	88	 	 	 	 	 	 	 	 	 	 	 
111014	1	10	6	1	2	8	1	750	 	2	 	0	 
111014	2	88	 	 	 	 	 	 	 	 	 	 	 
111014	3	88	 	 	 	 	 	 	 	 	 	 	 
111015	1	10	2	2	30	8	0	 	 	 	 	0	 
111015	2	88	 	 	 	 	 	 	 	 	 	 	 
111015	3	88	 	 	 	 	 	 	 	 	 	 	 
111016	1	13	1	2	30	6	1	1700	 	4	 	1	2
111016	2	88	 	 	 	 	 	 	 	 	 	 	 
111016	3	88	 	 	 	 	 	 	 	 	 	 	 
111017	1	1	2	8	17	6	0	 	 	 	 	0	 
111017	2	13	1	3	27	9	1	4000	 	4	 	1	10
111017	3	88	 	 	 	 	 	 	 	 	 	 	 
111018	1	10	6	1	25	2	1	2500	 	4	 	0	 
111018	2	88	 	 	 	 	 	 	 	 	 	 	 
111018	3	88	 	 	 	 	 	 	 	 	 	 	 
111019	1	12	3	2	30	13	1	1200	 	7	 	0	 
111019	2	88	 	 	 	 	 	 	 	 	 	 	 
111019	3	88	 	 	 	 	 	 	 	 	 	 	 
111021	1	4	2	12	27	5	0	 	 	 	 	1	12
111021	2	19	2	12	30	2	0	 	 	 	 	1	12
111021	3	88	 	 	 	 	 	 	 	 	 	 	 
111022	1	5	2	5	25	8	1	15000	 	4	 	1	5
111022	2	88	 	 	 	 	 	 	 	 	 	 	 
111022	3	88	 	 	 	 	 	 	 	 	 	 	 
111025	1	1	6	8	23	7	0	 	 	 	 	1	5
