CHILDCODE	DINT	PRIDRSR5	HHSIZE	HEADID	RESPOND	HEADLANG	CARELANG	CHLDLANG	PECLOC5	PECODPT5	PECODISTR5	PECODIS5	ANTHRHSE5	ANTHRADD5	PECODIS15	PEMUDANZ5	PEUBIC5	PHONE5	PEHPOST5	PEDCVIV5	PEDPAGT5	PEDPOC5	PEDPPA5	CHLDDNI5	TIENDNI5	DOCDNI5	ADDSAME5	CLUSTID5	YLCOMM5	PLACEID5	LINKCMM5	PLACENR5	LONGCOMM5	TRNSCOMM5	MINIADM5	PEMINIID5	TYPESITE5	PEMUDR45
68019	16/11/2016	2	3	1	2	31	31	31	 	22	 	 	0	 	 	 	 	1	0	 	 	 	 	1	1	3	1	 	0	 	1	PE06C01	5	5	0	 	1	0
68020	21/11/2016	0	3	3	4	31	31	31	 	22	 	 	0	 	 	 	 	1	1	0	1	0	0	1	1	1	1	 	1	PE06C01	0	 	 	 	0	 	1	0
68021	28/11/2016	2	6	7	2	31	31	31	 	22	 	 	0	 	 	 	3	1	1	1	1	0	0	1	1	1	0	 	1	PE80C25	0	 	 	 	0	 	1	1
68022	14/07/2016	0	1	0	0	31	31	31	 	15	 	 	0	 	 	 	 	1	1	0	1	0	0	0	 	 	1	 	0	 	0	 	 	 	1	PE87MC07	1	1
68023	17/11/2016	2	5	4	2	31	31	31	 	22	 	 	0	 	 	 	 	1	1	1	1	0	0	1	1	1	1	 	1	PE06C01	0	 	 	 	0	 	1	0
68024	17/11/2016	2	5	1	2	31	31	31	 	22	 	 	0	 	 	 	 	1	0	 	 	 	 	1	1	3	1	 	1	PE06C01	0	 	 	 	0	 	1	0
68025	19/11/2016	1	4	1	1	31	31	31	 	22	 	 	0	 	 	 	 	1	1	1	0	0	0	0	 	 	1	 	1	PE06C01	0	 	 	 	0	 	1	0
78001	09/08/2016	1	7	2	1	31	31	31	 	6	 	 	1	1	 	 	 	1	0	 	 	 	 	1	1	1	1	 	1	PE07C01	0	 	 	 	0	 	1	0
78002	21/08/2016	1	2	1	1	31	31	31	 	6	 	 	1	1	 	 	 	1	0	 	 	 	 	1	1	1	1	 	0	 	0	 	 	 	1	PE07MC32	1	1
78003	09/08/2016	0	3	1	0	31	31	31	 	6	 	 	1	1	 	 	 	1	1	1	0	0	0	1	1	3	1	 	1	PE07C01	0	 	 	 	0	 	1	0
78005	08/08/2016	2	3	2	2	31	31	31	 	6	 	 	0	 	 	 	 	1	1	0	1	0	0	1	1	3	1	 	1	PE07C01	0	 	 	 	0	 	1	0
78006	08/10/2016	2	3	2	2	31	31	31	 	14	 	 	1	1	 	 	2	1	0	 	 	 	 	1	1	3	0	 	0	 	0	 	 	 	1	PE84MC64	1	1
78008	09/08/2016	0	3	1	1	31	31	31	 	6	 	 	0	 	 	 	 	1	1	1	1	1	0	1	1	3	1	 	1	PE07C01	0	 	 	 	0	 	1	0
78009	24/08/2016	1	9	4	1	31	31	31	 	6	 	 	2	1	 	 	 	1	0	 	 	 	 	1	1	3	1	 	1	PE07C01	0	 	 	 	0	 	1	0
78010	12/08/2016	2	4	1	2	31	31	31	 	6	 	 	1	1	 	 	 	1	1	1	0	0	0	1	1	1	1	 	1	PE07C01	0	 	 	 	0	 	1	0
78011	22/08/2016	0	5	5	0	31	31	31	 	6	 	 	0	 	 	 	2	1	1	1	1	0	0	1	1	1	0	 	1	PE07C02	0	 	 	 	0	 	1	1
78012	10/08/2016	0	2	7	0	31	31	31	 	6	 	 	0	 	 	 	 	1	1	1	0	0	0	88	 	 	1	 	1	PE07C01	0	 	 	 	0	 	1	0
78013	10/08/2016	1	4	2	1	31	31	31	 	6	 	 	0	 	 	 	 	1	0	 	 	 	 	1	1	1	1	 	1	PE07C01	0	 	 	 	0	 	1	0
78014	12/08/2016	2	5	1	2	31	31	31	 	6	 	 	0	 	 	 	 	1	0	 	 	 	 	1	1	1	1	 	1	PE07C01	0	 	 	 	0	 	1	0
78015	17/08/2016	0	5	1	2	31	31	31	 	6	 	 	0	 	 	 	1	1	0	 	 	 	 	1	1	3	0	 	0	 	0	 	 	 	1	PE07MC19	1	1
78016	17/08/2016	2	5	1	2	31	31	31	 	6	 	 	0	 	 	 	2	1	0	 	 	 	 	1	1	1	0	 	0	 	0	 	 	 	1	PE07MC11	1	1
78017	10/08/2016	1	6	1	2	31	31	31	 	6	 	 	0	 	 	 	 	1	0	 	 	 	 	1	1	1	1	 	1	PE07C01	0	 	 	 	0	 	1	0
78018	21/08/2016	0	3	6	0	31	31	31	 	6	 	 	0	 	 	 	 	1	1	1	0	0	0	1	1	3	1	 	1	PE07C01	0	 	 	 	0	 	1	1
78019	15/08/2016	2	6	1	0	31	31	31	 	6	 	 	1	1	 	 	2	1	1	1	0	0	0	88	 	 	0	 	1	PE07C04	0	 	 	 	0	 	1	1
78020	17/08/2016	2	4	4	2	31	31	31	 	6	 	 	0	 	 	 	 	1	0	 	 	 	 	1	1	1	1	 	1	PE07C01	0	 	 	 	0	 	1	0
78021	11/08/2016	2	4	2	2	31	31	31	 	6	 	 	0	 	 	 	1	1	1	0	1	0	0	1	1	1	0	 	1	PE07C01	0	 	 	 	0	 	1	1
78022	19/08/2016	1	5	2	1	31	31	31	 	6	 	 	2	77	 	 	 	1	0	 	 	 	 	1	77	 	1	 	1	PE07C01	0	 	 	 	0	 	1	0
78024	17/08/2016	2	6	1	2	31	31	31	 	6	 	 	0	 	 	 	 	1	0	 	 	 	 	1	1	1	1	 	0	 	0	 	 	 	1	PE07MC19	1	0
78026	14/08/2016	2	5	1	2	31	31	31	 	6	 	 	0	 	 	 	 	1	0	 	 	 	 	1	1	3	1	 	1	PE07C01	0	 	 	 	0	 	1	0
78027	11/08/2016	1	3	1	1	31	31	31	 	6	 	 	0	 	 	 	 	1	1	1	0	0	0	1	1	1	1	 	1	PE07C03	0	 	 	 	0	 	1	0
78028	17/08/2016	1	3	2	1	31	31	31	 	6	 	 	0	 	 	 	 	1	1	1	0	0	0	1	1	1	1	 	1	PE07C03	0	 	 	 	0	 	1	0
78029	08/08/2016	2	7	1	2	31	31	31	 	6	 	 	0	 	 	 	 	1	1	1	0	0	0	1	1	1	1	 	1	PE07C01	0	 	 	 	0	 	1	0
78030	11/08/2016	0	3	2	0	31	31	31	 	6	 	 	0	 	 	 	 	1	1	1	0	0	0	88	 	 	1	 	1	PE07C03	0	 	 	 	0	 	1	0
78031	13/08/2016	2	7	1	2	31	31	31	 	6	 	 	1	1	 	 	 	1	1	1	0	0	0	1	1	1	1	 	1	PE07C03	0	 	 	 	0	 	1	0
78032	16/08/2016	2	4	2	0	31	31	31	 	6	 	 	0	 	 	 	 	1	1	1	0	0	0	1	1	3	1	 	0	 	0	 	 	 	1	PE07MC15	1	0
78033	11/08/2016	2	4	2	2	31	31	31	 	6	 	 	0	 	 	 	 	1	0	 	 	 	 	1	1	1	1	 	1	PE07C03	0	 	 	 	0	 	1	0
78034	15/08/2016	0	4	1	2	31	31	31	 	6	 	 	0	 	 	 	 	1	0	 	 	 	 	1	1	3	1	 	1	PE07C04	0	 	 	 	0	 	1	1
78035	21/07/2016	1	5	1	2	31	31	31	 	15	 	 	0	 	 	 	 	1	0	 	 	 	 	1	1	1	1	 	0	 	0	 	 	 	1	PE84MC36	1	0
78036	09/08/2016	0	1	0	0	31	31	31	 	15	 	 	2	1	 	 	5	1	0	 	 	 	 	1	1	1	0	 	0	 	0	 	 	 	0	 	1	1
78037	12/08/2016	0	6	1	2	31	31	31	 	6	 	 	0	 	 	 	2	1	1	0	1	0	0	1	1	1	0	 	1	PE07C03	0	 	 	 	0	 	1	1
78038	12/08/2016	2	4	1	2	31	31	31	 	6	 	 	0	 	 	 	 	1	0	 	 	 	 	1	1	1	1	 	1	PE07C04	0	 	 	 	0	 	1	0
78039	09/10/2016	0	3	0	0	31	31	31	 	14	 	 	0	 	 	 	5	1	1	0	1	0	0	1	1	3	0	 	0	 	0	 	 	 	1	PE84MC66	1	1
78040	26/01/2017	2	2	2	2	31	31	31	 	6	 	 	0	 	 	 	5	1	0	 	 	 	 	1	1	3	0	 	1	PE07C03	0	 	 	 	0	 	1	0
78041	17/08/2016	1	6	2	1	31	31	31	 	6	 	 	0	 	 	 	 	1	1	1	0	0	0	1	1	3	1	 	1	PE07C01	0	 	 	 	0	 	1	0
78042	20/08/2016	2	6	1	2	31	31	31	 	6	 	 	0	 	 	 	 	1	1	1	0	0	0	1	1	1	1	 	1	PE07C03	0	 	 	 	0	 	1	0
78043	16/08/2016	2	6	1	2	31	31	31	 	6	 	 	0	 	 	 	 	1	1	1	0	0	0	1	1	1	1	 	1	PE07C03	0	 	 	 	0	 	1	0
78044	13/08/2016	2	5	2	2	31	31	31	 	6	 	 	0	 	 	 	 	1	0	 	 	 	 	1	1	1	1	 	1	PE07C02	0	 	 	 	0	 	1	0
78045	16/08/2016	2	5	1	2	31	31	31	 	6	 	 	0	 	 	 	 	1	1	0	1	0	0	1	1	1	1	 	1	PE07C02	0	 	 	 	0	 	1	0
78046	18/08/2016	2	4	2	2	31	31	31	 	6	 	 	0	 	 	 	 	1	0	 	 	 	 	1	1	1	1	 	1	PE07C03	0	 	 	 	0	 	1	1
78047	15/08/2016	2	5	1	2	31	31	31	 	6	 	 	0	 	 	 	 	1	0	 	 	 	 	1	1	1	1	 	1	PE07C03	0	 	 	 	0	 	1	0
78048	06/07/2016	0	3	8	0	31	31	31	 	15	 	 	1	1	 	 	2	1	1	0	1	0	0	1	1	1	0	 	0	 	0	 	 	 	1	PE12MC01	1	1
78049	13/08/2016	2	5	1	2	31	31	31	 	6	 	 	0	 	 	 	 	1	0	 	 	 	 	1	1	1	1	 	1	PE07C02	0	 	 	 	0	 	1	0
78051	16/08/2016	1	4	1	1	31	31	31	 	6	 	 	0	 	 	 	 	1	0	 	 	 	 	1	1	1	1	 	1	PE07C02	0	 	 	 	0	 	1	0
78052	16/08/2016	0	3	17	0	31	31	31	 	6	 	 	1	1	 	 	 	1	0	 	 	 	 	1	1	1	1	 	1	PE07C04	0	 	 	 	0	 	1	0
88001	06/10/2016	0	3	5	0	31	31	31	 	20	 	 	1	1	 	 	5	1	0	 	 	 	 	1	1	3	0	 	0	 	0	 	 	 	1	PE84MC62	1	1
88002	01/09/2016	0	3	6	0	31	31	31	 	13	 	 	0	 	 	 	 	1	1	1	0	0	0	1	1	3	1	 	1	PE08C01	0	 	 	 	0	 	1	1
88003	29/08/2016	1	4	1	1	31	31	31	 	13	 	 	0	 	 	 	 	1	1	1	1	0	0	1	1	1	1	 	1	PE08C01	0	 	 	 	0	 	1	0
88004	05/09/2016	0	11	4	1	31	31	31	 	13	 	 	0	 	 	 	 	1	1	1	0	0	0	1	1	3	1	 	1	PE08C01	0	 	 	 	0	 	1	0
88005	01/09/2016	1	2	1	1	31	31	31	 	13	 	 	0	 	 	 	 	1	1	1	0	0	0	1	1	1	1	 	1	PE08C01	0	 	 	 	0	 	1	1
88007	31/08/2016	1	4	1	0	31	31	31	 	13	 	 	0	 	 	 	 	1	1	1	0	0	0	0	 	 	1	 	1	PE08C01	0	 	 	 	0	 	1	0
88008	03/09/2016	0	5	0	0	31	31	31	 	13	 	 	1	1	 	 	 	1	1	1	0	0	0	1	1	1	1	 	1	PE08C01	0	 	 	 	0	 	1	0
88010	30/08/2016	1	5	1	2	31	31	31	 	13	 	 	0	 	 	 	 	1	0	 	 	 	 	1	1	3	1	 	1	PE80C29	0	 	 	 	0	 	1	0
88011	08/09/2016	2	4	20	2	31	31	31	 	13	 	 	0	 	 	 	 	1	1	1	0	0	0	1	1	1	1	 	1	PE08C03	0	 	 	 	0	 	1	0
88012	02/09/2016	1	4	1	1	31	31	31	 	13	 	 	0	 	 	 	 	1	1	1	0	0	0	1	1	1	1	 	1	PE08C01	0	 	 	 	0	 	1	0
88013	08/09/2016	0	4	1	0	31	31	31	 	13	 	 	0	 	 	 	 	1	1	1	0	0	0	1	1	1	1	 	1	PE08C01	0	 	 	 	0	 	1	0
88014	30/08/2016	0	3	1	0	31	31	31	 	13	 	 	0	 	 	 	 	1	1	1	0	0	0	88	 	 	1	 	1	PE08C01	0	 	 	 	0	 	1	0
88015	06/09/2016	2	7	1	2	31	31	31	 	13	 	 	0	 	 	 	 	1	1	1	0	0	0	1	1	1	1	 	1	PE08C01	0	 	 	 	0	 	1	0
88016	06/09/2016	1	4	1	1	31	31	31	 	13	 	 	0	 	 	 	 	1	1	1	0	0	0	1	1	3	1	 	0	 	0	 	 	 	1	PE85MC14	1	0
88017	29/08/2016	0	8	1	0	31	31	31	 	13	 	 	0	 	 	 	 	1	1	1	0	0	0	88	 	 	1	 	1	PE08C01	0	 	 	 	0	 	1	0
88020	04/09/2016	0	5	1	2	31	31	31	 	13	 	 	0	 	 	 	 	1	1	1	0	0	0	1	1	3	1	 	1	PE08C01	0	 	 	 	0	 	1	0
88021	30/08/2016	2	9	1	2	31	31	31	 	13	 	 	0	 	 	 	 	1	1	1	0	0	0	1	1	1	1	 	1	PE08C01	0	 	 	 	0	 	1	0
88022	31/08/2016	2	2	2	2	31	31	31	 	13	 	 	0	 	 	 	 	1	1	1	0	0	0	1	1	1	1	 	1	PE08C01	0	 	 	 	0	 	1	0
88023	08/08/2016	0	8	1	0	31	31	31	 	13	 	 	0	 	 	 	 	1	1	1	0	0	0	1	1	3	1	 	1	PE08C01	0	 	 	 	0	 	1	88
88024	09/09/2016	2	5	1	2	31	31	31	 	13	 	 	0	 	 	 	 	1	1	1	0	0	0	1	1	1	1	 	1	PE08C01	0	 	 	 	0	 	1	0
88025	31/08/2016	2	6	1	2	31	31	31	 	13	 	 	0	 	 	 	 	1	1	1	0	0	0	1	1	1	1	 	1	PE08C01	0	 	 	 	0	 	1	0
88026	30/08/2016	0	4	2	0	31	31	31	 	13	 	 	0	 	 	 	 	1	1	1	0	0	0	1	1	1	1	 	1	PE08C01	0	 	 	 	0	 	1	0
88027	30/08/2016	0	6	0	0	31	31	31	 	13	 	 	0	 	 	 	 	1	1	1	0	0	0	1	1	1	1	 	1	PE08C01	0	 	 	 	0	 	1	0
88029	06/09/2016	0	2	0	0	31	31	31	 	13	 	 	0	 	 	 	 	1	1	1	0	0	0	1	1	3	1	 	1	PE08C01	0	 	 	 	0	 	1	0
88031	31/08/2016	20	6	21	20	31	31	31	 	13	 	 	0	 	 	 	 	1	1	1	0	0	0	1	1	1	0	 	1	PE08C01	0	 	 	 	0	 	1	1
98001	24/07/2016	0	1	0	0	31	31	31	 	15	 	 	0	 	 	 	 	1	0	 	 	 	 	1	1	1	1	 	0	 	0	 	 	 	1	PE84MC34	1	0
98006	15/10/2016	0	3	99	0	31	31	31	 	2	 	 	0	 	 	 	4	1	1	1	0	0	0	0	 	 	0	 	1	PE80C20	0	 	 	 	0	 	1	1
98007	22/01/2017	0	2	0	0	31	31	31	 	15	 	 	0	 	 	 	3	1	1	1	1	1	0	1	1	3	0	 	0	 	0	 	 	 	0	 	1	1
98008	14/10/2016	0	3	99	0	31	31	31	 	2	 	 	0	 	 	 	 	1	1	0	1	0	0	1	1	3	1	 	0	 	0	 	 	 	1	PE80MC07	1	1
98010	15/01/2017	1	3	2	2	31	31	31	 	7	 	 	0	 	 	 	5	1	1	1	0	0	0	88	 	 	0	 	0	 	0	 	 	 	1	PE87MC47	1	1
98011	01/10/2016	0	1	0	0	31	31	31	 	2	 	 	1	1	 	 	 	1	1	1	0	0	0	1	1	3	1	 	1	PE80C14	0	 	 	 	0	 	1	1
98012	20/09/2016	6	5	3	0	31	31	31	 	2	 	 	0	 	 	 	 	1	1	0	1	0	0	1	1	1	1	 	1	PE09C01	0	 	 	 	0	 	2	1
98013	24/07/2016	0	1	0	0	31	31	31	 	15	 	 	0	 	 	 	 	1	1	1	1	1	0	1	1	3	1	 	0	 	0	 	 	 	1	PE88MC88	1	1
98014	17/07/2016	2	5	1	2	31	31	31	 	15	 	 	0	 	 	 	 	1	1	1	1	0	0	1	1	3	1	 	0	 	0	 	 	 	1	PE87MC27	1	0
98016	15/07/2016	0	2	1	1	31	31	31	 	15	 	 	1	1	 	 	 	1	0	 	 	 	 	1	1	3	1	 	0	 	0	 	 	 	1	PE82MC90	1	0
98018	22/07/2016	2	4	2	2	31	31	31	 	15	 	 	0	 	 	 	 	1	0	 	 	 	 	1	1	3	1	 	0	 	0	 	 	 	1	PE87MC60	1	1
98020	18/07/2016	0	7	0	0	31	31	31	 	15	 	 	0	 	 	 	 	1	1	1	0	0	0	1	1	1	1	 	0	 	0	 	 	 	0	 	1	0
98022	17/01/2017	4	5	4	4	31	31	32	 	15	 	 	0	 	 	 	5	1	1	1	0	0	0	1	1	1	0	 	0	 	0	 	 	 	1	PE87MC61	1	1
98023	20/12/2016	0	1	0	0	31	31	31	 	15	 	 	0	 	 	 	5	1	1	0	0	0	1	1	1	3	0	 	0	 	0	 	 	 	1	PE83MC81	1	1
98024	22/07/2016	6	4	5	6	31	31	31	 	15	 	 	0	 	 	 	 	1	1	1	0	0	0	1	1	1	1	 	0	 	0	 	 	 	1	PE83MC81	1	0
98025	21/09/2016	2	5	1	2	31	31	31	 	2	 	 	0	 	 	 	 	1	1	1	0	0	0	1	1	1	1	 	1	PE09C01	0	 	 	 	0	 	2	0
98026	24/07/2016	0	1	0	0	31	31	31	 	15	 	 	0	 	 	 	 	1	1	1	0	0	0	1	1	1	1	 	0	 	0	 	 	 	1	PE87MC27	1	0
98028	21/07/2016	0	4	20	0	31	31	31	 	15	 	 	2	1	 	 	2	1	1	1	0	0	0	1	1	1	0	 	0	 	0	 	 	 	1	PE87MC44	2	1
98029	28/09/2016	2	7	1	2	31	31	31	 	2	 	 	1	1	 	 	 	1	1	1	0	0	0	1	1	1	1	 	1	PE09C08	0	 	 	 	0	 	2	0
108001	13/10/2016	0	3	1	0	31	31	31	 	2	 	 	0	 	 	 	 	1	0	 	 	 	 	88	 	 	1	 	1	PE10C01	0	 	 	 	0	 	1	88
108002	11/10/2016	0	5	2	0	31	31	31	 	2	 	 	0	 	 	 	 	1	1	1	0	0	0	1	1	1	1	 	1	PE10C01	0	 	 	 	0	 	1	0
108003	14/10/2016	1	4	3	1	31	31	31	 	2	 	 	0	 	 	 	 	1	1	1	1	0	0	1	1	1	1	 	1	PE10C01	0	 	 	 	0	 	1	0
108004	17/10/20016	1	4	1	1	31	31	31	 	2	 	 	0	 	 	 	 	1	1	0	1	0	0	1	1	1	1	 	0	 	0	 	 	 	1	PE10MC04	1	0
108006	09/10/2016	2	5	2	1	31	31	31	 	2	 	 	0	 	 	 	 	1	1	1	0	0	0	1	1	1	1	 	1	PE10C04	0	 	 	 	0	 	1	0
108007	11/10/2016	1	0	1	1	31	31	31	 	2	 	 	0	 	 	 	 	1	1	1	0	0	0	1	1	1	1	 	1	PE10C04	0	 	 	 	0	 	1	0
108008	10/10/2016	1	6	1	1	31	31	31	 	2	 	 	0	 	 	 	 	1	1	1	0	0	0	1	1	3	1	 	1	PE10C04	0	 	 	 	0	 	1	0
108009	10/10/2016	1	6	2	1	31	31	31	 	2	 	 	0	 	 	 	 	1	1	1	0	0	0	1	1	2	1	 	1	PE10C04	0	 	 	 	0	 	1	0
108011	14/10/2016	2	5	2	2	31	31	31	 	2	 	 	1	1	 	 	1	1	1	1	0	1	0	1	1	1	0	 	1	PE10C01	0	 	 	 	0	 	1	1
108012	16/10/2016	0	3	0	0	31	31	31	 	2	 	 	0	 	 	 	1	1	1	1	0	0	0	1	1	1	0	 	1	PE10C03	0	 	 	 	0	 	1	88
108013	18/12/2016	0	1	1	1	31	31	31	 	15	 	 	1	1	 	 	 	1	1	0	1	0	0	1	1	3	0	 	0	 	0	 	 	 	0	 	1	1
108015	16/10/2016	0	9	1	0	31	31	31	 	2	 	 	2	1	 	 	 	1	1	1	0	0	0	1	1	3	1	 	1	PE10C04	0	 	 	 	0	 	1	88
108016	13/10/2016	2	6	1	2	31	31	31	 	2	 	 	0	 	 	 	 	1	0	 	 	 	 	1	1	3	1	 	1	PE10C03	0	 	 	 	0	 	1	0
108017	10/09/2016	2	7	1	2	31	31	31	 	13	 	 	0	 	 	 	 	1	1	1	0	0	0	1	1	1	1	 	1	PE08C17	0	 	 	 	0	 	1	0
108020	14/10/2016	2	3	2	2	31	31	31	 	2	 	 	0	 	 	 	 	1	1	1	0	0	0	1	1	1	1	 	1	PE10C05	0	 	 	 	0	 	1	0
108021	14/10/2016	2	5	1	2	31	31	31	 	2	 	 	0	 	 	 	 	1	1	1	0	0	0	1	1	1	1	 	1	PE10C05	0	 	 	 	0	 	1	0
108022	14/10/2016	2	3	1	2	31	31	31	 	2	 	 	0	 	 	 	 	1	1	1	0	0	0	1	1	1	1	 	1	PE10C05	0	 	 	 	0	 	1	0
108023	12/10/2016	0	3	1	2	31	31	31	 	2	 	 	0	 	 	 	88	1	0	 	 	 	 	1	1	3	1	 	1	PE10C03	0	 	 	 	0	 	1	0
108024	12/10/2016	0	5	9	1	31	31	31	 	2	 	 	0	 	 	 	 	1	0	 	 	 	 	1	1	3	1	 	1	PE10C03	0	 	 	 	0	 	1	0
108025	21/07/2016	1	5	1	2	31	31	31	 	7	 	 	0	 	 	 	 	1	1	1	0	0	0	1	1	1	1	 	0	 	0	 	 	 	1	PE81MC87	1	0
108026	16/10/2016	0	1	0	0	31	31	31	 	2	 	 	0	 	 	 	1	1	1	0	0	0	1	1	1	1	0	 	1	PE10C03	0	 	 	 	0	 	1	1
108027	18/10/2016	0	2	0	0	31	31	31	 	2	 	 	0	 	 	 	 	1	1	1	0	0	0	1	1	1	1	 	1	PE10C03	0	 	 	 	0	 	1	88
108028	11/10/2016	2	8	2	2	31	31	31	 	2	 	 	0	 	 	 	 	1	1	1	0	0	0	1	1	1	1	 	1	PE10C03	0	 	 	 	0	 	1	0
108029	10/10/2016	2	6	1	2	31	31	31	 	2	 	 	0	 	 	 	 	1	1	1	0	0	0	1	1	1	1	 	1	PE10C03	0	 	 	 	0	 	1	0
118001	03/11/2016	2	5	1	2	31	31	31	 	10	 	 	0	 	 	 	 	1	1	1	0	0	0	1	1	1	1	 	1	PE80C26	0	 	 	 	0	 	1	0
118002	05/11/2016	2	3	2	1	31	31	31	 	10	 	 	0	 	 	 	 	1	1	1	0	0	0	1	1	1	1	 	0	 	0	 	 	 	1	PE85MC09	1	1
118003	05/11/2016	16	3	16	16	31	31	31	 	10	 	 	0	 	 	 	4	1	1	1	0	0	0	1	1	1	0	 	0	 	0	 	 	 	0	 	1	88
118004	08/11/2016	0	4	1	0	31	31	31	 	10	 	 	0	 	 	 	 	1	0	 	 	 	 	1	1	3	1	 	1	PE80C33	0	 	 	 	0	 	1	0
118005	09/07/2016	3	3	3	3	31	31	31	 	15	 	 	1	1	 	 	1	1	1	1	1	0	0	0	 	 	0	 	1	PE14C02	0	 	 	 	0	 	1	1
118006	03/11/2016	16	6	16	16	31	31	31	 	10	 	 	0	 	 	 	 	1	1	1	0	0	0	1	1	1	1	 	1	PE80C26	0	 	 	 	0	 	1	0
118007	05/11/2016	0	3	0	0	31	31	31	 	25	 	 	0	 	 	 	5	1	0	 	 	 	 	1	1	1	0	 	0	 	0	 	 	 	1	PE85MC28	1	1
118009	15/01/2017	13	5	23	5	31	31	31	 	15	 	 	0	 	 	 	5	1	0	 	 	 	 	1	1	3	0	 	0	 	0	 	 	 	1	PE14MC14	1	1
118010	28/10/2016	2	4	1	2	31	31	31	 	10	 	 	0	 	 	 	5	1	1	0	1	0	0	88	 	 	1	 	1	PE11C01	0	 	 	 	0	 	1	88
118011	11/07/2016	0	5	10	0	31	31	31	 	15	 	 	0	 	 	 	3	1	1	0	1	0	0	1	1	1	0	 	0	 	0	 	 	 	1	PE13MC06	1	1
118013	15/07/2016	0	2	0	0	31	31	31	 	15	 	 	0	 	 	 	 	1	1	1	1	0	0	0	 	 	1	 	0	 	0	 	 	 	1	PE14MC13	1	1
118014	12/01/2017	0	2	0	0	31	31	31	 	15	 	 	0	 	 	 	 	1	1	0	1	0	0	1	1	1	1	 	0	 	0	 	 	 	1	PE87MC10	1	1
118015	12/01/2016	0	1	0	0	31	31	31	 	15	 	 	0	 	 	 	5	1	1	1	1	1	0	1	1	1	0	 	0	 	0	 	 	 	1	PE14MC04	1	1
118017	29/10/2016	0	5	0	0	31	31	31	 	10	 	 	0	 	 	 	 	1	0	 	 	 	 	0	 	 	1	 	1	PE11C01	0	 	 	 	0	 	1	0
118018	08/11/2016	0	2	0	0	31	31	31	 	10	 	 	0	 	 	 	4	1	1	1	0	0	0	0	 	 	0	 	0	 	0	 	 	 	1	PE80CM49	1	1
118020	16/12/2016	0	2	0	0	31	31	31	 	15	 	 	0	 	 	 	5	1	1	1	0	0	0	1	1	1	0	 	0	 	0	 	 	 	1	PE87MC62	1	1
118022	14/01/2016	0	1	0	0	31	31	31	 	15	 	 	2	1	 	 	3	1	1	0	1	0	0	1	1	1	0	 	0	 	0	 	 	 	0	 	1	1
118023	23/07/2016	0	1	0	0	31	31	31	 	15	 	 	0	 	 	 	 	1	1	1	1	1	1	0	 	 	1	 	0	 	0	 	 	 	0	 	1	1
118024	18/12/2016	0	1	0	0	31	31	31	 	15	 	 	0	 	 	 	5	1	1	1	0	0	0	1	1	3	0	 	0	 	0	 	 	 	1	PE81MC32	2	1
118027	13/01/2016	0	3	0	0	31	31	31	 	7	 	 	0	 	 	 	3	1	1	1	0	0	0	1	1	1	0	 	0	 	0	 	 	 	0	 	1	1
118028	29/10/2016	0	2	0	0	31	31	31	 	7	 	 	2	1	 	 	5	1	0	 	 	 	 	0	 	 	0	 	0	 	0	 	 	 	1	PE87MC45	1	1
118029	24/09/2016	0	6	11	0	31	31	31	 	11	 	 	0	 	 	 	 	1	1	1	1	0	0	1	1	3	1	 	0	 	0	 	 	 	1	PE86CM42	1	1
118030	06/11/2016	0	2	0	0	31	31	31	 	10	 	 	0	 	 	 	4	1	1	1	0	0	0	1	1	1	0	 	1	PE80C16	0	 	 	 	0	 	1	0
128002	15/01/2017	0	4	29	0	31	31	31	 	15	 	 	0	 	 	 	3	1	1	1	0	0	0	1	1	3	0	 	0	 	0	 	 	 	0	 	1	1
128003	20/06/2016	1	3	1	1	31	31	31	 	15	 	 	0	 	 	 	 	1	0	 	 	 	 	1	1	3	1	 	1	PE12C02	0	 	 	 	0	 	1	0
128004	04/07/2016	2	11	1	2	31	31	31	 	15	 	 	2	1	 	 	 	1	1	1	0	0	1	88	 	 	1	 	1	PE80C11	0	 	 	 	0	 	2	0
128006	22/06/2016	0	8	1	2	31	31	31	 	15	 	 	0	 	 	 	1	1	1	1	0	0	0	1	1	1	1	 	1	PE12C02	0	 	 	 	0	 	1	0
128007	02/06/2016	0	1	0	0	31	31	31	 	15	 	 	2	1	 	 	3	1	1	1	1	1	1	88	 	 	0	 	0	 	0	 	 	 	1	PE81MC10	1	1
128008	20/06/2016	2	5	1	2	31	31	31	 	15	 	 	0	 	 	 	 	1	0	 	 	 	 	1	1	1	1	 	1	PE12C02	0	 	 	 	0	 	1	0
128009	10/09/2016	2	3	2	2	31	31	31	 	13	 	 	1	1	 	 	 	1	1	1	0	0	0	1	1	1	1	 	0	 	0	 	 	 	1	PE85MC02	1	0
128010	04/07/2016	1	5	1	0	31	31	31	 	15	 	 	0	 	 	 	 	1	0	 	 	 	 	1	1	2	1	 	0	 	0	 	 	 	1	PE12MC30	1	0
128011	23/06/2016	0	6	8	0	31	31	31	 	15	 	 	0	 	 	 	1	1	1	1	0	0	0	1	1	3	0	 	1	PE12C03	0	 	 	 	0	 	1	1
128012	13/07/2016	2	6	4	2	31	31	31	 	15	 	 	0	 	 	 	 	1	1	1	0	1	0	88	 	 	1	 	0	 	0	 	 	 	1	PE83MC77	1	0
