CHILDCODE	FOODIDR4	FARMR4	PRSNR4	OWBSR4	PRPYR4	EATR4	FDSPR4	ETALR4	VLOVR4	VLFRR4	VLPRR4	VLOWR4	VLPYR4	VLB4R4
11002	29	 	N	N	 	0	 	 	 	 	 	 	 	 
11002	30	 	N	N	 	0	 	 	 	 	 	 	 	 
11002	31	 	N	N	 	0	 	 	 	 	 	 	 	 
11002	32	 	N	N	 	0	 	 	 	 	 	 	 	 
11002	33	 	N	N	 	0	 	 	 	 	 	 	 	 
11002	34	 	N	N	 	0	 	 	 	 	 	 	 	 
11002	35	 	N	N	 	0	 	 	 	 	 	 	 	 
11003	1	 	N	 	 	1	0	 	 	 	 	 	 	63
11003	2	 	N	 	 	1	5	1	 	 	 	 	 	 
11003	3	 	N	 	 	0	 	 	 	 	 	 	 	 
11003	4	 	N	 	 	1	8,2	1	 	 	 	 	 	0
11003	5	 	N	 	 	1	11	1	 	 	 	 	 	 
11003	6	 	N	 	 	1	2	1	 	 	 	 	 	 
11003	7	 	N	 	 	1	4	1	 	 	 	 	 	0
11003	8	 	N	 	 	1	20	1	 	 	 	 	 	 
11003	9	 	N	 	 	1	15	1	 	 	 	 	 	 
11003	10	 	N	 	 	1	10	1	 	 	 	 	 	 
11003	11	 	N	 	 	1	30	1	 	 	 	 	 	 
11003	12	 	N	 	 	1	21	0	1,5	 	 	 	 	2
11003	13	 	N	 	 	0	 	 	 	 	 	 	 	 
11003	14	 	N	 	 	0	 	 	 	 	 	 	 	 
11003	15	 	N	 	 	1	10	1	 	 	 	 	 	0
11003	16	 	N	 	 	1	0	 	 	 	 	 	 	16
11003	17	 	N	 	 	1	6	0	2	 	 	 	 	0
11003	18	 	N	 	 	0	 	 	 	 	 	 	 	 
11003	19	 	N	 	 	1	6	1	 	 	 	 	 	0
11003	20	 	N	 	 	1	10	1	 	 	 	 	 	0
11003	21	 	N	 	 	1	5	1	 	 	 	 	 	 
11003	22	 	N	 	 	1	40	1	 	 	 	 	 	 
11003	23	 	N	 	 	1	5	1	 	 	 	 	 	 
11003	24	 	N	 	 	0	 	 	 	 	 	 	 	 
11003	25	 	N	 	 	1	0	 	 	 	 	 	 	16
11003	26	 	N	 	 	1	4	0	1	 	 	 	 	0
11003	27	 	N	 	 	0	 	 	 	 	 	 	 	 
11003	28	 	N	 	 	0	 	 	 	 	 	 	 	 
11003	29	 	Y	 	 	1	30	1	 	 	7	 	 	 
11003	30	 	N	 	 	1	50	1	 	 	 	 	 	 
11003	31	 	N	 	 	0	 	 	 	 	 	 	 	 
11003	32	 	N	 	 	0	 	 	 	 	 	 	 	 
11003	33	 	N	 	 	1	10	1	 	 	 	 	 	 
11003	34	 	N	 	 	0	 	 	 	 	 	 	 	 
11003	35	 	N	 	 	0	 	 	 	 	 	 	 	 
11004	1	 	N	 	 	1	28	0	0,5	 	 	 	 	0
11004	2	 	N	 	 	0	 	 	 	 	 	 	 	 
11004	3	 	N	 	 	1	12	0	1	 	 	 	 	 
11004	4	 	Y	 	 	1	32,6	1	 	 	5	 	 	0
11004	5	 	Y	 	 	1	14	1	 	 	5	 	 	 
11004	6	 	N	 	 	1	11	1	 	 	 	 	 	 
11004	7	 	N	 	 	1	3	1	 	 	 	 	 	0
11004	8	 	N	 	 	0	 	 	 	 	 	 	 	 
11004	9	 	N	 	 	1	45	1	 	 	 	 	 	 
11004	10	 	N	 	 	1	5	1	 	 	 	 	 	 
11004	11	 	N	 	 	1	33,9	1	 	 	 	 	 	 
11004	12	 	N	 	 	1	35	1	 	 	 	 	 	0
11004	13	 	N	 	 	1	22	1	 	 	 	 	 	 
11004	14	 	N	 	 	1	2,4	1	 	 	 	 	 	 
11004	15	 	N	 	 	1	6	1	 	 	 	 	 	0
11004	16	 	N	 	 	1	18	1	 	 	 	 	 	0
11004	17	 	N	 	 	1	3	1	 	 	 	 	 	0
11004	18	 	N	 	 	0	 	 	 	 	 	 	 	 
11004	19	 	N	 	 	1	14,25	1	 	 	 	 	 	0
11004	20	 	N	 	 	1	17,6	0	1,2	 	 	 	 	0
11004	21	 	N	 	 	1	7	1	 	 	 	 	 	 
11004	22	 	N	 	 	1	20	1	 	 	 	 	 	 
11004	23	 	N	 	 	1	7	1	 	 	 	 	 	 
11004	24	 	N	 	 	1	1,5	1	 	 	 	 	 	 
11004	25	 	N	 	 	1	8	0	1	 	 	 	 	0
11004	26	 	N	 	 	1	3	1	 	 	 	 	 	0
11004	27	 	N	 	 	1	10,5	1	 	 	 	 	 	 
11004	28	 	N	 	 	1	3	1	 	 	 	 	 	 
11004	29	 	N	 	 	1	26	1	 	 	 	 	 	 
11004	30	 	N	 	 	1	15	1	 	 	 	 	 	 
11004	31	 	N	 	 	0	 	 	 	 	 	 	 	 
11004	32	 	N	 	 	0	 	 	 	 	 	 	 	 
11004	33	 	N	 	 	0	 	 	 	 	 	 	 	 
11004	34	 	N	 	 	0	 	 	 	 	 	 	 	 
11004	35	 	N	 	 	0	 	 	 	 	 	 	 	 
11005	1	 	N	 	 	1	22	1	 	 	 	 	 	0
11005	2	 	N	 	 	0	 	 	 	 	 	 	 	 
11005	3	 	N	 	 	0	 	 	 	 	 	 	 	 
11005	4	 	N	 	 	1	10,4	1	 	 	 	 	 	0
11005	5	 	N	 	 	1	14	1	 	 	 	 	 	 
11005	6	 	N	 	 	0	 	 	 	 	 	 	 	 
11005	7	 	N	 	 	1	12	1	 	 	 	 	 	0
11005	8	 	N	 	 	1	16	1	 	 	 	 	 	 
11005	9	 	N	 	 	1	18	1	 	 	 	 	 	 
11005	10	 	N	 	 	0	 	 	 	 	 	 	 	 
11005	11	 	N	 	 	1	20	1	 	 	 	 	 	 
11005	12	 	N	 	 	1	5,2	1	 	 	 	 	 	0
11005	13	 	N	 	 	1	6	1	 	 	 	 	 	 
11005	14	 	N	 	 	0	 	 	 	 	 	 	 	 
11005	15	 	N	 	 	1	8	1	 	 	 	 	 	0
11005	16	 	N	 	 	1	5,5	1	 	 	 	 	 	0
11005	17	 	N	 	 	1	3	1	 	 	 	 	 	0
11005	18	 	N	 	 	0	 	 	 	 	 	 	 	 
11005	19	 	Y	 	 	1	6	1	 	 	10	 	 	0
11005	20	 	N	 	 	1	4	1	 	 	 	 	 	0
11005	21	 	N	 	 	1	3	1	 	 	 	 	 	 
11005	22	 	N	 	 	1	6	1	 	 	 	 	 	 
11005	23	 	N	 	 	1	4	1	 	 	 	 	 	 
11005	24	 	N	 	 	0	 	 	 	 	 	 	 	 
11005	25	 	N	 	 	1	4	1	 	 	 	 	 	0
11005	26	 	N	 	 	1	5,3	1	 	 	 	 	 	0
11005	27	 	N	 	 	0	 	 	 	 	 	 	 	 
11005	28	 	N	 	 	1	3	1	 	 	 	 	 	 
11005	29	 	N	 	 	0	 	 	 	 	 	 	 	 
11005	30	 	N	 	 	1	10	1	 	 	 	 	 	 
11005	31	 	N	 	 	0	 	 	 	 	 	 	 	 
11005	32	 	N	 	 	0	 	 	 	 	 	 	 	 
11005	33	 	N	 	 	0	 	 	 	 	 	 	 	 
11005	34	 	N	 	 	0	 	 	 	 	 	 	 	 
11005	35	 	N	 	 	0	 	 	 	 	 	 	 	 
11006	1	 	N	 	 	1	30,8	1	 	 	 	 	 	0
11006	2	 	N	 	 	1	4	1	 	 	 	 	 	 
11006	3	 	N	 	 	1	3	1	 	 	 	 	 	 
11006	4	 	N	 	 	1	3	1	 	 	 	 	 	0
11006	5	 	N	 	 	1	21,5	1	 	 	 	 	 	 
11006	6	 	N	 	 	1	4	1	 	 	 	 	 	 
11006	7	 	N	 	 	1	14	1	 	 	 	 	 	0
11006	8	 	N	 	 	1	4,5	1	 	 	 	 	 	 
11006	9	 	N	 	 	1	16	1	 	 	 	 	 	 
11006	10	 	N	 	 	0	 	 	 	 	 	 	 	 
11006	11	 	Y	 	 	1	0	 	 	 	42	 	 	 
11006	12	 	N	 	 	1	8	1	 	 	 	 	 	0
11006	13	 	N	 	 	0	 	 	 	 	 	 	 	 
11006	14	 	N	 	 	0	 	 	 	 	 	 	 	 
11006	15	 	N	 	 	1	2	1	 	 	 	 	 	0
11006	16	 	N	 	 	1	14	0	0,5	 	 	 	 	0
11006	17	 	N	 	 	1	2,4	0	0,4	 	 	 	 	0
11006	18	 	N	 	 	0	 	 	 	 	 	 	 	 
11006	19	 	N	 	 	1	5,2	1	 	 	 	 	 	0
11006	20	 	N	 	 	1	15,4	1	 	 	 	 	 	0
11006	21	 	N	 	 	1	8,4	1	 	 	 	 	 	 
11006	22	 	N	 	 	1	14	1	 	 	 	 	 	 
11006	23	 	N	 	 	1	4	1	 	 	 	 	 	 
11006	24	 	N	 	 	0	 	 	 	 	 	 	 	 
11006	25	 	N	 	 	1	15	0	1	 	 	 	 	0
11006	26	 	N	 	 	1	2	0	0,7	 	 	 	 	0
11006	27	 	N	 	 	1	4	1	 	 	 	 	 	 
11006	28	 	N	 	 	0	 	 	 	 	 	 	 	 
11006	29	 	Y	 	 	1	0	 	 	 	14	 	 	 
11006	30	 	N	 	 	0	 	 	 	 	 	 	 	 
11006	31	 	N	 	 	0	 	 	 	 	 	 	 	 
11006	32	 	N	 	 	1	30	1	 	 	 	 	 	 
11006	33	 	N	 	 	1	3	1	 	 	 	 	 	 
11006	34	 	N	 	 	0	 	 	 	 	 	 	 	 
11006	35	 	N	 	 	0	 	 	 	 	 	 	 	 
11007	1	 	 	 	 	1	50	1	 	 	 	 	 	0
11007	2	 	 	 	 	1	4,5	1	 	 	 	 	 	 
11007	3	 	 	 	 	1	6	1	 	 	 	 	 	 
11007	4	 	 	 	 	1	15	1	 	 	 	 	 	1,5
11007	5	 	 	 	 	1	20	1	 	 	 	 	 	 
11007	6	 	 	 	 	0	 	 	 	 	 	 	 	 
11007	7	 	 	 	 	1	6	1	 	 	 	 	 	0
11007	8	 	 	 	 	1	90	1	 	 	 	 	 	 
11007	9	 	 	 	 	1	51	1	 	 	 	 	 	 
11007	10	 	 	 	 	0	 	 	 	 	 	 	 	 
11007	11	 	 	 	 	1	70	1	 	 	 	 	 	 
11007	12	 	 	 	 	1	34,8	0	2	 	 	 	 	3
11007	13	 	 	 	 	1	35	1	 	 	 	 	 	 
11007	14	 	 	 	 	0	 	 	 	 	 	 	 	 
11007	15	 	 	 	 	1	8	1	 	 	 	 	 	0
11007	16	 	 	 	 	1	7	1	 	 	 	 	 	0
11007	17	 	 	 	 	1	0	 	 	 	 	 	 	2
11007	18	 	 	 	 	0	 	 	 	 	 	 	 	 
11007	19	 	 	 	 	1	18	1	 	 	 	 	 	0
11007	20	 	 	 	 	1	12	1	 	 	 	 	 	0
11007	21	 	 	 	 	1	6	1	 	 	 	 	 	 
11007	22	 	 	 	 	1	50	1	 	 	 	 	 	 
11007	23	 	 	 	 	1	6	1	 	 	 	 	 	 
11007	24	 	 	 	 	0	 	 	 	 	 	 	 	 
11007	25	 	 	 	 	1	13,2	1	 	 	 	 	 	1,5
11007	26	 	 	 	 	1	12	1	 	 	 	 	 	0
11007	27	 	 	 	 	1	3,5	1	 	 	 	 	 	 
11007	28	 	 	 	 	0	 	 	 	 	 	 	 	 
11007	29	 	 	 	 	1	60	1	 	 	 	 	 	 
11007	30	 	 	 	 	0	 	 	 	 	 	 	 	 
11007	31	 	 	 	 	0	 	 	 	 	 	 	 	 
11007	32	 	 	 	 	0	 	 	 	 	 	 	 	 
11007	33	 	 	 	 	0	 	 	 	 	 	 	 	 
11007	34	 	 	 	 	0	 	 	 	 	 	 	 	 
11007	35	 	 	 	 	0	 	 	 	 	 	 	 	 
11008	1	 	N	 	 	1	30,1	0	5	 	 	 	 	0
11008	2	 	N	 	 	0	 	 	 	 	 	 	 	 
11008	3	 	N	 	 	1	4	1	 	 	 	 	 	 
11008	4	 	Y	 	 	1	11	1	 	 	20	 	 	0
11008	5	 	Y	 	 	1	21	1	 	 	10	 	 	 
11008	6	 	N	 	 	1	26	1	 	 	 	 	 	 
11008	7	 	N	 	 	1	7	1	 	 	 	 	 	0
11008	8	 	N	 	 	1	18	1	 	 	 	 	 	 
11008	9	 	N	 	 	1	18	1	 	 	 	 	 	 
11008	10	 	N	 	 	0	 	 	 	 	 	 	 	 
11008	11	 	N	 	 	1	30	1	 	 	 	 	 	 
11008	12	 	N	 	 	1	52,5	1	 	 	 	 	 	0
11008	13	 	N	 	 	1	13	1	 	 	 	 	 	 
11008	14	 	N	 	 	1	1	1	 	 	 	 	 	 
11008	15	 	N	 	 	1	3	1	 	 	 	 	 	0
11008	16	 	N	 	 	1	7,5	1	 	 	 	 	 	0
11008	17	 	N	 	 	1	2	1	 	 	 	 	 	0
11008	18	 	N	 	 	1	3	1	 	 	 	 	 	 
11008	19	 	N	 	 	1	12	1	 	 	 	 	 	0
11008	20	 	N	 	 	1	15	1	 	 	 	 	 	0
11008	21	 	N	 	 	1	30	1	 	 	 	 	 	 
11008	22	 	N	 	 	1	30	1	 	 	 	 	 	 
11008	23	 	N	 	 	1	6	1	 	 	 	 	 	 
11008	24	 	N	 	 	0	 	 	 	 	 	 	 	 
11008	25	 	N	 	 	1	18	1	 	 	 	 	 	0
11008	26	 	N	 	 	1	5	1	 	 	 	 	 	0
11008	27	 	N	 	 	0	 	 	 	 	 	 	 	 
11008	28	 	N	 	 	1	3	1	 	 	 	 	 	 
11008	29	 	N	 	 	1	40	1	 	 	 	 	 	 
11008	30	 	N	 	 	1	100	1	 	 	 	 	 	 
11008	31	 	N	 	 	0	 	 	 	 	 	 	 	 
11008	32	 	N	 	 	1	20	1	 	 	 	 	 	 
11008	33	 	N	 	 	1	6	1	 	 	 	 	 	 
11008	34	 	N	 	 	0	 	 	 	 	 	 	 	 
11008	35	 	N	 	 	0	 	 	 	 	 	 	 	 
11009	1	 	 	 	 	0	 	 	 	 	 	 	 	 
11009	2	 	 	 	 	0	 	 	 	 	 	 	 	 
11009	3	 	 	 	 	0	 	 	 	 	 	 	 	 
11009	4	 	 	 	 	0	 	 	 	 	 	 	 	 
11009	5	 	 	 	 	0	 	 	 	 	 	 	 	 
11009	6	 	 	 	 	1	20	1	 	 	 	 	 	 
11009	7	 	 	 	 	0	 	 	 	 	 	 	 	 
11009	8	 	 	 	 	0	 	 	 	 	 	 	 	 
11009	9	 	 	 	 	0	 	 	 	 	 	 	 	 
11009	10	 	 	 	 	0	 	 	 	 	 	 	 	 
11009	11	 	 	 	 	0	 	 	 	 	 	 	 	 
11009	12	 	 	 	 	1	50	1	 	 	 	 	 	0
11009	13	 	 	 	 	1	40	1	 	 	 	 	 	 
11009	14	 	 	 	 	0	 	 	 	 	 	 	 	 
11009	15	 	 	 	 	0	 	 	 	 	 	 	 	 
11009	16	 	 	 	 	0	 	 	 	 	 	 	 	 
11009	17	 	 	 	 	0	 	 	 	 	 	 	 	 
11009	18	 	 	 	 	0	 	 	 	 	 	 	 	 
11009	19	 	 	 	 	0	 	 	 	 	 	 	 	 
11009	20	 	 	 	 	0	 	 	 	 	 	 	 	 
11009	21	 	 	 	 	0	 	 	 	 	 	 	 	 
11009	22	 	 	 	 	1	40	1	 	 	 	 	 	 
11009	23	 	 	 	 	0	 	 	 	 	 	 	 	 
11009	24	 	 	 	 	0	 	 	 	 	 	 	 	 
11009	25	 	 	 	 	0	 	 	 	 	 	 	 	 
11009	26	 	 	 	 	0	 	 	 	 	 	 	 	 
11009	27	 	 	 	 	0	 	 	 	 	 	 	 	 
11009	28	 	 	 	 	1	20	1	 	 	 	 	 	 
11009	29	 	 	 	 	1	120	1	 	 	 	 	 	 
11009	30	 	 	 	 	1	840	1	 	 	 	 	 	 
11009	31	 	 	 	 	0	 	 	 	 	 	 	 	 
11009	32	 	 	 	 	0	 	 	 	 	 	 	 	 
11009	33	 	 	 	 	1	100	1	 	 	 	 	 	 
11009	34	 	 	 	 	0	 	 	 	 	 	 	 	 
11009	35	 	 	 	 	0	 	 	 	 	 	 	 	 
11010	1	 	N	 	 	1	35	1	 	 	 	 	 	0
11010	2	 	N	 	 	0	 	 	 	 	 	 	 	 
11010	3	 	N	 	 	0	 	 	 	 	 	 	 	 
11010	4	 	N	 	 	1	10	1	 	 	 	 	 	0
11010	5	 	N	 	 	1	14	1	 	 	 	 	 	 
11010	6	 	N	 	 	0	 	 	 	 	 	 	 	 
11010	7	 	N	 	 	1	9,6	1	 	 	 	 	 	0
11010	8	 	N	 	 	1	36	1	 	 	 	 	 	 
11010	9	 	N	 	 	1	80	1	 	 	 	 	 	 
11010	10	 	N	 	 	0	 	 	 	 	 	 	 	 
11010	11	 	N	 	 	1	18	1	 	 	 	 	 	 
11010	12	 	N	 	 	1	36	1	 	 	 	 	 	0
11010	13	 	N	 	 	1	6	1	 	 	 	 	 	 
11010	14	 	N	 	 	1	3	1	 	 	 	 	 	 
11010	15	 	N	 	 	1	8	1	 	 	 	 	 	0
11010	16	 	N	 	 	1	5	1	 	 	 	 	 	0
11010	17	 	N	 	 	1	2	1	 	 	 	 	 	0
11010	18	 	N	 	 	0	 	 	 	 	 	 	 	 
11010	19	 	N	 	 	1	12	1	 	 	 	 	 	0
11010	20	 	N	 	 	1	5	1	 	 	 	 	 	0
11010	21	 	N	 	 	1	1	1	 	 	 	 	 	 
11010	22	 	N	 	 	1	1	1	 	 	 	 	 	 
11010	23	 	Y	 	 	1	5	1	 	 	3	 	 	 
11010	24	 	N	 	 	0	 	 	 	 	 	 	 	 
11010	25	 	N	 	 	1	12	0	2	 	 	 	 	0
11010	26	 	N	 	 	0	 	 	 	 	 	 	 	 
11010	27	 	N	 	 	1	5,4	1	 	 	 	 	 	 
11010	28	 	N	 	 	0	 	 	 	 	 	 	 	 
11010	29	 	N	 	 	0	 	 	 	 	 	 	 	 
11010	30	 	N	 	 	0	 	 	 	 	 	 	 	 
11010	31	 	N	 	 	0	 	 	 	 	 	 	 	 
11010	32	 	N	 	 	0	 	 	 	 	 	 	 	 
11010	33	 	N	 	 	0	 	 	 	 	 	 	 	 
11010	34	 	N	 	 	0	 	 	 	 	 	 	 	 
11010	35	 	N	 	 	0	 	 	 	 	 	 	 	 
11011	1	N	N	N	N	1	42	1	 	 	 	 	 	2,5
11011	2	N	N	N	N	0	 	 	 	 	 	 	 	 
11011	3	N	N	N	N	0	 	 	 	 	 	 	 	 
11011	4	N	N	N	N	1	8	1	 	 	 	 	 	0
11011	5	N	N	N	N	1	14	1	 	 	 	 	 	 
11011	6	N	N	N	N	1	4	1	 	 	 	 	 	 
11011	7	N	N	N	N	1	14	1	 	 	 	 	 	0
11011	8	N	N	N	N	1	28	1	 	 	 	 	 	 
11011	9	N	N	N	N	1	58	1	 	 	 	 	 	 
11011	10	N	N	N	N	0	 	 	 	 	 	 	 	 
11011	11	N	N	Y	N	1	50	1	 	 	 	50	 	 
11011	12	N	Y	N	N	1	0	 	 	 	15	 	 	0
11011	13	N	N	N	N	0	 	 	 	 	 	 	 	 
11011	14	N	N	N	N	0	 	 	 	 	 	 	 	 
11011	15	N	N	N	N	1	8	1	 	 	 	 	 	2
11011	16	N	N	N	N	1	8	1	 	 	 	 	 	0
11011	17	N	N	N	N	1	4	1	 	 	 	 	 	0
11011	18	N	N	N	N	0	 	 	 	 	 	 	 	 
11011	19	N	N	N	N	1	7	1	 	 	 	 	 	0
11011	20	N	N	N	N	1	16	1	 	 	 	 	 	0
11011	21	N	N	N	N	1	3	1	 	 	 	 	 	 
11011	22	N	N	N	N	1	4	1	 	 	 	 	 	 
11011	23	N	N	N	N	1	2	1	 	 	 	 	 	 
11011	24	N	N	N	N	0	 	 	 	 	 	 	 	 
11011	25	N	N	N	N	1	8	1	 	 	 	 	 	0
11011	26	N	N	N	N	1	2	1	 	 	 	 	 	0
11011	27	N	N	N	N	0	 	 	 	 	 	 	 	 
11011	28	N	N	N	N	0	 	 	 	 	 	 	 	 
11011	29	N	N	N	N	1	10	1	 	 	 	 	 	 
11011	30	N	N	N	N	0	 	 	 	 	 	 	 	 
11011	31	N	N	N	N	0	 	 	 	 	 	 	 	 
11011	32	N	N	N	N	0	 	 	 	 	 	 	 	 
11011	33	N	N	N	N	1	8	1	 	 	 	 	 	 
11011	34	N	N	N	N	0	 	 	 	 	 	 	 	 
11011	35	N	N	N	N	0	 	 	 	 	 	 	 	 
11012	1	N	N	N	 	1	42,5	1	 	 	 	 	 	0
11012	2	N	N	N	 	1	5	0	5	 	 	 	 	 
11012	3	N	N	N	 	1	3,3	1	 	 	 	 	 	 
11012	4	N	Y	N	 	1	2,5	1	 	 	5	 	 	0
11012	5	N	Y	N	 	1	18	1	 	 	10	 	 	 
11012	6	N	N	N	 	1	3	1	 	 	 	 	 	 
11012	7	N	N	N	 	1	7,4	0	0,5	 	 	 	 	0
11012	8	Y	N	N	 	1	10	1	 	24	 	 	 	 
11012	9	N	N	N	 	1	54	1	 	 	 	 	 	 
11012	10	N	N	N	 	1	1	1	 	 	 	 	 	 
11012	11	N	N	Y	 	1	9	1	 	 	 	25	 	 
11012	12	N	N	N	 	1	54,2	1	 	 	 	 	 	0
11012	13	N	N	N	 	1	7	1	 	 	 	 	 	 
11012	14	N	N	N	 	0	 	 	 	 	 	 	 	 
11012	15	N	N	N	 	1	11,5	1	 	 	 	 	 	0
11012	16	N	N	N	 	1	8,95	1	 	 	 	 	 	0
11012	17	N	N	N	 	1	4,9	1	 	 	 	 	 	0
11012	18	N	N	N	 	0	 	 	 	 	 	 	 	 
11012	19	N	N	N	 	1	15,75	1	 	 	 	 	 	0
11012	20	N	N	N	 	1	10,8	1	 	 	 	 	 	0
11012	21	N	N	N	 	1	24,7	1	 	 	 	 	 	 
11012	22	N	N	N	 	1	16,7	1	 	 	 	 	 	 
11012	23	N	N	N	 	1	9	1	 	 	 	 	 	 
11012	24	N	N	N	 	1	5	1	 	 	 	 	 	 
11012	25	N	N	N	 	1	9,4	1	 	 	 	 	 	0
11012	26	N	N	N	 	1	3,6	0	1,3	 	 	 	 	0
11012	27	N	N	N	 	0	 	 	 	 	 	 	 	 
11012	28	N	N	N	 	0	 	 	 	 	 	 	 	 
11012	29	N	N	N	 	0	 	 	 	 	 	 	 	 
11012	30	N	Y	N	 	1	0	 	 	 	196	 	 	 
11012	31	N	N	N	 	0	 	 	 	 	 	 	 	 
11012	32	N	N	N	 	0	 	 	 	 	 	 	 	 
11012	33	N	N	N	 	1	2,5	1	 	 	 	 	 	 
11012	34	N	N	N	 	0	 	 	 	 	 	 	 	 
11012	35	N	N	N	 	0	 	 	 	 	 	 	 	 
11013	1	 	 	 	 	1	54	1	 	 	 	 	 	0
11013	2	 	 	 	 	0	 	 	 	 	 	 	 	 
11013	3	 	 	 	 	0	 	 	 	 	 	 	 	 
11013	4	 	 	 	 	1	5	1	 	 	 	 	 	0
11013	5	 	 	 	 	1	15	1	 	 	 	 	 	 
11013	6	 	 	 	 	1	10	1	 	 	 	 	 	 
11013	7	 	 	 	 	1	15	1	 	 	 	 	 	0
11013	8	 	 	 	 	1	23	1	 	 	 	 	 	 
11013	9	 	 	 	 	1	45	1	 	 	 	 	 	 
11013	10	 	 	 	 	0	 	 	 	 	 	 	 	 
11013	11	 	 	 	 	0	 	 	 	 	 	 	 	 
11013	12	 	 	 	 	1	60	1	 	 	 	 	 	0
11013	13	 	 	 	 	1	12	1	 	 	 	 	 	 
11013	14	 	 	 	 	0	 	 	 	 	 	 	 	 
11013	15	 	 	 	 	1	5	1	 	 	 	 	 	0
11013	16	 	 	 	 	1	12	1	 	 	 	 	 	0
11013	17	 	 	 	 	1	4	0	1	 	 	 	 	0,5
11013	18	 	 	 	 	0	 	 	 	 	 	 	 	 
11013	19	 	 	 	 	1	3	1	 	 	 	 	 	0
