CHILDID	ADDSAME	CLUSTID	YLCOMM	PLACEID	NRSTCOMM	PLACENR	ALRDMINI	PEMINIID	TYPESITE	REGION
PE061007	1	6	1	0601	0	8888	0	8888	1	33
PE061008	0	6	1	0601	0	8888	0	8888	1	33
PE061009	1	6	1	8006	0	8888	0	8888	1	33
PE061010	1	6	1	0601	0	8888	0	8888	1	33
PE061011	0	6	1	0601	0	8888	0	8888	1	33
PE061012	1	6	1	0601	0	8888	0	8888	1	33
PE061013	1	6	1	0601	0	8888	0	8888	1	33
PE061014	1	6	1	0601	0	8888	0	8888	1	33
PE061015	1	6	1	0601	0	8888	0	8888	1	33
PE061016	1	6	1	0601	0	8888	0	8888	1	33
PE061017	1	6	1	0601	0	8888	0	8888	1	33
PE061018	1	6	1	0601	0	8888	0	8888	1	33
PE061019	1	6	1	0601	0	8888	0	8888	1	33
PE061021	1	6	1	8006	0	8888	0	8888	1	33
PE061022	1	6	1	0601	0	8888	0	8888	1	33
PE061023	1	6	1	0601	0	8888	0	8888	1	33
PE061024	1	6	1	0601	0	8888	0	8888	1	33
PE061025	0	6	1	0601	0	8888	0	8888	1	33
PE061026	1	6	1	8025	0	8888	0	8888	1	33
PE061027	1	6	1	0601	0	8888	0	8888	1	33
PE061028	0	6	1	0601	0	8888	0	8888	1	33
PE061029	1	6	0	8888	0	8888	1	8427	1	33
PE061031	1	6	1	0601	0	8888	0	8888	1	33
PE061032	0	6	1	8006	0	8888	0	8888	1	33
PE061033	1	6	1	0601	0	8888	0	8888	1	33
PE061034	1	6	1	0601	0	8888	0	8888	1	33
PE061035	1	6	1	0601	0	8888	0	8888	1	33
PE061036	1	6	1	0601	0	8888	0	8888	1	33
PE061037	0	6	1	8025	0	8888	0	8888	1	33
PE061038	1	6	1	8006	0	8888	0	8888	1	33
PE061039	1	6	1	0601	0	8888	0	8888	1	33
PE061040	1	6	1	0601	0	8888	0	8888	1	33
PE061041	1	6	1	0601	0	8888	0	8888	1	33
PE061043	1	6	1	0601	0	8888	0	8888	1	33
PE061044	0	6	1	0601	0	8888	0	8888	1	33
PE061045	1	6	1	0601	0	8888	0	8888	1	33
PE061046	1	6	1	0601	0	8888	0	8888	1	33
PE061047	1	6	1	8003	0	8888	0	8888	1	33
PE061048	1	6	1	0601	0	8888	0	8888	1	33
PE061049	0	6	1	0601	0	8888	0	8888	1	33
PE061050	1	6	1	0601	0	8888	0	8888	1	33
PE061051	1	6	1	0601	0	8888	0	8888	1	33
PE061052	1	6	0	8888	0	8888	1	8166	1	33
PE061053	1	6	0	8888	0	8888	1	1216	1	31
PE061054	1	6	1	0601	0	8888	0	8888	1	33
PE061056	1	6	1	8006	0	8888	0	8888	1	33
PE061057	0	6	1	8006	0	8888	0	8888	1	33
PE061059	1	6	1	0601	0	8888	0	8888	1	33
PE061060	1	6	1	0601	0	8888	0	8888	1	33
PE061061	1	6	1	0601	0	8888	0	8888	1	33
PE061062	1	6	1	0601	0	8888	0	8888	1	33
PE061063	1	6	1	0601	0	8888	0	8888	1	33
PE061064	1	6	1	0601	0	8888	0	8888	1	33
PE061065	0	6	0	8888	0	8888	1	0601	1	33
PE061066	1	6	1	0601	0	8888	0	8888	1	33
PE061067	1	6	1	0601	0	8888	0	8888	1	33
PE061068	1	6	1	0601	0	8888	0	8888	1	33
PE061069	1	6	1	0601	0	8888	0	8888	1	33
PE061071	0	6	1	0601	0	8888	0	8888	1	33
PE061072	1	6	1	0601	0	8888	0	8888	1	33
PE061073	0	6	1	8006	0	8888	0	8888	1	33
PE061074	1	6	0	8888	0	8888	1	8337	2	33
PE061075	1	6	1	0601	0	8888	0	8888	1	33
PE061076	0	6	1	0602	0	8888	0	8888	1	33
PE061077	1	6	1	8006	0	8888	1	8349	1	33
PE061078	1	6	1	0601	0	8888	0	8888	1	33
PE061079	1	6	1	0601	0	8888	0	8888	1	33
PE061080	1	6	1	0601	0	8888	0	8888	1	33
PE061081	1	6	1	0601	0	8888	0	8888	1	33
PE061082	1	6	1	0601	0	8888	0	8888	1	33
PE061083	0	6	1	0601	0	8888	0	8888	1	33
PE061084	1	6	1	0601	0	8888	0	8888	1	33
PE061085	1	6	0	8888	0	8888	1	8348	1	33
PE061086	1	6	1	0601	0	8888	0	8888	1	33
PE061087	1	6	1	8006	0	8888	0	8888	1	33
PE061088	0	6	1	8025	0	8888	0	8888	1	33
PE061089	1	6	1	0602	0	8888	0	8888	1	33
PE061090	1	6	1	0601	0	8888	0	8888	1	33
PE061091	1	6	1	0601	0	8888	0	8888	1	33
PE061092	1	6	1	0601	0	8888	0	8888	1	33
PE061093	1	6	0	8888	0	8888	1	8094	1	31
PE061094	1	6	1	0601	0	8888	0	8888	1	33
PE061095	0	6	0	8888	0	8888	1	8198	1	33
PE061096	1	6	1	0601	0	8888	0	8888	1	33
PE061097	1	6	1	0601	0	8888	0	8888	1	33
PE061098	0	6	1	8025	0	8888	0	8888	1	33
PE061099	1	6	1	0601	0	8888	0	8888	1	33
PE061100	0	6	0	8888	1	8025	0	8888	1	33
PE061101	0	6	0	8888	0	8888	1	8520	1	33
PE061102	1	6	1	0602	0	8888	0	8888	1	33
PE061103	1	6	0	8888	0	8888	1	8135	2	33
PE071001	1	7	1	0701	0	8888	0	8888	1	32
PE071002	1	7	1	0701	0	8888	0	8888	1	32
PE071003	1	7	1	0701	0	8888	0	8888	1	32
PE071004	1	7	0	8888	0	8888	1	8032	1	32
PE071005	1	7	0	8888	0	8888	1	8114	1	31
PE071007	1	7	1	0701	0	8888	0	8888	1	32
PE071008	1	7	0	8888	0	8888	1	0712	1	32
PE071009	1	7	0	8888	0	8888	1	0707	1	32
PE071010	1	7	1	0701	0	8888	0	8888	1	32
PE071011	1	7	1	0701	0	8888	0	8888	1	32
PE071012	1	7	1	0701	0	8888	0	8888	1	32
PE071013	1	7	1	0703	0	8888	0	8888	1	32
PE071014	0	7	0	8888	0	8888	1	1221	1	31
PE071015	1	7	1	0701	0	8888	0	8888	1	32
PE071017	1	7	1	0701	0	8888	0	8888	1	32
PE071018	1	7	0	8888	0	8888	1	0703	1	32
PE071019	1	7	1	0701	0	8888	0	8888	1	32
PE071021	1	7	1	0704	0	8888	0	8888	1	32
PE071022	1	7	1	0701	0	8888	0	8888	1	32
PE071023	1	7	1	0701	0	8888	0	8888	1	32
PE071024	1	7	1	0701	0	8888	0	8888	1	32
PE071025	1	7	0	8888	0	8888	1	0714	1	32
PE071026	1	7	0	8888	0	8888	1	0703	1	32
PE071028	1	7	1	0701	0	8888	0	8888	1	32
PE071029	1	7	1	0701	0	8888	0	8888	1	32
PE071030	1	7	0	8888	0	8888	1	8366	1	31
PE071031	1	7	1	0702	0	8888	0	8888	1	32
PE071032	1	7	1	0704	0	8888	0	8888	1	32
PE071033	1	7	1	0701	0	8888	0	8888	1	32
PE071034	1	7	1	0701	0	8888	0	8888	1	32
PE071035	1	7	1	0703	0	8888	0	8888	1	32
PE071036	1	7	0	8888	0	8888	1	8034	2	32
PE071037	1	7	1	0703	0	8888	0	8888	1	32
PE071038	1	7	1	0703	0	8888	0	8888	1	32
PE071039	1	7	0	8888	0	8888	1	0701	1	32
PE071040	1	7	1	0703	0	8888	0	8888	1	32
PE071041	0	7	0	8888	0	8888	1	0713	1	32
PE071042	1	7	1	0703	0	8888	0	8888	1	32
PE071043	1	7	1	0703	0	8888	0	8888	1	32
PE071044	1	7	0	8888	0	8888	1	8236	2	32
PE071045	1	7	1	0703	0	8888	0	8888	1	32
PE071046	1	7	1	0703	0	8888	0	8888	1	32
PE071047	1	7	1	0703	0	8888	0	8888	1	32
PE071048	1	7	1	0702	0	8888	0	8888	1	32
PE071049	1	7	1	0702	0	8888	0	8888	1	32
PE071050	1	7	1	0703	0	8888	0	8888	1	32
PE071051	1	7	1	0703	0	8888	0	8888	1	32
PE071052	1	7	1	0703	0	8888	0	8888	1	32
PE071053	1	7	1	0703	0	8888	0	8888	1	32
PE071054	1	7	0	8888	0	8888	1	8032	2	32
PE071055	1	7	1	0703	0	8888	0	8888	1	32
PE071056	1	7	1	0703	0	8888	0	8888	1	32
PE071057	0	7	1	0703	0	8888	0	8888	1	32
PE071058	1	7	1	0703	0	8888	0	8888	1	32
PE071059	1	7	1	0703	0	8888	0	8888	1	32
PE071060	1	7	1	0703	0	8888	0	8888	1	32
PE071061	1	7	1	0703	0	8888	0	8888	1	32
PE071062	1	7	1	0701	0	8888	0	8888	1	32
PE071064	1	7	1	0704	0	8888	0	8888	1	32
PE071066	1	7	0	8888	0	8888	1	8501	1	32
PE071067	1	7	1	0703	0	8888	0	8888	1	32
PE071068	1	7	1	0702	0	8888	0	8888	1	32
PE071069	1	7	1	0702	0	8888	0	8888	1	32
PE071070	1	7	1	0702	0	8888	0	8888	1	32
PE071071	0	7	0	8888	0	8888	1	8367	1	31
PE071072	1	7	1	0703	0	8888	0	8888	1	32
PE071073	1	7	1	0701	0	8888	0	8888	1	32
PE071074	1	7	1	0703	0	8888	0	8888	1	32
PE071075	1	7	1	0702	0	8888	0	8888	1	32
PE071076	1	7	1	0702	0	8888	0	8888	1	32
PE071077	1	7	1	0702	0	8888	0	8888	1	32
PE071078	1	7	0	8888	0	8888	1	0709	1	32
PE071079	1	7	1	0702	0	8888	0	8888	1	32
PE071080	1	7	1	0702	0	8888	0	8888	1	32
PE071081	1	7	1	0702	0	8888	0	8888	1	32
PE071082	1	7	1	0702	0	8888	0	8888	1	32
PE071083	1	7	1	0703	0	8888	0	8888	1	32
PE071084	1	7	1	0703	0	8888	0	8888	1	32
PE071085	0	7	1	0703	0	8888	0	8888	1	32
PE071086	1	7	1	0703	0	8888	0	8888	1	32
PE071087	0	7	1	0702	0	8888	0	8888	1	32
PE071088	0	7	0	8888	0	8888	1	8397	1	31
PE071089	1	7	1	0702	0	8888	0	8888	1	32
PE071090	1	7	1	0703	0	8888	0	8888	1	32
PE071091	1	7	1	0702	0	8888	0	8888	1	32
PE071092	1	7	1	0702	0	8888	0	8888	1	32
PE071093	1	7	1	0703	0	8888	0	8888	1	32
PE071094	1	7	1	0702	0	8888	0	8888	1	32
PE071095	1	7	1	0701	0	8888	0	8888	1	32
PE071096	1	7	1	0703	0	8888	0	8888	1	32
PE071097	1	7	1	0702	0	8888	0	8888	1	32
PE071098	1	7	1	0703	0	8888	0	8888	1	32
PE071099	1	7	1	0702	0	8888	0	8888	1	32
PE071100	1	7	0	8888	0	8888	1	0710	1	32
PE071101	1	7	1	0703	0	8888	0	8888	1	32
PE071102	0	7	1	0701	0	8888	0	8888	1	32
PE071103	1	7	0	8888	0	8888	1	0718	1	32
PE071104	1	7	0	8888	0	8888	1	0717	1	32
PE071106	1	7	1	0702	0	8888	0	8888	1	32
PE071109	1	7	1	0701	0	8888	0	8888	1	32
PE081001	1	8	0	8888	0	8888	1	8098	1	31
PE081002	1	8	0	8888	0	8888	1	8503	1	31
PE081004	0	8	0	8888	0	8888	1	8269	1	31
PE081005	1	8	1	0801	0	8888	0	8888	1	31
PE081006	1	8	1	0801	0	8888	0	8888	1	31
PE081007	0	8	1	8017	0	8888	0	8888	1	31
PE081008	1	8	1	0801	0	8888	0	8888	1	31
PE081009	1	8	1	8007	0	8888	0	8888	1	31
PE081010	1	8	1	0801	0	8888	0	8888	1	31
PE081011	1	8	1	0801	0	8888	0	8888	1	31
PE081012	1	8	1	0802	0	8888	0	8888	1	31
PE081013	1	8	1	0801	0	8888	0	8888	1	31
PE081014	1	8	1	0801	0	8888	0	8888	1	31
PE081015	1	8	1	0801	0	8888	0	8888	1	31
PE081016	1	8	0	8888	0	8888	1	8273	1	31
PE081017	1	8	1	0801	0	8888	0	8888	1	31
PE081018	1	8	0	8888	0	8888	1	8269	1	31
PE081019	1	8	1	0801	0	8888	0	8888	1	31
PE081020	1	8	1	0801	0	8888	0	8888	1	31
PE081021	1	8	1	0801	0	8888	0	8888	1	31
PE081022	1	8	0	8888	0	8888	1	0801	1	31
PE081023	1	8	0	8888	0	8888	1	0802	1	31
PE081025	1	8	1	0801	0	8888	0	8888	1	31
PE081026	1	8	1	0801	0	8888	0	8888	1	31
PE081027	1	8	1	0801	0	8888	0	8888	1	31
PE081028	1	8	1	0801	0	8888	0	8888	1	31
PE081029	1	8	1	0801	0	8888	0	8888	1	31
PE081030	1	8	1	0801	0	8888	0	8888	1	31
PE081031	1	8	1	0801	0	8888	0	8888	1	31
PE081032	0	8	1	0801	0	8888	0	8888	1	31
PE081033	1	8	0	8888	0	8888	1	8504	1	31
PE081034	1	8	0	8888	0	8888	1	8038	1	32
PE081035	1	8	1	8007	0	8888	0	8888	1	31
PE081036	1	8	1	0801	0	8888	0	8888	1	31
PE081037	1	8	1	0802	0	8888	0	8888	1	31
PE081038	1	8	1	0802	0	8888	0	8888	1	31
PE081040	1	8	1	0801	0	8888	0	8888	1	31
PE081041	0	8	1	8017	0	8888	0	8888	1	31
PE081042	1	8	1	0801	0	8888	0	8888	1	31
PE081043	1	8	1	0801	0	8888	0	8888	1	31
PE081044	1	8	1	0801	0	8888	0	8888	1	31
PE081045	0	8	0	8888	0	8888	1	0804	1	31
PE081046	1	8	1	0801	0	8888	0	8888	1	31
PE081047	1	8	1	0801	0	8888	0	8888	1	31
PE081049	1	8	1	0801	0	8888	0	8888	1	31
PE081050	1	8	1	0801	0	8888	0	8888	1	31
PE081051	1	8	1	0801	0	8888	0	8888	1	31
PE081052	1	8	0	8888	0	8888	1	8267	1	31
PE081053	1	8	1	0801	0	8888	0	8888	1	31
PE081054	1	8	1	0801	0	8888	0	8888	1	31
PE081056	1	8	1	0801	0	8888	0	8888	1	31
PE081057	1	8	1	0802	0	8888	0	8888	1	31
PE081058	1	8	1	0801	0	8888	0	8888	1	31
PE081059	1	8	1	0801	0	8888	0	8888	1	31
PE081060	1	8	1	0801	0	8888	0	8888	1	31
PE081061	1	8	1	0801	0	8888	0	8888	1	31
PE081062	1	8	1	0801	0	8888	0	8888	1	31
PE081063	1	8	1	0801	0	8888	0	8888	1	31
PE081064	1	8	1	0801	0	8888	0	8888	1	31
PE081066	1	8	1	0801	0	8888	0	8888	1	31
PE081067	0	8	1	0801	0	8888	0	8888	1	31
PE081068	1	8	1	0801	0	8888	0	8888	1	31
PE081069	1	8	1	0801	0	8888	0	8888	1	31
PE081070	1	8	1	0801	0	8888	0	8888	1	31
PE081071	1	8	1	0801	0	8888	0	8888	1	31
PE081072	1	8	1	0801	0	8888	0	8888	1	31
PE081073	0	8	0	8888	0	8888	1	8414	1	31
PE081074	1	8	0	8888	0	8888	1	0804	1	31
PE081075	0	8	0	8888	0	8888	1	8505	1	31
PE081076	1	8	1	0801	0	8888	0	8888	1	31
PE081077	1	8	1	0801	0	8888	0	8888	1	31
PE081078	1	8	0	8888	0	8888	1	8189	1	31
PE081079	1	8	0	8888	0	8888	1	0803	1	31
PE081080	1	8	1	0801	0	8888	0	8888	1	31
PE081081	1	8	1	0801	0	8888	0	8888	1	31
PE081082	1	8	1	0801	0	8888	0	8888	1	31
PE081083	1	8	1	0801	0	8888	0	8888	1	31
PE081084	1	8	1	0801	0	8888	0	8888	1	31
PE081088	1	8	0	8888	0	8888	1	0801	1	31
PE081089	1	8	1	0801	0	8888	0	8888	1	31
PE081090	1	8	1	0801	0	8888	0	8888	1	31
PE081091	1	8	1	0801	0	8888	0	8888	1	31
PE081092	1	8	1	0802	0	8888	0	8888	1	31
PE081093	1	8	1	0801	0	8888	0	8888	1	31
PE081096	0	8	1	0801	0	8888	0	8888	1	31
PE081098	1	8	0	8888	0	8888	1	0804	1	31
PE081099	1	8	1	0801	0	8888	0	8888	1	31
PE081102	0	8	1	8017	0	8888	0	8888	1	31
PE091001	1	9	1	0902	0	8888	0	8888	2	32
PE091002	1	9	1	0902	0	8888	0	8888	2	32
PE091003	1	9	0	8888	1	0901	0	8888	2	32
PE091004	1	9	1	0902	0	8888	0	8888	2	32
PE091006	1	9	1	0902	0	8888	0	8888	2	32
PE091007	1	9	0	8888	1	0902	0	8888	2	32
PE091008	1	9	1	0902	0	8888	0	8888	2	32
PE091009	1	9	0	8888	0	8888	1	8215	1	32
PE091010	1	9	0	8888	1	0901	0	8888	2	32
PE091011	1	9	0	8888	1	0901	0	8888	2	32
PE091012	1	9	1	0901	0	8888	0	8888	2	32
PE091013	1	9	1	0901	0	8888	0	8888	2	32
PE091014	1	9	0	8888	1	0901	0	8888	2	32
PE091015	1	9	0	8888	0	8888	1	8216	1	31
PE091016	1	9	0	8888	1	0901	0	8888	2	32
PE091017	1	9	0	8888	0	8888	1	8363	1	31
PE091018	1	9	0	8888	1	0901	0	8888	2	32
PE091019	0	9	0	8888	0	8888	1	8447	1	31
PE091020	1	9	0	8888	1	0901	0	8888	2	32
PE091022	1	9	0	8888	1	0901	0	8888	2	32
PE091023	1	9	1	0902	0	8888	0	8888	2	32
PE091024	1	9	0	8888	1	0901	0	8888	2	32
PE091025	1	9	0	8888	1	0901	0	8888	2	32
PE091027	0	9	0	8888	0	8888	1	8006	1	32
PE091028	0	9	0	8888	1	0901	0	8888	2	32
PE091029	1	9	1	0909	0	8888	0	8888	2	32
PE091030	0	9	1	0909	0	8888	0	8888	2	32
PE091031	1	9	0	8888	0	8888	1	8012	1	31
PE091032	1	9	1	0909	0	8888	0	8888	2	32
PE091033	1	9	1	0909	0	8888	0	8888	2	32
PE091034	1	9	1	8015	0	8888	0	8888	2	32
PE091035	1	9	1	8015	0	8888	0	8888	2	32
PE091036	0	9	1	8015	0	8888	0	8888	2	32
PE091037	1	9	1	8015	0	8888	0	8888	2	32
PE091038	1	9	1	8014	0	8888	0	8888	1	32
PE091039	1	9	1	0904	0	8888	1	0901	1	32
PE091040	1	9	1	0903	0	8888	0	8888	2	32
PE091041	1	9	1	0903	0	8888	0	8888	2	32
PE091042	1	9	0	8888	0	8888	1	1406	1	31
PE091043	1	9	1	0903	0	8888	0	8888	2	32
PE091044	0	9	1	0904	0	8888	1	0901	1	32
PE091045	1	9	1	0903	0	8888	0	8888	2	32
PE091046	1	9	1	8014	0	8888	0	8888	1	32
PE091047	1	9	1	0903	0	8888	0	8888	2	32
PE091048	1	9	1	0903	0	8888	0	8888	2	32
PE091049	1	9	1	0911	0	8888	0	8888	2	32
PE091050	1	9	1	0911	0	8888	0	8888	2	32
PE091051	1	9	1	0903	0	8888	0	8888	2	32
PE091052	1	9	1	0911	0	8888	0	8888	2	32
PE091053	1	9	1	0903	0	8888	0	8888	2	32
PE091054	1	9	1	0911	0	8888	0	8888	2	32
PE091055	1	9	1	0911	0	8888	0	8888	2	32
PE091056	1	9	0	8888	0	8888	1	8264	1	32
PE091057	1	9	1	0911	0	8888	0	8888	2	32
PE091058	1	9	1	0911	0	8888	0	8888	2	32
PE091059	0	9	1	8014	0	8888	0	8888	1	32
PE091060	1	9	1	0904	0	8888	1	0901	1	32
PE091061	0	9	0	8888	0	8888	1	8186	2	32
PE091062	1	9	0	8888	1	0908	0	8888	2	32
PE091063	1	9	0	8888	1	0908	0	8888	2	32
PE091064	1	9	0	8888	1	0908	0	8888	2	32
PE091065	1	9	0	8888	1	0908	0	8888	2	32
PE091066	1	9	0	8888	1	0908	0	8888	2	32
PE091067	1	9	0	8888	1	0908	0	8888	2	32
PE091068	1	9	0	8888	1	0908	0	8888	2	32
PE091069	1	9	0	8888	1	0908	0	8888	2	32
PE091071	1	9	1	0908	0	8888	0	8888	1	32
PE091072	1	9	0	8888	1	0908	0	8888	2	32
PE091073	0	9	1	8020	0	8888	1	8222	1	32
PE091074	1	9	1	0905	0	8888	0	8888	2	32
PE091076	1	9	1	0905	0	8888	0	8888	2	32
PE091077	1	9	1	0905	0	8888	0	8888	2	32
PE091078	1	9	1	0905	0	8888	0	8888	2	32
PE091079	1	9	1	0905	0	8888	0	8888	2	32
PE091080	1	9	1	0905	0	8888	0	8888	2	32
PE091081	1	9	1	0910	0	8888	0	8888	2	32
PE091082	1	9	0	8888	0	8888	1	8114	1	31
PE091083	1	9	1	0905	0	8888	0	8888	2	32
PE091085	0	9	1	0912	0	8888	0	8888	2	32
PE091086	1	9	1	0912	0	8888	0	8888	2	32
PE091087	1	9	1	0912	0	8888	0	8888	2	32
PE091088	1	9	0	8888	0	8888	1	8014	2	32
PE091089	1	9	1	0908	0	8888	0	8888	1	32
PE091090	1	9	1	0910	0	8888	0	8888	2	32
PE091091	1	9	1	0907	0	8888	0	8888	2	32
PE091093	1	9	1	0907	0	8888	0	8888	2	32
PE091094	1	9	1	0907	0	8888	0	8888	2	32
PE091095	1	9	1	0910	0	8888	0	8888	2	32
PE091096	1	9	0	8888	1	8020	0	8888	2	32
PE091098	1	9	0	8888	1	8020	0	8888	1	32
PE091099	1	9	1	0906	0	8888	0	8888	2	32
PE091100	1	9	1	0906	0	8888	0	8888	2	32
PE091101	1	9	1	0906	0	8888	0	8888	2	32
PE091102	1	9	0	8888	1	0910	0	8888	2	32
PE091103	1	9	1	0910	0	8888	0	8888	2	32
PE101001	1	10	0	8888	1	8014	0	8888	1	32
PE101002	0	10	0	8888	0	8888	1	9999	1	31
PE101003	1	10	1	1001	0	8888	0	8888	1	32
PE101004	1	10	0	8888	0	8888	1	8506	1	32
PE101005	0	10	0	8888	0	8888	1	8432	1	31
PE101006	1	10	0	8888	1	1001	0	8888	1	32
PE101007	1	10	1	1001	0	8888	0	8888	1	32
PE101008	0	10	1	1001	0	8888	0	8888	1	32
PE101009	1	10	1	1001	0	8888	0	8888	1	32
PE101010	1	10	1	1001	0	8888	0	8888	1	32
PE101011	1	10	1	1003	0	8888	0	8888	1	32
PE101012	0	10	0	8888	0	8888	1	8521	1	31
PE101013	1	10	1	1001	0	8888	0	8888	1	32
PE101014	1	10	1	1001	0	8888	0	8888	1	32
PE101015	1	10	1	1004	0	8888	0	8888	1	32
PE101016	1	10	1	1004	0	8888	0	8888	1	32
PE101017	1	10	1	1003	0	8888	0	8888	1	32
PE101018	1	10	1	1003	0	8888	0	8888	1	32
PE101019	0	10	1	1004	0	8888	0	8888	1	32
PE101020	1	10	0	8888	1	1001	0	8888	1	32
PE101021	0	10	0	8888	0	8888	1	9999	1	31
PE101022	1	10	1	1005	0	8888	0	8888	1	32
PE101023	1	10	1	1003	0	8888	0	8888	1	32
PE101024	1	10	1	1003	0	8888	0	8888	1	32
PE101025	1	10	1	1006	0	8888	0	8888	1	32
PE101026	1	10	1	1004	0	8888	0	8888	1	32
PE101027	1	10	1	1004	0	8888	0	8888	1	32
PE101028	0	10	1	1003	0	8888	0	8888	1	32
PE101029	0	10	1	1001	0	8888	0	8888	1	32
PE101030	1	10	0	8888	0	8888	1	8026	1	31
PE101031	1	10	1	1004	0	8888	0	8888	1	32
PE101032	1	10	0	8888	0	8888	1	8008	2	32
PE101033	1	10	0	8888	0	8888	1	8007	1	32
PE101034	1	10	1	1003	0	8888	0	8888	1	32
PE101035	1	10	1	1004	0	8888	0	8888	1	32
PE101036	0	10	1	1004	0	8888	0	8888	1	32
PE101037	1	10	1	1003	0	8888	0	8888	1	32
PE101039	1	10	1	1004	0	8888	0	8888	1	31
PE101040	1	10	1	1004	0	8888	0	8888	1	32
PE101041	1	10	1	1003	0	8888	0	8888	1	32
PE101043	0	10	0	8888	0	8888	1	8433	1	31
PE101044	1	10	0	8888	0	8888	1	8219	1	32
PE101045	1	10	1	1003	0	8888	0	8888	1	32
PE101046	1	10	1	1004	0	8888	0	8888	1	32
PE101048	1	10	1	1004	0	8888	0	8888	1	32
PE101049	1	10	1	1004	0	8888	0	8888	1	32
PE101050	1	10	1	1004	0	8888	0	8888	1	32
PE101051	1	10	1	1003	0	8888	0	8888	1	32
PE101052	0	10	1	1006	0	8888	0	8888	1	32
PE101053	1	10	1	1004	0	8888	0	8888	1	32
PE101054	1	10	0	8888	1	1006	0	8888	1	32
PE101055	1	10	1	1005	0	8888	0	8888	1	32
PE101056	1	10	1	1003	0	8888	0	8888	1	32
PE101057	1	10	1	1003	0	8888	0	8888	1	32
PE101058	1	10	1	1005	0	8888	0	8888	1	32
PE101059	1	10	1	1006	0	8888	0	8888	1	32
PE101060	0	10	0	8888	0	8888	1	8269	1	31
PE101061	1	10	0	8888	0	8888	1	8302	2	31
PE101062	1	10	1	1003	0	8888	0	8888	1	32
PE101063	1	10	0	8888	0	8888	1	1219	1	31
PE101064	1	10	1	1003	0	8888	0	8888	1	32
PE101065	1	10	1	1003	0	8888	0	8888	1	32
PE101066	1	10	1	1003	0	8888	0	8888	1	32
PE101067	1	10	1	1005	0	8888	0	8888	1	32
PE101068	1	10	1	1003	0	8888	0	8888	1	32
PE101069	0	10	1	1001	0	8888	0	8888	1	32
PE101070	1	10	1	1005	0	8888	0	8888	1	32
PE101071	1	10	1	1103	0	8888	0	8888	2	32
PE101072	0	10	1	1005	0	8888	0	8888	1	32
PE101073	1	10	0	8888	0	8888	1	8217	1	32
PE101074	1	10	1	1004	0	8888	0	8888	1	32
PE101075	1	10	1	1003	0	8888	0	8888	1	32
PE101076	1	10	1	1003	0	8888	0	8888	1	32
PE101077	1	10	1	1003	0	8888	0	8888	1	32
PE101078	1	10	1	1003	0	8888	0	8888	1	32
PE101079	1	10	1	1003	0	8888	0	8888	1	32
PE101080	1	10	1	1003	0	8888	0	8888	1	32
PE101081	1	10	1	1005	0	8888	0	8888	1	32
PE101082	1	10	1	1005	0	8888	0	8888	1	32
PE101083	1	10	1	1005	0	8888	0	8888	1	32
PE101084	1	10	1	1005	0	8888	0	8888	1	32
PE101085	1	10	1	1005	0	8888	0	8888	1	32
PE101086	1	10	1	1005	0	8888	0	8888	1	32
PE101087	1	10	1	1005	0	8888	0	8888	1	32
PE101088	1	10	1	1005	0	8888	0	8888	1	32
PE101089	1	10	1	1005	0	8888	0	8888	1	32
PE101090	1	10	1	1005	0	8888	0	8888	1	32
PE101091	1	10	0	8888	0	8888	1	8098	1	31
PE101092	1	10	1	1005	0	8888	0	8888	1	32
PE101093	1	10	1	1005	0	8888	0	8888	1	32
PE101094	1	10	1	1005	0	8888	0	8888	1	32
PE101095	1	10	1	1005	0	8888	0	8888	1	32
PE101096	0	10	1	1005	0	8888	0	8888	1	32
PE101097	1	10	1	1005	0	8888	0	8888	1	32
PE101098	1	10	1	1003	0	8888	0	8888	1	32
PE101099	1	10	1	1003	0	8888	0	8888	1	32
PE101100	1	10	0	8888	0	8888	1	8394	1	31
PE101101	1	10	1	1005	0	8888	0	8888	1	32
PE101102	1	10	1	1005	0	8888	0	8888	1	32
PE101103	1	10	1	1005	0	8888	0	8888	1	32
PE101104	1	10	1	1006	0	8888	0	8888	1	32
PE101105	1	10	1	1005	0	8888	0	8888	1	32
PE111002	1	11	1	1101	0	8888	0	8888	1	32
PE111003	1	11	0	8888	0	8888	1	8055	2	33
PE111005	1	11	1	1101	0	8888	0	8888	1	32
PE111006	0	11	0	8888	0	8888	1	1306	1	31
PE111008	1	11	1	1101	0	8888	0	8888	1	32
PE111009	1	11	1	8016	0	8888	0	8888	1	33
PE111010	1	11	1	1101	0	8888	0	8888	1	32
PE111011	1	11	1	1108	0	8888	0	8888	2	32
PE111012	1	11	0	8888	0	8888	1	8097	1	31
PE111013	1	11	1	1101	0	8888	0	8888	1	32
PE111014	1	11	1	1101	0	8888	0	8888	1	32
PE111017	1	11	0	8888	1	1101	0	8888	2	32
PE111018	0	11	1	8027	0	8888	0	8888	2	31
PE111019	1	11	0	8888	0	8888	1	8097	1	31
PE111020	1	11	1	1103	0	8888	0	8888	2	32
PE111022	1	11	1	8027	0	8888	0	8888	2	31
PE111024	1	11	1	1101	0	8888	0	8888	1	32
PE111025	1	11	0	8888	0	8888	1	1226	1	31
PE111028	1	11	0	8888	0	8888	1	1103	2	32
PE111030	1	11	0	8888	1	1103	0	8888	2	32
PE111033	0	11	0	8888	1	1103	0	8888	2	32
