CHILDCODE	CROPIDR4	CROPR4	QNTHRVR4	OUTCRPR4
171064	3	75	200	2
171064	4	101	50	2
171064	5	12	55	2
171064	6	6	55	2
171064	7	102	350	7
171064	8	50	55	2
171064	9	26	20	2
171065	1	5	30	2
171065	2	75	20	2
171065	3	83	11	2
171067	1	5	500	2
171068	1	5	200	2
171068	2	75	200	2
171068	3	101	50	2
171068	4	44	50	2
171068	5	55	150	2
171069	1	5	3	10
171069	2	75	4	10
171069	3	101	3	10
171070	1	44	200	2
171071	1	5	10	10
171071	2	75	15	3
171072	1	75	60	2
171072	2	5	60	2
171072	3	44	30	2
171072	4	101	30	2
171072	5	55	50	2
171073	1	75	3	3
171073	2	5	3	3
171073	3	55	5	3
171074	1	75	3	10
171074	2	5	3	10
171074	3	44	2	10
171074	4	55	6	10
171074	5	101	3	10
171075	1	44	100	2
171075	2	55	300	2
171075	3	5	3	10
171076	1	75	420	2
171076	2	5	480	2
171076	3	44	6	10
171077	1	101	3	10
171077	2	5	4	10
171077	3	44	6	10
171077	4	75	5	10
171077	5	55	15	3
171077	6	96	3	10
171077	7	86	2	10
171077	8	50	4	3
171077	9	102	16	7
171077	10	93	14	8
171077	11	92	30	2
171077	12	108	10	2
171077	13	10	25	7
171077	14	12	2	10
171081	1	44	10	10
171081	2	55	20	10
171081	3	87	15	2
171081	4	5	2	3
171083	1	55	10	3
171083	2	101	7	3
171083	3	44	10	3
171083	4	87	5	2
171083	5	96	5	3
171083	6	95	5	3
171083	7	75	10	3
171083	8	5	10	3
171084	1	44	6	10
171084	2	75	12	3
171084	3	5	12	3
171085	1	44	20	10
171085	2	55	10	10
171085	3	101	5	10
171086	1	44	8	3
171086	2	96	6	2
171086	3	87	1	2
171088	1	44	3	3
171088	2	5	3	3
171088	3	75	5	3
171088	4	12	3	3
171088	5	55	6	3
171089	1	44	3	3
171089	2	55	3	3
171089	3	101	3	3
171090	1	50	5	2
171090	2	102	20	7
171091	1	44	8	3
171091	2	101	2	3
171092	1	44	1	10
171092	2	101	1	3
171092	3	55	2	3
171092	4	5	1	10
171094	1	5	6	3
171094	3	101	4	3
171095	1	75	250	2
171095	2	101	200	2
171095	3	5	250	2
171098	1	96	4	10
171098	2	75	3	10
171098	3	101	3	10
171098	4	55	8	10
171098	5	44	4	10
171098	6	86	1	10
171099	1	5	10	3
171099	2	55	3	3
171099	3	101	2	3
171099	4	44	3	3
171099	5	75	10	3
171100	1	44	4	3
171100	2	101	1	3
171100	3	87	10	2
171103	1	75	5	10
171103	2	5	7	3
171103	3	96	3	10
171103	4	55	8	10
171103	5	44	7	3
171103	6	86	5	3
171103	7	50	3	3
171103	8	12	2	3
171103	9	102	15	7
171103	10	10	12	7
171103	11	6	8	6
171103	12	108	6	6
171104	1	5	20	3
171104	2	44	20	3
171104	3	55	20	3
171104	4	101	150	2
171105	1	44	2	10
181001	1	17	3	10
181001	2	4	1000	2
181002	1	44	15	10
181002	2	101	5	10
181002	3	55	6000	2
181002	4	86	4	10
181002	5	96	600	2
181002	6	5	5	10
181002	7	83	2	11
181003	1	88	 	 
181004	1	44	3000	2
181004	2	55	16500	2
181004	3	101	300	2
181004	4	87	230	2
181004	5	108	120	2
181004	6	5	5	10
181004	7	96	320	2
181004	8	86	1200	2
181004	9	95	3	10
181004	10	50	100	2
181004	11	26	2	3
181004	12	12	9	10
181005	1	55	30	10
181005	2	44	5	10
181005	3	101	2	10
181005	4	5	5	10
181005	5	86	10	10
181005	6	96	2	10
181005	7	95	1	10
181006	1	55	800	2
181006	2	101	200	2
181006	3	75	2	3
181006	4	87	1	3
181007	1	55	96	3
181007	2	44	20	10
181008	1	44	5	10
181008	2	101	3	10
181008	3	87	1	3
181009	1	55	20	10
181009	2	101	100	2
181009	3	5	200	2
181009	4	44	1000	2
181009	5	86	3000	2
181009	6	96	3	10
181010	1	44	4	10
181010	2	55	6	10
181010	3	101	4	10
181011	1	55	1000	2
181011	2	5	300	2
181011	3	101	200	2
181011	4	44	200	2
181011	5	50	5	2
181011	6	102	3	2
181012	1	101	100	2
181012	2	86	200	2
181012	3	44	250	2
181012	4	5	100	2
181012	5	55	400	2
181013	1	5	5	3
181013	2	44	8	3
181013	3	55	40	10
181013	4	86	3	10
181013	5	96	6	10
181014	1	55	1600	2
181014	2	44	5	10
181014	3	96	4	10
181014	4	101	3	10
181014	5	5	2	10
181014	6	75	3	10
181015	1	44	240	2
181015	2	55	400	2
181015	3	5	2	10
181015	4	101	5	3
181016	1	55	1500	2
181016	2	44	240	2
181016	3	101	240	2
181016	4	87	2	3
181016	5	50	10	7
181017	1	99	1	3
181017	2	5	1	10
181017	3	101	1	10
181017	4	95	1	10
181017	5	96	2	10
181017	6	44	3	10
181017	7	55	7	10
181018	1	101	5	10
181018	2	87	3	10
181018	3	44	10	10
181018	4	55	4500	2
181018	5	5	6	10
181018	6	86	3	10
181018	8	96	2	10
181018	11	44	10	10
181018	12	101	5	10
181018	13	87	2	10
181019	1	55	35	10
181019	2	44	10	10
181019	3	101	1	10
181019	4	99	1	10
181019	6	96	1	10
181020	1	44	4	10
181020	2	5	3	10
181020	3	87	2	3
181020	4	55	5	10
181022	1	55	300	2
181022	2	96	2	10
181022	3	44	3	10
181022	4	5	2	10
181022	5	86	2	10
181022	6	50	4	3
181022	7	102	50	7
181022	8	10	50	7
181022	9	26	3	2
181023	1	44	2	10
181023	2	101	2	10
181023	3	55	2	10
181023	4	5	3	10
181024	1	55	4200	2
181024	2	5	18	3
181024	3	101	80	2
181024	4	44	25	10
181024	5	96	4	3
181024	6	87	3	3
181024	7	50	30	6
181024	8	26	5	2
181029	1	55	5000	2
181029	2	44	1000	2
181029	3	101	5	10
181029	4	5	8	10
181030	1	83	250	2
181030	2	44	5	10
181030	3	5	2	10
181030	4	75	2	10
181030	5	87	3	2
181030	6	50	4	2
181030	7	102	50	7
181031	1	44	3	10
181031	2	50	20	7
181031	3	102	30	7
181031	4	6	5	7
181032	1	55	15	10
181032	2	5	4	10
181032	3	44	3	10
181032	4	101	2	10
181032	5	87	3	3
181032	6	86	2	10
181033	1	55	10000	2
181033	2	5	10	10
181033	3	44	3	10
181033	4	101	6	3
181033	5	86	3	10
181034	1	86	2000	2
181034	2	55	1000	2
181034	3	44	300	2
181034	4	50	10	2
181034	5	102	6	2
181036	1	55	30	10
181036	2	44	5	10
181036	3	101	2	10
181036	4	5	2	10
181036	5	86	5	10
181037	1	101	3	10
181037	2	5	5	10
181037	3	44	3	10
181037	4	55	40	10
181037	5	86	5	10
181037	6	95	2	10
181037	7	96	1,5	10
181038	1	55	600	2
181038	2	44	200	2
181038	3	5	200	2
181038	4	102	10	2
181038	5	50	10	2
181039	1	55	10	10
181039	2	5	4	10
181039	3	87	4	3
181039	4	101	2	10
181039	5	44	2	10
181039	6	86	3	10
181040	1	55	4000	2
181040	2	44	2400	2
181040	3	101	400	2
181040	4	86	2400	2
181041	1	44	10	3
181041	2	55	12	10
181041	3	5	12	3
181042	1	55	3000	2
181042	2	83	5	11
181042	3	44	630	2
181042	4	5	400	2
181042	5	75	600	2
181042	6	87	30	2
181042	7	50	40	2
181043	1	55	20	10
181043	2	44	3	10
181043	3	101	2	10
181043	4	86	3	10
181043	5	95	1	10
181043	6	50	1	2
181043	7	87	1	3
181043	8	5	5	10
181044	1	55	50	10
181044	2	5	3	10
181044	3	101	5	10
181044	4	86	10	10
181044	5	87	2	3
181045	1	55	15000	2
181045	2	5	1400	2
181045	3	49	2100	2
181045	4	86	300	2
181045	5	96	360	2
181045	6	101	3	10
181046	1	55	4000	2
181046	2	96	1500	2
181046	3	86	1500	2
181046	4	101	2500	2
181047	1	55	7200	2
181047	2	5	180	2
181047	3	86	240	2
181047	4	96	3	10
181047	5	12	5	2
181047	6	50	5	2
181047	7	26	2	2
181047	8	101	4	10
181047	9	87	12	2
181048	1	55	5000	2
181048	2	86	5	10
181048	3	101	2	10
181048	4	5	2	10
181048	5	95	5	10
181048	6	96	3	10
181048	7	50	3	3
181048	8	12	10	8
181048	9	102	5	8
181049	1	55	4000	2
181049	2	44	360	2
181049	3	50	1	3
181050	1	55	1800	2
181050	2	5	600	2
181050	3	44	1000	2
181050	4	101	4	10
181050	5	87	20	2
181050	6	108	20	2
181050	7	50	20	2
181050	8	108	20	7
181051	1	44	90	2
181051	2	5	40	2
181051	3	55	4000	2
181051	4	101	20	2
181051	5	96	20	2
181051	6	95	1	3
181051	7	86	20	2
181052	1	55	9000	2
181052	2	5	1125	2
181052	3	75	240	2
181052	4	44	6	10
181052	5	87	2	3
181052	6	101	240	2
181052	7	86	210	2
181052	8	95	140	2
181053	1	55	80	3
181053	2	75	80	3
181053	3	5	80	3
181053	4	101	80	3
181054	1	55	6000	2
181054	2	101	800	2
181054	3	44	20	10
181054	4	75	900	2
181055	1	55	3500	2
181055	2	44	200	2
181055	3	101	100	2
181055	4	5	100	2
181055	5	86	200	2
181056	1	55	400	3
181056	2	44	80	3
181056	3	101	64	3
181056	4	87	8	3
181056	5	99	40	3
181057	1	5	60	3
181057	2	44	60	3
181057	3	96	60	3
181057	4	101	100	2
181057	5	99	50	3
181057	6	55	4500	2
181057	7	87	4	3
181058	1	55	1680	2
181058	2	49	2450	2
181058	3	5	700	2
181058	4	86	210	2
181058	5	96	210	2
181058	6	102	10	2
181058	7	10	10	2
181058	8	50	10	2
181059	1	44	3	10
181059	2	55	1000	2
181059	3	101	1	10
181059	4	75	5	10
181059	5	87	1	10
181059	6	26	2	2
181059	7	99	10	2
181059	8	6	4	6
181059	9	12	5	2
181059	10	5	3	10
181059	11	50	5	2
181059	12	10	10	7
181059	13	84	2	11
181059	14	102	15	7
181059	15	95	1	10
181059	16	96	2	10
181059	17	86	1	10
181060	1	55	6000	2
181060	2	101	6	3
181060	3	5	3	10
181060	4	44	5	10
181060	5	86	1	10
181060	6	95	2	10
181060	7	99	2	3
181061	1	55	5	10
181061	2	44	1	10
181061	3	101	1	10
181062	1	44	3	10
181063	1	44	200	2
181063	2	101	200	2
181063	3	55	200	2
181063	4	5	100	2
181065	3	44	3	10
181065	4	55	50	10
181065	5	101	8	10
181065	6	50	3	2
181065	7	102	20	7
181065	8	95	1	10
181065	9	96	3	10
181065	10	87	10	2
181066	1	55	29	10
181067	1	89	50	3
181067	2	17	14	10
181067	3	44	2	10
181067	4	10	350	8
181067	5	50	350	8
181067	6	54	300	8
181067	7	93	300	8
181068	1	55	3600	2
181068	2	44	8	10
181068	3	5	4	10
181068	4	75	4	10
181068	5	101	2	10
181068	6	50	4	2
181068	7	102	40	7
181068	8	26	2	2
181068	9	6	10	6
181068	10	10	15	7
181068	11	95	2	10
181068	12	96	4	10
181068	13	86	3	10
181068	14	96	2	10
181068	15	82	15	10
181069	1	44	5	10
181069	2	55	30	10
181069	3	87	2	10
181070	1	44	2	10
181070	2	101	1	10
181070	3	55	6	10
181072	1	44	640	2
181072	2	55	1800	2
181072	3	101	900	2
181072	4	16	5	2
181072	5	26	6	2
181072	6	50	25	2
181072	7	98	15	7
181072	8	99	12	2
181072	9	6	24	2
181072	10	5	8	10
181072	11	82	50	2
181072	12	12	2	10
181072	13	84	50	6
181072	14	10	20	7
181072	15	102	40	7
181072	16	95	10	10
181072	17	86	8	10
181072	18	96	10	10
181072	19	75	6	10
181072	20	108	5	6
181073	1	55	110	3
181073	2	44	7	10
181073	3	101	1	10
181073	4	87	11	3
181073	5	50	22	3
181073	6	102	10	7
181074	1	55	0,5	4
181074	2	101	0,5	4
181074	3	44	500	2
181074	4	50	30	3
181075	1	55	10	10
181075	2	83	100	11
181075	3	44	2	10
181075	4	50	1	10
181075	5	5	3	3
181076	1	55	8050	2
181076	2	44	10	10
181076	3	101	2000	2
181076	4	86	45	10
181076	5	75	500	2
181076	6	96	20	10
181076	7	50	1	10
181077	1	55	72	10
181077	2	86	30	10
181077	3	96	10	10
181078	1	95	5	10
181078	2	101	10	3
181078	3	44	7	10
181078	4	55	15	10
181078	5	86	5	3
181078	6	87	8	3
181080	1	55	20	10
181080	2	75	8	3
181081	1	55	1600	2
181082	1	55	5000	2
181082	2	87	5	10
181082	3	96	20	10
181082	4	86	10	10
181082	5	101	30	10
181082	6	5	15	10
181082	7	26	5	2
181082	8	99	5	3
181082	9	49	10	10
181082	10	82	20	10
181082	11	6	5	6
181082	12	3	50	7
181082	13	50	3	3
181082	14	102	20	7
181082	15	44	20	10
181083	1	55	50	10
181083	2	101	3	10
181083	3	44	2	10
181083	4	96	2	10
181083	5	86	2	10
181084	1	55	5000	2
181084	2	101	2500	2
181084	3	5	20	10
181084	4	86	30	10
181084	5	50	4000	2
181084	6	102	1000	7
181084	7	96	30	10
181086	1	55	3000	2
181086	2	44	1500	2
181086	3	101	300	2
181086	4	87	100	2
181086	5	50	30	2
181086	6	102	60	7
181087	1	55	100	10
181087	2	44	10	10
181087	3	101	8	10
181087	4	5	9	10
181088	1	55	5400	2
181088	2	44	6	10
181088	3	101	10	10
181088	4	5	6	10
181089	1	55	2000	2
181089	2	75	7	3
181089	3	5	5	3
181089	4	44	4	10
181089	5	96	2	10
181089	6	101	3	10
181089	7	5	3	3
181089	8	102	30	7
181089	9	108	30	8
181090	1	5	3	10
181090	2	101	10	10
181090	3	44	2	10
181090	4	95	3	10
181090	5	96	3	10
181090	6	55	45	10
181091	1	55	3500	2
181091	2	101	1500	2
181091	3	44	1000	2
181092	1	55	1400	2
181092	2	44	280	2
181092	3	5	210	2
181092	4	101	420	2
181092	5	50	10	2
181092	6	102	8	2
181092	7	12	7	2
181093	1	55	1000	2
181093	2	44	3	10
181093	3	101	1	10
181094	1	55	800	2
181094	2	101	80	2
181094	3	44	160	2
181094	4	83	5	11
181095	1	101	2	10
181095	2	55	10	10
181096	1	55	80	10
181096	2	101	12	10
181097	1	44	300	2
181097	2	55	4000	2
181097	3	101	10	10
181097	4	50	10	2
181097	5	102	10	2
181098	1	44	300	2
181098	2	101	200	2
181098	3	55	320	2
181098	4	87	12	2
181098	5	5	100	2
181098	6	75	50	2
181098	7	50	15	2
181099	1	55	4800	2
181099	2	101	2000	2
181099	3	44	2000	2
181099	4	86	1000	2
181099	5	96	1000	2
181100	1	44	5	3
181100	2	55	15000	2
181100	3	5	120	2
181100	4	101	8	3
181100	5	26	6	2
181100	6	50	80	2
181100	7	87	5	2
181101	1	44	1440	2
181101	2	75	175	2
181101	3	86	1050	2
181101	4	95	700	2
181101	5	5	240	2
181101	6	87	120	2
181101	7	55	1840	2
181101	8	101	3	3
181102	1	5	1200	2
181102	2	44	400	2
181102	3	55	6400	2
181102	4	101	1050	2
181102	5	50	100	7
181104	1	44	500	2
181104	2	101	500	2
181104	3	55	2000	2
181104	4	5	300	2
181104	5	87	80	2
181104	6	50	10	7
181105	1	55	1200	2
181105	2	44	8	10
181105	3	101	2	10
181105	4	99	3	3
181105	5	75	1	10
181105	6	50	2	3
181105	7	6	6	2
181105	8	102	20	7
191006	1	53	-77	10
191013	1	44	25	10
191031	1	88	 	 
191032	1	89	12000	2
191032	2	53	14000	2
191035	1	83	10	6
191035	2	55	20	10
191035	3	69	4	10
191035	4	44	6	10
191037	1	88	 	 
191055	1	53	12	10
191058	1	53	13000	2
191059	1	55	300	2
191059	2	44	200	2
191059	3	5	130	2
191059	4	101	80	2
191059	5	87	3	2
191059	6	86	60	2
191065	1	53	20000	2
191065	2	89	5000	2
191072	1	53	-77	77
191072	2	89	-77	77
191081	1	55	10	10
191081	2	101	4	10
191081	3	5	3	10
191088	1	89	320	2
191088	2	53	27	10
191089	1	53	35	10
191089	2	89	5	10
201004	1	55	15	10
201004	2	87	1	10
201004	3	101	2	3
201005	1	55	2	10
201011	1	55	10	3
201012	1	55	10	10
201012	2	49	12	10
201012	3	101	1	10
201012	4	87	0,5	10
201015	1	55	10	10
201015	2	87	1	10
201018	1	55	20	3
201018	2	101	3	3
201018	3	5	3	3
201018	4	49	4	11
201021	1	55	4	10
201021	2	50	10	3
201021	3	86	6	3
201023	1	55	60	3
201023	2	86	10	3
201023	3	87	5	3
201027	1	55	30	3
201027	2	87	10	3
201038	1	88	 	 
201042	1	51	30000	2
201042	2	108	40	3
201042	3	17	15	11
201043	1	17	20	10
201043	2	51	10000	8
201043	3	4	1000	11
201043	4	85	100	2
201043	5	44	100	2
201045	1	55	50	10
201045	2	101	10	10
201052	1	55	20	3
201057	1	49	100	11
201057	2	55	20	11
201057	3	5	2	11
201066	1	83	100	6
201069	1	55	20	10
201072	1	55	2	10
201078	1	55	100	2
201080	1	55	10	3
201083	1	17	8	11
201083	2	51	2000	8
201083	3	108	3000	8
201085	1	88	 	 
201090	1	55	150	2
201090	2	87	6	2
201099	1	55	5	10
201099	2	101	2	10
201099	3	5	0,5	10
