CHILDCODE	DNFDIDR4	DONNMER4	DONTYPR4	DONRCVR4	DONAMTR4	DONMSRR4	DONPRCR4	PRCMSRR4
161003	3	ALMUERZO ESCOLAR, LENTEJAS, PALLARES, CON ARROZ, ATUN CON ARROZ, TALLARINES CON POLLO, ETC.	10	140	1	9	1,5	9
161003	4	VASO DE LECHE, LECHE EN TARRO	1	6	6	6	1,5	6
161003	5	VASO DE LECHE, HOJUELAS DE CEREALES.	8	6	1	2	4	2
161004	1	LECHE CON AVENA	10	140	1	8	1	8
161004	2	PAN CON QUESO,ETC.	10	60	1	7	1	7
161004	3	GALLETAS	9	60	1	5	1	5
161004	4	TALLARINES,LENTEJAS,TRIGO,ATUN,ETC.	10	60	1	9	2,5	9
161005	1	AVENA CON LECHE, LECHE CON CHOCOLATE	10	160	1	8	1	8
161005	2	PAN CON MERMELADA, PAN CON MANTEQUILLA	10	160	1	7	1,2	7
161005	3	AVENA	3	1	5	4	3,5	4
161005	4	LECHE EVAPORADA, GLORIA TARRO GRANDE.	1	2	20	6	3	6
161006	1	DESAYUNO ESCOLAR, PAN CON QUESO, PAN CON MANJAR,GALLETAS, ETC	10	100	2	7	1	7
161006	2	ALMUERZO ESCOLAR, TALLARINES CON ATUN,GARBANZO,LENTEJAS,ARROZ.	10	100	2	9	35	9
161007	1	LECHE CON AVENA , QUINUA  CON LECHE, ETC	10	120	2	8	0,8	8
161007	2	PAN CON MERMELADA , PAN CON QUESO, PAN CON HUEVO, ETC.	10	120	2	7	0,5	7
161007	3	ARROZ CON POLLO, LOMO SALTADO, TALLARINES, ETC.	10	100	3	9	2,5	9
161009	1	AVENA CON LECHE	10	140	1	5	1	5
161009	2	PAN CON MANJAR, MERMELADA, JAMONADA, ETC.	10	140	1	7	1	7
161010	1	AVENA CON LECHE , QUINUA CON LECHE, SOYA CON LECHE	10	145	1	8	1	8
161010	2	PAN CON MERMELADA ,CON MANJAR BLANCO, ETC	10	145	1	7	0,5	7
161010	3	ARROZ CON GUISO DE QUINUA, CON LENTEJAS, CON ATUN , CON LOCRO DE ZAPALLO, ETC	10	145	1	9	2,5	9
161011	1	LECHE CON  AVENA  ,  SIETE  SEMILLAS  , QUINUA ,  MAZAMORRA, ETC.	10	200	1	8	1	8
161011	2	PAN  CON  QUESO  ,  MERMELADA  ,  MAJARBLANCO  , MANTEQUILLA , ECT	10	200	1	7	0,5	7
161012	1	AVENA CON LECHE	10	140	2	8	1	8
161012	2	PAN CON MERMELADA, CON MANTEQUILLA, ETC.	10	140	2	7	1	7
161012	3	GUISOS,  SOPAS, MENESTRAS, ETC	10	140	2	9	4	9
161013	1	LECHE EVAPORADA EN TARRO- TARRO CHICO.	1	4	6	6	1,5	6
161013	2	QUINUA CON LECHE ,SOYA,SIETE SEMILLAS ,ETC	10	160	2	8	0,5	8
161013	3	GALLETAS, PAN CON MERMELADA ,MENTEQUILLA,ETC	10	160	2	5	0,5	5
161013	4	ARROZ CON LENTEJA ,ARBERJAS,PESCADO,ETC	10	160	2	9	3	9
161014	1	AVENA CON LECHE	10	180	2	8	1	8
161014	2	PAN CON MANTQUILLA, CON HUEVO, CON MANJAR, ETC.	10	180	2	7	1	7
161015	1	LECHE CON AVENA, QUINUA, ETC.	10	120	2	8	0,5	8
161015	2	PAN CON MANJAR , MERMELADA , HUEVO  ETC	10	120	2	7	0,4	7
161015	3	LENTEJA , TALLARIN , SOPA DE LECHE	10	100	2	9	3	9
161015	4	LECHE GLORIA EVAPORADA GRANDE	1	6	6	6	3	6
161015	5	VARIAS HARINAS CONTIENEN VITAMINAS.	2	6	1	2	2	2
161016	1	AVENA CON LECHE, 7 SEMILLAS, ETC.	10	180	1	8	0,5	8
161016	2	ARROZ CON LENTEJA, CON HUEVO, ETC	10	180	1	9	2	9
161017	1	AVENA CON LECHE , QUINUA CON LECHE ETC.	10	140	1	8	1	8
161017	2	PAN CON MERMELADA, CON MANJAR BLANCO.	10	140	1	7	0,5	7
161017	3	ARROZ CON GUISO DE QUINUA, CON ATUN , LENTEJAS, LOCRO DE ZAPALLO, TALLARINES ETC.	10	120	1	9	2	9
161018	1	ARROZ CON LECHE, AVENA,  SOYA	10	100	2	8	1	8
161018	2	PAN CON MANTEQUILLA , MANJARBLANCO, ETC.	10	100	2	7	1	7
161019	1	LECHE CON AVENA ,TRIGO ETC	10	120	2	8	0,5	8
161019	2	PAN CON MERMELEDA , MANTEQUILLA ,QUESO,ETC.	10	120	2	7	0,5	7
161019	3	LENTEJA , TALLARIN ,TRIGO  PALLAR,ETC.	10	100	2	9	2,5	9
161019	4	LECHE GLORIA EVAPORADA	1	6	6	6	3	6
161019	5	AVENA	3	6	6	2	2	2
161020	1	PAN CON MERMELEDA, C0N MANTEQUILLA ETC.	10	100	1	7	0,5	7
161020	2	PAPA CON HUEVO	10	50	1	5	1	5
161020	3	CAFE, AGUA DE HIERBAS, ETC	10	100	1	8	0,5	8
161021	1	AVENA CON LECHE	1	160	1	8	1	8
161021	2	PAN CON MERMELADA, PAN CON HUEVO, ETC	10	160	1	7	1,5	7
161022	1	AVENA CON LECHE, JUGO DE HABAS, JUGO DE TRIGO CON LECHE	10	160	1	8	1	8
161022	2	PAN CON LOMO, PAN CON MERMELADA,ETC	10	160	1	7	1	7
161022	3	ARROZ CON FREJOLES Y PESCADO,  GUISO DE ATUN CON ARROZ, LOMO CON FREJOLES,ETC.	10	160	1	9	3,5	8
161023	1	DESAYUNO ESCOLAR, LECHE, AVENA,ETC	10	120	2	8	0,5	8
161023	2	GALLETA DE SODA CON MERMELADA, MANTEQUILLA, ETC PAN CON MANJAR, ETC	10	120	2	5	0,5	5
161023	3	LECHE EN TARRO GLORI CHICO	1	6	6	6	1,5	6
161023	4	HOJUELAS KIWICHA, AVENA, SOYA FORTIFICADA	2	6	1	2	4	2
161023	5	ALMUERZO ESCOLAR, LENTEJA, PESCADO, ATUN CON ARROZ, ARROZ CON POLLO, ETC.	10	120	2	9	1,5	9
161023	6	EN EL WAWAWASI, DESAYUNO, AVENA, SIETE SEMILLAS, CON LECHE, ETC.	10	160	1	8	0,5	8
161023	7	EN EL WAWAWASI, MAZAMORRA,ETC	10	160	1	8	0,5	8
161023	8	EN EL WAWAWASI, ALMUERZO, PESCADO, POLLO,LENTEJA CON ARROZ, ETC	10	180	1	9	1	9
161023	9	EN EL WAWAWASI, FRUTAS, PLATANO, MANZANA,ETC.	15	180	1	7	0,3	7
161024	1	AVENA CON LECHE, JUGOS DE HABA O CEBADA, ETC.	10	160	1	8	1	8
161024	2	PAN CON MERMELADA, TOSTADA CON LOMO, ETC.	10	160	1	7	1,2	7
161024	3	FREJOLES CON ATUN Y ARROZ, ARROZ CON POLLO, LOMO DE PESCADO, ETC	10	160	1	9	3,2	9
161025	1	ARROZ CON FREJOLES, ATUN, FIDEOS, ETC.	10	135	1	9	2,5	9
161025	2	GALLETA SODA O DE AGUA.	9	135	1	5	1	5
161025	3	AVENA, LECHE,ETC.	10	135	1	8	1	8
161026	1	AVENA CON LECHE, JUGOS DE HABAS, TRIGO CON LECHE, ETC.	10	160	1	8	1	8
161026	2	PAN CON MERMELADA, PAN CON LOMO, ETC.	10	160	1	7	1	7
161026	3	ARROZ CON FREJOLES, GUISO DE PESCADO CON FREJOL, ETC.	10	160	1	9	3	9
161027	1	AVENA  CON LECHE, JUGO DE QUINUA CON LECHE,ETC.	10	160	1	8	1	8
161027	2	PAN CON MANJAR, TOSTADA CON LOMO,ETC.	10	160	1	7	1	7
161027	3	ARROZ CON LENTEJAS, GUISO DE PESCADO CON ARROZ, TALLARINES CON POLLO	10	160	1	9	3	9
161028	1	LECHE CON AVENA, AVENA, ETC.	10	140	1	8	1	8
161028	2	GALLETA DE AGUA Y DE SODA	9	140	1	5	1	5
161028	3	ARROZ CON MENESTRAS, FIDEOS,  ZAPALLO, ATUN, ETC.	10	140	1	9	3	9
161029	1	AVENA, MAZAMORRA CON LECHE, BEBIDAS DE HABAS, CEBADA, ETC	10	160	3	8	2	8
161029	2	MANJAR CON GALLETA, TOSTADA CON LOMO,ETC.	10	160	3	5	1	5
161029	3	LOMO DE PESCADO CON GUISO, GUISO DE PESCADO, GUISO DE POLLO CON LENTEJA	10	160	3	9	3	9
161030	1	GALLETAS DE SODA, GALLETAS DE AGUA, ETC.	9	150	1	5	1	5
161030	2	AVENA CON LECHE	10	150	1	8	1	8
161030	3	ARROZ CON LENTEJAS , ATUN CON PAPAS, TALLARINES, ETC.	10	150	1	9	2	9
161031	1	AVENA CON LECHE, 7 SEMILLAS, ETC.	10	200	2	8	1	8
161031	2	PAN CON QUESO, CON  MERMELADA, CON MAJARBLANCO, ETC.	10	200	2	7	0,5	7
161031	3	SEGUNDOS (MENESTRAS, ARROZ CON POLLO, PESCADO FRITO,  ETC.)	10	200	2	9	5	9
161032	1	AVENA CON LECHE	10	140	1	8	1	8
161032	2	PAN CON QUESO, CON MANJAR, MANTEQUILLA, ETC.	10	100	1	7	1	7
161032	3	ATUN, ARROZ CON TRIGO, TALLARINES, LENTEJAS	10	140	1	9	3,5	9
161033	1	LECHE EN TARRO EVAPORADA	1	6	6	6	1,6	6
161033	2	CEREALES EN POLVO	2	6	2	2	6	2
161033	3	LECHE CON AVENA, CHOCOLATADA,ETC	10	100	2	8	1,5	8
161033	4	PAN TOSTADO,GALLETAS, CON MERMELEDA, MANJAR, ETC	10	100	2	5	0,5	5
161033	5	ALMUERZO ESCOLAR,ARROZ CON ATUN ,POLLO,CARAPULCRA,ETC.	10	100	2	9	2	9
161034	1	AVENA CON LECHE	10	140	1	8	1	8
161034	2	PAN CON MANTEQUILLA, CON HUEVO, ETC	10	140	1	7	1	7
161034	3	GUISOS , SOPAS, FIDEOS, LENTEJAS,  ETC	10	140	1	9	2	9
161035	1	LECHE	1	3	6	6	1,5	6
161035	2	AVENA	3	3	1	2	4	2
161036	1	QUINUA CON LECHE, SOYA CON LECHE, AVENA CON LECHE ETC.	10	140	2	8	1	8
161036	2	PAN CON MWERMELADA, CON MANTEQUILLA, CON QUESO ETC.	10	140	2	7	0,5	7
161036	3	TALLARINES , ARROZ CON ATUN, CON GUISO DE QUINUA , LENTEJAS , LOCRO DE ZAPALLO  ETC.	10	120	2	9	3	9
161038	1	LECHE CON AVENA,  CON QUINUA,ETC	10	180	1	8	0,5	8
161038	2	ARROZ CON TRIGO (PATACHI), TALLARIN CON AUN, LENTEJA CON ARROZ, ETC.	10	180	1	9	3	9
161038	3	GALLETA CON MERMELADA, ETC.	9	180	1	7	0,3	7
161039	1	ALVERJA CON ARROZ	10	234	3	9	5	9
161039	2	TALLARINES CON ATUN	10	234	3	9	5	9
161039	3	AVENA CON LECHE	10	9	234	8	1	8
161040	1	AVENA CON LECHE, CON SOYA, ETC	10	160	1	8	0,5	8
161040	2	PAN CON MANTEQUILLA, HUEVO SANCOCHADO, ETC	10	160	1	7	0,5	7
161041	1	AVENA CON LECHE	10	140	1	8	1	8
161041	2	PAN CON HUEVO, MANTEQUILLA, MERMELADA, ETC	10	140	1	7	1	7
161041	3	GUISOS, SOPAS, MENESTRAS, FIDEOS, ETC.	10	140	1	9	2	9
161042	1	AVENA CON LECHE	10	100	1	8	1	8
161042	2	PAN CON QUESO	10	100	1	7	1	7
161042	3	ALMUERZO ESCOLAR (TALLARINES CON ATUN, ARROZ CON PALLARES Y LENTEJAS, TRIGO,ETC.)	10	100	1	9	1	9
161042	4	GALLETA DE AGUA	9	1	1	5	1	5
161044	1	LECHE  CN AVENA	10	180	1	8	1	8
161044	2	PAN CON MANJAR, QUESO, ETC.	10	280	1	7	1	7
161045	1	AVENA CON LECHE, SIETE SEMILLAS , ETC. (DESAYUNO ESCOLAR)	10	200	2	8	1	8
161045	2	PAN CON MANTEQUILLA, CON MANJARBLANCO, CON ATUN, ETC.	10	200	2	7	0,5	7
161045	3	GUISOS, MENESTRAS, ARROZ, TRIGO, ATUN, QUINUA, TALLARINES, ETC,	10	160	2	9	2,5	9
161046	1	AVENA  CON LECHE, SIETE SEMILLAS, MAZAMORRAS, ETC.	10	140	3	8	1	8
161046	2	PAN CON MERMELADA, PAN CON  MAJARBLANCO, PAN CON HUEVO, ETC.	10	140	3	7	0,5	7
161046	3	MENESTRAS, ARROZ CON POLLO, TALLARINES, ARROZ CON ATUN, ETC.	10	140	3	9	3	9
161047	1	DESAYUNO ESCOLAR, AVENA CON LECHE,ULPADA,ETC.	10	150	1	8	1	8
161047	2	PAN CON MERMELADA ,ETC.	10	150	1	7	0,5	7
161047	3	ARROZ CON LENTEJAS ,PALLARES,ETC.	10	150	1	9	2	9
161048	1	AVENA CON LEHCE	10	150	1	8	1	8
161048	2	TALLARINES, ARROZ CON LENTEJAS, MENESTRAS,  ETC. (ALMUERZO ESCOLAR)	10	150	1	5	3,5	5
161048	3	PAN CON QUESO, CON MANJARBLANCO, CON MERMELADA, ETC.	10	150	1	7	0,5	7
161049	1	LECHE CON AVENA	10	160	1	8	0,5	8
161049	2	PAN CON HUEVO, QUESO, ETC.	10	160	1	7	0,5	7
161049	3	MORON	6	3	6	2	1,6	2
161049	4	HABAS	6	3	11,5	2	2,6	2
161049	5	PAPAS	15	3	20	2	1,5	2
161052	1	AVENA CON LECHE ,CON QUINUA , CON SOYA	10	145	1	8	1	8
161052	2	PAN CON MERMELADA , CON MANJAR BLANCO ETC.	10	145	1	7	0,5	7
161053	1	AVENA CON LECHE, QUINUA,  MAZAMORRAS , ETC.	10	180	2	8	1	8
161053	2	PAN CON QUESO, GALLETA,  MERMELADA, ATUN, ETC.	10	180	2	7	0,5	7
161053	3	GUISOS,  MENESTRAS, TALLARIN,  ETC.	10	180	2	9	2,5	9
161054	1	AVENA CON LECHE	10	160	1	4	1	4
161054	2	PAN CON MIEL , PAN CON MANJAR	10	160	1	7	1,2	7
161054	3	ARROZ CON FRIJOLES, ARROZ CON LENTEJAS, TALLARINES CON ARROZ Y PAPA CON CREMA	10	160	1	9	3,5	9
161055	1	DESAYUNO ESCOLAR, AVENA CON LECHE, ETC	10	140	2	8	0,5	8
161055	2	PAN CON MERMELADA, MANTEQUILLA, HUEVO, ETC.	10	140	2	7	0,5	7
161055	3	ALMUERZO ESCOLAR, ARROZ CON POLLO, LOCRO CON ARROZ, ETC.	10	140	2	9	1,5	9
161056	1	PAN CON MANTEQUILLA,QUESO, ETC	10	155	1	7	0,3	7
161056	2	QUINUA, AVENA, ETC.PREPARADOS.	10	155	1	8	0,8	8
161056	3	ARROZ CON LENTEJAS, FIDEOS, ETC	10	155	1	9	2	9
161058	1	DESAYUNO ESCOLAR AVENA CON LECHE,CHOCOLATADA,ETC	10	140	2	8	0,7	8
161058	2	PAN CON MANJAR, CON MERMELADA,ETC.	10	140	2	7	0,5	7
161058	3	ARROZ CON LENTEJAS,PALLAR,ETC.	10	140	2	9	3	9
161059	1	LECHE	1	240	1	8	1	8
161059	2	GALLETA	9	240	1	7	0,5	7
161061	1	AVENA CON LECHE, CHOCOLATADA,ETC.	10	140	1	8	1	8
161061	2	PAN CON MANTEQUILLA,GALLETAS,ETC.	9	140	1	5	0,5	5
161061	3	ALMUERZO ESCOLAR, ARROZ CON FREJOL,CON LENTEJA,ETC.	10	140	1	9	3	9
161062	1	AVENA CON LECHE, QUINUA, MAZAMORRAS,  ETC.	10	180	2	8	1	8
161062	2	PAN CON  MERMELADA, QUESO, MANJAR, ETC.	10	180	2	7	0,5	7
161062	3	GUISOS, MENESTRAS, ARROZ CON POLLO, TALLARIN CON POLLO, ETC.	10	180	2	9	3	9
161063	1	DESAYUNO ESCOLAR, AVENA  CON LECHE, ETC.	10	150	1	8	1	8
161063	2	ALMUERZO ESCOLAR, TALLARINES, AGUADITO,ARROZ CON TRIGO	10	150	2	9	1	9
161063	3	PAN CON QUESO, MANJAR , ETC	10	150	1	7	0,5	7
161064	1	AVENA CON LECHE, SOYA, ETC	10	140	2	8	1	8
161064	2	ALMUERZO ESCOLAR (LENTEJA CON ARROZ, ARROZ CON VERDURAS, FREJOL CON ARROZ, ETC)	10	140	2	9	5	9
161064	3	LECHE	1	12	4	6	1,6	6
161065	1	AVENA  CON LECHE	10	150	1	8	0,5	8
161065	2	ALMUERZO ESCOLAR, TALLARINES CON ATUN, TRIGO, MENESTRAS	10	150	1	5	3	5
161065	3	PAN CON QUESO / GALLETAS CON MANJAR	10	150	1	7	0,5	7
161067	1	AVENA CON LECHE ,CON QUINUA, ETC	10	150	2	8	0,5	8
161067	2	PAN MANJAR  BLANCO ,CON MANTEQUILLA ,CON HUEVO ETC.	10	150	2	7	0,5	7
161067	3	ARROZ CON LOCRO DE ZAPALLO, CON LENTEJAS , CON ATU. TALLARINES ETC.	10	140	2	9	2	9
161067	4	LECHE GLORIA EN TARRO	1	12	36	6	3	6
161067	5	AVENA	3	12	6	2	2	2
161068	1	AVENA CON LECHE, TRIGO CON LECHE, ETC,	10	160	1	8	1	8
161068	2	PAN CON MERMELADA, TOSTADA CON LOMO, TOSTADA CON ATUN, ETC	10	160	1	7	1,2	7
161068	3	ARROZ CON LENTEJA Y GUISO DE PESCADO, ARROZ CON PALLARES, ARROZ CON FREJOLES Y GUISO DE POLLO, PESCADO CON ARROZ	10	160	1	9	3,5	9
161069	1	LECHE CON AVENA, ETC	10	160	1	8	0,5	8
161069	2	PAN CON ATUN, CON MERMELADA, CON HUEVO, ETC	10	160	1	7	0,5	7
161070	1	DESAYUNO ESCOLAR, QUAKER, ARROZ CON LECHE, ETC. , YOGUR.	10	120	3	8	0,5	8
161070	2	PAN CON MANTEQUILLA, CON MANJAR, MERMELADA, ETC.	10	120	3	7	0,5	7
161071	1	AVENA CON LECHE O ARROZ CON LECHE	10	150	5	8	0,5	8
161071	2	PAN CON QUESO,  ,CON MANJAR CON MANTEQUILLA ETC.	10	150	5	7	0,5	7
161072	1	GALLETAS CON MANJAR, PAN CON QUESO.	10	145	1	5	0,5	5
161072	2	ALMUERZO ESCOLAR,TALLARINES CON ATUN,ARROZ CON LENTEJAS, TRIGO.	10	145	1	9	3	9
161072	3	AVENA CON LECHE, LECHE PREPARADA, ETC	10	145	1	7	0,5	7
161073	1	AVENA CON LECHE, CON QUINUA, ETC.	10	150	1	8	1	8
161073	2	GALLETAS CON MANJAR BLANCO	9	150	5	5	0,3	5
161073	3	ARROZ CON POLLO, CON LENTEJA, CON PALLARES, CON ATUN, TALLARINES, ETC.	10	150	1	9	3	9
161074	1	LECHE CON , AVENA,QUINUA, TRIGO ETC	10	120	1	8	0,8	8
161074	2	GALLETA,PAN CON MERMELADA , QUESO, MANJAR ETC	9	120	1	7	0,4	7
161074	3	FRIJOL, LENTEJA, PALLAR, TRIGO , TALLARIN,  ETC	10	100	1	9	3,5	9
161075	1	AVENA CON LECHE	10	160	3	8	1	8
161075	2	PAN CON MANTEQUILLA, QUESO, ETC	10	160	3	7	0,5	7
161075	3	GUISOS, LENTEJA, FIDEOS, ETC	10	160	3	9	2	9
161076	1	PAN  CON HUEVO, MERMELADA, MANTEQUILLA. ETC.	10	130	1	7	0,1	7
161076	2	AGUA DE CEBADA CON LECHE GLORIA.	10	130	1	8	0,5	8
161076	3	6 TARROS LECHE GLORIA EVAPORADA	1	2	6	6	3	6
161076	4	YOGURT 2 LITROS CADA 6 MESES	1	2	6	1	2	1
161076	5	12 BOLSAS DE AVENA	3	2	12	3	1	3
161077	1	LECHE CON, QUINIA , AVENA , 7 CEREALES	10	120	2	8	0,5	8
161077	2	PAN HUEVO, MANTEQUILLA, MANJAR, ETC	10	120	2	7	0,3	7
161079	1	AVENA CON LECHE, PONCHE DE HABAS, ETC	10	160	1	8	0,5	8
161079	2	ARROZ CON LENTEJA, CON PALLAR, FREJOL.	10	160	2	9	3	9
161079	3	VASO DE LECHE, LECHE EVAPORADA EN LATA	1	5	10	6	2,2	6
161079	4	BOLSA DE  AVENA	3	5	1	2	3	2
161079	5	GALLETA CON MANTEQUILLA , CON  MANJAR,ETC	10	160	1	5	0,5	5
161080	1	AVENA CON LECHE	10	160	3	8	1	8
161080	2	PAN MERMELADA, PAN CON QUESO, ETC.	10	160	3	7	1	7
161080	3	ARROZ CON FREJOLES, ARROZ CON LENTEJAS, ETC.	10	160	3	9	3	9
161081	1	AVENA CON LECHE, LECHE CON QUINUA , LECHE CON.ULPADA	10	140	3	8	1	8
161081	2	GALLETAS	9	140	3	5	0,5	5
161081	3	ARROZ CON ATUN, CON GUISOS DE QUINUA , CON HABAS , TRIGO, TALLARINES, ETC.	10	140	3	9	2	9
161082	1	LECHE CON AVENA , QUINUA , TRIGO , 7 SEMILLAS	11	120	2	8	0,7	8
161082	2	PAN CON MANJAR , QUESO , MANTEQUILLA ETC	9	120	2	7	0,4	7
161083	1	LECHE	10	130	1	8	1	8
161083	2	PAN CON MERMELADA, MANJARBLANCO, ETC.	10	130	1	7	0,5	7
161084	1	AVENA CON LECHE, SIETE SEMILLAS, MAZAMORRAS , ETC.	10	180	2	8	1	8
161084	2	GALLETAS	9	180	2	5	0,5	5
161084	3	SEGUNDOS (MENESTRAS, OLLUQUITO, TALLARINES, PESCADO FRITO, ETC.)	10	160	2	9	6	9
161085	1	LECHE  CON  AVENA  , QUINUA  ,  MAZAMORRA  ,ECT	10	180	2	8	1	8
161085	2	GALLETAS	9	180	2	7	0,5	7
161085	3	SEGUNDOS  O   SOPAS  : MENESTRAS  ,  TALLARINES  ,  ARROZ  CON  POLLO  O  PESCADO  , ECT	10	180	2	9	6	9
161086	1	VASO DE LECHE, LECHE EN TARRO EVAPORADA TARRO CHICO	1	6	6	6	1,6	6
161086	2	AVENA	3	6	6	2	1,5	2
161086	3	AVENA CON LECHE,CON CHOCOLATE,PONCHE DE HABAS,ETC	10	160	2	8	0,5	8
161086	4	PAN CON MANTEQUILLA, TOSTADA,GALLETAS,ETC	10	160	2	5	0,5	5
161086	5	ALMUERZO ESCOLAR ARROZ CON FREJOLES, PALLARES.ETC	10	160	2	5	1,5	5
161087	1	AVENA CON LECHE, ETC. (DESAYUNO ESCOLAR)	10	160	1	8	0,5	8
161087	2	GALLETAS CON QUESO, ETC.	10	160	1	5	0,5	5
161087	3	ARROZ CON FREJOL, CON PALLAR, ETC. (ALMUERZO ESCOLAR)	10	160	1	5	2	5
161089	1	LECHE CON AVENA , QUINUA , TRIGO ETC	10	120	1	8	0,5	8
161089	2	GALLETA,	9	120	1	5	0,3	5
161089	3	ARROZ CON LENTEJA, TRIGO, PALLAR, ETC	10	100	1	9	3	9
161090	1	LECHE CON AVENA	10	180	2	8	1	8
161090	2	PAN CON QUESO ,MERMELADA, MANTEQUILLA, HUEVO, ETC	10	180	2	7	0,5	7
161091	1	AVENA CON LECHE	10	180	3	8	1	8
161091	2	TALLARINES CON ATUN, LENTEJAS CON ARROZ, TRIGO, ETC. (ALMUERZO ESCOLAR)	10	350	1	9	4	9
161091	3	, ETC.PAN CON MANJARBLANCO, PAN CON QUESO	10	160	2	7	0,5	7
161092	1	AVENA CON LECHE, CON ULPADA , CON QUINUA, ETC.	10	145	3	8	1	8
161092	2	PAN CON MERMELADA,  CON MANJAR BLANCO, ETC.	10	145	3	7	0,5	7
161092	3	ARROZ CON ATUN, GUISOS DE QUINUA, ARVERJAS, LENTEJAS, FREJOLES, TALLARINES, ETC.	10	120	3	9	2	9
161093	1	AVENA CON LECHE,	10	160	1	8	0,5	8
161093	2	CALDO DE CORDERO, LENTEJA CON ARROZ , CON ATUN	10	160	1	9	3	9
161093	3	GALLETA	9	160	1	5	0,3	5
161094	1	PAN CON MANJAR, CON QUESO,ETC.	10	160	4	7	0,5	7
161094	2	LECHE CON AVENA	10	160	4	8	0,5	8
161095	1	AVENA, QUINUA, HARINA DE MAIZ CON LECHE. (DESAYUNO ESCOLAR)	10	120	1	8	0,5	8
161095	2	PAN CON LOMITO DE PESCADO, GALLETA CON MANJAR, MERMELADA , TOSTADA CON MANJAR, CON MANTEQUILLA, ETC.	10	120	1	7	0,5	7
161095	3	ARROZ CON PESCADO, CON LENTEJAS, CON TRIGO, TALLARIN CON PESCADO, GUISO DE COLIFLOR.ETC. (ALMUERZO ESCOLAR)	10	120	1	9	1,5	9
161095	4	LECHE EN TARRO CHICO (PROG.VASO DE LECHE)	1	6	6	6	1,5	6
161095	5	AVENA (PROG. VASO DE LECHE)	3	6	1	2	4	2
161096	1	LECHE CON AVENA , QUINUA , TRIGO, ETC	10	120	2	8	1	8
161096	2	PAN CON MERMELADA , MANTEQUILLA,  QUESO,ETC	10	120	2	7	0,5	7
161096	3	LENTEJAS,  PALLAR , TALLARIN , TRIGO, ETC	10	100	2	9	3	9
161097	1	ARROZ CON PESCADO, GUISO DE HABAS, ETC.	10	150	1	9	2	9
161097	2	PAN CON MANTEQUILLA, ETC.	10	150	1	7	0,6	7
161097	3	AVENA CON LECHE, ETC.	10	150	1	8	0,5	8
161098	1	PAN CON MANJARBLANCO, QUESO, ETC.	10	70	1	7	0,5	7
161098	2	GALLETAS DE AGUA Y SODA	9	75	1	5	0,5	5
161098	3	ARROZ CON MENESTRAS, FIDEOS, ATUN, ETC.	10	145	1	9	2	9
161098	4	LECHECON AVENA, CON QUINUA, ETC.	10	145	1	8	0,5	8
161098	5	LECHE	1	5	12	6	2	6
161098	6	QUINUA	8	5	1,5	2	15	2
161099	1	DESAYUNO ESCOLAR, QUAQUER CON LECHE, ETC	10	150	3	8	0,5	8
161099	2	ALMUERZO ESCOLAR, ARROZ CON LENTEJAS, ATUN, TALLARINES, TRIGO, SOPA DE VERDURAS	10	150	3	5	3,5	5
161099	3	PAN CON QUESO, CON MANJAR, MANTEQUILLA, GALLETAS CON MIEL, ETC	10	150	3	5	0,5	5
161100	1	AVENA CON LECHE, 7 SEMILLAS	10	180	2	8	0,6	8
161100	2	PAN CON MANJAR, CON MIEL, ETC.	10	160	2	7	1	7
161100	3	ALMUERZOS; TALLARINES CON POLLO, LENTEJAS CON ARROZ Y EN SALADA DE VERDERUAS, ETC.	10	180	2	9	2	9
161101	1	AVENA  CON LECHE, SIETE SEMILLAS, MAZAMORRAS, ETC.	10	200	1	8	1	8
161101	2	PAN CON MERMELADA, CON  HUEVO, CON MAJAR  BLANCO, ETC.	10	200	1	7	0,5	7
161101	3	SOPAS  Y  SEGUNDOS	10	200	1	9	2,5	9
161102	1	AVENA CON LECHE	10	160	3	8	1	8
161102	2	PAN CON MANTEQUILLA, PAN CON QUESO, ETC	10	160	3	7	0,5	7
161102	3	ARROZ CON POLLO, TALLARINES, ARROZ CON ATUN, MENESTRAS, ETC.	10	160	3	9	3	9
161103	1	AVENA CON LECHE, AVENA, ETC	10	160	1	8	0,5	8
161103	2	PALLAR CON ARROZ, LENTEJA CON ARROZ, CON POLLO, COLIFLOR,ETC	10	180	1	9	3	9
161103	3	PAN CON MERMELADA, MANJAR, CON TUN, CON MANTEQUILLA,	9	180	1	7	0,5	7
161105	1	AVENA CON LECHE , CON QUINUA , CON SOYA,  ETC.	10	150	2	8	0,5	8
161105	2	PAN CON MERMELADA , CON HUEVO, ETC.	10	150	2	7	0,5	7
161106	1	DESAYUNO ESCOLAR AVENA, QUINUA CON LECHE, ETC.	10	140	1	8	0,5	8
161106	2	PAN CON QUESO, MERMELADA, MANTEQUILLA, GALLETAS, ETC.	10	140	1	7	0,5	7
161106	3	ALMUERZO ESCOLAR, ARROZ CON LENTEJAS, CON PESCADO, TALLARIN CON POLLO, ARROZ CON ATUN, ETC.	10	140	1	9	1,5	9
161106	4	VASO DE LECHE, LECHE EN TARRO. TARRO CHICO	1	6	6	6	1,2	6
161106	5	AVENA	3	6	1	2	3	2
161107	1	AVENA CON LECHE, CON QUINUA,  ETC.	10	150	2	8	1	8
161107	2	PAN CON MERMELADA , CON MANTEQUILLA , CON HUEVO, ETC.	10	150	2	7	0,5	7
