CHILDCODE	EDCHSTR4	ATSCR4	GRDER4	TYSCR4	SMESCHR4	DEPTR4
51104	13	1	5	4	1	 
51105	9	1	2	4	1	 
51105	10	1	3	4	1	 
51105	11	1	4	4	1	 
51105	12	1	5	4	1	 
51105	13	1	6	4	1	 
61001	9	1	1	4	1	 
61001	10	1	2	4	1	 
61001	11	1	3	4	1	 
61001	12	1	4	4	1	 
61001	13	1	5	4	1	 
61002	9	1	2	4	1	 
61002	10	1	3	4	1	 
61002	11	1	4	4	1	 
61002	12	1	5	4	1	 
61002	13	1	6	4	1	 
61003	9	1	2	4	1	 
61003	10	1	3	4	1	 
61003	11	1	4	4	1	 
61003	12	1	5	4	1	 
61003	13	1	6	4	1	 
61004	9	1	2	4	1	 
61004	10	1	3	4	1	 
61004	11	1	4	4	1	 
61004	12	1	5	4	1	 
61004	13	1	6	4	1	 
61005	9	1	2	4	1	 
61005	10	1	2	4	1	 
61005	11	1	3	4	1	 
61005	12	1	4	4	1	 
61005	13	1	5	4	1	 
61006	9	1	2	4	1	 
61006	10	1	2	4	1	 
61006	11	1	3	4	1	 
61006	12	1	4	4	1	 
61006	13	1	5	4	1	 
61007	9	1	2	4	1	 
61007	10	1	3	4	1	 
61007	11	1	4	4	1	 
61007	12	1	5	4	1	 
61007	13	1	6	4	1	 
61008	9	1	1	4	1	 
61008	10	1	2	4	1	 
61008	11	1	3	4	1	 
61008	12	1	4	4	1	 
61008	13	1	5	4	1	 
61009	9	1	3	4	1	 
61009	10	1	4	4	1	 
61009	11	1	5	4	1	 
61009	12	1	6	4	1	 
61009	13	1	7	4	0	22
61010	9	1	2	4	1	 
61010	10	1	3	4	1	 
61010	11	1	4	4	1	 
61010	12	1	5	4	1	 
61010	13	1	6	4	1	 
61011	9	1	2	4	1	 
61011	10	1	3	4	1	 
61011	11	1	4	4	1	 
61011	12	1	5	4	1	 
61011	13	1	6	4	1	 
61012	9	1	2	4	1	 
61012	10	1	3	4	1	 
61012	11	1	4	4	1	 
61012	12	1	5	4	1	 
61012	13	1	6	4	1	 
61013	9	1	2	4	1	 
61013	10	1	3	4	1	 
61013	11	1	4	4	1	 
61013	12	1	5	4	1	 
61013	13	1	6	4	1	 
61014	9	1	3	4	1	 
61014	10	1	4	4	1	 
61014	11	1	5	4	1	 
61014	12	1	6	4	1	 
61014	13	1	1	4	1	 
61015	9	1	2	4	1	 
61015	10	1	3	4	1	 
61015	11	1	4	4	1	 
61015	12	1	5	4	1	 
61015	13	1	6	4	1	 
61016	9	1	3	4	1	 
61016	10	1	4	4	1	 
61016	11	1	5	4	1	 
61016	12	1	6	4	1	 
61016	13	1	7	4	1	 
61017	9	1	2	4	1	 
61017	10	1	3	4	1	 
61017	11	1	4	4	1	 
61017	12	1	5	4	1	 
61017	13	1	6	4	1	 
61018	9	1	2	4	1	 
61018	10	1	3	4	1	 
61018	11	1	4	4	1	 
61018	12	1	5	4	1	 
61018	13	1	6	4	1	 
61019	9	1	1	4	0	22
61019	10	1	2	4	1	 
61019	11	1	3	4	1	 
61019	12	1	4	4	0	22
61019	13	1	5	4	1	 
61021	9	1	2	4	1	 
61021	10	1	3	4	1	 
61021	11	1	4	4	1	 
61021	12	1	5	4	1	 
61021	13	1	6	4	1	 
61022	9	1	2	4	1	 
61022	10	1	3	4	1	 
61022	11	1	4	4	1	 
61022	12	1	5	4	1	 
61022	13	1	6	4	1	 
61023	9	1	3	4	1	 
61023	10	1	4	4	1	 
61023	11	1	5	4	1	 
61023	12	1	6	4	1	 
61023	13	1	7	4	1	 
61024	9	1	2	4	1	 
61024	10	1	3	4	1	 
61024	11	1	4	4	1	 
61024	12	1	5	4	1	 
61024	13	1	6	4	1	 
61025	9	1	3	4	1	 
61025	10	1	4	4	1	 
61025	11	1	5	4	1	 
61025	12	1	6	4	1	 
61025	13	1	7	4	1	 
61026	9	1	2	4	1	 
61026	10	1	2	4	1	 
61026	11	1	3	4	1	 
61026	12	1	4	4	1	 
61026	13	1	5	4	1	 
61027	9	1	2	4	1	 
61027	10	1	3	4	1	 
61027	11	1	4	4	1	 
61027	12	1	5	4	1	 
61027	13	1	6	4	1	 
61028	9	1	2	4	1	 
61028	10	1	3	4	1	 
61028	11	1	4	4	1	 
61028	12	1	4	4	1	 
61028	13	1	4	4	0	22
61029	9	1	2	4	1	 
61029	10	1	3	4	1	 
61029	11	1	3	4	0	22
61029	12	1	4	4	1	 
61029	13	1	5	4	1	 
61031	9	1	2	4	1	 
61031	10	1	3	4	1	 
61031	11	1	4	4	1	 
61031	12	1	5	4	1	 
61031	13	1	6	4	1	 
61032	9	1	2	4	1	 
61032	10	1	3	4	1	 
61032	11	1	4	4	1	 
61032	12	1	5	4	1	 
61032	13	1	6	4	1	 
61033	9	1	3	4	1	 
61033	10	1	4	4	1	 
61033	11	1	5	1	0	22
61033	12	1	6	1	1	 
61033	13	1	7	1	1	 
61034	9	1	2	4	1	 
61034	10	1	3	4	1	 
61034	11	1	4	4	1	 
61034	12	1	5	4	1	 
61034	13	1	6	4	1	 
61035	9	1	2	4	1	 
61035	10	1	3	4	1	 
61035	11	1	4	4	1	 
61035	12	1	5	4	1	 
61035	13	1	6	4	1	 
61036	9	1	3	4	1	 
61036	10	1	4	4	1	 
61036	11	1	5	4	1	 
61036	12	1	6	4	1	 
61036	13	1	7	4	0	22
61037	9	1	2	4	1	 
61037	10	1	3	4	1	 
61037	11	1	4	4	1	 
61037	12	1	5	4	1	 
61037	13	1	6	4	1	 
61038	9	1	2	4	1	 
61038	10	1	3	4	1	 
61038	11	1	4	4	1	 
61038	12	1	5	4	1	 
61038	13	1	6	4	0	22
61039	9	1	2	4	1	 
61039	10	1	3	4	1	 
61039	11	1	4	4	1	 
61039	12	1	5	4	1	 
61039	13	1	6	4	1	 
61040	9	1	3	4	0	22
61040	10	1	4	4	1	 
61040	11	1	5	4	1	 
61040	12	1	6	4	1	 
61040	13	1	7	4	0	22
61041	9	1	3	4	1	 
61041	10	1	4	4	1	 
61041	11	1	5	4	1	 
61041	12	1	6	4	0	22
61041	13	1	7	4	0	22
61043	9	1	2	4	1	 
61043	10	1	3	4	1	 
61043	11	1	4	4	1	 
61043	12	1	5	4	1	 
61043	13	1	6	4	1	 
61044	9	1	2	4	1	 
61044	10	1	3	4	1	 
61044	11	1	4	4	1	 
61044	12	1	5	4	1	 
61044	13	1	6	4	1	 
61045	9	1	2	4	1	 
61045	10	1	3	4	1	 
61045	11	1	4	4	1	 
61045	12	1	5	4	1	 
61045	13	1	6	4	1	 
61046	9	1	2	4	1	 
61046	10	1	3	4	1	 
61046	11	1	4	4	1	 
61046	12	1	5	4	1	 
61046	13	1	6	4	1	 
61047	9	1	2	1	1	 
61047	10	1	3	1	1	 
61047	11	1	4	1	1	 
61047	12	1	5	1	1	 
61047	13	1	6	1	1	 
61048	9	1	2	4	1	 
61048	10	1	3	4	1	 
61048	11	1	4	4	1	 
61048	12	1	5	4	1	 
61048	13	1	6	4	1	 
61049	9	1	2	4	1	 
61049	10	1	3	4	1	 
61049	11	1	4	4	1	 
61049	12	1	5	4	1	 
61049	13	1	6	4	1	 
61050	9	1	2	4	1	 
61050	10	1	3	4	1	 
61050	11	1	4	4	1	 
61050	12	1	5	4	1	 
61050	13	1	6	4	1	 
61051	9	1	2	4	1	 
61051	10	1	3	4	1	 
61051	11	1	4	4	1	 
61051	12	1	5	4	1	 
61051	13	1	6	4	1	 
61052	9	1	2	4	1	 
61052	10	1	3	4	1	 
61052	11	1	4	4	1	 
61052	12	1	5	4	1	 
61052	13	1	6	4	1	 
61053	9	1	2	1	1	 
61053	10	1	3	1	0	15
61053	11	1	4	2	0	15
61053	12	1	5	1	1	 
61053	13	1	6	1	1	 
61054	9	1	2	4	1	 
61054	10	1	3	4	0	22
61054	11	1	4	4	1	 
61054	12	1	5	4	1	 
61054	13	1	6	4	1	 
61056	9	1	2	4	1	 
61056	10	1	3	4	1	 
61056	11	1	4	4	1	 
61056	12	1	5	4	1	 
61056	13	1	6	4	1	 
61057	9	1	2	4	0	22
61057	10	1	3	4	1	 
61057	11	1	4	4	1	 
61057	12	1	5	4	1	 
61057	13	1	6	4	0	22
61059	9	1	2	4	1	 
61059	10	1	3	4	1	 
61059	11	1	4	4	1	 
61059	12	1	5	4	1	 
61059	13	1	6	4	1	 
61060	9	1	2	4	1	 
61060	10	1	3	4	1	 
61060	11	1	4	4	1	 
61060	12	1	5	4	1	 
61060	13	1	6	4	1	 
61061	9	1	2	4	1	 
61061	10	1	3	4	1	 
61061	11	1	4	4	1	 
61061	12	1	5	4	1	 
61061	13	1	6	4	1	 
61062	9	1	2	4	1	 
61062	10	1	3	4	1	 
61062	11	1	4	4	1	 
61062	12	1	5	4	1	 
61062	13	1	6	4	1	 
61063	9	1	2	4	1	 
61063	10	1	3	4	1	 
61063	11	1	4	4	1	 
61063	12	1	5	4	1	 
61063	13	1	6	4	1	 
61064	9	1	2	4	1	 
61064	10	1	3	4	1	 
61064	11	1	4	4	1	 
61064	12	1	5	4	1	 
61064	13	1	6	4	1	 
61065	9	1	2	4	1	 
61065	10	1	3	4	1	 
61065	11	1	4	4	1	 
61065	12	1	5	4	1	 
61065	13	1	6	4	1	 
61066	9	1	3	4	1	 
61066	10	1	4	4	1	 
61066	11	1	5	4	1	 
61066	12	1	6	4	1	 
61066	13	1	7	4	0	22
61067	9	1	3	4	1	 
61067	10	1	4	4	1	 
61067	11	1	5	4	1	 
61067	12	1	6	4	1	 
61067	13	1	7	4	0	22
61068	9	1	2	4	1	 
61068	10	1	3	4	1	 
61068	11	1	4	4	1	 
61068	12	1	5	4	1	 
61068	13	1	6	4	1	 
61069	9	1	3	4	1	 
61069	10	1	4	4	1	 
61069	11	1	5	4	1	 
61069	12	1	6	4	1	 
61069	13	1	7	4	0	22
61071	9	1	2	4	1	 
61071	10	1	3	4	1	 
61071	11	1	4	4	1	 
61071	12	1	5	4	1	 
61071	13	1	6	4	1	 
61072	9	1	2	4	1	 
61072	10	1	2	4	0	22
61072	11	1	3	4	0	22
61072	12	1	4	4	1	 
61072	13	1	5	4	0	22
61073	9	0	 	 	 	 
61073	10	1	2	4	0	22
61073	11	1	3	4	1	 
61073	12	1	4	4	1	 
61073	13	1	5	4	1	 
61074	9	1	2	4	1	 
61074	10	1	3	4	1	 
61074	11	1	4	4	1	 
61074	12	1	5	4	1	 
61074	13	1	6	4	1	 
61075	9	1	2	4	1	 
61075	10	1	3	4	1	 
61075	11	1	4	4	1	 
61075	12	1	5	4	1	 
61075	13	1	6	4	1	 
61076	9	1	2	4	1	 
61076	10	1	3	4	1	 
61076	11	1	4	4	0	22
61076	12	1	5	1	0	15
61076	13	1	6	4	0	6
61077	9	1	2	4	0	22
61077	10	1	3	4	1	 
61077	11	1	4	4	1	 
61077	12	1	5	4	1	 
61077	13	1	6	4	1	 
61078	9	1	2	4	1	 
61078	10	1	3	4	1	 
61078	11	1	4	4	1	 
61078	12	1	4	4	1	 
61078	13	1	5	4	1	 
61079	9	1	2	4	0	22
61079	10	1	3	4	1	 
61079	11	1	4	4	1	 
61079	12	1	5	4	1	 
61079	13	1	5	4	1	 
61080	9	1	2	4	1	 
61080	10	1	3	4	1	 
61080	11	1	4	4	1	 
61080	12	1	5	4	1	 
61080	13	1	6	4	1	 
61081	9	1	2	4	1	 
61081	10	1	3	4	1	 
61081	11	1	4	4	1	 
61081	12	1	5	4	1	 
61081	13	1	6	4	1	 
61082	9	0	 	 	 	 
61082	10	0	 	 	 	 
61082	11	0	 	 	 	 
61082	12	1	1	4	3	22
61082	13	1	1	4	1	 
61083	9	1	2	4	1	 
61083	10	1	3	4	1	 
61083	11	1	3	4	0	22
61083	12	1	4	4	1	 
61083	13	1	5	4	1	 
61084	9	1	2	4	1	 
61084	10	1	2	4	0	22
61084	11	1	3	4	1	 
61084	12	1	3	4	1	 
61084	13	1	4	4	1	 
61085	9	1	2	4	1	 
61085	10	1	3	2	0	22
61085	11	1	4	4	0	22
61085	12	1	5	4	1	 
61085	13	1	6	4	1	 
61086	9	1	2	4	1	 
61086	10	1	3	4	1	 
61086	11	1	4	4	1	 
61086	12	1	5	4	1	 
61086	13	1	6	4	1	 
61087	9	1	2	4	0	22
61087	10	1	3	4	0	22
61087	11	1	4	4	1	 
61087	12	1	5	4	1	 
61087	13	1	6	4	1	 
61088	9	1	2	4	1	 
61088	10	1	3	4	1	 
61088	11	1	4	4	1	 
61088	12	1	5	4	1	 
61088	13	1	6	4	1	 
61089	9	1	2	4	1	 
61089	10	1	3	4	1	 
61089	11	1	4	4	1	 
61089	12	1	5	4	1	 
61089	13	1	6	4	1	 
61090	9	1	2	4	1	 
61090	10	1	3	4	0	22
61090	11	1	4	4	1	 
61090	12	1	5	4	1	 
61090	13	1	6	4	1	 
61091	9	1	2	4	1	 
61091	10	1	3	4	1	 
61091	11	1	4	4	1	 
61091	12	1	5	4	1	 
61091	13	1	6	4	1	 
61092	9	1	2	4	1	 
61092	10	1	3	4	1	 
61092	11	1	4	4	1	 
61092	12	1	5	4	1	 
61092	13	1	6	4	1	 
61093	9	1	2	4	1	 
61093	10	1	3	4	1	 
61093	11	1	4	4	1	 
61093	12	1	5	4	1	 
61093	13	1	6	4	1	 
61094	9	1	2	4	1	 
61094	10	1	3	4	1	 
61094	11	1	4	4	1	 
61094	12	1	5	4	1	 
61094	13	1	6	4	1	 
61095	9	1	2	4	1	 
61095	10	1	3	4	1	 
61095	11	1	4	4	1	 
61095	12	1	5	4	1	 
61095	13	1	6	4	1	 
61096	9	1	2	4	1	 
61096	10	1	3	4	1	 
61096	11	1	4	4	1	 
61096	12	1	5	4	1	 
61096	13	1	6	4	1	 
61097	9	1	2	4	1	 
61097	10	1	3	4	1	 
61097	11	1	4	4	1	 
61097	12	1	5	4	1	 
61097	13	1	6	4	1	 
61098	9	1	3	4	1	 
61098	10	1	4	4	1	 
61098	11	1	5	4	1	 
61098	12	1	6	4	1	 
61098	13	1	7	4	1	 
61099	9	1	2	4	1	 
61099	10	1	3	4	1	 
61099	11	1	4	4	1	 
61099	12	1	5	4	1	 
61099	13	1	6	4	1	 
61100	9	1	2	4	1	 
61100	10	1	3	4	0	15
61100	11	1	4	4	0	22
61100	12	1	5	4	0	22
61100	13	1	6	4	1	 
61101	9	1	2	4	0	25
61101	10	1	3	4	0	13
61101	11	1	4	4	1	 
61101	12	1	5	4	1	 
61101	13	1	6	4	1	 
61102	9	1	1	4	0	22
61102	10	1	2	4	1	 
61102	11	1	3	4	1	 
61102	12	1	4	4	1	 
61102	13	1	5	4	1	 
61103	9	1	2	4	1	 
61103	10	1	2	4	1	 
61103	11	1	3	4	1	 
61103	12	1	4	4	0	16
61103	13	1	5	4	1	 
71001	9	1	3	4	0	6
71001	10	1	4	4	1	 
71001	11	1	5	4	1	 
71001	12	1	6	4	1	 
71001	13	1	7	4	1	 
71002	9	1	3	1	1	 
71002	10	1	4	1	1	 
71002	11	1	5	1	1	 
71002	12	1	6	1	1	 
71002	13	1	7	1	0	6
71003	9	1	2	4	1	 
71003	10	1	3	4	1	 
71003	11	1	4	4	1	 
71003	12	1	5	4	1	 
71003	13	1	6	4	1	 
71004	9	1	3	4	1	 
71004	10	1	4	4	1	 
71004	11	1	5	4	1	 
71004	12	1	6	4	1	 
71004	13	1	7	1	1	 
71005	9	1	2	1	1	 
71005	10	1	3	1	1	 
71005	11	1	4	1	1	 
71005	12	1	5	1	1	 
71005	13	1	6	1	1	 
71007	9	1	3	1	1	 
71007	10	1	4	1	1	 
71007	11	1	5	1	1	 
71007	12	1	6	1	1	 
71007	13	1	7	1	0	6
71008	9	1	3	1	1	 
71008	10	1	4	1	0	6
71008	11	1	5	1	1	 
71008	12	1	6	1	1	 
71008	13	1	7	1	1	 
71009	9	1	2	4	1	 
71009	10	1	3	4	1	 
71009	11	1	4	4	1	 
71009	12	1	4	4	1	 
71009	13	1	5	4	1	 
71010	9	1	2	4	1	 
71010	10	1	3	1	0	6
71010	11	1	4	1	1	 
71010	12	1	5	1	1	 
71010	13	1	6	1	1	 
71011	9	1	3	1	1	 
71011	10	1	4	1	1	 
71011	11	1	5	1	1	 
71011	12	1	6	1	1	 
71011	13	1	7	4	0	6
71012	9	1	2	1	1	 
71012	10	1	3	1	1	 
71012	11	1	4	1	1	 
71012	12	1	5	1	1	 
71012	13	1	6	1	1	 
71013	9	1	3	4	1	 
71013	10	1	4	4	1	 
71013	11	1	5	4	1	 
71013	12	1	6	4	1	 
71013	13	1	7	4	0	6
71014	9	0	 	 	 	 
71014	10	1	1	4	0	15
71014	11	1	2	4	1	 
71014	12	1	3	4	0	14
71014	13	1	4	4	0	15
71015	9	1	2	4	1	 
71015	10	1	3	4	1	 
71015	11	1	4	4	1	 
71015	12	1	5	4	1	 
71015	13	1	6	1	0	6
71017	9	1	3	4	0	6
71017	10	1	4	1	0	6
71017	11	1	5	1	1	 
71017	12	1	6	1	1	 
71017	13	1	7	4	0	6
71018	9	1	3	4	1	 
71018	10	1	4	4	1	 
71018	11	1	5	4	1	 
71018	12	1	6	4	1	 
71018	13	1	7	4	1	 
71019	9	1	2	4	1	 
71019	10	1	3	4	1	 
71019	11	1	4	4	1	 
71019	12	1	4	1	0	6
71019	13	1	5	1	1	 
71021	9	1	2	4	1	 
71021	10	1	3	4	1	 
71021	11	1	4	4	1	 
71021	12	1	5	4	1	 
71021	13	1	6	4	1	 
71022	9	1	2	1	0	6
71022	10	1	3	1	1	 
71022	11	1	4	1	1	 
71022	12	1	5	1	1	 
71022	13	1	6	1	1	 
71023	9	1	3	4	1	 
71023	10	1	4	4	1	 
71023	11	1	5	4	1	 
71023	12	1	6	4	1	 
71023	13	1	7	4	0	6
71024	9	1	3	4	1	 
71024	10	1	4	4	1	 
71024	11	1	5	4	0	6
71024	12	1	6	4	1	 
71024	13	1	7	4	0	6
71025	9	1	2	4	1	 
71025	10	1	3	4	1	 
71025	11	1	4	4	1	 
71025	12	1	5	4	1	 
71025	13	1	6	4	1	 
71026	9	1	3	4	1	 
71026	10	1	4	4	0	6
71026	11	1	5	4	1	 
71026	12	1	6	4	1	 
71026	13	1	7	4	0	6
71028	9	1	2	4	1	 
71028	10	1	3	4	1	 
71028	11	1	4	4	1	 
71028	12	1	5	4	1	 
71028	13	1	6	4	1	 
71029	9	1	2	4	1	 
71029	10	1	3	4	1	 
71029	11	1	4	4	1	 
71029	12	1	5	4	1	 
71029	13	1	6	4	1	 
71030	9	1	2	4	1	 
71030	10	1	3	4	0	15
71030	11	1	4	4	0	15
71030	12	1	5	4	1	 
71030	13	1	6	4	1	 
71031	9	1	3	1	1	 
71031	10	1	4	1	1	 
71031	11	1	5	1	1	 
71031	12	1	6	1	1	 
71031	13	1	7	4	0	6
71032	9	1	2	4	1	 
71032	10	1	3	4	1	 
71032	11	1	4	4	1	 
71032	12	1	5	4	1	 
71032	13	1	5	4	1	 
71033	9	1	3	4	1	 
71033	10	1	4	4	1	 
71033	11	1	5	4	1	 
71033	12	1	6	4	1	 
71033	13	1	7	4	1	 
71034	9	1	2	4	0	6
71034	10	1	3	4	1	 
71034	11	1	4	4	1	 
71034	12	1	5	4	1	 
71034	13	1	6	4	1	 
71035	9	1	3	4	1	 
71035	10	1	4	4	1	 
71035	11	1	5	4	1	 
71035	12	1	6	4	1	 
71035	13	1	7	4	0	6
71036	9	1	2	4	1	 
71036	10	1	3	4	1	 
71036	11	1	4	4	1	 
71036	12	1	5	4	1	 
71036	13	1	6	4	1	 
71037	9	1	3	1	1	 
71037	10	1	4	1	1	 
71037	11	1	5	1	0	6
71037	12	1	6	1	1	 
71037	13	1	7	1	1	 
71038	9	1	2	4	1	 
71038	10	1	3	4	1	 
71038	11	1	4	4	1	 
71038	12	1	5	4	1	 
71038	13	1	6	4	1	 
71039	9	1	2	4	1	 
71039	10	1	3	4	1	 
71039	11	1	4	4	1	 
71039	12	1	5	4	1	 
71039	13	1	6	4	1	 
71040	9	1	3	4	1	 
71040	10	1	4	4	1	 
71040	11	1	5	4	1	 
71040	12	1	6	4	1	 
71040	13	1	7	4	1	 
71041	9	1	3	1	1	 
71041	10	1	4	1	0	6
71041	11	1	5	1	1	 
71041	12	1	6	1	1	 
71041	13	1	7	1	1	 
71042	9	1	3	4	1	 
71042	10	1	4	4	1	 
71042	11	1	5	4	1	 
71042	12	1	6	4	1	 
71042	13	1	7	4	0	6
71043	9	1	4	4	1	 
71043	10	1	5	4	1	 
71043	11	1	6	4	1	 
71043	12	1	7	4	0	6
71043	13	1	8	1	0	6
71044	9	1	3	4	1	 
71044	10	1	4	4	1	 
71044	11	1	5	4	1	 
71044	12	1	6	4	1	 
71044	13	1	7	4	1	 
71045	9	1	3	1	1	 
71045	10	1	4	1	1	 
71045	11	1	5	1	1	 
71045	12	1	6	1	1	 
71045	13	1	7	1	1	 
71046	9	1	2	4	1	 
71046	10	1	3	4	1	 
71046	11	1	4	4	1	 
71046	12	1	5	4	1	 
71046	13	1	6	4	1	 
71047	9	1	2	4	1	 
71047	10	1	3	4	1	 
71047	11	1	4	4	1	 
71047	12	1	5	4	1	 
71047	13	1	6	4	1	 
71048	9	1	2	1	1	 
71048	10	1	3	1	1	 
71048	11	1	4	1	0	6
71048	12	1	5	1	1	 
71048	13	1	6	1	1	 
71049	9	1	3	4	1	 
71049	10	1	4	4	1	 
71049	11	1	5	4	1	 
71049	12	1	6	4	1	 
71049	13	1	7	4	0	6
71050	9	1	3	4	1	 
71050	10	1	4	4	1	 
71050	11	1	5	4	1	 
71050	12	1	6	4	1	 
71050	13	1	6	4	1	 
71051	9	1	3	4	1	 
71051	10	1	4	4	1	 
71051	11	1	5	4	1	 
71051	12	1	6	4	1	 
71051	13	1	7	4	1	 
71052	9	1	2	4	1	 
71052	10	1	3	4	1	 
71052	11	1	4	4	1	 
71052	12	1	4	4	1	 
71052	13	1	5	4	1	 
71053	9	1	3	4	1	 
71053	10	1	4	4	1	 
71053	11	1	5	4	1	 
71053	12	1	6	4	1	 
71053	13	1	7	4	1	 
71054	9	1	2	4	1	 
71054	10	1	2	4	1	 
71054	11	1	3	4	1	 
71054	12	1	4	4	1	 
71054	13	1	5	4	1	 
71055	9	1	2	4	0	6
71055	10	1	3	4	1	 
71055	11	1	4	4	1	 
71055	12	1	5	4	1	 
71055	13	1	6	4	1	 
71056	9	1	3	4	1	 
71056	10	1	4	4	1	 
71056	11	1	5	4	1	 
71056	12	1	6	4	1	 
71056	13	1	7	4	0	6
71057	9	1	2	4	1	 
71057	10	1	2	1	0	6
71057	11	1	3	1	1	 
71057	12	1	4	1	1	 
71057	13	1	5	1	1	 
71058	9	1	3	4	1	 
71058	10	1	4	4	1	 
71058	11	1	5	4	1	 
71058	12	1	6	4	1	 
71058	13	1	7	1	0	6
71059	9	1	2	4	1	 
71059	10	1	3	4	1	 
71059	11	1	4	4	1	 
71059	12	1	5	4	1	 
71059	13	1	6	4	1	 
71060	9	1	2	4	1	 
71060	10	1	3	4	1	 
71060	11	1	4	4	1	 
71060	12	1	5	4	1	 
71060	13	1	6	4	1	 
71061	9	1	3	4	1	 
71061	10	1	4	4	1	 
71061	11	1	5	4	1	 
71061	12	1	6	4	1	 
71061	13	1	7	4	1	 
71062	9	1	3	4	1	 
71062	10	1	4	4	1	 
71062	11	1	5	4	1	 
71062	12	1	6	4	1	 
71062	13	1	7	4	1	 
71064	9	1	2	1	0	6
71064	10	1	3	1	1	 
71064	11	1	4	1	1	 
71064	12	1	5	1	1	 
71064	13	1	6	1	1	 
71066	9	1	3	4	1	 
71066	10	1	4	4	1	 
71066	11	1	5	4	0	6
71066	12	1	6	4	1	 
71066	13	1	7	4	0	6
71067	9	1	3	4	1	 
71067	10	1	4	4	1	 
71067	11	1	5	4	1	 
71067	12	1	6	4	1	 
71067	13	1	7	4	0	6
71068	9	1	2	4	1	 
71068	10	1	3	4	1	 
71068	11	1	4	4	1	 
71068	12	1	5	4	1	 
71068	13	1	6	4	1	 
71069	9	1	2	4	1	 
71069	10	1	3	4	1	 
71069	11	1	4	4	1	 
71069	12	1	5	4	1	 
71069	13	1	6	4	1	 
71070	9	1	2	4	1	 
71070	10	1	3	4	1	 
71070	11	1	4	4	1	 
71070	12	1	5	4	1	 
71070	13	1	6	4	1	 
71071	9	1	2	4	1	 
71071	10	1	3	4	1	 
71071	11	1	4	4	1	 
71071	12	1	5	4	0	15
71071	13	1	6	4	1	 
71072	9	1	3	4	1	 
71072	10	1	4	4	1	 
71072	11	1	5	4	1	 
71072	12	1	6	4	1	 
71072	13	1	7	4	1	 
71073	9	1	3	4	1	 
71073	10	1	4	4	1	 
71073	11	1	5	4	1	 
71073	12	1	6	4	1	 
71073	13	1	7	4	0	6
71074	9	1	2	4	1	 
71074	10	1	3	4	1	 
71074	11	1	4	4	1	 
71074	12	1	5	4	1	 
71074	13	1	6	4	1	 
71075	9	1	1	4	0	6
71075	10	1	2	4	1	 
71075	11	1	3	4	1	 
71075	12	1	4	4	1	 
71075	13	1	5	4	1	 
71076	9	1	2	1	1	 
71076	10	1	3	1	1	 
71076	11	1	4	1	1	 
71076	12	1	5	1	1	 
71076	13	1	6	1	1	 
71077	9	1	2	4	1	 
71077	10	1	3	4	1	 
71077	11	1	4	4	1	 
71077	12	1	4	4	3	6
71077	13	1	5	4	1	 
71078	9	1	2	4	1	 
71078	10	1	3	4	1	 
71078	11	1	4	4	1	 
71078	12	1	5	4	1	 
71078	13	1	6	4	1	 
71079	9	1	3	4	1	 
71079	10	1	4	4	1	 
71079	11	1	5	4	1	 
71079	12	1	6	4	1	 
71079	13	1	7	1	0	6
71080	9	1	3	4	1	 
71080	10	1	4	4	1	 
71080	11	1	5	4	1	 
71080	12	1	6	4	1	 
71080	13	1	7	4	0	6
71081	9	1	3	4	1	 
71081	10	1	4	4	1	 
71081	11	1	5	4	1	 
71081	12	1	6	4	1	 
71081	13	1	7	4	1	 
71082	9	1	2	4	0	6
71082	10	1	3	4	1	 
71082	11	1	4	4	1	 
71082	12	1	5	4	1	 
71082	13	1	6	4	1	 
71083	9	1	1	4	1	 
71083	10	1	2	4	1	 
71083	11	1	3	4	1	 
71083	12	1	4	4	1	 
71083	13	1	5	4	1	 
71084	9	1	3	4	1	 
71084	10	1	4	4	0	6
71084	11	1	5	4	1	 
71084	12	1	6	4	1	 
71084	13	1	7	4	0	6
71085	9	1	2	4	1	 
71085	10	1	3	4	1	 
71085	11	1	4	4	1	 
71085	12	1	5	4	1	 
71085	13	1	6	4	1	 
71086	9	1	3	4	1	 
71086	10	1	4	4	1	 
71086	11	1	5	4	1	 
71086	12	1	6	4	1	 
71086	13	1	7	1	0	6
71087	9	1	2	1	1	 
71087	10	1	3	1	1	 
71087	11	1	4	1	1	 
71087	12	1	5	1	1	 
71087	13	1	6	1	1	 
71088	9	1	3	4	1	 
71088	10	1	4	4	1	 
71088	11	1	5	4	0	15
71088	12	1	6	4	1	 
71088	13	1	7	1	0	15
71089	9	1	3	4	1	 
71089	10	1	3	1	0	6
71089	11	1	4	1	1	 
71089	12	1	5	1	1	 
71089	13	1	6	1	1	 
71090	9	1	3	4	1	 
71090	10	1	4	4	1	 
71090	11	1	5	1	0	6
71090	12	1	6	1	1	 
71090	13	1	7	4	0	6
71091	9	1	3	4	1	 
71091	10	1	4	4	1	 
71091	11	1	5	4	1	 
71091	12	1	6	4	1	 
71091	13	1	7	4	0	6
71092	9	1	3	4	1	 
71092	10	1	4	4	1	 
71092	11	1	5	4	1	 
71092	12	1	6	1	1	 
71092	13	1	6	1	0	6
71093	9	1	2	4	1	 
71093	10	1	3	4	1	 
71093	11	1	4	4	1	 
71093	12	1	5	4	1	 
71093	13	1	6	4	1	 
71094	9	1	3	4	1	 
71094	10	1	4	4	1	 
71094	11	1	5	4	1	 
