CHILDCODE	GRPIDR4	HHMEMR4	GROUPR4	LEADMR4	BENFTR41	BENFTR42	BENFTR43
61073	7	15	18	0	7	8	88
61073	8	2	7	0	4	88	 
61074	1	0	18	0	8	88	 
61074	2	1	18	0	8	88	 
61074	3	2	18	0	8	88	 
61074	4	6	18	0	8	88	 
61074	5	1	7	1	4	88	 
61075	1	1	7	0	6	88	 
61075	2	2	23	1	6	88	 
61076	2	5	7	0	11	88	 
61077	1	1	32	0	6	88	 
61079	1	2	7	0	4	88	 
61079	2	2	23	1	6	88	 
61083	1	3	7	0	11	88	 
61083	2	3	18	0	8	88	 
61083	3	0	18	0	8	88	 
61086	1	0	18	0	8	88	 
61086	2	1	18	0	8	88	 
61086	3	2	18	0	8	88	 
61086	4	1	7	0	4	88	 
61087	1	0	18	0	8	88	 
61087	2	13	22	0	1	88	 
61088	1	0	18	0	8	88	 
61088	2	3	18	0	8	88	 
61088	3	4	18	0	8	88	 
61089	1	1	31	0	2	88	 
61089	2	2	7	0	6	88	 
61090	1	0	18	0	8	88	 
61090	2	1	18	0	8	88	 
61090	3	10	18	0	8	88	 
61090	4	3	18	1	8	88	 
61090	5	2	18	0	8	88	 
61090	6	1	7	0	4	88	 
61090	7	0	18	0	8	88	 
61090	8	2	7	0	4	88	 
61091	1	0	18	0	8	88	 
61091	2	2	18	0	8	88	 
61091	3	3	18	0	8	88	 
61092	1	2	7	0	6	88	 
61093	1	2	7	0	4	88	 
61094	1	2	23	1	6	88	 
61094	2	2	7	0	4	88	 
61095	1	1	7	1	11	88	 
61096	1	2	18	0	1	4	8
61096	2	2	7	1	4	6	88
61097	1	1	7	0	4	88	 
61099	1	2	7	0	4	88	 
61100	1	2	23	0	6	88	 
61101	1	1	23	0	5	11	88
61102	1	0	18	0	8	88	 
61102	2	0	18	0	8	88	 
61102	3	2	18	0	8	88	 
61103	1	2	7	1	6	88	 
61103	2	2	18	0	8	88	 
71004	1	1	20	1	6	88	 
71008	1	2	15	0	1	88	 
71026	1	2	32	0	6	88	 
71035	1	1	20	0	7	88	 
71038	1	0	18	0	8	88	 
71047	1	2	18	1	8	88	 
71047	2	1	18	0	8	88	 
71047	3	0	18	0	8	88	 
71047	4	15	18	0	8	88	 
71056	1	1	24	0	1	88	 
71084	1	0	18	1	7	5	88
71100	1	0	18	0	7	8	88
81009	1	2	20	1	1	88	 
81013	1	1	23	0	6	88	 
81027	1	1	22	0	4	7	88
81028	1	2	7	1	11	88	 
81034	1	0	20	0	7	88	 
81046	1	2	7	1	2	88	 
81068	1	1	22	0	5	88	 
81079	1	0	18	0	8	88	 
81082	1	2	18	1	8	88	 
91012	1	1	4	1	2	88	 
91025	1	2	4	1	6	88	 
91025	2	2	5	1	6	88	 
91025	3	1	23	1	6	88	 
91031	1	1	7	1	4	88	 
91031	2	1	10	1	4	2	88
91035	1	2	18	1	6	88	 
91043	1	1	24	1	6	4	88
91043	2	2	7	0	6	88	 
91043	3	2	23	0	6	88	 
91052	1	1	7	1	4	88	 
91053	1	2	31	1	6	88	 
91067	1	2	4	1	1	6	88
91072	1	1	4	1	4	88	 
91074	1	1	28	0	6	88	 
91090	1	1	7	1	11	88	 
91090	2	1	28	1	5	88	 
101001	1	1	31	1	6	8	88
101003	1	2	31	1	6	88	 
101010	1	4	7	1	2	88	 
101011	1	1	22	0	1	88	 
101014	1	2	7	1	11	88	 
101041	1	1	22	0	1	88	 
101044	1	2	23	1	6	88	 
101054	1	1	31	0	2	88	 
101085	1	1	22	0	7	88	 
101095	1	1	18	1	4	8	88
101098	1	2	7	0	6	88	 
101103	1	2	31	1	6	88	 
111002	1	2	20	1	7	88	 
111002	2	2	24	0	6	88	 
111006	1	1	23	0	5	88	 
111025	1	17	7	0	88	 	 
111034	1	1	24	0	6	88	 
111034	2	2	7	1	6	88	 
111036	1	2	31	1	6	88	 
111042	1	 	 	 	 	 	 
111067	1	2	7	1	2	 	 
111074	1	2	18	0	8	88	 
111090	1	2	28	1	6	88	 
111093	1	2	10	1	6	4	88
121011	1	2	18	0	8	11	88
121011	2	2	7	0	6	11	88
121016	1	2	23	1	1	88	 
121016	2	3	23	0	1	88	 
121017	1	2	7	1	4	11	88
121017	2	2	7	1	4	6	88
121024	1	2	23	0	5	88	 
121025	1	2	7	1	6	11	88
121026	1	2	23	0	5	6	88
121028	1	2	18	1	4	88	 
121028	2	1	22	0	7	2	88
121028	3	3	16	0	8	88	 
121047	1	1	11	1	1	3	88
121048	1	2	7	0	6	88	 
121049	1	2	7	0	4	11	88
121049	2	2	23	0	5	1	88
121052	1	1	11	0	3	1	88
121052	2	2	11	0	5	2	88
121059	1	1	11	1	3	5	88
121059	2	2	11	1	3	5	88
121060	1	0	18	0	1	5	8
121064	1	2	23	0	5	88	 
121070	1	2	7	1	4	11	88
121072	1	2	11	0	1	5	88
121075	1	5	14	1	10	7	88
121077	1	2	23	0	5	88	 
121078	1	2	23	0	1	6	5
121083	1	2	11	1	1	3	88
121089	1	2	7	0	11	88	 
121091	1	1	23	0	5	88	 
121091	2	1	23	1	5	88	 
121094	1	2	7	0	4	88	 
121094	2	2	23	0	5	88	 
121097	1	1	7	0	11	88	 
131010	1	1	31	1	2	88	 
131010	2	1	30	1	6	88	 
131026	1	2	7	1	6	88	 
131050	1	2	23	1	7	6	88
131070	1	4	28	0	8	7	88
131081	1	3	23	1	1	6	5
131081	2	7	23	1	5	 	 
131086	1	5	23	0	6	5	88
131090	1	1	11	0	3	88	 
131094	1	2	23	1	1	88	 
141019	1	2	23	1	5	4	77
141057	1	1	20	1	6	88	 
141057	2	1	31	1	6	88	 
141059	1	2	14	0	10	88	 
141065	1	 	 	 	 	 	 
141065	2	 	 	 	 	 	 
141065	3	 	 	 	 	 	 
141066	1	1	22	0	4	2	88
141071	1	0	18	0	8	6	88
141071	2	2	18	0	8	5	88
141071	3	15	18	0	5	8	88
141071	4	16	18	0	5	8	88
141073	1	2	14	0	4	88	 
141092	1	1	6	0	8	4	88
141094	1	1	32	0	6	88	 
141101	1	4	18	0	5	88	 
141102	1	1	23	0	5	6	88
141104	1	2	18	0	8	88	 
141104	2	2	7	0	4	88	 
151002	1	2	7	0	4	88	 
151010	1	1	4	1	6	88	 
151020	1	0	18	0	8	88	 
151020	2	1	18	0	8	88	 
151020	3	2	18	0	8	88	 
151020	4	4	18	0	8	88	 
151020	5	6	18	0	8	88	 
151037	1	1	23	1	4	88	 
151045	1	2	28	1	6	88	 
151048	1	1	5	1	6	88	 
151066	1	2	31	1	2	88	 
151086	1	2	7	1	11	88	 
151089	1	2	7	0	4	88	 
151089	2	1	7	1	4	88	 
151091	1	3	17	1	6	 	 
151091	2	2	28	1	6	88	 
151092	1	1	32	1	6	88	 
151099	1	2	4	1	6	88	 
151099	2	2	23	1	6	88	 
151101	1	1	24	1	6	88	 
151102	1	17	31	1	6	7	88
151102	2	1	28	1	1	4	6
151102	3	1	23	1	6	88	 
151104	1	1	24	1	6	88	 
151110	1	2	31	1	6	9	88
161001	1	5	24	0	2	 	 
161001	2	1	7	0	4	88	 
161002	1	1	24	0	6	88	 
161002	2	2	24	0	6	88	 
161003	1	2	7	0	4	88	 
161003	2	1	24	0	6	88	 
161003	3	2	23	1	5	88	 
161004	1	1	4	0	2	5	3
161004	2	1	24	0	3	2	5
161004	3	2	7	0	4	88	 
161004	4	2	23	0	5	88	 
161005	1	2	7	0	4	88	 
161005	2	1	24	0	4	88	 
161005	3	1	20	0	7	88	 
161006	1	1	24	0	5	3	6
161007	1	2	4	1	6	8	88
161007	2	2	24	0	5	88	 
161007	3	1	7	0	4	88	 
161010	1	2	7	0	4	88	 
161010	2	1	4	0	2	88	 
161010	3	1	24	0	6	88	 
161012	1	2	7	1	6	88	 
161012	2	1	24	1	6	88	 
161012	3	1	14	1	7	88	 
161013	1	1	24	1	4	88	 
161015	1	1	4	0	6	88	 
161015	2	1	24	1	6	2	9
161015	3	2	7	0	7	88	 
161016	1	3	24	0	79	 	 
161017	1	3	7	0	4	88	 
161017	2	3	4	0	2	88	 
161017	3	3	24	1	6	88	 
161018	1	2	7	0	6	88	 
161019	1	16	4	0	6	88	 
161019	2	16	24	1	1	88	 
161019	3	2	7	0	4	88	 
161020	1	1	7	0	4	88	 
161020	2	1	31	0	6	2	88
161021	1	2	7	0	4	88	 
161022	1	2	7	0	4	88	 
161022	2	1	24	0	4	88	 
161023	1	2	7	1	4	88	 
161023	2	1	24	0	6	88	 
161023	3	2	23	1	1	5	88
161024	1	2	7	0	4	88	 
161024	2	1	24	0	6	88	 
161025	1	2	7	0	6	88	 
161025	2	2	24	0	6	88	 
161026	1	2	7	0	4	88	 
161026	2	2	24	1	4	88	 
161027	1	2	7	0	4	88	 
161027	2	1	24	0	6	88	 
161027	3	2	18	0	8	88	 
161028	1	3	7	0	6	88	 
161028	2	2	24	0	6	88	 
161029	1	2	7	0	4	88	 
161029	2	1	24	1	4	88	 
161030	1	2	7	0	6	88	 
161030	3	1	24	0	6	88	 
161032	1	1	24	0	4	5	88
161033	1	1	30	1	4	8	88
161034	1	1	7	0	6	88	 
161035	1	2	24	0	4	88	 
161036	1	2	7	0	4	88	 
161036	2	1	24	0	6	88	 
161037	1	2	7	0	7	4	88
161037	2	1	24	0	6	88	 
161038	1	2	24	0	6	88	 
161038	2	3	24	0	6	88	 
161039	1	2	24	0	6	88	 
161039	2	1	24	0	6	88	 
161041	1	2	7	0	6	88	 
161041	2	1	24	0	6	88	 
161041	3	1	4	0	6	88	 
161041	4	1	32	0	6	 	 
161042	1	1	24	0	1	5	77
161044	1	1	7	0	6	88	 
161045	1	18	24	0	4	88	 
161046	1	1	24	0	4	88	 
161046	2	1	5	1	6	88	 
161047	1	2	7	1	4	88	 
161047	2	1	24	0	7	88	 
161049	1	2	7	0	7	9	88
161049	2	2	24	0	6	88	 
161050	1	2	24	0	6	88	 
161052	1	2	7	1	4	88	 
161052	2	1	24	0	6	88	 
161053	1	2	4	0	6	88	 
161053	2	2	10	1	6	88	 
161054	1	2	7	0	4	88	 
161054	2	2	24	0	4	6	88
161055	1	2	7	0	4	88	 
161055	2	1	24	0	6	88	 
161056	1	1	7	0	6	 	 
161057	1	2	7	0	6	88	 
161057	2	1	24	0	6	88	 
161059	1	2	18	0	4	88	 
161062	1	1	24	0	77	 	 
161062	3	1	31	0	77	 	 
161063	1	16	24	0	5	2	88
161063	2	16	4	0	5	88	 
161063	3	1	7	1	4	88	 
161063	4	1	18	0	5	8	88
161064	1	1	24	0	6	88	 
161064	2	2	24	0	6	9	88
161065	1	2	7	0	4	88	 
161067	1	2	7	0	4	88	 
161067	2	2	24	0	6	88	 
161068	1	1	7	0	4	88	 
161068	2	1	24	0	4	88	 
161068	3	1	5	0	6	88	 
161069	1	2	24	0	6	88	 
161069	2	1	24	0	6	88	 
161070	1	1	7	0	4	88	 
161071	1	2	7	0	4	88	 
161071	2	2	24	0	6	88	 
161072	1	2	24	0	6	5	2
161072	2	1	7	0	4	88	 
161073	1	1	7	0	4	88	 
161073	2	1	24	0	6	88	 
161074	1	1	7	0	4	88	 
161074	2	1	4	0	5	88	 
161074	3	1	24	0	6	88	 
161075	1	1	24	1	6	88	 
161076	1	2	24	0	6	 	 
161076	2	2	7	0	4	88	 
161077	1	2	7	0	5	88	 
161079	1	1	24	0	6	88	 
161079	2	2	24	0	6	88	 
161080	1	2	7	0	4	88	 
161080	2	1	24	0	4	88	 
161080	3	1	4	0	6	88	 
161081	1	1	7	0	4	88	 
161081	2	1	24	0	6	88	 
161081	3	1	4	0	2	88	 
161082	1	1	4	0	6	88	 
161082	2	1	24	0	6	88	 
161082	3	2	7	0	4	88	 
161083	1	1	24	1	6	88	 
161083	2	1	7	1	6	88	 
161084	1	1	4	0	4	6	88
161084	2	1	24	0	6	88	 
161085	1	1	24	0	4	88	 
161085	2	1	4	0	6	88	 
161089	1	1	4	0	6	88	 
161089	2	1	24	0	6	88	 
161089	3	1	7	0	5	88	 
161090	1	2	7	0	6	88	 
161090	2	2	24	0	6	88	 
161091	1	1	24	0	5	2	88
161092	1	1	7	0	4	88	 
161092	2	1	4	0	2	88	 
161092	3	1	24	0	6	88	 
161093	1	1	24	0	6	88	 
161093	2	2	24	0	6	88	 
161094	1	1	24	0	9	88	 
161094	2	1	4	0	4	88	 
161095	1	2	7	0	4	88	 
161095	2	2	23	0	1	5	88
161095	3	1	24	0	6	88	 
161096	1	1	4	0	6	88	 
161096	2	1	24	1	7	88	 
161096	3	1	6	0	4	88	 
161097	1	1	24	1	4	9	 
161097	2	1	4	1	5	88	 
161098	1	1	24	0	6	88	 
161098	2	1	7	0	11	88	 
161098	3	2	23	0	1	88	 
161098	4	1	20	0	7	88	 
161098	5	1	4	0	6	88	 
161099	1	1	24	1	5	2	4
161099	2	1	5	0	5	88	 
161099	3	8	7	0	2	88	 
161100	1	1	7	0	2	 	 
161101	1	2	24	0	4	88	 
161102	1	5	4	1	6	88	 
161102	2	5	7	1	6	77	 
161102	3	5	24	0	6	88	 
161102	4	5	6	0	6	88	 
161103	1	3	24	0	6	88	 
161103	2	1	24	0	6	88	 
161105	1	1	7	0	4	88	 
161105	2	1	4	1	2	88	 
161105	3	1	24	0	6	88	 
161106	1	5	7	0	4	88	 
161106	2	1	23	0	5	88	 
161106	3	5	24	0	6	88	 
161106	4	5	4	0	6	1	88
161107	1	2	7	0	4	88	 
161107	2	2	31	0	6	88	 
161108	1	1	20	1	6	 	 
161108	2	2	7	0	6	 	 
171001	1	2	23	0	1	88	 
171003	1	0	18	0	8	88	 
171003	2	15	18	0	8	88	 
171004	1	2	11	0	3	88	 
171004	2	2	7	0	4	88	 
171004	3	2	31	1	5	88	 
171007	1	1	23	0	1	88	 
171010	1	5	4	0	6	4	88
171011	1	2	7	0	6	5	11
171014	1	2	7	0	4	 	 
171014	2	1	24	0	6	88	 
171015	1	2	7	0	4	88	 
171015	2	1	24	0	6	88	 
171016	1	2	22	0	4	88	 
171019	1	2	7	0	4	88	 
171019	2	1	4	0	2	5	88
171028	1	1	4	1	2	88	 
171028	2	1	7	0	88	 	 
171028	3	1	24	0	4	88	 
171030	1	2	18	0	8	88	 
171030	2	1	4	0	2	88	 
171030	3	2	7	0	11	2	 
171035	1	1	10	1	6	88	 
171035	2	2	23	1	6	88	 
171041	1	1	24	0	6	88	 
171042	1	1	24	0	4	88	 
171042	2	1	7	0	4	88	 
171043	1	2	28	1	6	88	 
171043	2	1	7	0	4	88	 
171043	3	1	24	0	5	88	 
171044	1	2	4	0	6	88	 
171046	1	2	4	0	6	2	88
171046	2	2	24	0	6	2	88
171047	1	1	4	0	5	2	88
171047	2	1	7	0	4	88	 
171047	3	1	24	0	2	6	 
171049	1	2	7	1	4	88	 
171050	1	7	7	1	6	88	 
171050	2	7	24	0	6	88	 
171050	3	7	15	0	11	88	 
171050	4	7	20	1	6	88	 
171050	5	1	23	0	10	88	 
171054	1	1	4	0	6	2	88
171054	2	1	22	0	3	1	88
171055	1	3	23	0	77	 	 
171055	2	1	24	0	6	88	 
171055	3	10	24	0	6	 	 
171056	1	2	4	0	6	88	 
171056	2	2	24	0	6	88	 
171056	3	1	7	0	4	88	 
171058	1	1	24	0	6	88	 
171058	2	1	7	0	4	88	 
171059	1	1	4	0	77	 	 
171059	2	1	24	0	77	 	 
171060	1	2	7	0	4	88	 
171060	2	1	4	0	6	88	 
171060	3	2	24	0	2	88	 
171061	1	2	7	1	6	88	 
171061	2	1	24	1	6	88	 
171061	3	2	24	1	6	 	 
171062	1	1	7	0	4	88	 
171062	2	1	24	0	2	88	 
171064	1	1	4	0	6	88	 
171064	2	1	24	0	2	6	88
171065	1	2	24	0	6	88	 
171065	2	2	7	0	6	88	 
171065	3	2	4	0	2	88	 
171068	1	1	4	0	2	88	 
171068	2	1	7	1	11	88	 
171068	3	1	24	0	6	88	 
171069	1	2	4	0	6	88	 
171069	2	2	23	0	1	88	 
171070	1	1	7	0	4	88	 
171070	2	1	24	0	6	88	 
171071	1	1	7	0	6	88	 
171071	2	1	24	0	6	88	 
171071	3	1	4	0	6	88	 
171071	4	2	23	0	5	88	 
171072	1	2	22	0	1	88	 
171072	2	1	7	0	2	88	 
171072	3	2	23	0	5	88	 
171073	1	2	24	0	4	88	 
171073	2	2	7	0	4	88	 
171074	1	2	7	1	2	88	 
171075	1	1	7	0	4	 	 
171075	2	1	31	0	6	 	 
171075	3	1	4	0	7	5	2
171076	1	2	7	0	4	 	 
171076	2	2	23	0	5	88	 
171078	1	3	24	0	6	88	 
171081	1	2	7	1	4	88	 
171081	2	5	24	1	6	88	 
171081	3	1	4	0	6	88	 
171083	1	2	7	0	4	88	 
171083	2	2	24	0	6	 	 
171083	3	2	4	0	6	88	 
171084	1	2	24	0	6	88	 
171084	2	2	7	0	7	88	 
171085	1	2	7	0	6	88	 
171085	2	1	24	0	6	88	 
171085	3	2	23	0	6	88	 
171088	1	1	4	0	6	88	 
171090	1	1	7	0	88	 	 
171090	2	0	31	0	88	 	 
171091	1	2	7	1	7	88	 
171092	1	2	7	0	4	88	 
171092	2	2	4	0	6	88	 
171092	3	2	24	0	6	88	 
171094	1	2	7	0	4	88	 
171094	2	1	24	0	6	88	 
171095	1	2	7	0	4	88	 
171095	2	1	31	0	6	88	 
171095	3	1	4	0	2	88	 
171097	1	2	23	0	1	5	88
171097	2	2	7	0	4	88	 
171098	1	2	23	0	2	 	 
171098	2	1	24	0	6	88	 
171099	1	2	24	0	6	88	 
171099	2	1	24	0	6	 	 
171099	3	2	7	0	11	88	 
171100	1	5	24	0	6	88	 
171101	1	2	7	0	4	88	 
171101	2	2	28	1	4	88	 
171101	3	2	23	0	4	88	 
171102	1	2	7	1	4	88	 
171102	2	1	18	0	8	88	 
171104	1	2	7	0	4	88	 
171104	2	1	4	0	2	1	88
171104	3	1	31	0	2	6	88
171105	1	1	23	1	5	88	 
181001	1	1	18	0	5	88	 
181001	2	19	18	0	4	88	 
181002	1	1	7	1	11	88	 
181004	1	2	7	0	4	88	 
181004	2	1	4	0	2	88	 
181004	3	1	24	0	6	88	 
181004	4	2	14	0	1	88	 
181005	1	1	24	0	6	88	 
181005	2	2	24	0	6	88	 
181006	1	2	7	0	4	 	 
181006	2	1	24	0	4	88	 
181007	1	1	4	0	6	88	 
181007	2	1	24	0	6	88	 
181008	1	1	7	0	4	88	 
181008	2	1	4	0	6	88	 
181009	1	1	4	0	2	88	 
181009	2	1	7	0	4	88	 
181009	3	1	24	0	6	88	 
181010	1	1	7	1	4	88	 
181011	1	1	7	0	4	88	 
181011	2	1	24	0	4	88	 
181012	1	1	7	0	4	88	 
181012	2	1	4	0	2	6	88
181012	3	1	24	0	6	88	 
181013	1	1	24	1	6	88	 
181013	2	2	24	0	6	88	 
181014	1	2	7	0	4	88	 
181014	2	1	24	0	6	 	 
181015	1	2	7	0	4	 	 
181015	2	2	24	0	6	 	 
181016	1	1	7	0	6	88	 
181016	2	1	24	0	6	88	 
181016	3	1	4	0	2	88	 
181017	1	1	24	0	6	88	 
181017	2	2	24	0	6	88	 
181018	1	2	18	0	8	88	 
181018	2	1	7	0	2	6	 
181019	1	1	24	0	6	88	 
181019	2	2	24	0	6	88	 
181020	1	1	4	0	2	88	 
181020	2	1	24	0	6	88	 
181020	3	2	7	0	10	88	 
181022	1	2	7	0	4	88	 
181022	2	2	4	0	2	88	 
181022	3	2	24	0	88	 	 
181023	1	1	4	0	4	88	 
181023	2	1	24	0	6	88	 
181023	3	2	7	0	4	88	 
181024	1	2	7	0	4	88	 
181024	2	2	14	0	1	88	 
181024	3	1	24	0	6	88	 
181025	1	2	7	0	4	88	 
181025	2	18	31	0	4	88	 
181029	1	2	24	0	6	4	88
181030	1	2	28	1	6	88	 
181030	2	1	24	0	6	88	 
181030	3	2	7	0	6	88	 
181031	1	1	24	0	6	88	 
181031	2	2	23	0	6	88	 
181031	3	1	7	0	6	88	 
181032	1	1	4	0	6	88	 
181032	2	1	24	0	6	88	 
181032	3	2	7	0	4	88	 
181033	1	2	7	0	4	88	 
181033	2	1	4	0	3	88	 
181033	3	1	24	0	10	88	 
181033	4	2	15	0	1	88	 
181034	1	1	4	0	5	88	 
181034	2	1	7	0	4	 	 
181034	3	2	14	0	6	 	 
181036	1	1	32	0	6	88	 
181036	2	2	24	0	6	88	 
181037	1	1	24	0	6	88	 
181037	2	2	24	0	6	88	 
181038	1	1	7	0	4	88	 
181038	2	1	24	0	4	88	 
181039	1	1	24	0	6	88	 
181039	2	1	4	0	6	88	 
181039	3	2	7	0	4	88	 
181040	1	1	7	1	77	 	 
181040	2	1	24	0	6	 	 
181040	3	1	31	0	6	 	 
181040	4	1	32	0	6	 	 
181041	1	2	23	0	2	88	 
181041	2	1	7	0	88	 	 
181042	1	1	4	0	6	 	 
181042	2	1	24	0	6	 	 
181042	3	0	7	0	6	 	 
181043	1	2	24	0	6	88	 
181043	2	2	24	0	6	88	 
181044	1	1	4	0	6	88	 
181044	2	1	24	0	6	88	 
181044	3	2	7	0	2	88	 
181044	4	2	23	0	1	88	 
181045	1	1	31	1	6	88	 
181046	1	1	4	0	2	88	 
181046	2	1	24	0	1	2	3
181047	1	2	7	0	4	 	 
181047	2	2	24	0	5	 	 
181047	3	2	4	0	2	 	 
181047	4	2	14	0	1	 	 
181048	1	1	7	0	4	88	 
181048	2	1	24	0	6	88	 
181049	1	2	7	0	6	88	 
181050	1	2	7	0	4	88	 
181050	2	1	4	0	2	88	 
181050	3	1	24	0	6	88	 
181051	1	1	31	1	6	88	 
181053	1	1	32	0	6	88	 
181053	2	1	31	0	6	 	 
181053	3	1	7	1	6	88	 
181054	1	2	7	0	6	88	 
181054	2	2	23	0	1	88	 
181055	1	1	24	0	4	6	88
181055	2	1	4	0	1	3	6
181055	3	2	7	0	88	 	 
181056	1	1	24	0	6	88	 
181056	2	1	31	0	6	88	 
181057	1	2	7	0	4	 	 
181057	2	1	4	0	2	88	 
181057	3	1	24	0	6	 	 
181058	1	1	7	0	4	 	 
181058	2	1	24	0	4	 	 
181059	1	1	24	0	6	88	 
181060	1	1	4	1	6	88	 
181060	2	1	24	0	6	88	 
181060	3	1	7	1	4	88	 
181061	1	1	24	0	6	88	 
181061	2	2	7	0	6	88	 
181061	3	2	23	0	6	88	 
181061	4	4	16	0	7	88	 
181062	1	1	24	0	2	88	 
181063	1	2	7	0	4	88	 
181063	2	2	11	0	3	5	88
181063	3	1	24	0	6	88	 
181064	1	1	7	0	4	 	 
181065	1	1	4	0	3	88	 
181067	1	7	24	0	6	88	 
181067	2	8	24	0	6	88	 
181068	1	1	4	1	4	88	 
181069	1	1	24	0	6	88	 
181069	2	2	24	0	6	88	 
181070	1	7	4	0	4	88	 
181070	2	8	2	0	3	88	 
181070	3	8	7	0	4	88	 
181072	1	1	24	0	4	88	 
181072	2	2	18	0	8	88	 
181073	1	1	4	0	2	 	 
181073	2	2	7	0	4	88	 
181073	3	1	24	0	6	88	 
181074	1	1	18	0	7	88	 
181074	2	1	30	0	6	88	 
181074	3	1	30	0	6	88	 
181075	1	1	7	0	6	88	 
181075	2	1	24	0	6	88	 
181075	3	2	23	0	6	88	 
181075	4	1	4	0	6	88	 
181076	1	1	4	0	2	88	 
181076	2	1	7	0	4	88	 
181076	3	1	24	0	6	88	 
181077	1	1	4	0	6	88	 
181077	2	1	24	1	6	88	 
181077	3	2	7	0	4	88	 
181078	1	1	24	0	6	88	 
181078	2	4	24	0	6	88	 
181080	1	2	7	0	11	88	 
181082	1	1	24	0	3	88	 
181083	1	1	4	0	6	88	 
181083	2	1	24	0	3	88	 
181083	3	2	7	0	4	88	 
181084	1	1	4	0	4	6	88
181084	2	1	24	0	3	6	88
181084	3	2	23	0	4	2	88
181086	1	1	7	1	6	88	 
181086	2	1	24	1	6	88	 
181086	3	1	31	0	6	88	 
181087	1	1	4	0	6	88	 
181087	2	1	24	0	6	88	 
181087	3	2	7	0	4	88	 
181087	4	2	15	0	1	88	 
181088	1	1	4	0	6	88	 
181088	2	1	24	0	6	88	 
181088	3	2	7	0	4	88	 
181088	4	2	15	0	1	88	 
181089	1	2	4	0	2	88	 
181089	2	2	7	0	4	88	 
181089	3	2	24	0	6	88	 
181090	1	1	24	0	6	88	 
181090	2	2	24	0	6	88	 
181090	3	2	7	0	6	88	 
181091	1	2	23	1	1	5	88
181091	2	1	7	0	88	 	 
181092	1	1	7	0	4	88	 
181092	2	1	24	0	3	4	88
181093	1	2	24	0	77	 	 
181093	2	2	4	0	77	 	 
181093	3	2	7	0	77	 	 
181094	1	1	24	0	6	88	 
181094	2	1	4	0	6	88	 
181094	3	2	23	0	6	88	 
181094	4	1	7	1	11	88	 
181096	1	2	4	0	10	88	 
181096	2	2	24	0	2	88	 
181096	3	2	7	0	4	88	 
181097	1	2	7	0	4	88	 
181097	2	1	24	0	4	88	 
181098	1	1	7	0	4	88	 
181098	2	1	23	0	5	88	 
181099	1	1	4	0	2	88	 
181099	2	1	24	0	2	3	88
181099	3	1	32	0	6	88	 
181099	4	2	23	0	1	88	 
181100	1	2	4	0	6	88	 
181100	2	2	7	0	88	 	 
181100	4	2	23	1	6	88	 
181101	1	1	24	0	6	88	 
181101	2	2	7	1	6	88	 
181102	1	1	24	0	6	88	 
181102	2	1	7	0	6	88	 
181102	3	1	4	0	6	88	 
181103	1	18	7	0	4	88	 
181104	1	1	7	1	6	88	 
181104	2	1	24	1	6	88	 
181104	3	1	30	1	6	88	 
181105	1	1	24	0	9	 	 
191016	1	2	31	1	2	88	 
191025	1	2	15	0	1	88	 
191036	1	2	18	1	4	88	 
191036	2	2	7	1	6	88	 
191037	1	2	23	0	5	88	 
191053	1	2	7	1	4	88	 
191053	2	1	14	1	3	88	 
191058	1	2	7	0	4	88	 
191060	1	2	18	0	8	6	88
191060	2	1	7	1	6	4	88
191067	1	1	7	0	4	88	 
191073	1	1	14	1	6	88	 
191075	1	1	14	0	4	3	88
191076	1	2	7	0	4	 	 
191077	1	2	7	0	11	88	 
191079	1	1	14	0	10	88	 
191082	1	2	7	0	4	88	 
191085	1	2	7	1	4	88	 
191093	1	16	31	1	3	88	 
191098	1	2	7	0	4	 	 
191103	1	1	7	0	4	 	 
201001	1	1	7	0	4	88	 
201003	1	2	7	0	4	88	 
201005	1	2	7	0	11	79	 
201016	1	1	31	1	6	2	88
201016	2	2	31	1	2	6	88
201018	1	4	31	1	6	88	 
201033	1	2	7	1	4	88	 
201044	1	2	7	0	11	88	 
201085	1	1	31	1	2	88	 
201096	1	2	23	0	5	88	 
201097	1	2	7	0	4	88	 
