CHILDCODE	FVVLIDR4	FVVALR4	SLVALR4
10058	4	5	1500
10058	5	7	2000
10059	1	4	25000
10059	2	7	5000
10059	3	8	3000
10059	4	11	2000
10059	5	1	1000
10060	1	8	12000
10060	2	14	3000
10060	3	4	3000
10060	4	12	2000
10060	5	11	2000
10061	1	1	50
10061	2	5	100
10061	3	7	500
10061	4	10	150
10061	5	8	200
10062	1	4	12000
10062	2	1	3000
10062	3	14	3000
10062	4	7	1000
10062	5	8	2000
10063	1	8	20000
10063	2	4	10000
10063	3	12	3000
10063	4	1	2000
10063	5	7	2000
10064	1	3	50000
10064	2	12	1000
10064	3	4	3000
10064	4	1	500
10064	5	7	1000
10065	1	4	3500
10065	2	12	1700
10065	3	8	800
10065	4	1	700
10065	5	7	200
10067	1	4	10000
10067	2	1	2000
10067	3	7	1500
10067	4	5	1000
10067	5	8	1000
10068	1	4	4000
10068	2	11	4000
10068	3	8	20000
10068	4	5	500
10068	5	7	200
10069	1	4	10000
10069	2	11	5000
10069	3	8	4000
10069	4	12	1000
10069	5	7	500
10070	1	4	20000
10070	2	12	2000
10070	3	8	10000
10070	4	14	2000
10070	5	1	1000
10071	1	4	7000
10071	2	8	1000
10071	3	1	1000
10071	4	12	1000
10071	5	13	1000
10072	1	4	2500
10072	2	1	5000
10072	3	5	1200
10072	4	8	1000
10072	5	11	200
10073	1	4	5000
10073	2	8	15000
10073	3	11	2000
10073	4	13	1000
10073	5	5	300
10074	1	4	70000
10074	2	8	7000
10074	3	11	4000
10074	4	12	3000
10074	5	7	2000
10075	1	4	6000
10075	2	1	1000
10075	3	7	7000
10075	4	8	500
10075	5	10	500
10076	1	4	7000
10076	2	1	2000
10076	3	12	2000
10076	4	8	2000
10076	5	7	500
10077	1	4	30000
10077	2	8	15000
10077	3	1	5000
10077	4	7	2000
10077	5	12	1000
10078	1	4	3000
10078	2	16	2000
10078	3	5	500
10078	4	10	200
10078	5	7	100
10079	1	4	30000
10079	2	14	5000
10079	3	12	3000
10079	4	7	2000
10079	5	1	2000
10080	1	8	500
10080	2	4	6000
10080	3	12	500
10080	4	1	1500
10080	5	14	2000
10081	1	4	15000
10081	2	8	30000
10081	3	7	2000
10081	4	1	1000
10081	5	14	2000
10082	1	4	15000
10082	2	12	2000
10082	3	13	500
10082	4	7	500
10082	5	11	500
10083	1	8	50000
10083	2	4	30000
10083	3	16	3000
10083	4	11	2000
10083	5	1	1500
10084	1	4	2000
10084	2	11	1000
10084	3	5	600
10084	4	7	500
10084	5	10	300
10086	1	4	3000
10086	2	8	20000
10086	3	1	2000
10086	4	13	500
10086	5	5	1000
10087	1	4	2000
10087	2	1	1000
10087	3	5	300
10087	4	11	500
10087	5	8	1000
10088	1	4	10000
10088	2	1	1000
10088	3	8	1000
10088	4	7	300
10088	5	5	200
10089	1	1	1000
10089	2	2	500
10089	3	5	200
10089	4	7	100
10089	5	10	100
10091	1	8	35000
10091	2	16	6000
10091	3	4	3000
10091	4	11	1500
10091	5	1	1000
10092	1	4	2000
10092	2	1	1000
10092	3	5	600
10092	4	10	50
10092	5	11	400
10093	1	4	3000
10093	2	5	5000
10093	3	11	1000
10093	4	1	1000
10093	5	8	300
10094	1	4	30000
10094	2	8	15000
10094	3	12	2000
10094	4	11	1500
10094	5	1	1000
10095	1	8	15000
10095	2	4	2500
10095	3	11	2000
10095	4	1	1000
10095	5	7	700
10096	1	4	10000
10096	2	11	2000
10096	3	5	500
10096	4	8	2000
10096	5	7	400
10097	1	4	10000
10097	2	11	2000
10097	3	12	1000
10097	4	5	300
10097	5	8	3000
10100	1	8	70000
10100	2	4	20000
10100	3	12	2000
10100	4	1	2000
10100	5	7	2000
10104	1	8	20000
10104	2	4	3000
10104	3	1	1500
10104	4	7	600
10104	5	10	600
10109	1	4	3000
10109	2	5	1000
10109	3	1	1000
10109	4	10	500
10109	5	7	300
10118	1	4	3000
10118	2	1	700
10118	3	5	100
10118	4	10	50
10118	5	7	100
10121	1	4	15000
10121	2	11	3000
10121	3	7	2000
10121	4	10	1000
10121	5	8	500
10122	1	8	5000
10122	2	4	20000
10122	3	1	2000
10122	4	12	2000
10122	5	14	4000
10124	1	4	200
10124	2	5	1000
10124	3	8	800
10124	4	12	800
10124	5	7	500
10140	1	4	4000
10140	2	12	4000
10140	3	2	2000
10140	4	7	300
10140	5	13	500
20001	1	4	4000
20001	2	1	1000
20001	3	5	400
20001	4	7	400
20001	5	10	200
20002	1	4	15000
20002	2	5	1500
20002	3	1	1200
20002	4	7	800
20002	5	16	700
20003	1	4	3000
20003	2	16	1000
20003	3	5	800
20003	4	8	500
20003	5	11	500
20004	1	9	9000
20004	2	12	4500
20004	3	7	600
20004	4	11	3000
20004	5	5	400
20005	1	4	12000
20005	2	5	1000
20005	3	7	5000
20005	4	1	500
20005	5	10	100
20007	1	4	12000
20007	2	8	10000
20007	3	12	5200
20007	4	1	3500
20007	5	7	2000
20008	1	4	24000
20008	2	8	6000
20008	3	7	5000
20008	4	12	1000
20008	5	10	500
20009	1	4	17000
20009	2	8	10000
20009	3	1	3000
20009	4	12	3000
20009	5	16	2500
20010	1	4	6000
20010	2	9	5000
20010	3	12	2000
20010	4	5	1000
20010	5	11	2000
20012	1	4	10000
20012	2	16	4000
20012	3	12	2000
20012	4	11	3000
20012	5	9	800
20013	1	4	20000
20013	2	12	3000
20013	3	14	1500
20013	4	7	1000
20013	5	11	500
20016	1	4	40000
20016	2	12	10000
20016	3	1	6000
20016	4	14	4000
20016	5	6	4000
20017	1	7	200
20017	2	1	200
20017	3	5	100
20017	4	88	 
20017	5	88	 
20018	1	14	5000
20018	2	4	6000
20018	3	12	4500
20018	4	9	5000
20018	5	5	1000
20019	1	4	5000
20019	2	1	1000
20019	3	5	600
20019	4	7	500
20019	5	11	300
20020	1	4	8000
20020	2	12	500
20020	3	13	500
20020	4	11	300
20020	5	5	200
20021	1	4	38000
20021	2	7	6000
20021	3	14	12000
20021	4	12	3500
20021	5	5	2000
20022	1	4	10000
20022	2	1	5000
20022	3	14	5000
20022	4	12	3000
20022	5	8	2000
20023	1	4	3000
20023	2	14	3000
20023	3	1	1000
20023	4	5	700
20023	5	10	300
20024	1	4	3000
20024	2	12	2500
20024	3	16	1000
20024	4	13	800
20024	5	1	700
20025	1	12	3000
20025	2	4	2000
20025	3	1	2000
20025	4	8	1500
20025	5	16	1000
20026	1	8	4000
20026	2	13	3200
20026	3	12	3000
20026	4	11	2000
20026	5	7	1500
20027	1	4	12000
20027	2	12	3000
20027	3	9	5000
20027	4	11	500
20027	5	5	1000
20028	1	4	80000
20028	2	8	25000
20028	3	12	10000
20028	4	1	10000
20028	5	14	10000
20029	1	8	5000
20029	2	9	2000
20029	3	11	3000
20029	4	5	1500
20029	5	10	500
20032	1	1	2000
20032	2	16	2000
20032	3	8	1000
20032	4	7	800
20032	5	11	500
20033	1	12	3000
20033	2	5	1000
20033	3	1	500
20033	4	13	500
20033	5	11	1500
20034	1	8	20000
20034	2	4	15000
20034	3	11	5000
20034	4	12	2000
20034	5	1	1000
20035	1	4	12000
20035	2	8	5000
20035	3	14	2000
20035	4	12	1500
20035	5	1	500
20036	1	4	4000
20036	2	6	2000
20036	3	5	2000
20036	4	7	1500
20036	5	1	600
20037	1	4	15000
20037	2	1	3000
20037	3	12	3000
20037	4	14	2000
20037	5	7	2500
20038	1	4	1000
20038	2	12	3500
20038	3	1	1000
20038	4	11	500
20038	5	7	200
20039	1	8	7000
20039	2	4	3000
20039	3	1	2000
20039	4	12	2000
20039	5	13	500
20041	1	4	2000
20041	2	8	1500
20041	3	1	600
20041	4	10	500
20041	5	7	500
20043	1	4	4000
20043	2	1	2000
20043	3	16	2000
20043	4	7	500
20043	5	11	250
20044	1	4	4000
20044	2	9	1000
20044	3	11	1000
20044	4	7	700
20044	5	1	500
20046	1	4	5000
20046	2	9	3000
20046	3	7	1000
20046	4	5	500
20046	5	11	500
20047	1	4	13000
20047	2	12	3000
20047	3	1	1500
20047	4	13	1000
20047	5	7	500
20048	1	4	20000
20048	2	1	5000
20048	3	16	4000
20048	4	7	2000
20048	5	12	2000
20050	1	4	10000
20050	2	6	10000
20050	3	8	10000
20050	4	16	10000
20050	5	14	6000
20052	1	4	12000
20052	2	8	10000
20052	3	12	3000
20052	4	1	3000
20052	5	5	500
20053	1	4	25000
20053	2	8	10000
20053	3	7	1000
20053	4	11	900
20053	5	1	800
20054	1	4	3000
20054	2	5	500
20054	3	13	300
20054	4	7	200
20054	5	1	200
20055	1	4	5000
20055	2	12	2700
20055	3	16	2000
20055	4	8	1500
20055	5	1	1200
20056	1	4	10000
20056	2	12	3000
20056	3	1	2000
20056	4	13	1500
20056	5	5	1000
20057	1	4	11000
20057	2	5	2000
20057	3	11	500
20057	4	7	400
20057	5	13	500
20060	1	9	2000
20060	2	4	2000
20060	3	5	500
20060	4	12	3000
20060	5	13	300
20061	1	4	4000
20061	2	8	2000
20061	3	5	1000
20061	4	11	1000
20061	5	7	1000
20062	1	4	47000
20062	2	14	10000
20062	3	16	10000
20062	4	8	8000
20062	5	1	4000
20063	1	8	10000
20063	2	4	7000
20063	3	5	800
20063	4	7	800
20063	5	1	1200
20064	1	4	3000
20064	2	1	500
20064	3	5	500
20064	4	10	300
20064	5	13	300
20065	1	4	10000
20065	2	8	3000
20065	3	16	1500
20065	4	5	200
20065	5	1	100
20066	1	4	4000
20066	2	8	7000
20066	3	5	1000
20066	4	13	1000
20066	5	1	800
20067	1	4	5000
20067	2	1	1000
20067	3	7	1000
20067	4	5	500
20067	5	10	500
20068	1	4	1500
20068	2	1	750
20068	3	5	700
20068	4	7	600
20068	5	11	400
20069	1	8	13000
20069	2	4	3000
20069	3	13	1500
20069	4	16	1000
20069	5	1	1000
20070	1	4	40000
20070	2	8	40000
20070	3	1	10000
20070	4	12	3000
20070	5	6	3000
20073	1	4	2000
20073	2	9	1000
20073	3	7	500
20073	4	13	100
20073	5	1	50
20075	1	4	25000
20075	2	9	1000
20075	3	11	500
20075	4	5	700
20075	5	1	200
20077	1	1	600
20077	2	5	500
20077	3	10	300
20077	4	8	300
20077	5	6	300
20078	1	4	2000
20078	2	8	1500
20078	3	13	1500
20078	4	1	1000
20078	5	7	800
20079	1	4	20000
20079	2	12	2500
20079	3	5	1000
20079	4	1	1000
20079	5	7	600
20080	1	4	10000
20080	2	16	4000
20080	3	9	1500
20080	4	1	700
20080	5	5	500
20081	1	8	8000
20081	2	16	8000
20081	3	4	1500
20081	4	12	300
20081	5	7	200
20083	1	4	11000
20083	2	12	2000
20083	3	5	700
20083	4	10	200
20083	5	7	200
20084	1	4	3000
20084	2	8	3000
20084	3	1	200
20084	4	5	100
20084	5	7	100
20086	1	4	10000
20086	2	14	7000
20086	3	7	2000
20086	4	12	2000
20086	5	5	1000
20087	1	4	15000
20087	2	9	1500
20087	3	7	1000
20087	4	5	1000
20087	5	13	600
20088	1	4	7000
20088	2	14	5000
20088	3	11	3000
20088	4	12	2000
20088	5	13	1500
20089	1	4	20000
20089	2	7	2500
20089	3	1	1200
20089	4	5	600
20089	5	13	500
20090	1	4	12000
20090	2	16	2000
20090	3	7	1500
20090	4	5	1000
20090	5	13	1000
20091	1	16	3000
20091	2	1	1000
20091	3	8	500
20091	4	5	200
20091	5	10	100
20092	1	4	43000
20092	2	14	10000
20092	3	16	4000
20092	4	12	3500
20092	5	5	1000
20094	1	4	17000
20094	2	11	1500
20094	3	1	1000
20094	4	13	700
20094	5	7	200
20095	1	4	3000
20095	2	5	200
20095	3	1	150
20095	4	7	50
20095	5	10	50
20096	1	4	20000
20096	2	8	8000
20096	3	7	1500
20096	4	11	1500
20096	5	5	600
20097	1	1	2000
20097	2	5	1000
20097	3	10	500
20097	4	7	500
20097	5	13	500
20098	1	1	1000
20098	2	5	200
20098	3	7	150
20098	4	10	100
20098	5	88	 
20099	1	1	1000
20099	2	5	1000
20099	3	8	1000
20099	4	16	800
20099	5	13	500
20100	1	4	20000
20100	2	16	3000
20100	3	12	2000
20100	4	1	1000
20100	5	7	1000
20105	1	4	7000
20105	2	8	7000
20105	3	14	7000
20105	4	12	1500
20105	5	1	1000
20106	1	4	20000
20106	2	12	2000
20106	3	1	1000
20106	4	8	1000
20106	5	7	600
20108	1	4	30000
20108	2	14	16000
20108	3	12	1000
20108	4	13	500
20108	5	1	400
20110	1	4	4000
20110	2	5	1000
20110	3	10	200
20110	4	7	200
20110	5	1	500
20112	1	4	2000
20112	2	1	200
20112	3	5	200
20112	4	8	150
20112	5	7	100
20113	1	8	15000
20113	2	4	3000
20113	3	1	2000
20113	4	5	800
20113	5	7	600
20114	1	4	3000
20114	2	1	2000
20114	3	9	1500
20114	4	11	1000
20114	5	5	600
20117	1	4	7000
20117	2	16	4000
20117	3	1	1000
20117	4	5	300
20117	5	7	200
20118	1	4	4000
20118	2	1	2500
20118	3	8	500
20118	4	5	300
20118	5	10	150
20119	1	4	2000
20119	2	1	1200
20119	3	13	800
20119	4	11	600
20119	5	5	100
20122	1	4	5000
20122	2	1	1000
20122	3	7	400
20122	4	11	300
20122	5	13	200
20123	1	1	800
20123	2	7	500
20123	3	10	300
20123	4	5	200
20123	5	13	100
20125	1	4	2000
20125	2	1	2000
20125	3	7	1000
20125	4	9	500
20125	5	10	300
20129	1	4	12000
20129	2	5	1000
20129	3	7	1000
20129	4	1	500
20129	5	10	200
20131	1	4	3000
20131	2	11	3000
20131	3	1	1000
20131	4	7	1000
20131	5	8	400
20133	1	4	45000
20133	2	8	34000
20133	3	14	5000
20133	4	1	5000
20133	5	12	3000
20135	1	4	15000
20135	2	11	2000
20135	3	9	1500
20135	4	13	1000
20135	5	1	500
20136	1	4	3000
20136	2	5	3000
20136	3	12	2500
20136	4	1	1000
20136	5	13	1000
30001	1	11	800
30001	2	1	500
30001	3	7	200
30001	4	88	 
30001	5	88	 
30002	1	5	300
30002	2	8	200
30002	3	11	300
30002	4	1	300
30002	5	88	 
30003	1	4	25000
30003	2	12	2000
30003	3	13	1000
30003	4	16	1500
30003	5	1	600
30004	1	4	30000
30004	2	8	20000
30004	3	12	2000
30004	4	16	4000
30004	5	1	3000
30005	1	4	7000
30005	2	12	200
30005	3	1	100
30005	4	5	700
30005	5	11	500
30006	1	8	12000
30006	2	4	3000
30006	3	11	1000
30006	4	5	500
30006	5	1	500
30007	1	3	150000
30007	2	4	20000
30007	3	8	3000
30007	4	1	3000
30007	5	12	2000
30008	1	4	15000
30008	2	8	6000
30008	3	12	2000
30008	4	1	1000
30008	5	5	1000
30009	1	11	300
30009	2	7	200
30009	3	88	 
30009	4	88	 
30009	5	88	 
30010	1	4	10000
30010	2	1	300
30010	3	5	400
30010	4	11	5000
30010	5	16	300
30011	1	4	2000
30011	2	11	2000
30011	3	5	500
30011	4	7	300
30011	5	10	150
30012	1	4	4000
30012	2	1	500
30012	3	5	500
30012	4	11	500
30012	5	16	400
30013	1	4	2000
30013	2	1	1000
30013	3	5	200
30013	4	7	200
30013	5	10	50
30014	1	4	6000
30014	2	12	3000
30014	3	1	1000
30014	4	5	500
30014	5	7	500
30015	1	4	8000
30015	2	1	1000
30015	3	16	1000
30015	4	5	800
30015	5	11	500
30016	1	4	10000
30016	2	1	2000
30016	3	12	2000
30016	4	8	1000
30016	5	7	500
30017	1	4	2000
30017	2	1	500
30017	3	7	800
30017	4	5	200
30017	5	11	500
30018	1	4	3000
30018	2	1	900
30018	3	5	500
30018	4	7	300
30018	5	11	400
30019	1	4	6000
30019	2	8	3000
30019	3	12	1000
30019	4	13	800
30019	5	1	800
30020	1	4	3000
30020	2	1	1000
30020	3	5	300
30020	4	12	-77
30020	5	7	100
30021	1	3	100000
30021	2	4	25000
30021	3	8	10000
30021	4	1	2000
30021	5	7	1000
30022	1	4	20000
30022	2	1	5000
30022	3	12	1000
30022	4	8	1000
30022	5	7	500
30023	1	4	3000
30023	2	5	700
30023	3	1	600
30023	4	7	500
30023	5	10	300
30024	1	4	500
30024	2	16	3000
30024	3	1	1000
30024	4	7	300
30024	5	5	500
30025	1	4	15000
30025	2	5	600
30025	3	8	700
30025	4	7	400
30025	5	11	400
30026	1	4	20000
30026	2	8	15000
30026	3	11	2000
30026	4	12	1000
30026	5	13	500
30027	1	4	5000
30027	2	7	1000
30027	3	1	500
30027	4	5	-77
30027	5	11	-77
30028	1	88	 
30028	2	88	 
30028	3	88	 
30028	4	88	 
30028	5	88	 
30029	1	4	4000
30029	2	1	1500
30029	3	5	1500
30029	4	7	500
30029	5	11	1000
30030	1	4	24000
30030	2	1	1000
30030	3	7	500
30030	4	8	25000
30030	5	5	100
30031	1	4	3000
30031	2	1	1000
30031	3	5	600
30031	4	10	300
30031	5	11	1000
30032	1	8	1000
30032	2	11	1000
30032	3	10	300
30032	4	5	400
30032	5	1	500
30033	1	4	2500
30033	2	1	500
30033	3	11	500
30033	4	88	 
30033	5	88	 
30034	1	4	10000
30034	2	8	8000
30034	3	12	1000
30034	4	1	700
30034	5	5	500
30035	1	4	8000
30035	2	8	6000
30035	3	1	500
30035	4	5	500
30035	5	7	300
30036	1	4	5000
30036	2	1	1500
30036	3	12	1000
30036	4	5	500
30036	5	7	100
30037	1	4	7000
30037	2	8	6000
30037	3	12	2000
30037	4	1	700
30037	5	5	500
30038	1	4	2000
30038	2	16	1000
30038	3	1	300
30038	4	5	500
30038	5	9	300
30039	1	4	6000
30039	2	8	3000
30039	3	1	700
30039	4	5	500
30039	5	11	500
30040	1	4	22000
30040	2	16	5000
30040	3	7	1000
30040	4	8	3000
30040	5	1	1000
30041	1	4	3000
30041	2	16	1000
30041	3	1	200
30041	4	11	300
30041	5	10	150
30042	1	4	3000
30042	2	12	1500
30042	3	5	1000
30042	4	8	500
30042	5	11	500
30043	1	4	4000
30043	2	12	3000
30043	3	1	1000
30043	4	13	1000
30043	5	7	300
30044	1	4	13000
30044	2	12	500
30044	3	1	500
30044	4	7	300
30044	5	5	300
30046	1	1	-77
30046	2	5	-77
30046	3	7	-77
30046	4	88	 
30046	5	88	 
30047	1	3	250000
30047	2	1	4000
30047	3	12	2000
30047	4	4	2000
30047	5	7	1000
30048	1	4	3000
30048	2	1	500
30048	3	5	300
30048	4	11	300
30048	5	88	 
30049	1	4	3000
30049	2	1	1500
30049	3	5	300
30049	4	7	200
30049	5	11	200
30050	1	1	500
30050	2	11	500
30050	3	10	300
30050	4	88	 
30050	5	88	 
30051	1	8	5000
30051	2	4	10000
30051	3	5	400
30051	4	7	200
30051	5	1	1000
30052	1	3	400000
30052	2	8	60000
30052	3	4	30000
30052	4	1	2000
30052	5	12	2000
30053	1	88	 
30053	2	88	 
30053	3	88	 
30053	4	88	 
30053	5	88	 
30055	1	4	3000
30055	2	16	1500
30055	3	5	150
30055	4	1	500
30055	5	7	200
30056	1	1	300
30056	2	4	2000
30056	3	5	200
30056	4	7	100
30056	5	11	200
30057	1	4	3000
30057	2	7	300
30057	3	11	300
30057	4	5	500
30057	5	10	150
30058	1	16	5000
30058	2	4	5000
30058	3	1	500
30058	4	5	200
30058	5	11	1400
30059	1	4	10000
30059	2	1	1000
30059	3	7	200
30059	4	5	200
30059	5	11	-77
30061	1	5	700
30061	2	1	500
30061	3	11	500
30061	4	7	400
30061	5	88	 
30062	1	4	10000
30062	2	5	500
30062	3	1	500
30062	4	7	400
30062	5	11	400
30063	1	16	170000
30063	2	4	40000
30063	3	5	10000
30063	4	1	5000
30063	5	7	2000
30064	1	1	100
30064	2	5	300
30064	3	7	100
30064	4	11	-77
30064	5	10	100
30065	1	4	2000
30065	2	16	2000
30065	3	1	1000
30065	4	5	500
30065	5	10	300
30066	1	4	5000
30066	2	11	1000
30066	3	1	500
30066	4	5	300
30066	5	7	200
30067	1	4	2000
30067	2	1	500
30067	3	5	400
30067	4	10	400
30067	5	11	300
30069	1	4	10000
30069	2	5	8000
30069	3	8	6000
30069	4	12	2000
30069	5	11	1000
30070	1	1	500
30070	2	10	300
30070	3	7	300
30070	4	11	200
30070	5	88	 
30071	1	4	2000
30071	2	1	500
30071	3	5	300
30071	4	7	200
30071	5	8	200
30072	1	4	35000
30072	2	12	2000
30072	3	1	1000
30072	4	7	1000
30072	5	8	1000
30073	1	8	60000
30073	2	4	25000
30073	3	14	5000
30073	4	7	2000
30073	5	12	1000
30074	1	4	10000
30074	2	8	3000
30074	3	5	500
30074	4	1	500
30074	5	10	100
30075	1	8	5000
30075	2	16	7000
30075	3	4	40000
30075	4	5	3000
30075	5	12	1500
30077	1	4	5000
30077	2	7	1000
30077	3	1	1000
30077	4	8	500
30077	5	11	1000
30078	1	4	10000
30078	2	8	7000
30078	3	12	1500
30078	4	5	1000
30078	5	11	600
30079	1	4	3000
30079	2	1	1000
30079	3	9	800
30079	4	5	500
30079	5	11	300
30082	1	5	300
30082	2	7	150
30082	3	11	300
30082	4	88	 
30082	5	88	 
30083	1	1	300
30083	2	4	6000
30083	3	7	100
30083	4	11	1500
30083	5	88	 
30084	1	4	5000
30084	2	1	1000
30084	3	8	15000
30084	4	16	300
30084	5	13	700
30086	1	1	300
30086	2	3	150000
30086	3	4	15000
30086	4	11	6000
30086	5	7	1000
30087	1	4	8000
30087	2	8	1000
30087	3	12	2000
30087	4	14	4000
30087	5	16	2500
30088	1	4	10000
30088	2	5	1000
30088	3	8	500
30088	4	7	300
30088	5	11	500
30089	1	4	15000
30089	2	8	10000
30089	3	1	2000
30089	4	12	2000
30089	5	7	500
30090	1	16	80000
30090	2	4	20000
30090	3	5	10000
30090	4	14	5000
30090	5	12	3000
30092	1	4	2000
30092	2	9	1000
30092	3	5	300
30092	4	7	300
30092	5	10	100
30093	1	12	2000
30093	2	1	600
30093	3	5	500
30093	4	4	800
30093	5	11	200
30094	1	4	5000
30094	2	12	2000
30094	3	1	1000
30094	4	13	700
30094	5	7	500
30095	1	4	15000
30095	2	5	7000
30095	3	8	1000
30095	4	7	500
30095	5	11	500
30096	1	3	12000
30096	2	4	8000
30096	3	12	1000
30096	4	13	300
30096	5	1	200
30097	1	4	3000
30097	2	8	1000
30097	3	1	500
30097	4	7	200
30097	5	10	50
30098	1	4	15000
30098	2	5	200
30098	3	7	500
30098	4	12	200
30098	5	1	1000
30099	1	8	5000
30099	2	5	4000
30099	3	1	1000
30099	4	16	1000
30099	5	12	1000
30100	1	3	150000
30100	2	4	20000
30100	3	8	15000
30100	4	12	3000
30100	5	5	4000
30120	1	8	20000
30120	2	4	6000
30120	3	1	5000
30120	4	12	2000
30120	5	7	500
