CHILDCODE	EDCHSTR4	ATSCR4	GRDER4	SAMESCR4	TYSCR4	PROVR4	SITER4	SCHNMER4
90045	8	1	1	0	3	3	9	70
90045	9	1	2	1	3	3	9	70
90045	10	1	3	1	3	3	9	70
90045	11	1	4	1	3	3	9	70
90045	12	1	5	1	3	3	9	70
90046	5	88	 	 	 	 	 	 
90046	6	88	 	 	 	 	 	 
90046	7	1	50	0	3	3	9	70
90046	8	1	1	1	3	3	9	70
90046	9	0	 	 	 	 	 	 
90046	10	0	 	 	 	 	 	 
90046	11	0	 	 	 	 	 	 
90046	12	0	 	 	 	 	 	 
90047	5	1	50	0	3	3	9	845
90047	6	1	50	1	3	3	9	845
90047	7	1	1	0	3	3	9	70
90047	8	1	2	1	3	3	9	70
90047	9	1	3	1	3	3	9	70
90047	10	1	4	1	3	3	9	70
90047	11	1	4	1	3	3	9	70
90047	12	1	5	1	3	3	9	70
90049	5	0	 	 	 	 	 	 
90049	6	0	 	 	 	 	 	 
90049	7	1	1	0	3	3	9	70
90049	8	1	2	1	3	3	9	70
90049	9	1	3	1	3	3	9	70
90049	10	1	4	1	3	3	9	70
90049	11	1	5	1	3	3	9	70
90049	12	1	6	0	3	3	9	131
90050	5	1	50	0	3	3	9	845
90050	6	1	50	1	3	3	9	845
90050	7	1	1	0	3	3	9	70
90050	8	1	2	1	3	3	9	70
90050	9	1	3	1	3	3	9	70
90050	10	1	4	1	3	3	9	70
90050	11	1	5	1	3	3	9	70
90050	12	1	6	0	3	3	9	131
90051	5	0	 	 	 	 	 	 
90051	6	0	 	 	 	 	 	 
90051	7	1	50	0	3	3	9	846
90051	8	1	1	0	3	3	9	71
90051	9	1	2	1	3	3	9	71
90051	10	1	3	1	3	3	9	71
90051	11	1	4	1	3	3	9	71
90051	12	1	6	1	3	3	9	71
90052	5	0	 	 	 	 	 	 
90052	6	0	 	 	 	 	 	 
90052	7	0	 	 	 	 	 	 
90052	8	1	1	0	3	3	9	72
90052	9	1	2	1	3	3	9	72
90052	10	1	3	1	3	3	9	72
90052	11	1	4	1	3	3	9	72
90052	12	1	5	1	3	3	9	72
90053	5	0	 	 	 	 	 	 
90053	6	0	 	 	 	 	 	 
90053	7	0	 	 	 	 	 	 
90053	8	0	 	 	 	 	 	 
90053	9	0	 	 	 	 	 	 
90053	10	0	 	 	 	 	 	 
90053	11	0	 	 	 	 	 	 
90053	12	0	 	 	 	 	 	 
90054	5	88	 	 	 	 	 	 
90054	6	88	 	 	 	 	 	 
90054	7	1	50	0	3	3	9	72
90054	8	1	1	1	3	3	9	72
90054	9	1	2	1	3	3	9	72
90054	10	1	3	1	3	3	9	72
90054	11	1	4	1	3	3	9	72
90054	12	1	5	1	3	3	9	72
90056	5	0	 	 	 	 	 	 
90056	6	0	 	 	 	 	 	 
90056	7	0	 	 	 	 	 	 
90056	8	0	 	 	 	 	 	 
90056	9	1	1	0	3	3	9	72
90056	10	1	2	1	3	3	9	72
90056	11	1	3	1	3	3	9	72
90056	12	1	4	1	3	3	9	72
90057	5	0	 	 	 	 	 	 
90057	6	1	50	0	3	3	9	850
90057	7	1	50	1	3	3	9	850
90057	8	1	1	0	3	3	9	72
90057	9	1	2	1	3	3	9	72
90057	10	1	3	1	3	3	9	72
90057	11	1	4	1	3	3	9	72
90057	12	1	5	1	3	3	9	72
90058	5	0	 	 	 	 	 	 
90058	6	0	 	 	 	 	 	 
90058	7	0	 	 	 	 	 	 
90058	8	0	 	 	 	 	 	 
90058	9	1	50	0	3	3	9	845
90058	10	1	50	1	3	3	9	845
90058	11	1	1	0	3	3	9	72
90058	12	1	2	1	3	3	9	72
90059	5	0	 	 	 	 	 	 
90059	6	0	 	 	 	 	 	 
90059	7	0	 	 	 	 	 	 
90059	8	0	 	 	 	 	 	 
90059	9	0	 	 	 	 	 	 
90059	10	0	 	 	 	 	 	 
90059	11	1	1	0	3	3	9	72
90059	12	1	2	1	3	3	9	72
90060	5	1	50	0	3	3	9	850
90060	6	1	50	1	3	3	9	850
90060	7	1	50	1	3	3	9	850
90060	8	1	1	0	3	3	9	72
90060	9	1	2	1	3	3	9	72
90060	10	1	3	1	3	3	9	72
90060	11	1	4	1	3	3	9	72
90060	12	1	5	1	3	3	9	72
90061	5	0	 	 	 	 	 	 
90061	6	1	50	0	3	3	9	850
90061	7	1	1	0	3	3	9	72
90061	8	1	2	1	3	3	9	72
90061	9	1	3	1	3	3	9	72
90061	10	1	4	1	3	3	9	72
90061	11	1	5	1	3	3	9	72
90061	12	1	6	0	3	3	9	131
90062	5	0	 	 	 	 	 	 
90062	6	0	 	 	 	 	 	 
90062	7	0	 	 	 	 	 	 
90062	8	0	 	 	 	 	 	 
90062	9	0	 	 	 	 	 	 
90062	10	0	 	 	 	 	 	 
90062	11	0	 	 	 	 	 	 
90062	12	0	 	 	 	 	 	 
90063	5	0	 	 	 	 	 	 
90063	6	0	 	 	 	 	 	 
90063	7	1	50	0	3	3	9	75
90063	8	1	1	1	3	3	9	75
90063	9	1	2	1	3	3	9	75
90063	10	1	3	1	3	3	9	75
90063	11	1	4	1	3	3	9	75
90063	12	1	5	1	3	3	9	75
90066	5	 	 	 	 	 	 	 
90066	6	 	 	 	 	 	 	 
90066	7	 	 	 	 	 	 	 
90066	8	 	 	 	 	 	 	 
90066	9	 	 	 	 	 	 	 
90066	10	 	 	 	 	 	 	 
90066	11	 	 	 	 	 	 	 
90066	12	 	 	 	 	 	 	 
90067	5	88	 	 	 	 	 	 
90067	6	88	 	 	 	 	 	 
90067	7	88	 	 	 	 	 	 
90067	8	88	 	 	 	 	 	 
90067	9	1	50	0	3	3	9	847
90067	10	1	1	0	3	3	9	75
90067	11	1	2	1	3	3	9	75
90067	12	1	3	1	3	3	9	75
90068	5	88	 	 	 	 	 	 
90068	6	88	 	 	 	 	 	 
90068	7	1	50	0	3	3	9	847
90068	8	1	50	1	3	3	9	847
90068	9	1	1	0	3	3	9	75
90068	10	1	2	1	3	3	9	75
90068	11	1	3	1	3	3	9	75
90068	12	1	4	1	3	3	9	75
90069	5	0	 	 	 	 	 	 
90069	6	0	 	 	 	 	 	 
90069	7	0	 	 	 	 	 	 
90069	8	1	1	0	3	3	9	75
90069	9	1	2	1	3	3	9	75
90069	10	1	3	1	3	3	9	75
90069	11	1	4	1	3	3	9	75
90069	12	1	5	1	3	3	9	75
90070	5	0	 	 	 	 	 	 
90070	6	1	50	0	3	3	9	847
90070	7	1	50	1	3	3	9	847
90070	8	1	1	0	3	3	9	75
90070	9	1	2	1	3	3	9	75
90070	10	1	3	1	3	3	9	75
90070	11	1	4	1	3	3	9	75
90070	12	1	5	1	3	3	9	75
90071	5	88	 	 	 	 	 	 
90071	6	88	 	 	 	 	 	 
90071	7	88	 	 	 	 	 	 
90071	8	88	 	 	 	 	 	 
90071	9	88	 	 	 	 	 	 
90071	10	88	 	 	 	 	 	 
90071	11	88	 	 	 	 	 	 
90071	12	88	 	 	 	 	 	 
90072	5	0	 	 	 	 	 	 
90072	6	0	 	 	 	 	 	 
90072	7	0	 	 	 	 	 	 
90072	8	0	 	 	 	 	 	 
90072	9	0	 	 	 	 	 	 
90072	10	0	 	 	 	 	 	 
90072	11	0	 	 	 	 	 	 
90072	12	0	 	 	 	 	 	 
90073	5	0	 	 	 	 	 	 
90073	6	0	 	 	 	 	 	 
90073	7	1	50	0	3	3	9	847
90073	8	1	1	0	3	3	9	75
90073	9	1	2	1	3	3	9	75
90073	10	1	3	1	3	3	9	75
90073	11	1	4	1	3	3	9	75
90073	12	1	5	1	3	3	9	75
90074	5	0	 	 	 	 	 	 
90074	6	1	50	0	3	3	9	848
90074	7	1	50	1	3	3	9	848
90074	8	1	1	0	3	3	9	74
90074	9	1	2	1	3	3	9	74
90074	10	1	3	1	3	3	9	74
90074	11	1	4	1	3	3	9	74
90074	12	1	5	1	3	3	9	74
90075	5	88	 	 	 	 	 	 
90075	6	88	 	 	 	 	 	 
90075	7	88	 	 	 	 	 	 
90075	8	88	 	 	 	 	 	 
90075	9	88	 	 	 	 	 	 
90075	10	88	 	 	 	 	 	 
90075	11	88	 	 	 	 	 	 
90075	12	88	 	 	 	 	 	 
90076	5	0	 	 	 	 	 	 
90076	6	0	 	 	 	 	 	 
90076	7	0	 	 	 	 	 	 
90076	8	0	 	 	 	 	 	 
90076	9	0	 	 	 	 	 	 
90076	10	0	 	 	 	 	 	 
90076	11	0	 	 	 	 	 	 
90076	12	0	 	 	 	 	 	 
90078	5	0	 	 	 	 	 	 
90078	6	1	50	0	3	3	9	848
90078	7	1	50	1	3	3	9	848
90078	8	1	1	0	3	3	9	74
90078	9	1	2	1	3	3	9	74
90078	10	1	3	1	3	3	9	74
90078	11	1	4	1	3	3	9	74
90078	12	1	5	1	3	3	9	74
90079	5	0	 	 	 	 	 	 
90079	6	1	50	0	3	3	9	844
90079	7	1	50	1	3	3	9	844
90079	8	1	1	0	3	3	9	70
90079	9	1	2	1	3	3	9	70
90079	10	1	3	1	3	3	9	70
90079	11	1	4	1	3	3	9	70
90079	12	1	5	1	3	3	9	70
90080	5	1	50	0	3	3	9	848
90080	6	1	50	1	3	3	9	848
90080	7	1	1	0	3	3	9	74
90080	8	1	2	1	3	3	9	74
90080	9	1	3	1	3	3	9	74
90080	10	1	4	1	3	3	9	74
90080	11	1	5	1	3	3	9	74
90080	12	1	6	0	3	3	9	131
90081	5	0	 	 	 	 	 	 
90081	6	0	 	 	 	 	 	 
90081	7	0	 	 	 	 	 	 
90081	8	1	50	0	3	3	9	848
90081	9	1	1	0	3	3	9	74
90081	10	1	2	1	3	3	9	74
90081	11	1	3	1	3	3	9	74
90081	12	1	4	1	3	3	9	74
90082	5	0	 	 	 	 	 	 
90082	6	1	50	0	3	3	10	848
90082	7	1	50	1	3	3	10	848
90082	8	1	1	0	3	3	9	74
90082	9	1	2	1	3	3	9	74
90082	10	1	3	1	3	3	9	74
90082	11	1	4	1	3	3	9	74
90082	12	1	5	1	3	3	9	74
90084	5	0	 	 	 	 	 	 
90084	6	1	50	0	3	3	9	74
90084	7	1	1	1	3	3	9	74
90084	8	1	2	1	3	3	9	74
90084	9	0	 	 	 	 	 	 
90084	10	0	 	 	 	 	 	 
90084	11	0	 	 	 	 	 	 
90084	12	0	 	 	 	 	 	 
90085	5	0	 	 	 	 	 	 
90085	6	0	 	 	 	 	 	 
90085	7	1	1	0	3	3	9	70
90085	8	1	2	1	3	3	9	70
90085	9	1	3	1	3	3	9	70
90085	10	1	4	1	3	3	9	70
90085	11	1	5	1	3	3	9	70
90085	12	1	6	0	3	3	9	131
90086	5	0	 	 	 	 	 	 
90086	6	1	50	0	3	3	9	845
90086	7	1	1	0	3	3	9	74
90086	8	1	2	1	3	3	9	74
90086	9	1	3	1	3	3	9	74
90086	10	1	4	1	3	3	9	74
90086	11	1	5	1	3	3	9	74
90086	12	1	6	0	3	3	9	131
90087	5	1	50	0	3	3	9	848
90087	6	1	50	1	3	3	9	848
90087	7	1	50	1	3	3	9	848
90087	8	1	1	0	3	3	9	74
90087	9	1	2	1	3	3	9	74
90087	10	1	3	1	3	3	9	74
90087	11	1	4	1	3	3	9	74
90087	12	1	5	1	3	3	9	74
90088	5	0	 	 	 	 	 	 
90088	6	0	 	 	 	 	 	 
90088	7	0	 	 	 	 	 	 
90088	8	0	 	 	 	 	 	 
90088	9	0	 	 	 	 	 	 
90088	10	1	1	0	3	3	9	74
90088	11	1	2	1	3	3	9	74
90088	12	1	3	1	3	3	9	74
90090	5	0	 	 	 	 	 	 
90090	6	0	 	 	 	 	 	 
90090	7	0	 	 	 	 	 	 
90090	8	0	 	 	 	 	 	 
90090	9	0	 	 	 	 	 	 
90090	10	0	 	 	 	 	 	 
90090	11	0	 	 	 	 	 	 
90090	12	0	 	 	 	 	 	 
90091	5	0	 	 	 	 	 	 
90091	6	0	 	 	 	 	 	 
90091	7	0	 	 	 	 	 	 
90091	8	1	50	0	3	3	9	849
90091	9	1	1	0	3	3	9	73
90091	10	1	2	1	3	3	9	73
90091	11	1	3	1	3	3	9	73
90091	12	1	4	1	3	3	9	73
90092	5	1	50	0	3	3	9	849
90092	6	1	1	0	3	3	9	73
90092	7	1	2	1	3	3	9	73
90092	8	1	3	1	3	3	9	73
90092	9	1	4	1	3	3	9	73
90092	10	1	5	1	3	3	9	73
90092	11	1	6	0	3	3	9	443
90092	12	0	 	 	 	 	 	 
90093	5	1	50	0	3	3	9	849
90093	6	1	50	1	3	3	9	849
90093	7	1	1	0	3	3	9	73
90093	8	1	2	1	3	3	9	73
90093	9	1	3	1	3	3	9	73
90093	10	1	4	1	3	3	9	73
90093	11	1	5	1	3	3	9	73
90093	12	1	6	0	3	3	9	131
90094	5	0	 	 	 	 	 	 
90094	6	1	50	0	3	3	9	849
90094	7	1	1	0	3	3	9	73
90094	8	1	2	1	3	3	9	73
90094	9	1	3	1	3	3	9	73
90094	10	1	4	1	3	3	9	73
90094	11	1	5	1	3	3	9	73
90094	12	1	6	0	3	3	9	131
90095	5	0	 	 	 	 	 	 
90095	6	1	50	0	3	3	9	849
90095	7	1	50	1	3	3	9	849
90095	8	1	1	0	3	3	9	73
90095	9	1	2	1	3	3	9	73
90095	10	1	3	1	3	3	9	73
90095	11	1	4	1	3	3	9	73
90095	12	1	5	1	3	3	9	73
90097	5	1	50	0	3	3	9	846
90097	6	1	1	0	3	3	9	71
90097	7	1	2	1	3	3	9	71
90097	8	1	3	1	3	3	9	71
90097	9	1	4	1	3	3	9	71
90097	10	1	5	1	3	3	9	71
90097	11	1	6	0	3	3	9	131
90097	12	1	7	1	3	3	9	131
90098	5	1	50	0	3	3	9	849
90098	6	1	50	1	3	3	9	849
90098	7	1	1	0	3	3	9	73
90098	8	1	2	1	3	3	9	73
90098	9	1	3	1	3	3	9	73
90098	10	1	4	1	3	3	9	73
90098	11	1	5	1	3	3	9	73
90098	12	1	6	0	3	3	9	131
90099	5	0	 	 	 	 	 	 
90099	6	1	50	0	3	3	9	849
90099	7	1	50	1	3	3	9	849
90099	8	1	1	0	3	3	9	73
90099	9	1	2	1	3	3	9	73
90099	10	1	3	1	3	3	9	73
90099	11	1	4	1	3	3	9	73
90099	12	1	5	1	3	3	9	73
90100	5	0	 	 	 	 	 	 
90100	6	1	50	0	6	3	9	849
90100	7	1	50	1	6	3	9	849
90100	8	1	50	1	6	3	9	849
90100	9	1	1	0	3	3	9	73
90100	10	1	2	1	3	3	9	73
90100	11	1	3	1	3	3	9	73
90100	12	1	4	1	3	3	9	73
90101	5	0	 	 	 	 	 	 
90101	6	1	50	0	3	3	9	851
90101	7	1	50	1	3	3	9	851
90101	8	1	1	0	3	3	9	68
90101	9	1	2	1	3	3	9	68
90101	10	1	3	1	3	3	9	68
90101	11	1	4	1	3	3	9	68
90101	12	1	5	1	3	3	9	68
90102	5	0	 	 	 	 	 	 
90102	6	1	50	0	3	3	9	851
90102	7	1	1	0	3	3	9	68
90102	8	1	2	1	3	3	9	68
90102	9	1	3	1	3	3	9	68
90102	10	1	4	1	3	3	9	68
90102	11	1	5	1	3	3	9	68
90102	12	1	6	0	3	3	9	129
90105	5	1	50	0	3	3	9	848
90105	6	1	50	1	3	3	9	848
90105	7	1	1	0	3	3	9	74
90105	8	1	2	1	3	3	9	74
90105	9	1	3	1	3	3	9	74
90105	10	1	4	1	3	3	9	74
90105	11	1	5	1	3	3	9	74
90105	12	1	6	0	3	3	9	452
90106	5	0	 	 	 	 	 	 
90106	6	1	50	0	3	3	9	847
90106	7	1	50	1	3	3	9	847
90106	8	1	1	0	3	3	9	75
90106	9	1	2	1	3	3	9	75
90106	10	1	3	1	3	3	9	75
90106	11	1	4	1	3	3	9	75
90106	12	1	5	1	3	3	9	75
90120	5	0	 	 	 	 	 	 
90120	6	1	50	0	3	3	9	849
90120	7	1	1	0	3	3	9	73
90120	8	1	2	1	3	3	9	73
90120	9	1	3	1	3	3	9	73
90120	10	1	4	1	3	3	9	73
90120	11	1	5	1	3	3	9	73
90120	12	1	6	0	3	3	9	131
90121	5	0	 	 	 	 	 	 
90121	6	0	 	 	 	 	 	 
90121	7	0	 	 	 	 	 	 
90121	8	1	50	0	3	3	9	845
90121	9	1	1	0	3	3	9	70
90121	10	1	2	1	3	3	9	70
90121	11	1	3	1	3	3	9	70
90121	12	1	4	1	3	3	9	70
100002	5	1	50	1	3	3	10	856
100002	6	1	50	1	3	3	10	856
100002	7	1	1	0	3	3	10	39
100002	8	1	2	1	3	3	10	39
100002	9	1	2	1	3	3	10	39
100002	10	1	3	1	3	3	10	39
100002	11	1	4	1	3	3	10	39
100002	12	1	5	1	3	3	10	39
100003	5	1	50	1	3	3	10	856
100003	6	1	50	1	3	3	10	856
100003	7	1	1	0	3	3	10	39
100003	8	1	2	1	3	3	10	39
100003	9	1	3	1	3	3	10	39
100003	10	1	4	1	3	3	10	39
100003	11	1	5	1	3	3	10	39
100003	12	1	6	0	3	3	10	120
100004	5	0	 	 	 	 	 	 
100004	6	1	50	0	3	3	10	858
100004	7	1	1	0	3	3	10	39
100004	8	1	2	1	3	3	10	39
100004	9	1	3	1	3	3	10	39
100004	10	1	4	1	3	3	10	39
100004	11	1	5	1	3	3	10	39
100004	12	1	6	0	3	3	10	120
100006	5	0	 	 	 	 	 	 
100006	6	0	 	 	 	 	 	 
100006	7	1	50	0	3	3	10	859
100006	8	1	50	1	3	3	10	859
100006	9	1	1	0	3	3	10	38
100006	10	1	2	1	3	3	10	38
100006	11	1	3	1	3	3	10	38
100006	12	1	4	1	3	3	10	38
100007	5	0	 	 	 	 	 	 
100007	6	1	50	0	3	3	10	866
100007	7	1	50	1	3	3	10	866
100007	8	1	1	0	3	3	10	39
100007	9	1	2	1	3	3	10	39
100007	10	1	3	1	3	3	10	39
100007	11	1	4	1	3	3	10	39
100007	12	1	5	1	3	3	10	39
100009	5	0	 	 	 	 	 	 
100009	6	0	 	 	 	 	 	 
100009	7	0	 	 	 	 	 	 
100009	8	1	50	0	3	3	10	862
100009	9	1	50	1	3	3	10	862
100009	10	1	1	0	3	3	10	38
100009	11	1	2	1	3	3	10	38
100009	12	1	3	1	3	3	10	38
100010	5	1	50	0	3	3	10	858
100010	6	1	50	1	3	3	10	858
100010	7	1	1	0	3	3	10	42
100010	8	1	2	1	3	3	10	42
100010	9	1	3	1	3	3	10	42
100010	10	1	4	1	3	3	10	42
100010	11	1	5	1	3	3	10	42
100010	12	1	6	0	3	3	10	120
100011	5	1	50	0	3	3	10	856
100011	6	1	50	1	3	3	10	856
100011	7	1	1	0	3	3	10	39
100011	8	1	2	1	3	3	10	39
100011	9	1	3	1	3	3	10	39
100011	10	1	4	1	3	3	10	39
100011	11	1	5	1	3	3	10	39
100011	12	1	6	0	3	3	10	120
100012	5	0	 	 	 	 	 	 
100012	6	1	50	0	3	3	10	856
100012	7	1	1	0	3	3	10	39
100012	8	1	2	1	3	3	10	39
100012	9	1	3	1	3	3	10	39
100012	10	1	4	1	3	3	10	39
100012	11	1	5	1	3	3	10	39
100012	12	1	6	0	3	3	10	120
100013	5	1	50	1	3	3	10	856
100013	6	1	50	1	3	3	10	856
100013	7	1	1	0	3	3	10	39
100013	8	1	2	1	3	3	10	39
100013	9	1	3	1	3	3	10	39
100013	10	1	4	1	3	3	10	39
100013	11	1	5	1	3	3	10	39
100013	12	1	6	0	3	3	10	120
100014	5	1	50	1	3	3	10	866
100014	6	1	1	0	3	3	10	39
100014	7	1	2	1	3	3	10	39
100014	8	1	3	1	3	3	10	39
100014	9	1	4	1	3	3	10	39
100014	10	1	4	1	3	3	10	39
100014	11	1	5	1	3	3	10	39
100014	12	1	6	0	3	3	10	120
100015	5	1	50	0	3	3	10	866
100015	6	1	50	1	3	3	10	866
100015	7	1	1	0	3	3	10	39
100015	8	1	2	1	3	3	10	39
100015	9	1	3	1	3	3	10	39
100015	10	1	4	1	3	3	10	39
100015	11	1	5	1	3	3	10	39
100015	12	1	6	0	3	3	10	120
100017	5	0	 	 	 	 	 	 
100017	6	1	50	0	3	3	10	861
100017	7	1	1	0	3	3	10	38
100017	8	1	2	1	3	3	10	38
100017	9	1	3	1	3	3	10	38
100017	10	1	4	1	3	3	10	38
100017	11	1	5	1	3	3	10	38
100017	12	1	6	0	3	3	10	120
100018	5	1	50	1	3	3	10	860
100018	6	1	50	1	3	3	10	860
100018	7	1	1	0	3	3	10	38
100018	8	1	2	1	3	3	10	38
100018	9	1	3	1	3	3	10	38
100018	10	1	4	1	3	3	10	38
100018	11	1	5	1	3	3	10	38
100018	12	1	6	0	3	3	10	120
100020	5	1	50	0	3	3	10	860
100020	6	1	50	1	3	3	10	860
100020	7	1	50	1	3	3	10	860
100020	8	1	1	0	3	3	10	38
100020	9	1	2	1	3	3	10	38
100020	10	1	3	1	3	3	10	38
100020	11	1	4	1	3	3	10	38
100020	12	1	5	1	3	3	10	38
100022	5	1	50	1	3	3	10	856
100022	6	1	50	1	3	3	10	856
100022	7	1	1	0	3	3	10	38
100022	8	1	2	1	3	3	10	38
100022	9	1	3	1	3	3	10	38
100022	10	1	4	1	3	3	10	38
100022	11	1	5	1	3	3	10	38
100022	12	1	6	0	3	3	10	120
100024	5	0	 	 	 	 	 	 
100024	6	1	50	0	3	3	10	856
100024	7	1	50	1	3	3	10	856
100024	8	1	1	0	3	3	10	38
100024	9	1	2	1	3	3	10	38
100024	10	1	3	1	3	3	10	38
100024	11	1	4	1	3	3	10	38
100024	12	1	5	1	3	3	10	38
100025	5	1	50	0	3	3	10	862
100025	6	1	50	1	3	3	10	862
100025	7	1	1	0	3	3	10	40
100025	8	1	2	1	3	3	10	40
100025	9	1	3	1	3	3	10	40
100025	10	1	4	1	3	3	10	40
100025	11	1	5	1	3	3	10	40
100025	12	1	6	0	3	3	10	120
100026	5	1	50	0	3	3	10	862
100026	6	1	50	1	3	3	10	862
100026	7	1	1	0	3	3	10	38
100026	8	1	2	1	3	3	10	38
100026	9	1	3	1	3	3	10	38
100026	10	1	4	1	3	3	10	38
100026	11	1	5	1	3	3	10	38
100026	12	1	6	0	3	3	10	120
100027	5	0	 	 	 	 	 	 
100027	6	0	 	 	 	 	 	 
100027	7	1	50	0	3	3	10	860
100027	8	1	1	0	3	3	10	38
100027	9	1	2	1	3	3	10	38
100027	10	1	3	1	3	3	10	38
100027	11	1	4	1	3	3	10	38
100027	12	1	5	1	3	3	10	38
100029	5	88	 	 	 	 	 	 
100029	6	1	50	0	3	3	10	861
100029	7	1	1	0	3	3	10	39
100029	8	1	2	1	3	3	10	39
100029	9	1	3	1	3	3	10	39
100029	10	1	4	1	3	3	10	39
100029	11	1	5	1	3	3	10	39
100029	12	1	6	0	3	3	10	120
100030	5	1	50	0	3	3	10	862
100030	6	1	50	1	3	3	10	862
100030	7	1	1	0	3	3	10	40
100030	8	1	2	1	3	3	10	40
100030	9	1	3	1	3	3	10	40
100030	10	1	4	1	3	3	10	40
100030	11	1	5	1	3	3	10	40
100030	12	1	6	0	3	3	10	120
100031	5	1	50	0	3	3	10	862
100031	6	1	50	1	3	3	10	862
100031	7	1	1	0	3	3	10	40
100031	8	1	2	1	3	3	10	40
100031	9	1	3	1	3	3	10	40
100031	10	1	4	1	3	3	10	40
100031	11	1	5	1	3	3	10	40
100031	12	1	6	0	3	3	10	120
100032	5	0	 	 	 	 	 	 
100032	6	1	50	0	3	3	11	891
100032	7	1	1	0	3	3	11	63
100032	8	1	2	1	3	3	11	63
100032	9	1	3	1	3	3	11	63
100032	10	1	4	1	3	3	11	63
100032	11	1	5	1	3	3	11	63
100032	12	1	6	0	3	3	11	126
100033	5	0	 	 	 	 	 	 
100033	6	1	50	0	3	3	10	862
100033	7	1	1	0	3	3	10	40
100033	8	1	2	1	3	3	10	40
100033	9	1	3	1	3	3	10	40
100033	10	1	4	1	3	3	10	40
100033	11	1	5	1	3	3	10	40
100033	12	1	6	0	3	3	10	39
100035	5	0	 	 	 	 	 	 
100035	6	1	50	0	3	3	10	862
100035	7	1	1	0	3	3	10	40
100035	8	1	2	1	3	3	10	40
100035	9	1	3	1	3	3	10	40
100035	10	1	4	1	3	3	10	40
100035	11	1	5	1	3	3	10	40
100035	12	1	6	0	3	3	10	120
100036	5	1	50	1	3	3	10	862
100036	6	1	50	1	3	3	10	862
100036	7	1	1	0	3	3	10	40
100036	8	1	2	1	3	3	10	40
100036	9	1	3	1	3	3	10	40
100036	10	1	4	1	3	3	10	40
100036	11	1	5	1	3	3	10	40
100036	12	1	6	0	3	3	10	120
100038	5	1	50	0	3	3	10	863
100038	6	1	50	1	3	3	10	863
100038	7	1	1	0	3	3	10	43
100038	8	1	2	1	3	3	10	43
100038	9	1	3	1	3	3	10	43
100038	10	1	4	1	3	3	10	43
100038	11	1	5	1	3	3	10	43
100038	12	1	6	0	3	3	10	120
100039	5	0	 	 	 	 	 	 
100039	6	1	50	0	3	3	10	863
100039	7	1	50	1	3	3	10	863
100039	8	1	1	0	3	3	10	43
100039	9	1	2	1	3	3	10	43
100039	10	1	3	1	3	3	10	43
100039	11	1	4	1	3	3	10	43
100039	12	1	5	1	3	3	10	43
100040	5	0	 	 	 	 	 	 
100040	6	0	 	 	 	 	 	 
100040	7	1	50	0	3	3	10	863
100040	8	1	1	0	3	3	10	43
100040	9	1	2	1	3	3	10	43
100040	10	1	3	1	3	3	10	43
100040	11	1	4	1	3	3	10	43
100040	12	1	5	1	3	3	10	43
100041	5	0	 	 	 	 	 	 
100041	6	1	50	0	3	3	10	863
100041	7	1	1	0	3	3	10	43
100041	8	1	2	1	3	3	10	43
100041	9	1	3	1	3	3	10	43
100041	10	1	4	1	3	3	10	43
100041	11	1	5	1	3	3	10	43
100041	12	1	6	0	3	3	10	120
100042	5	0	 	 	 	 	 	 
100042	6	1	50	0	3	3	10	856
100042	7	1	1	0	3	3	10	39
100042	8	1	2	1	3	3	10	39
100042	9	1	3	1	3	3	10	39
100042	10	1	4	1	3	3	10	39
100042	11	1	5	1	3	3	10	39
100042	12	1	6	0	3	3	10	120
100043	5	88	 	 	 	 	 	 
100043	6	1	50	0	3	3	11	891
100043	7	1	1	0	3	3	11	59
100043	8	1	2	0	3	3	10	38
100043	9	1	3	1	3	3	10	38
100043	10	1	4	1	3	3	10	38
100043	11	1	5	1	3	3	10	38
100043	12	1	6	0	3	3	10	130
100044	5	0	 	 	 	 	 	 
100044	6	1	50	0	3	98	98	1030
100044	7	1	50	1	3	98	98	1030
100044	8	1	1	0	3	98	98	665
100044	9	1	2	1	3	98	98	665
100044	10	1	3	1	3	98	98	665
100044	11	1	4	1	3	98	98	665
100044	12	1	5	1	3	98	98	665
100045	5	1	50	1	3	3	10	856
100045	6	1	50	1	3	3	10	856
100045	7	1	1	0	3	3	10	39
100045	8	1	2	1	3	3	10	39
100045	9	1	3	1	3	3	10	39
100045	10	1	4	1	3	3	10	39
100045	11	1	5	1	3	3	10	39
100045	12	1	6	0	3	3	10	120
100046	5	0	 	 	 	 	 	 
100046	6	1	50	0	3	3	10	856
100046	7	1	50	1	3	3	10	856
100046	8	1	1	0	3	3	10	39
100046	9	1	2	1	3	3	10	39
100046	10	1	3	1	3	3	10	39
100046	11	1	4	1	3	3	10	39
100046	12	1	5	1	3	3	10	39
100047	5	0	 	 	 	 	 	 
100047	6	1	50	0	3	3	10	860
100047	7	1	1	0	3	3	10	38
100047	8	1	2	0	3	3	10	42
100047	9	1	3	1	3	3	10	42
100047	10	1	4	1	3	3	10	42
100047	11	1	5	1	3	3	10	42
100047	12	1	6	0	3	3	10	120
100048	5	1	50	0	3	3	10	856
100048	6	1	50	1	3	3	10	856
100048	7	1	50	1	3	3	10	856
100048	8	1	1	0	3	3	10	38
100048	9	1	2	1	3	3	10	38
100048	10	1	3	1	3	3	10	38
100048	11	1	4	1	3	3	10	38
100048	12	1	5	1	3	3	10	38
