CHILDCODE	GRPIDR4	HHMEMR4	GROUPR4	LEADMR4	BENFTR41	BENFTR42	BENFTR43
140096	2	3	2	0	4	6	1
140096	3	4	43	0	7	6	2
140097	1	1	2	0	4	5	6
140097	2	2	43	0	6	7	4
140098	1	1	2	0	2	3	4
140098	2	2	43	0	2	4	7
140100	1	1	4	0	4	5	2
140100	2	1	2	0	3	4	2
140100	3	2	43	0	4	3	7
140101	1	3	43	0	3	7	6
140102	1	1	2	0	7	3	6
140102	2	2	43	0	6	7	4
140103	1	4	43	0	4	5	88
140103	2	1	5	0	7	88	 
140103	3	2	5	0	7	88	 
140107	1	2	43	0	2	5	4
150001	1	2	21	0	4	5	88
150001	2	1	2	0	4	5	88
150003	1	1	15	0	1	2	77
150007	1	2	15	1	1	77	77
150009	1	20	43	0	7	88	 
150010	1	5	37	0	4	5	88
150013	1	2	21	0	5	4	88
150014	1	2	2	0	2	10	1
150022	1	2	43	0	77	88	 
150024	1	4	2	0	7	88	 
150029	1	1	21	0	5	3	4
150029	2	2	2	0	3	4	5
150031	1	2	28	0	1	88	 
150032	1	2	7	0	6	8	88
150034	1	2	43	0	5	4	88
150034	2	1	2	0	5	4	88
150035	1	2	37	0	8	6	88
150038	1	2	21	0	5	4	3
150038	2	2	22	0	5	4	88
150038	3	1	2	0	5	4	3
150040	1	2	21	0	2	3	5
150042	1	1	2	0	6	3	88
150042	2	1	43	0	3	2	6
150043	1	2	38	0	1	88	 
150054	1	2	21	0	5	7	88
150056	1	3	43	0	7	88	 
150057	1	2	21	0	5	7	88
150057	2	1	2	0	5	4	7
150060	1	5	4	0	7	5	88
150060	2	6	5	0	7	5	88
150061	1	4	4	0	7	5	88
150061	2	4	5	0	5	7	88
150061	3	5	21	0	5	7	88
150061	4	2	21	0	5	7	88
150063	1	4	7	0	7	88	 
150068	1	2	2	0	4	3	88
150068	2	2	43	0	3	4	88
150071	1	2	21	0	4	5	88
150071	2	1	10	0	5	4	88
150072	1	1	5	0	5	4	88
150072	2	5	2	0	5	4	77
150073	1	1	2	0	6	3	1
150073	2	2	21	0	3	2	6
150074	1	2	5	0	5	4	88
150074	2	4	21	0	5	4	88
150078	1	2	43	0	4	3	88
150078	2	1	2	0	2	3	88
150083	1	1	5	0	7	88	 
150086	2	4	37	0	4	6	8
150087	1	1	2	0	5	3	4
150090	1	2	43	0	7	88	 
150096	1	2	21	0	4	7	5
150096	2	1	2	0	7	5	4
150098	1	2	21	0	5	88	 
150099	1	2	21	0	5	88	 
150099	2	1	2	0	5	4	88
150103	1	2	43	0	7	88	 
150104	1	2	38	0	7	88	 
150105	1	2	43	0	5	3	88
150105	2	2	22	0	5	2	88
150107	1	2	21	0	4	5	2
150107	2	2	22	0	2	3	5
150107	3	2	29	0	2	4	5
150107	4	1	22	0	2	4	5
150129	1	2	21	0	7	88	 
150129	2	1	28	0	7	88	 
150139	1	2	43	0	8	88	 
150141	1	8	43	0	7	88	 
150142	1	2	2	0	5	4	88
150142	2	2	10	0	5	4	88
150142	3	1	2	0	5	4	88
150142	4	1	10	0	5	4	88
150142	5	2	21	0	5	4	88
150145	1	2	43	0	7	88	 
160001	1	1	5	0	7	5	88
160001	2	3	21	0	7	5	88
160002	1	7	4	0	7	88	 
160003	1	2	21	0	7	5	88
160004	1	2	21	0	7	5	88
160004	2	4	2	0	5	7	4
160011	1	2	43	0	4	3	7
160012	1	2	21	0	7	5	88
160012	2	1	2	0	7	5	88
160017	2	4	43	0	4	7	88
160019	1	3	21	0	7	5	88
160019	2	1	5	0	7	5	88
160019	3	1	4	0	7	5	88
160021	1	5	4	1	6	4	7
160025	1	2	2	0	3	4	79
160025	2	2	43	0	3	4	7
160034	1	2	21	0	5	7	88
160036	1	2	2	0	3	4	88
160036	2	2	43	0	3	4	7
160037	1	2	43	1	6	7	88
160041	1	2	21	0	5	4	88
160045	1	2	21	0	5	4	7
160048	1	2	7	1	6	88	 
160058	1	1	5	0	5	88	 
160058	2	1	21	0	5	88	 
160058	3	1	10	0	5	88	 
160058	4	2	21	0	5	88	 
160062	1	4	21	0	5	88	 
160062	2	4	22	0	5	7	88
160063	1	4	5	0	5	88	 
160063	2	4	2	0	5	88	 
160063	3	5	5	0	5	7	88
160063	4	5	2	0	5	7	88
160064	1	2	21	0	5	88	 
160066	1	4	5	1	7	88	 
160074	1	2	21	0	5	3	88
160076	1	2	43	0	3	2	4
160078	1	2	21	0	5	88	 
160081	1	1	4	1	4	2	79
160082	1	2	21	0	5	88	 
160082	2	1	28	0	5	88	 
160084	1	1	35	1	6	88	 
160089	1	1	37	0	4	5	8
160089	2	2	37	0	4	5	6
160091	1	3	43	0	4	5	7
160093	1	1	4	0	3	4	88
160094	1	2	21	0	5	88	 
160094	2	1	2	0	5	4	88
170003	1	 	 	 	 	 	 
170008	1	1	28	1	6	88	 
170037	1	1	28	0	2	88	 
170039	1	3	5	0	5	88	 
170039	2	4	5	0	5	88	 
170039	3	0	18	0	7	88	 
170039	4	7	18	0	7	88	 
170039	5	5	18	0	7	88	 
170077	1	3	43	0	77	88	 
170088	1	2	37	0	8	6	88
170092	1	2	43	0	4	5	7
170093	1	2	43	0	4	88	 
170114	1	3	37	0	6	88	 
170114	2	1	37	0	6	88	 
170114	3	4	22	0	4	88	 
170114	4	5	22	0	4	88	 
170118	1	4	22	1	4	88	 
180004	1	0	28	0	7	88	 
180004	2	15	28	0	7	88	 
180005	1	1	43	0	5	88	 
180005	2	0	28	0	7	88	 
180007	1	2	43	0	3	5	88
180016	1	18	5	0	7	88	 
180018	1	3	22	0	77	88	 
180018	2	0	28	0	7	88	 
180018	3	7	28	0	7	88	 
180019	1	1	22	1	5	88	 
180021	1	4	22	0	5	88	 
180021	2	3	22	0	5	88	 
180025	1	3	43	0	4	7	88
180026	1	3	37	0	6	88	 
180026	2	4	43	0	3	88	 
180027	1	1	37	1	6	88	 
180027	2	2	37	0	6	88	 
180027	4	1	22	0	6	88	 
180027	5	2	22	1	6	88	 
180027	6	0	28	0	7	4	88
180029	1	1	37	0	8	6	88
180029	2	2	28	0	6	88	 
180029	3	1	28	0	6	88	 
180031	1	3	28	0	5	88	 
180031	2	4	43	0	7	6	88
180032	1	1	37	0	7	8	88
180032	2	2	43	1	7	88	 
180032	3	3	38	1	2	4	88
180036	1	3	22	1	8	88	 
180037	1	3	43	0	4	7	6
180044	1	4	37	1	6	88	 
180044	2	0	28	0	7	88	 
180046	1	4	22	0	5	88	 
180047	1	6	22	1	6	88	 
180048	1	4	22	0	3	5	88
180048	2	3	22	0	5	3	88
180051	1	3	37	0	8	88	 
180057	1	4	17	0	4	88	 
180058	1	2	22	1	6	7	88
180058	2	3	28	0	7	88	 
180065	1	2	43	0	7	11	88
180069	1	 	 	 	 	 	 
180072	1	4	20	0	4	7	6
180076	1	4	38	0	4	7	6
180076	2	4	43	0	4	88	 
180076	3	1	37	0	6	88	 
180076	4	1	4	0	7	8	88
180076	5	2	4	0	7	8	88
180076	6	2	37	0	8	7	88
180077	1	2	22	0	4	6	88
180077	2	1	22	0	4	8	88
180080	1	1	22	1	1	5	7
180087	1	2	22	0	5	88	 
180088	1	3	43	0	6	88	 
180088	2	0	28	0	7	88	 
180090	1	1	28	1	11	88	 
180091	1	3	37	0	6	8	88
180091	2	3	22	0	5	6	88
180091	3	4	22	0	5	88	 
180091	4	6	38	0	4	7	88
180095	1	5	37	0	4	8	88
180095	2	4	37	1	8	6	88
180096	1	3	43	0	6	7	88
180096	2	2	28	0	5	6	88
180098	1	1	4	1	4	7	88
180098	2	2	43	1	7	88	 
180100	1	3	22	0	77	88	 
180107	1	2	43	0	3	88	 
180112	1	2	37	0	5	88	 
180112	2	3	43	0	5	3	7
180121	1	1	22	0	5	88	 
180123	1	1	22	0	5	88	 
180123	2	2	22	0	5	11	88
190005	1	1	2	0	4	88	 
190010	1	1	37	0	8	88	 
190010	2	3	22	0	5	88	 
190012	1	6	22	0	5	88	 
190014	1	1	22	0	7	88	 
190014	2	2	22	0	7	88	 
190015	1	2	37	1	8	5	88
190018	1	1	22	0	5	88	 
190018	2	2	22	0	5	11	88
190019	1	2	43	0	4	5	88
190020	1	2	43	0	3	11	88
190020	2	1	2	1	5	4	3
190021	1	4	43	0	3	7	88
190025	1	1	28	0	11	5	4
190025	2	3	43	0	3	5	4
190027	1	2	43	0	6	3	88
190027	2	1	2	0	7	4	88
190031	1	1	4	0	7	88	 
190033	1	9	38	1	6	7	88
190035	1	2	22	0	7	88	 
190035	2	3	22	0	5	7	88
190036	1	2	22	0	6	88	 
190036	2	3	22	0	6	88	 
190039	1	1	37	0	4	88	 
190042	1	3	43	0	4	3	5
190042	2	16	5	0	7	5	88
190044	1	4	43	0	3	4	5
190044	2	2	5	0	7	6	88
190044	3	0	38	0	6	4	8
190054	1	3	43	0	3	88	 
190054	2	2	2	0	3	88	 
190054	3	1	5	0	5	4	88
190055	1	3	37	0	5	88	 
190055	2	4	22	0	5	88	 
190056	1	3	37	0	8	88	 
190058	1	1	4	0	7	4	88
190058	2	2	43	1	3	5	88
190059	1	1	2	0	3	88	 
190059	2	2	43	0	3	5	88
190060	1	3	43	0	6	7	88
190061	1	2	43	1	6	7	88
190064	1	4	22	1	6	88	 
190064	2	4	43	0	77	88	 
190066	1	3	35	1	7	88	 
190069	1	3	22	0	5	6	88
190069	2	4	22	0	5	6	88
190071	1	2	43	1	3	5	7
190071	2	1	2	0	3	5	88
190072	1	2	2	1	5	4	88
190072	2	3	43	0	5	4	3
190074	1	2	43	0	7	88	 
190077	1	2	22	0	1	2	5
190077	2	2	43	0	77	88	 
190081	1	1	2	0	5	4	88
190081	2	2	43	0	3	5	88
190082	1	1	2	0	3	5	4
190082	2	2	43	0	3	5	7
190083	1	2	43	0	4	88	 
190083	2	1	28	0	4	88	 
190084	1	5	38	0	7	2	88
190084	2	1	2	0	4	7	88
190084	3	2	43	0	7	88	 
190084	4	4	38	1	4	6	7
190087	1	1	28	0	6	4	88
190087	2	2	43	0	7	88	 
190090	1	1	22	0	7	88	 
190090	2	2	22	0	7	88	 
190091	1	 	 	 	 	 	 
190092	1	5	22	0	6	88	 
190094	1	16	2	0	3	88	 
190095	1	6	43	1	3	7	4
190097	1	1	22	0	7	88	 
190097	2	2	22	0	7	88	 
190098	1	2	43	0	3	7	88
190099	1	2	43	0	4	6	88
190099	2	1	2	0	4	88	 
190105	1	2	43	1	4	6	88
190105	2	1	22	0	5	88	 
190110	1	3	2	0	4	5	6
190110	2	4	43	0	4	6	88
190115	1	2	43	0	3	88	 
190115	2	1	22	0	3	7	4
190115	3	1	2	0	3	7	88
190137	1	2	43	0	7	88	 
190137	2	4	5	0	7	88	 
190137	3	5	5	0	7	88	 
190139	1	15	38	0	8	5	88
200004	1	 	 	 	 	 	 
200012	1	1	43	0	6	88	 
200029	1	1	35	1	6	7	88
200040	1	1	35	0	1	88	 
200048	1	1	37	1	1	6	8
200072	1	1	28	1	6	88	 
200074	1	4	21	0	3	2	88
200075	1	10	43	0	4	6	7
200083	1	19	43	1	2	6	88
200083	2	21	28	0	6	88	 
200090	1	2	17	1	1	88	 
200094	1	1	4	0	2	6	88
200094	2	1	28	0	6	88	 
200115	1	2	28	1	6	88	 
200128	1	3	4	0	6	7	88
