CHILDCODE	MEMIDR4	AGER3	MEMAGER4	MEAGMTR4	MEMSEXR4	RELATER3	RELATER4	CHLBRNR4	CAREGVR4	THSCOMR4	LIVHSER4	YRDIEDR4	SEENMER4	WHRNOWR4	EVRLVDR4	LNGLVDR4	RELHHR4	MRTLSTR4	MTHRHHR4	FTHRHHR4	STRT18R4	GRDE18R4	STLL18R4	EDCH18R4	HSSTRTR4	STRYRR4	GRADER4	STILLR4	WHYNOTR4	AGEGRDR4	TYPLSTR4	TYPATDR4	FEESR4	EXTTUTR4	PERFR4	BRDSCHR4	WHSCHR4	SLEEPR4	CHCARER4	HHCHRER4	NPYWRKR4	PAYWRKR4	SCHOOLR4	STUDYR4	PLAYR4	IMPAC1R4	RGJOB1R4	MONTH1R4	DAYS1R4	HOURS1R4	SSAC11R4	SSAC12R4	SSAC13R4	SSAC14R4	EMPAN1R4	OFPEN1R4	IMINC1R4	IMPAC2R4	RGJOB2R4	MONTH2R4	DAYS2R4	HOURS2R4	SSAC21R4	SSAC22R4	SSAC23R4	SSAC24R4	EMPAN2R4	OFPEN2R4	IMINC2R4	IMPAC3R4	RGJOB3R4	MONTH3R4	DAYS3R4	HOURS3R4	SSAC31R4	SSAC32R4	SSAC33R4	SSAC34R4	EMPAN3R4	OFPEN3R4	IMINC3R4	DISABR4	MEMAFCR4	MEMLNGR4	MLNHLR41	MLNHLR42	MLNHLR43	HTSFFR41	HTSFFR42	HTSFFR43	SEEKTRR4	WHSEEKR4	MEMTOBR4	MOTTOBR4	MEMALCR4
80048	4	18	22	 	2	7	7	 	0	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
80048	15	9	13	 	2	7	7	 	0	 	1	 	 	 	 	 	5	0	2	1	 	 	 	 	1	6	7	1	 	 	 	3	270	0	1	 	 	8	0	3	3	0	5	2	3	1	0	5	12	2	1	1	1	1	0	 	0	15	0	10	20	3	1	1	1	1	0	 	0	88	 	 	 	 	 	 	 	 	 	 	 	0	 	0	 	 	 	 	 	 	 	 	0	0	0
80049	0	8	12	 	1	0	0	 	 	1	1	 	 	 	 	 	5	0	1	2	 	 	 	 	1	6	6	1	 	 	 	3	860	0	2	0	1	10	0	0	0	0	5	1	8	19	 	 	 	 	 	 	 	 	 	 	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
80049	1	47	51	 	2	1	1	0	1	1	1	 	 	 	 	 	1	1	98	98	1	7	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	4	1	12	30	3	1	1	1	1	0	 	1	15	1	12	30	5	1	1	1	1	0	 	0	88	 	 	 	 	 	 	 	 	 	 	 	0	 	1	17	88	 	14	 	 	0	 	0	0	0
80049	2	46	50	 	1	1	1	 	0	 	1	 	 	 	 	 	2	1	98	98	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	12	 	10	26	8	1	1	1	1	0	 	1	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	1	17	88	 	7	 	 	0	 	1	0	0
80049	3	22	26	 	1	7	7	 	0	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
80049	4	18	22	 	1	7	7	 	0	 	1	 	 	 	 	 	5	0	1	2	1	9	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	14	 	 	 	 	 	 	 	 	 	 	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	1	17	88	 	2	 	 	1	1	1	0	0
80050	0	8	12	 	2	0	0	 	 	0	1	 	 	 	 	 	5	0	2	1	 	 	 	 	1	6	6	1	 	 	 	3	820	15000	1	0	1	9	0	1	1	0	5	3	5	19	 	 	 	 	 	 	 	 	 	 	 	15	1	10	20	1	1	1	1	1	0	 	0	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
80050	1	39	43	 	1	1	1	 	0	 	1	 	 	 	 	 	1	1	98	98	1	9	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	13	1	12	26	8	1	1	1	1	1	1	1	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	0	 	 	 	 	 	 	 	 	1	0	0
80050	2	27	31	 	2	1	1	2	1	0	1	 	 	 	 	 	2	1	98	98	1	6	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	10	1	12	27	10	1	1	1	1	0	 	1	15	1	12	30	2	1	1	1	1	0	 	0	88	 	 	 	 	 	 	 	 	 	 	 	0	 	0	 	 	 	 	 	 	 	 	0	0	0
80050	3	1	5	 	2	7	7	 	0	 	1	 	 	 	 	 	5	 	2	1	 	 	 	 	0	 	 	 	29	 	 	 	 	 	 	 	 	9	0	0	0	0	0	8	7	19	 	 	 	 	 	 	 	 	 	 	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	0	 	 	 	 	 	 	 	 	0	0	0
80051	0	8	12	 	2	0	0	 	 	1	1	 	 	 	 	 	5	0	2	1	 	 	 	 	1	6	6	1	 	 	 	3	270	0	1	0	1	9	0	2	0	0	6.5	3	3.5	19	 	 	 	 	 	 	 	 	 	 	 	15	1	12	30	2	1	1	1	1	0	 	0	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
80051	1	45	49	 	1	1	1	 	0	 	1	 	 	 	 	 	2	1	98	98	1	3	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	9	1	12	30	4	1	1	1	1	0	 	1	15	1	12	30	1	1	1	1	1	0	 	0	88	 	 	 	 	 	 	 	 	 	 	 	1	1	1	17	17	17	8	10	9	2	1	1	0	1
80051	2	43	47	 	2	1	1	0	1	0	1	 	 	 	 	 	1	1	98	98	1	3	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	9	1	12	30	11	1	1	1	1	0	 	1	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	1	17	17	88	15	1	 	2	1	0	0	0
80051	3	17	21	 	1	7	7	 	0	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
80052	0	8	12	 	1	0	0	 	 	1	1	 	 	 	 	 	5	1	2	1	 	 	 	 	1	6	6	1	 	 	 	3	270	1800	3	0	1	10	0	0	1	0	6.5	3	3.5	19	 	 	 	 	 	 	 	 	 	 	 	10	1	12	30	1	1	1	1	1	0	 	1	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
80052	1	58	62	 	1	1	1	 	0	 	1	 	 	 	 	 	1	1	98	98	1	12	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	10	1	12	30	12	1	1	1	1	0	 	1	15	1	12	30	4	1	1	1	1	0	 	0	88	 	 	 	 	 	 	 	 	 	 	 	0	 	0	 	 	 	 	 	 	 	 	0	0	0
80052	2	39	43	 	2	1	1	0	1	0	1	 	 	 	 	 	2	1	98	98	1	11	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	10	1	12	30	12	1	1	1	1	0	 	1	15	1	12	30	5	1	1	1	1	0	 	0	88	 	 	 	 	 	 	 	 	 	 	 	0	 	0	 	 	 	 	 	 	 	 	0	0	0
80052	3	17	21	 	1	14	14	 	0	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
80053	0	8	12	 	2	0	0	 	 	1	1	 	 	 	 	 	5	0	2	1	 	 	 	 	1	6	6	1	 	 	 	3	860	210	2	0	1	9	1	2	0	0	4.5	4	3.5	19	 	 	 	 	 	 	 	 	 	 	 	15	1	12	20	2	1	1	1	1	0	 	0	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
80053	1	39	43	 	1	1	1	 	0	 	1	 	 	 	 	 	1	1	98	98	1	9	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	20	1	12	15	10	1	1	1	1	0	 	1	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	0	 	 	 	 	 	 	 	 	0	0	1
80053	2	34	38	 	2	1	1	0	1	0	1	 	 	 	 	 	2	1	98	98	1	6	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	15	1	12	30	10	1	1	1	1	0	 	0	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	0	 	 	 	 	 	 	 	 	0	0	0
80053	3	14	18	 	1	7	7	 	0	 	1	 	 	 	 	 	5	0	98	98	1	12	0	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	4	1	12	30	1	1	1	1	1	0	 	1	12	 	12	10	5	1	1	1	1	1	0	0	88	 	 	 	 	 	 	 	 	 	 	 	0	 	0	 	 	 	 	 	 	 	 	0	0	1
80053	4	 	2	 	1	 	7	 	0	 	1	 	 	 	 	 	5	 	2	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	0	 	 	 	 	 	 	 	 	0	0	1
80055	0	7	11	 	1	0	0	 	 	1	1	 	 	 	 	 	5	 	2	1	 	 	 	 	1	6	5	1	 	 	 	3	0	1200	1	0	10	8	1	0	0	0	5.5	3	6.5	19	 	 	 	 	 	 	 	 	 	 	 	15	1	3	30	1	0	1	1	1	0	 	0	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
80055	1	33	37	 	1	1	1	 	1	 	1	 	 	 	 	 	1	1	98	98	1	10	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	13	1	12	29	8	1	1	1	1	1	1	1	13	1	12	15	3	1	1	1	1	1	0	0	88	 	 	 	 	 	 	 	 	 	 	 	0	 	0	 	 	 	 	 	 	 	 	0	0	0
80055	2	29	33	 	2	1	1	1	0	 	1	 	 	 	 	 	2	1	98	98	1	8	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	13	1	6	26	8	1	0	0	1	1	1	1	15	1	12	30	3	1	1	1	1	0	 	0	88	 	 	 	 	 	 	 	 	 	 	 	0	 	0	 	 	 	 	 	 	 	 	0	0	0
80055	3	 	0	5	2	 	7	 	0	 	1	 	 	 	 	 	5	 	2	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	0	 	 	 	 	 	 	 	 	0	0	0
80056	0	8	12	 	1	0	0	 	 	1	1	 	 	 	 	 	5	0	2	1	 	 	 	 	1	6	6	1	 	 	 	3	270	1800	2	0	1	10	0	0	0	0	8	1	5	19	 	 	 	 	 	 	 	 	 	 	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
80056	1	37	43	 	1	1	1	 	0	 	1	 	 	 	 	 	1	1	98	98	1	12	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	10	1	12	26	8	1	1	1	1	0	 	1	4	1	12	30	2	1	1	1	1	0	 	0	88	 	 	 	 	 	 	 	 	 	 	 	0	 	0	 	 	 	 	 	 	 	 	1	0	1
80056	2	36	42	 	2	1	1	0	1	 	1	 	 	 	 	 	2	1	98	98	1	12	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	15	1	12	30	4	1	1	1	1	0	 	0	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	0	 	 	 	 	 	 	 	 	0	0	0
80056	3	14	18	 	2	7	7	 	0	 	1	 	 	 	 	 	5	0	2	1	1	12	0	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	15	1	12	30	2	1	1	1	1	0	 	0	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	0	 	 	 	 	 	 	 	 	0	0	0
80058	0	8	12	 	1	0	0	 	 	1	1	 	 	 	 	 	5	0	2	1	 	 	 	 	1	6	5	1	 	 	 	3	0	0	2	0	1	10	0	2	0	0	5	1	6	15	1	12	30	2	1	1	1	1	0	 	0	19	 	 	 	 	 	 	 	 	 	 	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
80058	1	36	40	 	1	1	1	 	0	 	1	 	 	 	 	 	1	1	98	98	1	9	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	12	 	12	20	8	1	1	1	1	0	 	1	1	1	12	30	3	1	1	1	1	0	 	0	15	1	12	30	2	1	1	1	1	0	 	0	0	 	0	 	 	 	 	 	 	 	 	0	0	1
80058	2	33	37	 	2	1	1	0	1	 	1	 	 	 	 	 	2	1	98	98	1	8	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	13	1	12	26	8	1	1	1	1	1	1	1	15	1	12	30	2	1	1	1	1	0	 	0	88	 	 	 	 	 	 	 	 	 	 	 	0	 	0	 	 	 	 	 	 	 	 	0	0	0
80058	3	13	17	 	1	7	7	 	0	 	1	 	 	 	 	 	5	0	2	1	 	 	 	 	1	6	11	1	 	 	 	3	270	3600	1	 	 	8	0	1	0	0	8	4	3	15	1	12	30	1	1	1	1	1	0	 	0	19	 	 	 	 	 	 	 	 	 	 	 	88	 	 	 	 	 	 	 	 	 	 	 	0	 	0	 	 	 	 	 	 	 	 	0	0	0
80059	0	8	12	 	2	0	0	 	 	1	1	 	 	 	 	 	7	0	6	5	 	 	 	 	1	6	6	1	 	 	 	3	270	0	3	0	1	9	1	2	0	0	5	2	5	15	1	10	12	2	1	1	1	1	0	 	0	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
80059	1	68	72	 	2	6	6	 	0	 	1	 	 	 	 	 	1	3	98	98	1	5	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	0	4	10	5	1	0	1	1	0	 	1	15	0	6	15	4	1	1	1	1	0	 	0	88	 	 	 	 	 	 	 	 	 	 	 	0	 	0	 	 	 	 	 	 	 	 	0	0	0
80059	2	37	41	 	1	13	13	 	0	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
80059	3	39	43	 	1	13	13	 	0	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
80059	4	33	37	 	2	13	13	 	0	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
80059	5	33	37	 	1	1	1	 	0	 	1	 	 	 	 	 	5	1	1	98	1	4	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	13	1	12	26	9	1	1	1	1	1	0	1	4	0	6	15	4	1	1	1	1	0	 	0	88	 	 	 	 	 	 	 	 	 	 	 	0	 	0	 	 	 	 	 	 	 	 	1	0	1
80059	6	27	31	 	2	1	1	2	1	0	1	 	 	 	 	 	6	1	98	98	1	5	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	13	1	12	26	9	1	1	1	1	1	1	1	1	0	4	10	2	1	0	1	1	0	 	0	15	0	8	15	2	1	1	1	1	0	 	0	0	 	0	 	 	 	 	 	 	 	 	0	0	0
80059	7	27	31	 	2	13	13	 	0	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
80059	8	34	38	 	2	13	13	 	0	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
80059	9	2	6	 	1	7	7	 	0	 	1	 	 	 	 	 	7	 	6	5	 	 	 	 	1	6	0	1	 	 	 	3	0	0	88	 	 	10	0	0	0	0	4.5	2	7.5	17	 	 	 	 	 	 	 	 	 	 	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	0	 	 	 	 	 	 	 	 	0	0	0
80059	10	29	33	 	2	13	13	 	0	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
80060	0	8	12	 	1	0	0	 	 	1	1	 	 	 	 	 	5	0	4	3	 	 	 	 	1	6	6	1	 	 	 	3	270	900	2	0	1	10	0	.5	0	0	5	4	4.5	19	 	 	 	 	 	 	 	 	 	 	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
80060	1	86	-88	 	1	6	6	 	 	 	 	2004	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
80060	2	83	-88	 	2	6	6	 	 	 	 	2013	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
80060	3	37	41	 	1	1	1	 	0	 	1	 	 	 	 	 	1	1	98	98	1	12	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	2	1	12	20	8	1	1	1	1	0	 	1	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	0	 	 	 	 	 	 	 	 	0	0	0
80060	4	38	42	 	2	1	1	0	1	0	1	 	 	 	 	 	2	1	98	98	1	5	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	2	1	12	30	4	1	1	1	1	0	 	1	15	1	12	30	3	1	1	1	1	0	 	0	88	 	 	 	 	 	 	 	 	 	 	 	0	 	1	17	17	88	15	5	 	0	 	0	0	0
80060	5	25	29	 	1	14	14	 	0	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
80060	6	15	19	 	1	7	7	 	0	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
80061	0	8	12	 	1	0	0	 	 	1	1	 	 	 	 	 	7	0	2	3	 	 	 	 	1	6	6	1	 	 	 	3	270	2200	3	0	1	9.5	.5	0	0	0	5	5	4	19	 	 	 	 	 	 	 	 	 	 	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
80061	1	61	65	 	1	6	6	 	0	 	1	 	 	 	 	 	2	1	98	98	1	4	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	17	 	 	 	 	 	 	 	 	 	 	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	1	1	17	88	 	4	 	 	0	 	0	0	0
80061	2	58	62	 	2	6	6	 	0	 	1	 	 	 	 	 	1	1	98	98	1	4	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	15	1	12	30	8	1	1	1	1	0	 	0	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	1	17	88	 	3	 	 	2	1	0	0	0
80061	3	29	33	 	1	1	1	 	0	 	1	 	 	 	 	 	5	1	2	1	1	4	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	9	1	12	20	8	1	1	1	1	0	 	1	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	0	 	 	 	 	 	 	 	 	1	0	1
80061	4	28	32	 	2	1	1	1	1	0	1	 	 	 	 	 	6	1	98	98	1	2	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	15	1	12	30	10	1	1	1	1	0	 	0	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	0	 	 	 	 	 	 	 	 	0	0	0
80061	5	 	0	6	1	 	7	 	0	 	1	 	 	 	 	 	7	 	2	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	0	 	 	 	 	 	 	 	 	0	0	0
80062	0	8	12	 	2	0	0	 	 	1	1	 	 	 	 	 	5	0	2	1	 	 	 	 	1	6	6	1	 	 	 	3	270	1800	2	0	2	8	0	0	0	0	5.5	3	7.5	19	 	 	 	 	 	 	 	 	 	 	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
80062	1	39	43	 	1	1	1	 	0	 	1	 	 	 	 	 	1	1	98	98	1	5	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	10	1	12	25	8	1	1	1	1	0	 	1	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	0	 	 	 	 	 	 	 	 	1	1	0
80062	2	39	43	 	2	1	1	0	1	0	1	 	 	 	 	 	5	1	98	98	1	5	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	19	 	 	 	 	 	 	 	 	 	 	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	0	 	 	 	 	 	 	 	 	0	0	0
80062	3	15	19	 	2	7	7	 	0	 	1	 	 	 	 	 	5	0	2	1	1	12	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	13	1	12	26	10	1	1	1	1	1	1	1	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	0	 	 	 	 	 	 	 	 	0	0	0
80064	0	7	11	 	1	0	0	 	 	1	1	 	 	 	 	 	5	 	2	1	 	 	 	 	1	6	5	1	 	 	 	3	0	3500	2	0	1	9	0	2	0	0	5	6	2	15	1	8	4	1	1	1	1	1	0	 	0	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
80064	1	37	41	 	1	1	1	 	0	 	1	 	 	 	 	 	1	1	98	98	1	10	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	11	1	9	15	8	1	1	1	1	0	 	1	8	1	8	15	8	1	1	1	1	0	 	0	2	0	4	10	2	1	0	1	0	0	 	0	0	 	0	 	 	 	 	 	 	 	 	0	0	1
80064	2	33	37	 	2	1	1	2	1	0	1	 	 	 	 	 	2	1	98	98	1	5	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	11	1	10	15	6	1	1	1	1	0	 	1	8	1	6	12	9	0	0	1	1	0	 	0	1	0	3	10	2	0	1	0	1	0	 	0	0	 	0	 	 	 	 	 	 	 	 	0	0	0
80064	3	13	17	 	1	7	7	 	0	 	1	 	 	 	 	 	5	0	2	1	 	 	 	 	1	6	11	1	 	 	 	3	1500	7800	2	 	 	8	1	2	0	0	5	6	2	1	0	6	10	2	0	1	1	0	0	 	0	15	0	6	10	2	1	1	1	1	0	 	0	 	 	 	 	 	 	 	 	 	 	 	 	0	 	0	 	 	 	 	 	 	 	 	0	0	0
