formno	commid	id	price1	vendor1	price2	vendor2
R1COMM	ET3081	22	12	1	1.20000004768372	1
R1COMM	ET3091	22	9	1	8888	88
R1COMM	ET3101	22	10	1	10	1
R1COMM	ET3111	22	9	1	8888	88
R1COMM	ET3112	22	9	99	8888	88
R1COMM	ET4121	22	9.19999980926514	1	8888	88
R1COMM	ET4131	22	10	3	8888	88
R1COMM	ET4151	22	9.5	1	8888	88
R1COMM	ET4161	22	10.5	1	8888	88
R1COMM	ET5171	22	10	99	8888	88
R1COMM	ET5181	22	14	14	8888	88
R1COMM	ET5191	22	9	8	9	8
R1COMM	ET5201	22	12	1	8888	88
R1COMM	ET1011	21	4.5	1	8888	88
R1COMM	ET1021	21	4.40000009536743	1	8888	88
R1COMM	ET1022	21	4.40000009536743	1	8888	88
R1COMM	ET1031	21	4.5	1	8888	88
R1COMM	ET1032	21	4.40000009536743	3	8888	88
R1COMM	ET2041	21	5	3	5.5	1
R1COMM	ET2051	21	6	3	8888	88
R1COMM	ET2061	21	5	6	5	3
R1COMM	ET2071	21	5	2	5	2
R1COMM	ET3081	21	4.5	1	4.5	1
R1COMM	ET3091	21	4.5	1	8888	88
R1COMM	ET3101	21	4	1	6	1
R1COMM	ET3111	21	5	1	8888	88
R1COMM	ET3112	21	5	99	8888	88
R1COMM	ET4121	21	4.80000019073486	1	8888	88
R1COMM	ET4131	21	4.69999980926514	3	8888	88
R1COMM	ET4151	21	4.80000019073486	1	8888	88
R1COMM	ET4161	21	5	1	8888	88
R1COMM	ET5171	21	5.5	99	8888	88
R1COMM	ET5181	21	5.5	14	5.25	2
R1COMM	ET5191	21	5	8	5	8
R1COMM	ET5201	21	5	1	8888	88
R1COMM	ET1011	20	.119999997317791	1	8888	88
R1COMM	ET1021	20	8	1	8888	88
R1COMM	ET1022	20	7	1	8888	88
R1COMM	ET1031	20	8	1	8888	88
R1COMM	ET1032	20	77	3	8888	88
R1COMM	ET2041	20	6	3	6.75	1
R1COMM	ET2051	20	7	3	8888	88
R1COMM	ET2061	20	5	6	5	3
R1COMM	ET2071	20	6	3	6	3
R1COMM	ET3081	20	7	1	.600000023841858	3
R1COMM	ET3091	20	7	1	8888	88
R1COMM	ET3101	20	7	1	8	1
R1COMM	ET3111	20	6	1	8888	88
R1COMM	ET3112	20	6	99	8888	88
R1COMM	ET4121	20	6.69999980926514	1	8888	88
R1COMM	ET4131	20	6	3	5	1
R1COMM	ET4151	20	5.5	1	8888	88
R1COMM	ET4161	20	5	1	8888	88
R1COMM	ET5171	20	7	99	8888	88
R1COMM	ET5181	20	9	14	8.75	2
R1COMM	ET5191	20	8	8	8	8
R1COMM	ET5201	20	10	1	8888	88
R1COMM	ET1011	19	2	1	8888	88
R1COMM	ET1021	19	2	14	8888	88
R1COMM	ET1022	19	2.20000004768372	14	8888	88
R1COMM	ET1031	19	1.89999997615814	1	8888	88
R1COMM	ET1032	19	1.89999997615814	3	8888	88
R1COMM	ET2041	19	1.64999997615814	3	1.9099999666214	1
R1COMM	ET2061	19	1.60000002384186	6	1.60000002384186	6
R1COMM	ET2071	19	1.70000004768372	3	1.70000004768372	3
R1COMM	ET3081	19	2	3	2	3
R1COMM	ET3091	19	.850000023841858	14	8888	88
R1COMM	ET3101	19	1.5	8	8888	88
R1COMM	ET4121	19	1.44000005722046	14	8888	88
R1COMM	ET4131	19	1.60000002384186	99	8888	88
R1COMM	ET4161	19	1.35000002384186	14	8888	88
R1COMM	ET5171	19	1.97000002861023	12	8888	88
R1COMM	ET5181	19	1.64999997615814	2	1.64999997615814	4
R1COMM	ET5191	19	2.70000004768372	8	2.79999995231628	8
R1COMM	ET3081	18	8888	15	8888	88
R1COMM	ET3101	18	7	1	8	1
R1COMM	ET4121	18	10	14	8888	88
R1COMM	ET4161	18	8	14	8888	88
R1COMM	ET5171	18	8888	15	8888	88
R1COMM	ET5181	18	8888	15	8888	88
R1COMM	ET1011	17	1.25	1	8888	88
R1COMM	ET1021	17	1.10000002384186	14	8888	88
R1COMM	ET1022	17	1.25	14	8888	88
R1COMM	ET1031	17	1.25	1	8888	88
R1COMM	ET1032	17	1.25	1	8888	88
R1COMM	ET2041	17	1	3	1.66999995708466	1
R1COMM	ET2061	17	1.20000004768372	6	1.20000004768372	6
R1COMM	ET2071	17	1	3	1	3
R1COMM	ET3081	17	1.60000002384186	4	1.60000002384186	4
R1COMM	ET3091	17	.699999988079071	15	8888	88
R1COMM	ET3101	17	1	8	8888	88
R1COMM	ET3111	17	.649999976158142	8	8888	88
R1COMM	ET3112	17	.649999976158142	8	8888	88
R1COMM	ET4121	17	1.04999995231628	14	8888	88
R1COMM	ET4151	17	1.14999997615814	14	8888	88
R1COMM	ET4161	17	.949999988079071	14	8888	88
R1COMM	ET5171	17	1.79999995231628	12	8888	88
R1COMM	ET5181	17	8888	15	8888	88
R1COMM	ET1011	16	3	1	8888	88
R1COMM	ET1021	16	2.29999995231628	14	8888	88
R1COMM	ET1022	16	2.70000004768372	14	8888	88
R1COMM	ET1031	16	2.40000009536743	1	8888	88
R1COMM	ET1032	16	2.40000009536743	1	8888	88
R1COMM	ET2041	16	2.29999995231628	3	2.57999992370605	1
R1COMM	ET2051	16	2.09999990463257	3	8888	88
R1COMM	ET2061	16	1.70000004768372	6	1.70000004768372	6
R1COMM	ET2071	16	1.79999995231628	3	1.79999995231628	3
R1COMM	ET3081	16	2.45000004768372	4	14	3
R1COMM	ET3091	16	2.09999990463257	14	8888	88
R1COMM	ET3101	16	2.40000009536743	8	2.20000004768372	3
R1COMM	ET3112	16	1.29999995231628	99	8888	88
R1COMM	ET4121	16	1.89999997615814	14	8888	88
R1COMM	ET4131	16	2.29999995231628	3	8888	88
R1COMM	ET4151	16	2	14	8888	88
R1COMM	ET4161	16	2.09999990463257	14	8888	88
R1COMM	ET5171	16	3.16000008583069	12	8888	88
R1COMM	ET5181	16	2.59999990463257	2	2.65000009536743	4
R1COMM	ET5191	16	2.59999990463257	8	2.5	8
R1COMM	ET5201	16	2.5	3	8888	88
R1COMM	ET1011	15	2.09999990463257	1	8888	88
R1COMM	ET1021	15	1	14	8888	88
R1COMM	ET1022	15	1.5	14	8888	88
R1COMM	ET1031	15	1.5	1	8888	88
R1COMM	ET1032	15	1.5	1	8888	88
R1COMM	ET2041	15	1.64999997615814	3	1.25	1
R1COMM	ET2051	15	1.20000004768372	3	8888	88
R1COMM	ET2061	15	.899999976158142	6	.899999976158142	6
R1COMM	ET2071	15	.899999976158142	3	.899999976158142	3
R1COMM	ET3081	15	1.39999997615814	4	30	3
R1COMM	ET3091	15	.600000023841858	14	8888	88
R1COMM	ET3101	15	1.10000002384186	8	1.10000002384186	3
R1COMM	ET4121	15	.959999978542328	14	8888	88
R1COMM	ET4131	15	2	3	2.20000004768372	1
R1COMM	ET4151	15	8888	15	8888	88
R1COMM	ET4161	15	.899999976158142	14	8888	88
R1COMM	ET5171	15	2	99	8888	88
R1COMM	ET5181	15	1.39999997615814	2	1.45000004768372	4
R1COMM	ET1011	14	2.5	1	8888	88
R1COMM	ET2041	14	1.04999995231628	3	1.04999995231628	1
R1COMM	ET2061	14	.800000011920929	6	.800000011920929	6
R1COMM	ET2071	14	1	3	1	3
R1COMM	ET3081	14	8888	15	8888	88
R1COMM	ET3101	14	1.25	8	1	3
R1COMM	ET4121	14	1.04999995231628	14	8888	88
R1COMM	ET4131	14	1.10000002384186	3	1.60000002384186	1
R1COMM	ET4151	14	8888	15	8888	88
R1COMM	ET4161	14	1.10000002384186	14	8888	88
R1COMM	ET5171	14	3	99	8888	88
R1COMM	ET5181	14	8888	15	8888	15
R1COMM	ET1011	13	 	15	8888	88
R1COMM	ET2041	13	2.34999990463257	12	8888	88
R1COMM	ET2061	13	2.10999989509583	13	2.10999989509583	14
R1COMM	ET2071	13	2.20000004768372	13	2.20000004768372	12
R1COMM	ET3081	13	8888	15	8888	88
R1COMM	ET3091	13	1.70000004768372	12	8888	88
R1COMM	ET3101	13	1.79999995231628	12	8888	88
R1COMM	ET3111	13	.899999976158142	13	8888	88
R1COMM	ET3112	13	.899999976158142	13	8888	88
R1COMM	ET4121	13	1.64999997615814	12	1.03999996185303	14
R1COMM	ET4151	13	8888	15	8888	88
R1COMM	ET4161	13	1.74000000953674	12	8888	88
R1COMM	ET5171	13	1.96000003814697	13	8888	88
R1COMM	ET5181	13	2.88000011444092	2	8888	88
R1COMM	ET5201	13	1.60000002384186	3	8888	88
R1COMM	ET1011	12	 	15	8888	88
R1COMM	ET2041	12	2.15000009536743	12	8888	88
R1COMM	ET2061	12	2.67000007629395	13	2.67000007629395	14
R1COMM	ET2071	12	2.20000004768372	13	2.20000004768372	12
R1COMM	ET3081	12	8888	15	8888	88
R1COMM	ET3091	12	2.25	12	8888	88
R1COMM	ET3101	12	2.59999990463257	12	8888	88
R1COMM	ET3111	12	2.20000004768372	99	8888	88
R1COMM	ET3112	12	.25	13	8888	88
R1COMM	ET4121	12	2.40000009536743	12	1.60000002384186	14
R1COMM	ET4131	12	10	11	8888	88
R1COMM	ET4151	12	2.5	14	8888	88
R1COMM	ET4161	12	2.5	12	8888	88
R1COMM	ET5171	12	2.60999989509583	13	8888	88
R1COMM	ET5181	12	2.88000011444092	2	8888	88
R1COMM	ET5201	12	1.54999995231628	3	8888	88
R1COMM	ET1011	11	15	9	14	10
R1COMM	ET1021	11	15	10	8888	88
R1COMM	ET1022	11	12	10	8888	88
R1COMM	ET1031	11	15	10	8888	88
R1COMM	ET1032	11	15	10	8888	88
R1COMM	ET2041	11	15	10	2	9
R1COMM	ET2051	11	15	14	8888	88
R1COMM	ET2071	11	15	10	15	9
R1COMM	ET3081	11	8888	15	8888	88
R1COMM	ET3091	11	15	9	8888	88
R1COMM	ET3101	11	15	9	15	10
R1COMM	ET3111	11	12.5	9	8888	88
R1COMM	ET3112	11	12.5	9	8888	88
R1COMM	ET4121	11	15	10	15	9
R1COMM	ET4151	11	15	9	8888	88
R1COMM	ET4161	11	15	10	13	9
R1COMM	ET5171	11	15	99	8888	88
R1COMM	ET5181	11	8888	15	8888	88
R1COMM	ET5191	11	15	10	8888	9
R1COMM	ET5201	11	8888	15	8888	88
R1COMM	ET1011	10	60	9	59	10
R1COMM	ET1021	10	45	10	8888	88
R1COMM	ET1022	10	62	10	8888	88
R1COMM	ET1031	10	62.5	10	8888	88
R1COMM	ET1032	10	62.5	10	8888	88
R1COMM	ET2041	10	62.5	10	75	9
R1COMM	ET2051	10	65	14	8888	88
R1COMM	ET2071	10	110	10	320	9
R1COMM	ET3081	10	8888	15	8888	88
R1COMM	ET3091	10	65	9	8888	88
R1COMM	ET3101	10	8888	15	115	10
R1COMM	ET3111	10	62.5	9	8888	88
R1COMM	ET3112	10	62.5	9	8888	88
R1COMM	ET4121	10	122.650001525879	10	141.75	9
R1COMM	ET4151	10	135	9	8888	88
R1COMM	ET4161	10	123	10	130	9
R1COMM	ET5171	10	62.5	99	8888	88
R1COMM	ET5181	10	62.5	14	8888	88
R1COMM	ET5201	10	75	14	8888	88
R1COMM	ET1011	9	7.59999990463257	9	5.5	10
R1COMM	ET1031	9	10	10	8888	88
R1COMM	ET1032	9	10	11	8888	88
R1COMM	ET2041	9	7.5	10	7.5	9
R1COMM	ET2051	9	15	14	8888	88
R1COMM	ET2061	9	12	10	14	10
R1COMM	ET2071	9	10	10	10	9
R1COMM	ET3081	9	8888	15	8888	88
R1COMM	ET3091	9	10	9	15	9
R1COMM	ET3101	9	10	99	14	10
R1COMM	ET3111	9	12.5	9	8888	88
R1COMM	ET3112	9	12.5	9	8888	88
R1COMM	ET4121	9	7.5	10	10	9
R1COMM	ET4131	9	12	10	14	9
R1COMM	ET4151	9	10	9	8888	88
R1COMM	ET4161	9	7.5	10	9.5	9
R1COMM	ET5171	9	10	99	8888	88
R1COMM	ET5181	9	12.5	14	8888	88
R1COMM	ET5191	9	12	9	14	9
R1COMM	ET5201	9	12	14	8888	88
R1COMM	ET1011	8	1.5	9	1.25	10
R1COMM	ET1021	8	1.89999997615814	10	8888	88
R1COMM	ET1022	8	1	10	8888	88
R1COMM	ET1031	8	1	10	8888	88
R1COMM	ET1032	8	1	11	8888	88
R1COMM	ET2041	8	1.5	10	2	9
R1COMM	ET2051	8	1	14	8888	88
R1COMM	ET2061	8	1	10	1	10
R1COMM	ET2071	8	1	10	1	9
R1COMM	ET3081	8	8888	15	8888	88
R1COMM	ET3091	8	1.5	9	8888	88
R1COMM	ET3101	8	1	9	0	10
R1COMM	ET3111	8	1.5	9	8888	88
R1COMM	ET3112	8	1.5	9	8888	88
R1COMM	ET4121	8	1.10000002384186	10	1.5	9
R1COMM	ET4131	8	1.36000001430511	10	1.5	9
R1COMM	ET4151	8	1.5	9	8888	88
R1COMM	ET4161	8	1.20000004768372	10	1.14999997615814	9
R1COMM	ET5171	8	1	99	8888	88
R1COMM	ET5181	8	1	14	8888	88
R1COMM	ET5191	8	1	9	1	9
R1COMM	ET5201	8	8888	15	8888	88
R1COMM	ET1011	7	19	1	8888	88
R1COMM	ET1021	7	33	1	8888	88
R1COMM	ET1022	7	40	1	8888	88
R1COMM	ET1032	7	30	1	8888	88
R1COMM	ET2051	7	30	3	8888	88
R1COMM	ET2061	7	15	3	10	3
R1COMM	ET2071	7	6	1	6	3
R1COMM	ET3081	7	8888	15	8888	88
R1COMM	ET3091	7	28	1	8888	88
R1COMM	ET3101	7	35	1	33	1
R1COMM	ET3111	7	12	99	8888	88
R1COMM	ET3112	7	12	99	8888	88
R1COMM	ET4121	7	20	1	8888	88
R1COMM	ET4131	7	10	1	8	3
R1COMM	ET4151	7	38	1	8888	88
R1COMM	ET4161	7	20	1	8888	88
R1COMM	ET5171	7	8888	15	8888	88
R1COMM	ET5181	7	8888	15	8888	88
R1COMM	ET5191	7	15	1	8888	88
R1COMM	ET5201	7	10	3	8888	88
R1COMM	ET1011	6	17	1	8888	88
R1COMM	ET1021	6	35	1	8888	88
R1COMM	ET1022	6	40	1	8888	88
R1COMM	ET1031	6	45	1	8888	88
R1COMM	ET1032	6	25	1	8888	88
R1COMM	ET2041	6	8.5	3	8.5	1
R1COMM	ET2051	6	50	3	8888	88
R1COMM	ET2061	6	15	3	15	3
R1COMM	ET2071	6	8	1	8	3
R1COMM	ET3081	6	8888	15	8888	88
R1COMM	ET3091	6	10	1	8888	88
R1COMM	ET3101	6	16	1	12	1
R1COMM	ET4121	6	20	1	8888	88
R1COMM	ET4131	6	35	1	28	3
R1COMM	ET4151	6	40	1	8888	88
R1COMM	ET4161	6	20	1	8888	88
R1COMM	ET5171	6	8888	15	8888	88
R1COMM	ET5181	6	8888	15	8888	88
R1COMM	ET5201	6	10	3	8888	88
R1COMM	ET1011	5	7	1	8888	88
R1COMM	ET1031	5	0	1	8888	88
R1COMM	ET2051	5	52	14	8888	88
R1COMM	ET3081	5	8888	15	8888	88
R1COMM	ET3101	5	8888	15	8888	88
R1COMM	ET4121	5	3	1	8888	88
R1COMM	ET4131	5	55.2000007629395	1	8888	88
R1COMM	ET4151	5	76	1	8888	88
R1COMM	ET4161	5	.300000011920929	1	8888	88
R1COMM	ET5171	5	5	99	8888	88
R1COMM	ET5181	5	8888	15	8888	88
R1COMM	ET5201	5	8888	15	8888	88
R1COMM	ET1011	4	20	1	8888	88
R1COMM	ET1021	4	35	1	8888	88
R1COMM	ET1022	4	35	1	8888	88
R1COMM	ET1031	4	50	1	8888	88
R1COMM	ET1032	4	25	1	8888	88
R1COMM	ET2041	4	10	3	10	1
R1COMM	ET2051	4	18	3	8888	88
R1COMM	ET2061	4	15	3	10	3
R1COMM	ET2071	4	12	1	12	3
R1COMM	ET3081	4	8888	15	8888	88
R1COMM	ET3091	4	15	1	8888	88
R1COMM	ET3101	4	10	3	15	3
R1COMM	ET3111	4	12	99	8888	88
R1COMM	ET3112	4	8	1	8888	88
R1COMM	ET4121	4	18	1	8888	88
R1COMM	ET4131	4	15	1	10	3
R1COMM	ET4151	4	25	1	8888	88
R1COMM	ET4161	4	18	1	8888	88
R1COMM	ET5171	4	8888	15	8888	88
R1COMM	ET5181	4	8888	15	8888	88
R1COMM	ET5191	4	28	1	25	2
R1COMM	ET5201	4	10	3	8888	88
R1COMM	ET1011	3	20	1	8888	88
R1COMM	ET1021	3	35	1	8888	88
R1COMM	ET1022	3	35	1	8888	88
R1COMM	ET1031	3	50	1	8888	88
R1COMM	ET1032	3	30	1	8888	88
R1COMM	ET2041	3	10	3	10	1
R1COMM	ET2051	3	15	3	8888	88
R1COMM	ET2061	3	15	3	10	3
R1COMM	ET2071	3	18	1	18	3
R1COMM	ET3081	3	8888	15	8888	88
R1COMM	ET3091	3	13	1	8888	88
R1COMM	ET3101	3	25	1	60	1
R1COMM	ET3111	3	12	99	8888	88
R1COMM	ET3112	3	8	1	8888	88
R1COMM	ET4121	3	22	1	8888	88
R1COMM	ET4131	3	15	1	12	3
R1COMM	ET4151	3	22	1	8888	88
R1COMM	ET4161	3	22	1	8888	88
R1COMM	ET5171	3	8888	15	8888	88
R1COMM	ET5181	3	8888	15	8888	88
R1COMM	ET5191	3	30	1	25	2
R1COMM	ET5201	3	10	3	8888	88
R1COMM	ET1011	2	52	1	8888	88
R1COMM	ET1021	2	47	1	8888	88
R1COMM	ET1022	2	70	1	8888	88
R1COMM	ET1031	2	40	1	8888	88
R1COMM	ET1032	2	35	1	8888	88
R1COMM	ET2041	2	6	3	6	1
R1COMM	ET2051	2	10	3	8888	88
R1COMM	ET2061	2	6	3	6	1
R1COMM	ET2071	2	7	1	7	3
R1COMM	ET3081	2	8888	15	8888	88
R1COMM	ET3091	2	7	1	8888	88
R1COMM	ET3101	2	60	1	30	1
R1COMM	ET3111	2	3	99	8888	88
R1COMM	ET3112	2	10	1	8888	88
R1COMM	ET4121	2	35	1	8888	88
R1COMM	ET4131	2	48	1	8888	88
R1COMM	ET4151	2	30	1	8888	88
R1COMM	ET4161	2	35	1	8888	88
R1COMM	ET5171	2	8888	15	8888	88
R1COMM	ET5181	2	12	14	12	2
R1COMM	ET5191	2	45	1	35	2
R1COMM	ET5201	2	8	1	8888	88
R1COMM	ET1011	1	2	1	8888	88
R1COMM	ET1021	1	1.75	1	8888	88
R1COMM	ET1022	1	2	4	8888	88
R1COMM	ET1031	1	2	1	8888	88
R1COMM	ET1032	1	2	1	.800000011920929	3
R1COMM	ET2041	1	2	3	2	1
R1COMM	ET2051	1	2.75	3	8888	88
R1COMM	ET2061	1	2	1	2	1
R1COMM	ET2071	1	1.75	1	1.75	3
R1COMM	ET3081	1	.200000002980232	1	.200000002980232	1
R1COMM	ET3091	1	2	1	2.5	1
R1COMM	ET3101	1	2	1	2	1
R1COMM	ET3111	1	1.64999997615814	99	8888	88
R1COMM	ET3112	1	1.64999997615814	1	8888	88
R1COMM	ET4121	1	1.60000002384186	1	8888	88
R1COMM	ET4131	1	1.79999995231628	1	1.79999995231628	3
R1COMM	ET4151	1	2.65000009536743	1	8888	88
R1COMM	ET4161	1	1.60000002384186	1	8888	88
R1COMM	ET5171	1	2	99	8888	88
R1COMM	ET5181	1	2	14	8888	88
R1COMM	ET5191	1	5	1	5	2
R1COMM	ET5201	1	1.5	1	8888	88
